ticker,entry,notional,n_ins,csuite,ex20,ex60
GME,2019-09-23,99888.14000000001,1,0,0.1753059523416678,0.13554393806017329
GME,2019-09-24,332243.0,3,0,0.26483633267483353,0.14937057307968327
GME,2019-09-30,26900.0,1,0,0.09937323980460167,-0.09691348348132767
GME,2020-04-17,135409.55,2,1,-0.13398997085508524,-0.2765495532180653
GME,2020-12-21,19025878.167999998,1,0,1.7262384493610896,11.83691341042879
GME,2022-03-22,10176342.1119,1,0,0.21964108074097766,0.20551216275541662
GME,2022-03-23,383355.0,1,0,0.016905385148891394,0.13405936480236758
GME,2022-03-24,194865.0,1,0,0.024988470272440777,0.1525992443736044
GME,2023-03-31,113989.49999999999,1,0,-0.2091280453729245,0.01919157168611929
GME,2023-06-09,224000.0,1,0,0.025016707466114285,-0.21124274009828792
GME,2023-06-12,111899.5,1,0,-0.06356060994143042,-0.24810631285965556
GME,2023-06-13,10000391.987599999,1,0,-0.15904150811859308,-0.3631475289699079
GME,2023-09-11,372626.24,2,0,-0.05914690619301188,-0.14214550732848075
GME,2024-04-09,112237.95000000001,1,0,0.48557836024374235,1.1281732703906873
GME,2024-07-09,102879.0,1,0,-0.0743821843241641,-0.14988359687130404
GME,2025-04-07,10882700.0,2,1,-0.03584873168107894,-0.2686376277526449
GME,2025-04-10,257500.0,1,0,0.024925455952291786,-0.26277891103564566
GME,2025-07-01,132183.25,1,0,-0.07915862844346822,0.001736057933186208
GME,2026-01-20,250797.59999999998,1,0,0.11842505017507965,0.15782668988282667
GME,2026-01-21,259576.8,1,0,0.10323255389394781,0.09576228854392133
GME,2026-01-22,21359200.0,1,1,0.011879271985320461,0.04827202754573645
GME,2026-01-26,114368.5,1,0,-0.0022294614455204975,0.042044305770924995
GOOG,2023-05-05,19473992.7886,1,0,0.1571367546625344,0.12024792190127309
GOOG,2023-05-09,196583.56600000002,1,0,0.10095475214256266,0.10353262562766274
GOOG,2025-08-05,4950000.0,1,0,0.15807390101814311,0.314193946882946
HOOD,2025-03-03,0.0,1,0,-0.07062767853372531,0.3824252930224943
HOOD,2025-06-17,1965995.2500000002,1,0,0.355877760824757,0.4345439627065151
HOOD,2026-05-27,0.0,1,0,,
HOOD,2026-06-01,20018205.6,1,0,,
HOOD,2026-06-03,15103852.700000001,1,0,,
HOOD,2026-06-09,20184200.0,1,0,,
HUM,2019-12-26,276297.221,1,0,-0.06315015547504899,-0.11966415310370848
HUM,2020-03-03,671967.3600000001,1,1,0.10663675368420467,0.2319866607252048
HUM,2020-03-17,434099.99999999994,1,0,0.19827954352734478,0.1812648400283834
HUM,2021-03-10,151263.1875,1,0,-0.038343760802507454,-0.026893375335609093
HUM,2024-02-21,200066.06650000002,1,0,-0.09960310907004732,-0.09707280936658136
HUM,2025-05-16,1496983.5629999998,1,1,-0.025071423604622223,0.09972312055138954
HUM,2026-02-25,150016.05000000002,1,1,0.04207551265881071,0.6533524204896639
HY,2021-01-26,22344688.5,20,0,0.03672271645872294,-0.17893993937809105
HY,2021-02-17,24902835.839999996,4,0,-0.07188952587643371,-0.24186082125645225
INSM,2021-03-08,99999.0,1,0,-0.18699416897972154,-0.44621424161250334
INSM,2021-11-03,730542.9,2,0,-0.15266313870423143,-0.2685631801107622
INSM,2022-05-13,344000.0,1,0,0.021984028326354932,0.5053726781327372
INSM,2022-11-02,1323650.0,2,0,0.0002578418960870188,0.13966833876676277
INSM,2023-05-17,192900.0,1,0,0.012209724128796395,0.12232359070627252
INSM,2025-05-22,201694.15000000002,1,0,0.564151996339064,0.8254881355621493
INTC,2019-08-29,748383.2000000001,2,1,0.0737838422044077,0.16632401689096543
INTC,2019-11-18,5012359.592,1,0,-0.04050617972381554,0.0728678611720992
INTC,2019-11-22,5037913.55,1,0,-0.0048744793408050935,0.04439910638173772
INTC,2020-02-05,999222.8400000001,1,0,-0.06281346598597082,0.003853954944503357
INTC,2020-07-28,401050.0,1,1,-0.06759883207283335,0.01938547087698006
INTC,2020-10-29,360624.16000000003,1,1,-0.026377305363230352,0.0802727284131961
INTC,2021-01-27,1514004.0,1,1,0.10592266584267618,-0.007627760168378739
INTC,2021-01-28,503317.42000000004,1,1,0.07686951535703512,-0.05780162055413096
INTC,2021-05-06,249984.0,1,0,-0.005276010357291527,-0.105567460380395
INTC,2021-10-26,1989292.75,4,0,-0.009838269799826271,0.11731232256088964
INTC,2021-10-28,249977.65000000002,1,0,0.013140845144053559,0.11276999061028492
INTC,2021-11-01,2007105.208,4,0,0.0026747114781667802,0.032330799822522405
INTC,2022-02-24,497323.4175,1,0,0.05307065764938801,-0.0182316537345798
INTC,2022-05-03,246014.45,1,1,-0.0047757810769282205,-0.18364227664531996
INTC,2022-11-08,50974.988399999995,1,0,-0.03448151361844831,-0.06547980763574324
INTC,2022-11-09,1346966.1982,1,0,-0.025666872726119783,-0.05415201834146699
INTC,2022-11-18,1474365.0,1,0,-0.06268726146170489,-0.0868409388355188
INTC,2023-02-02,251389.32,1,1,-0.09533047421833307,0.006690761762353392
INTC,2023-08-10,2412.0506,1,0,0.09689537719956687,0.124931347704474
INTC,2023-11-14,2497631.2,1,0,0.08241653869312193,0.0007893997581254197
INTC,2026-01-27,249985.0,1,1,0.0705168220875525,0.5015113421876682
JBL,2021-12-22,190890.0,1,0,-0.004487301592111859,-0.037060885852287284
JNJ,2019-06-11,419040.0,1,0,-0.023379883762354003,-0.11100164769629339
JNJ,2019-12-16,706399.0,1,0,0.009616260066767524,0.10416277637772631
JNJ,2020-03-17,63843.0,1,0,-0.017688712686307673,-0.15778718429727334
JNJ,2020-07-02,12325000.0,1,0,-0.011788682406773443,-0.026777401121117483
JNJ,2024-12-12,147220.0,1,0,0.02644688213950941,0.20208924948840212
JNJ,2025-12-01,257687.5,1,0,-0.002261975060238175,0.20143865682079842
KLAC,2021-05-12,113486.42499999999,1,0,0.06869439732548566,0.14083807584927643
KVUE,2023-05-12,525232.0,1,0,-0.10981052311170625,-0.201863138211822
KVUE,2023-08-31,128523.9222,1,0,-0.07806760083203546,-0.1345502545983155
KVUE,2025-12-15,110986526.2692,1,0,-0.01937609566064402,0.04335817737722225
LIN,2019-03-27,1136256.0,1,0,-0.00421841236607623,0.1413339573924568
LIN,2019-05-17,872752.7000000001,3,0,0.052518158676848614,-0.002839750509775918
LIN,2020-03-09,527781.0,1,1,0.050283456838202345,0.09126653225461712
LIN,2020-03-12,324800.0,1,1,0.07781186993771638,0.06698873581733933
LIN,2020-03-17,527148.0,2,1,0.0066478096044344515,0.025852536048297292
LIN,2020-03-19,545054.0,1,0,0.03247039449865441,0.04299247483293822
LIN,2021-03-01,121248.42,1,0,0.10142607505746559,0.12429434508416981
LIN,2022-02-22,113626.79999999999,1,0,0.016544545546784972,0.14391816194599216
LIN,2022-03-08,1007325.0,1,1,0.10186295313881533,0.224714842163118
LIN,2024-12-12,44134.0,1,0,0.011071188819583133,0.12121170856287788
LIN,2025-12-08,999633.6,1,1,0.10624843647072213,0.26135842234394135
LLY,2022-03-07,49849.56,1,0,0.02472340876068224,0.21242234298341944
LLY,2022-08-16,199548.63999999998,1,0,0.07942908773195467,0.29999082497299556
LLY,2022-12-01,374908350.0,1,0,0.04912070766000687,-0.12062098783692055
LLY,2023-08-14,25639915.56,1,0,0.11867150167838336,0.14006075537911855
LLY,2025-08-08,127912.59999999999,1,0,0.16231249247478985,0.3605135166787099
LLY,2025-08-12,2766928.652,4,1,0.1653320762758339,0.3935801840400164
LLY,2025-08-13,647360.0,1,0,0.12527338371381314,0.37989233119137467
LLY,2025-08-14,500472.532,1,0,0.08435818559516206,0.31022487395560217
LLY,2025-08-15,494626.98999999993,1,1,0.039817103164823564,0.3194345126204583
LRCX,2022-04-27,799167.6000000001,1,0,0.11511946490264457,0.053471486462434936
LRCX,2025-08-06,601.9053,1,0,0.02087329081028577,0.6038819617676829
LULU,2021-06-09,1584000.0,1,0,0.11954052042310814,0.11207595468809739
LULU,2022-06-28,56024.0,1,0,0.007497775427668829,0.11647573080992302
LULU,2024-03-28,1361505.0,1,0,-0.03811413859101398,-0.25043198538369615
LULU,2024-09-05,1040000.0,1,1,0.0017905526401971184,0.16761093294541496
LULU,2026-03-23,999977.9999999999,1,0,-0.06019439590426301,
LULU,2026-04-03,494590.50000000006,1,1,-0.263818533015328,
LYFT,2019-04-04,586800.0,3,0,-0.1556581915329912,-0.16841740758796275
LYFT,2020-02-24,1018095.75,1,1,-0.1597395968855707,-0.1837799810382711
LYFT,2023-08-15,1246297.6974,2,1,-0.07522656725340604,-0.09984824240662504
LYFT,2023-08-29,1001655.2999999999,1,0,0.009668868734482139,-0.05761482095578718
LYFT,2024-08-13,501025.14249999996,1,1,0.16503312058869568,0.34101229828614477
LYFT,2024-11-14,250271.95200000002,1,1,-0.2292403566613297,-0.27593185898169004
LYFT,2025-05-30,99995.44099999999,1,1,-0.014166477294310198,0.007738950173093784
LYFT,2025-09-05,100001.25,1,1,0.2859838391818008,0.23588269125090267
LYFT,2025-12-11,99617.138,1,1,-0.0491399576307584,-0.3327334154333911
LYFT,2026-02-18,100178.75,1,1,0.01798888874470128,-0.13830600858904163
MCHP,2022-06-21,458300.9,1,1,0.05194150896943506,0.048332455054893364
MP,2020-11-19,5000000.0,1,0,1.0348882742583287,1.6002399411757118
MP,2021-12-17,3484444.9499999997,1,0,0.11092805765913472,0.08733681368315971
MP,2022-03-07,1152000.0,1,0,0.3907098516340417,0.013300390237144244
MP,2022-03-14,176040.0,1,0,0.21711293224916872,-0.017712843045741167
MP,2022-05-10,583224.0,1,0,0.057743325600108086,0.030486874268672803
MP,2022-06-17,997500.0,1,0,-0.16836326657392953,-0.09645512382316135
MP,2023-05-22,321000.0,1,1,-0.035813709650925896,-0.06561840056472756
MP,2023-05-23,110150.0,1,1,-0.056870091921167765,-0.11911866985437958
MP,2023-05-25,111100.0,1,1,-0.07647938559741163,-0.1403450188792298
MP,2023-05-31,381700.0,1,1,0.05431292888813544,-0.10602646014276984
MP,2024-08-08,325200.0,1,1,0.24970533291887342,0.5856907229493833
MP,2026-05-20,962540.0,1,1,,
MP,2026-06-10,543000.0,1,1,,
MRNA,2025-03-04,6008569.33,2,1,-0.07815073260434358,-0.13613484061196202
MRVL,2022-09-06,314095.92,1,0,0.07597792778996526,-0.01158588635901392
MRVL,2024-06-24,100049.24999999999,1,0,-0.011192640707011314,0.021395789139568855
MRVL,2024-10-15,1009189.9999999999,1,1,0.13883826262252374,0.4472923454166917
MRVL,2025-03-07,207000.0,1,0,-0.17957445388338578,-0.1547286058850167
MRVL,2025-09-25,2109632.0,4,1,-0.033243303512479616,-0.030911826250360486
MSFT,2021-03-11,1018240.0,1,0,0.033305841284424265,-0.00248682970816283
MSFT,2022-02-01,1000761.47,1,0,0.005492516912884771,-0.006454692568921838
MSFT,2025-12-12,1450220.5299999998,1,1,-0.03404147240203792,-0.13719120814986296
MSFT,2026-02-18,1986750.0,1,0,0.01667920926215527,-0.06556636522576587
MU,2026-01-15,7821723.4,1,0,0.23803936473226062,0.3800921909587953
NEE,2020-02-19,826500.0,1,0,0.05753826838252096,0.003228046219909353
NEE,2020-03-11,243600.0,1,0,-0.03096167062466182,-0.10956401596579779
NEE,2020-03-12,212400.0,1,0,0.052929667169338224,-0.05567592844983338
NEE,2020-03-13,880000.0,1,0,0.042581274345179665,-0.023616813571545547
NEE,2022-01-27,147248.8,1,0,0.04903308341722079,0.027431119435550766
NEE,2022-01-31,696108.0,3,1,0.035593191346922626,0.010463869527617797
NEE,2022-02-01,4998285.424,1,1,0.03739217051176302,0.007076037721094441
NEE,2022-05-04,351100.0,1,0,0.10193208923322061,0.21029847855003836
NEE,2022-06-03,1003635.6000000001,1,1,0.07495302812076032,0.11911736061056266
NEE,2022-07-05,1011161.97,1,1,0.014590750468423952,0.07113304337331516
NEE,2023-02-06,574476.94,3,1,0.004898646357733294,0.0028272718793805884
NEE,2023-02-10,659852.8,2,0,0.03618219729385319,0.004156322777046251
NEE,2023-02-21,3695.5,1,0,0.023530037759606603,-0.017634511671805075
NEE,2023-02-22,995808.0,1,1,0.022241380550409584,-0.03264195802191572
NEE,2023-03-02,350000.0,1,0,0.04585035558256467,-0.032149742315287444
NEE,2023-06-15,1009987.3219999999,1,1,-0.04147901526677289,-0.09682012519789274
NEE,2023-08-15,136300.0,1,0,0.007862047622919865,-0.13351638893779316
NEE,2023-08-17,339799.99999999994,1,0,0.0005105225675103853,-0.19313378466788989
NEE,2023-10-10,75000009.42,1,0,0.12788496391998772,0.12675041032725654
NEE,2023-12-11,506515.0,1,0,0.011503887439042959,-0.13946348815990062
NEE,2024-02-07,558300.0,1,0,-0.03585326261788413,0.21757755027814452
NET,2022-05-10,941606.9708,1,0,-0.06409018037973924,0.2668813301753239
NOW,2026-03-02,3000057.9689999996,1,1,0.03860197587390213,-0.16007477213545962
NVDA,2020-07-13,17090.38,1,0,0.04484811776550646,0.30269299902255686
NVDA,2020-09-23,224142.30000000002,1,0,0.05329028563150606,-0.05330940352789093
NVDA,2020-09-29,249473.1,1,0,-0.004671591904550798,-0.12227558871832878
NVDA,2020-12-07,53661.0,1,1,-0.08501054551351739,-0.12356533541922299
NVDA,2024-07-18,250000.0,1,0,0.013875360247292301,0.06451169485946262
NXPI,2020-05-04,17468.3028,1,0,-0.0357915969834135,0.08680176153264729
NXPI,2020-10-29,201450.00000000003,1,0,0.06512035198351862,0.044469818455620036
NXPI,2021-05-27,281.465468,1,0,-0.04623745789289624,-0.06475766865034349
NXPI,2022-03-16,24039.45,1,0,-0.10946481000702246,0.05340983984896064
NXPI,2023-08-03,44268.21,1,0,-0.050736304656830544,-0.0854832706156855
NXPI,2024-08-01,37600.11,1,0,-0.007069413098107713,-0.06824055572129395
NXPI,2025-12-05,50733.0,1,0,0.07003936913304565,-0.06981319502269012
OKLO,2024-12-27,99750.0,1,0,0.5381765372385341,0.0925944700850454
OKLO,2025-03-31,147411.6,1,0,0.13897560314713397,1.488245472329731
ONTO,2020-06-10,30000.0,1,0,0.02214233308877489,-0.17038684719535802
OPEN,2021-05-20,998480.22,1,0,0.10602465239824499,0.0023926367655340286
OPEN,2021-05-27,1002797.125,1,0,0.06067658119154973,-0.037726556863495464
OPEN,2021-06-11,1002809.9978,1,0,-0.0719578385861086,0.08135896814550847
OPEN,2021-06-14,986735.4787999999,1,0,-0.11309288352160984,0.027322345498066447
OPEN,2021-12-03,1995342.5173000002,1,0,0.02132783119966164,-0.353051390662696
OPEN,2025-08-28,128339.99999999999,1,1,1.0433301668500323,0.61789315187154
OPEN,2025-09-15,2999994.5500000003,1,0,-0.2375541273545273,-0.2270588522818171
OPEN,2025-09-30,2000000.8,1,0,-0.031342880302621,-0.2221061861876228
OPEN,2025-11-12,1004562.5,1,1,-0.23098767311745794,-0.4955689066378216
OPEN,2026-05-12,487800.0,1,1,-0.03156006173213399,
ORIC,2020-04-28,9000000.0,2,0,-0.00972648023050282,-0.2132417588527955
ORIC,2022-03-25,1723707.9150999999,1,1,-0.08535248372844728,0.13552111348480456
ORIC,2022-03-31,321624.0,1,1,-0.29050813398494113,0.06729507144499114
ORIC,2022-05-13,1288597.1401999998,1,1,0.5149125663561279,0.6235597074926571
ORIC,2025-06-23,262898.9887,1,0,0.0671619595101225,-0.04635874364742132
PFE,2023-03-21,4999999.4399999995,1,0,-0.04850860010153324,-0.13190416955559525
PFE,2023-05-09,77005.0,1,0,-0.02735645447603674,-0.1772309810114301
PFE,2023-12-19,79401.0,1,0,-0.011722967927952688,-0.09569407589925039
PFE,2024-10-31,28240.0,1,0,-0.1334851016423042,-0.11312898819028372
PFE,2025-02-14,499072.05,1,0,0.09015661481592696,-0.0666972982352606
PINS,2022-08-04,5000008.806799999,1,1,0.0521777033926033,0.16591693325206236
PL,2021-12-20,245571.8175,1,0,0.10879412840646374,-0.0660373970619681
PL,2021-12-21,994473.48,1,1,0.023526310990479526,-0.19095614401326744
PL,2021-12-23,124445.022,1,1,-0.10622594491396498,-0.2043000138076717
PL,2023-04-05,997113.4,1,1,0.052507950042096296,-0.20354212583857534
PL,2023-09-19,269840.0,1,1,-0.08859223118218851,-0.15536506215506019
PL,2026-02-03,313.2,1,0,0.0919761477417963,0.501386400170253
PLTR,2024-10-04,1585917.4251,1,0,0.05112387301617849,0.8674145034895591
PLTR,2024-12-11,1989823.356,1,0,-0.06093133912009829,0.23362278736708908
PLTR,2025-03-27,946762.6799999999,1,0,0.2808498704668557,0.5198468308082471
PLTR,2025-05-12,1161400.0,1,0,0.08667765451871823,0.45357647712097715
PLTR,2025-06-23,2153952.9899999998,1,0,0.01755647065935073,0.10468585326510027
PUBM,2021-06-03,209020.0,1,0,0.2663155966443531,-0.12830412653981127
PUBM,2022-03-22,18460322.26,1,0,0.03366492458007331,-0.08232325183900302
PYPL,2019-01-04,649.76,1,0,-0.015060463834296378,0.08672706406756037
PYPL,2021-11-17,1999227.5999999999,1,0,-0.08132718702189168,-0.3845409438000431
PYPL,2021-11-23,288469.08999999997,1,0,0.02037131926347535,-0.3762821493072892
PYPL,2021-12-06,498821.60000000003,1,0,-0.006918513389994052,-0.40149512286594935
PYPL,2022-02-07,995841.7,1,1,-0.14901776821301826,-0.19561451444535483
PYPL,2022-02-08,499400.0,1,0,-0.11445905804937906,-0.20728337076559722
PYPL,2022-02-09,1002372.0,1,0,-0.1283190819117912,-0.2346360889281649
PYPL,2022-02-22,467833.5,1,0,0.09587853574409966,-0.1641288562987001
PYPL,2022-05-05,96946.96,1,0,0.02077821618998532,0.06305832341726259
PYPL,2022-05-09,597229.424,1,0,0.06979239526681424,0.17923021651542292
PYPL,2023-02-17,1985305.8875000002,1,1,0.013776089083588183,-0.19298332242738314
QS,2021-04-01,100004164.38000001,1,0,-0.3004849956757121,-0.4410842633341153
QS,2021-05-26,238257.0,1,0,0.042817533666406504,-0.32950699651187587
RDDT,2024-03-27,442000.0,2,0,-0.22731822910732258,-0.05939792111476283
RDDT,2024-11-22,0.0,2,0,0.15096448037443444,0.12600601173630976
RDDT,2025-03-14,50197.770000000004,1,0,-0.15976380516807986,-0.1582843823434863
RDDT,2025-03-17,98334.59999999999,1,0,-0.16800338047216468,-0.144183427547242
RDDT,2026-02-12,7482139.32,1,0,0.03770180168167958,0.1318041406671906
RDDT,2026-03-17,1388730.0,1,0,0.05458299242713194,
ROKU,2024-03-13,511680.0,1,0,-0.043022285150406625,-0.1454022369176703
ROKU,2025-02-28,892.54,1,0,-0.06713140453659039,-0.1329678325210174
ROST,2024-04-03,5230.2783854,1,1,-0.06011062373254783,-0.020914405764274058
S,2021-07-02,1450750.0,5,0,0.15658515408518703,0.24803767660910503
S,2021-07-06,7089460.0,1,0,0.02889188468427606,0.09507489838444028
S,2021-07-07,82558583.8616,1,0,-0.0381761025469014,0.05264127928932194
S,2021-07-16,8980385.3061,1,0,0.10685521024555089,0.1788699714828994
S,2021-12-14,1440573.0,1,0,-0.0053414075884516965,-0.1983748844157165
S,2022-01-19,19901.349000000002,1,0,0.09598203431529229,-0.07204623660256859
S,2022-04-14,1032000.0,1,0,-0.2697101923473779,-0.22415976385308334
S,2022-06-06,239829.0,1,0,0.15730023571695884,0.2241245635142577
S,2024-04-05,223596.0,1,0,-0.04596216213724946,-0.15367604948842328
S,2025-12-18,595600.0,1,0,-0.07282499145749621,0.00649042078534956
SMCI,2022-11-08,76000.0,1,0,0.07026178010471185,-0.010281573234580677
SMCI,2022-11-16,753840.0,1,0,-0.004632717238914008,0.08687007481182785
SMCI,2022-11-23,127337.5,1,0,-0.04715056456127342,-0.039799244171534465
SMCI,2023-02-07,256440.0,1,0,0.2876621161595766,0.6880503146723591
SMCI,2023-05-12,133089.9,1,0,0.8690868606296138,0.8956664963536547
SMCI,2023-05-15,401640.0,1,0,0.7146469242276836,0.9307878067929956
SMCI,2023-08-11,538560.0,1,0,0.08368284844127194,0.015117525724207326
SMCI,2024-02-05,1136000.0,1,0,0.6147234511795667,0.0971511551360773
SMMT,2020-11-10,46999999.04,1,1,0.41352178973525544,2.207639928360316
SMMT,2021-05-14,61596189.519999996,2,1,0.20282355513680672,0.43457432491614423
SMMT,2022-08-17,35128.549999999996,1,1,0.5016759517749344,0.09355220792453411
SMMT,2022-08-18,97638584.94999999,2,1,0.3889272943980929,0.09866250671901655
SMMT,2023-03-08,420223950.3,3,1,0.011135988220827953,0.11809319372832983
SMMT,2023-10-16,4999999.2,1,1,0.04191109596760456,0.604697209954526
SMMT,2023-12-13,54604.0,2,1,0.311651361980799,0.743516898734752
SMMT,2024-03-27,786094.12,2,1,-0.01571649750559101,1.0959267542099125
SMMT,2025-09-11,11969511.84,2,1,0.1971680565549898,-0.058259767601450796
SMMT,2025-10-23,10999948.98,3,1,-0.09404037156127187,-0.12163820412051907
SMMT,2026-06-04,3281500.0,3,1,,
SNOW,2022-07-05,2781.2,1,0,-0.0782091027077152,0.15219703326277212
SNOW,2023-06-02,299917.80000000005,1,0,-0.026927133797907565,-0.1746853859496479
SNOW,2024-03-07,501313.49999999994,1,0,-0.09359073255168815,-0.21230218976144588
SNOW,2024-03-27,5000037.840000001,1,1,-0.00949638586683399,-0.2576015303856053
SNOW,2024-06-10,9989012.280000001,1,0,0.03682352234118613,-0.14445538748852205
STLA,2023-10-18,69999503.9666,1,0,-0.007712573818709378,-0.000955829731709823
STLA,2024-03-08,15634779.6511,1,0,-0.027598769817170465,-0.23733831373556202
STLA,2024-03-12,7539040.0,1,0,-0.03850071926803622,-0.25496791825320253
STLA,2024-03-14,8270950.889,1,0,-0.04876533467503452,-0.2467629513898082
STLA,2024-03-18,7637302.0788,1,0,-0.07590902438714453,-0.292579148020771
STLA,2024-07-03,54999824.287099995,1,0,-0.16333833757234373,-0.22803184796487808
STLA,2024-08-09,9989998.15,1,0,-0.009502680054400026,-0.17489516551002104
STLA,2024-12-13,4999995.350000001,1,0,-0.06710424151113148,-0.04402557941858243
STX,2019-02-08,99910000.0,1,0,0.050719360018890214,0.014077424859439525
STX,2019-05-08,0.0,1,0,-0.08512197805134358,-0.10151163600830593
STX,2021-11-09,27017.321962,1,0,0.059979648994962664,0.13494179593854871
SYM,2021-03-15,1125000.0,2,1,-0.28364990588740213,-0.4383600412104215
SYM,2023-05-16,197600.0,1,0,0.9004795483092689,0.690445845614297
SYM,2023-07-25,500000001.6,1,0,0.024078038052237072,0.15940536229311675
TEAM,2025-08-29,251715.0,1,0,-0.09902435526973952,-0.2129393796692728
TEAM,2025-10-02,177029.0142,1,0,0.04783324257369315,0.05782861867448874
TEAM,2025-11-04,250905.24000000002,1,0,-0.06277995702538086,-0.3407799516400901
TEAM,2025-12-02,247506.16,1,0,0.05290056691679168,-0.5276153340914751
TJX,2020-05-26,160432.2,1,0,-0.08043684780403126,-0.1445560357368384
TJX,2021-05-20,16997.956100000003,1,0,-0.05850672343779506,-0.03207662126423316
TJX,2022-02-28,198346.05,1,0,-0.10618361101079388,0.000760514715184013
TJX,2026-02-03,7915.4067517,1,0,0.06990453557220022,-0.011470866831140292
TPR,2019-05-30,210050.4,1,0,0.04980875971346843,-0.30470846591407985
TPR,2020-06-10,149776.0,1,0,-0.18835961864029227,-0.13246887479445624
TPR,2020-06-12,100252.0,1,0,-0.1440589891288021,-0.059417282442104646
TPR,2020-08-20,198204.6,1,0,0.23146892867506363,0.7756713217084097
TPR,2022-03-14,197220.0,1,1,-0.060595326939396954,0.04557401144881368
TSLA,2019-05-06,24999840.0,1,1,-0.1998236030793462,-0.0695187131906293
TSLA,2019-07-31,232720.0,1,0,-0.0789776636449695,0.23046596971579936
TSLA,2019-08-16,79815.6,1,0,0.06482285045369651,0.5015061686370756
TSLA,2020-02-19,10958129.0,2,1,-0.31561135551425223,0.03338104920854068
TSLA,2021-04-05,41488.15,1,0,-0.0380362268154274,-0.06740539551797131
TSLA,2025-04-28,1025232.0,1,0,0.19621909797899506,-0.08378039185125918
TSLA,2025-09-15,999959042.367,1,1,0.059844188722383285,0.05219043282466651
TSM,2026-03-24,55930.0,1,0,0.039897706122906884,
TSM,2026-03-30,111260.0,1,0,0.11347562466782746,
TSM,2026-03-31,219940.0,2,0,0.07118377534528997,
TSM,2026-04-01,322050.0,1,0,0.0630107384861871,
TSM,2026-04-13,110415.95999999999,28,1,0.01708376410079837,
TSM,2026-04-29,5810.0,1,0,0.01833332985181313,
TSM,2026-05-11,115630.19999999998,28,1,0.06083745712324984,
TSM,2026-05-19,69980.0,1,0,,
TSM,2026-05-21,6718.064,1,0,,
TSM,2026-06-09,125720.54000000001,31,1,,
TXN,2021-02-01,997294.42,1,0,-0.013313226197260608,-0.05515428895330077
TXN,2023-05-01,19729.185,1,1,0.047976062759724325,-0.022764360170528963
UAL,2019-08-16,820000.0,1,0,0.031015937200390642,0.06017357440360671
UAL,2020-12-09,93090.5,1,0,-0.13778098455978183,0.057270904512152665
UAL,2022-06-06,2235272.5,1,0,-0.11165797632216679,-0.17749232459060083
UAL,2022-06-15,1884465.0000000002,1,0,0.007850861588007962,-0.04868003564615764
UAL,2022-07-27,1787022.5,1,0,-0.004859400155970084,0.16105707532737767
UAL,2022-12-16,1191360.0,2,0,0.2499555284092314,0.10076891433055635
UAL,2023-03-16,1064647.5,1,0,-0.08532321284227573,0.08195450353216804
UAL,2023-11-08,218926.5,1,0,0.03666603539111124,-0.04588361443131994
UNH,2021-02-09,499025.85,1,0,0.062299926170789055,0.18504624222647248
UNH,2022-02-24,997817.2505999999,1,0,0.07447098305533051,0.15574156780828818
UNH,2022-05-31,44884.301999999996,1,0,0.11702918730365364,0.0742257302650362
UNH,2025-01-22,511575.0,1,0,-0.039784087541711366,0.005725835853031769
UNH,2025-05-16,31607700.307499997,5,1,0.03968369699762131,-0.15416481654889602
USAR,2026-01-29,2173239.22,2,0,-0.1320351370463262,0.034802010421725926
V,2019-08-07,171129.9,1,0,0.01946833123469016,-0.03314723991255342
V,2023-02-17,84095.8824,1,0,0.008998145899200893,0.023567180965177847
VKTX,2021-06-10,113800.00000000001,1,0,0.06974928510167788,0.14039570574592664
VKTX,2022-05-03,111195.0,1,0,-0.13508720294383247,0.20974644100958195
VKTX,2025-04-02,29942.776,1,0,0.12500834662723403,-0.06253817374802817
VKTX,2026-03-10,149912.5,1,0,-0.02683543189794224,-0.25880038270791617
VRT,2020-05-08,508585.5,1,0,0.2444981378140587,0.25192135176101704
VRT,2020-05-11,491480.0,1,0,0.1355177531884637,0.32818604926750505
VRT,2021-11-09,24923.699999999997,1,0,-0.012365144758148205,-0.16915376754550293
VRT,2022-03-04,115000.0,1,0,0.3313620780952973,0.08425461712010252
VRT,2022-03-18,360960.0,2,1,-0.08526500494915867,-0.14255705634519755
VRT,2022-11-04,1001684.0,1,0,-0.049762313124561475,-0.04677779645368818
VRT,2023-06-13,741321.1799999999,1,0,0.1513038894046601,0.7258120637758767
VST,2019-06-03,141480.0,1,1,-0.11889855567242036,-0.035117184764815734
VST,2019-06-11,97709.5,1,0,-0.12070833285786575,0.014301309628412362
VST,2019-06-17,700500.0,1,1,-0.09119281603576135,0.07891010657926745
VST,2019-06-20,99790.0,1,1,-0.10198874550092096,0.08344046840473207
VST,2020-03-04,303599.045,2,0,-0.0585076035162837,-0.0016820679584244047
VST,2020-03-12,94850.0,1,0,0.10140355936238787,0.20937947238511478
VST,2020-03-23,266840.0,1,1,0.0926682529576317,0.1717675387101052
VST,2020-06-24,195799.99999999997,1,0,-0.032499993947816774,-0.11420983871523793
VST,2020-09-21,6181400.0,1,0,0.00542727350418537,-0.09848697493165748
VST,2020-12-18,310233.0,1,1,0.17375267168168618,-0.10912935136702151
VST,2020-12-23,52320.00000000001,1,0,0.08309761563598195,-0.15549318260009304
VST,2021-03-04,695040.0,2,1,-0.05032188745117794,-0.1905234634437093
