ticker,entry,notional,n_ins,csuite,ex20,ex60
CRM,2026-03-18,500178.28300000005,1,0,-0.12833331132501513,
CRM,2026-03-19,500266.13200000004,1,0,-0.14219666265286457,
CRWD,2022-09-30,14006.277,1,0,-0.09618113701976816,-0.4570450379125014
CRWD,2022-12-29,2493500.5,1,0,-0.07532819569819471,0.19846782550682307
CRWD,2023-01-06,3366699.5,1,0,0.09914911142589711,0.3918341317894889
CRWD,2023-02-10,458.22,1,0,0.1698449005388174,0.1854650849784243
CRWD,2023-02-14,1534500.0,1,0,0.16846733580810114,0.137423718216507
CRWV,2025-04-08,500336.45999999996,1,0,0.09881889067713634,2.4118429931076157
CRWV,2025-05-13,19999674.4,1,0,1.3416815910862538,0.9621160919467657
CRWV,2025-08-19,26879971555883.0,1,0,0.2708342256353562,-0.14840838583341875
CRWV,2025-08-25,8829602340183.0,1,0,0.3845834593638233,-0.21662828569916315
CRWV,2025-08-29,1395043822721.4,1,0,0.16017131297540121,-0.3224246182466477
CRWV,2025-09-11,4183828004668.0,1,0,0.2491039984337955,-0.25910283598679174
CRWV,2025-10-02,822463703948.0,1,0,-0.06614413318728407,-0.48493982828376014
D,2019-03-13,649995.9982425,2,0,-0.03086310123588476,-0.029112520020970423
D,2019-09-17,1687321.52,1,0,0.036514753885881546,-0.02120052136205719
D,2021-03-04,1138575.8026065,2,1,0.050057152672590144,0.00465411702243923
D,2021-11-10,324996.0021315,2,1,0.0008504575127272762,0.09461627259439054
D,2021-11-29,111630.0,1,0,0.02048618080554765,0.11494978587748106
D,2022-02-16,249325.356,1,1,0.06348197482201168,0.1632865602463618
D,2023-09-25,26751.74,1,0,-0.1476804195536775,-0.09649452667145209
D,2024-03-04,997890.7995000001,1,1,0.030488860540343277,0.09597486416592904
D,2024-03-07,99997.89243168,1,0,0.00505413077845307,0.09312538115901758
D,2025-03-17,25654.75,1,0,0.03827285294346039,-0.044599892619033854
