date,ticker,close,volume,rsi_14,macd,ema_10,sentiment,return_1d,return_3d,target_1d,target_3d
2020-02-07,GOOG,73.52445983886719,23446000,60.360060429316434,0.8596235432051458,72.66738044584535,0.0,0.019908896940727727,0.026392036192183443,1,1
2020-02-10,GOOG,74.98825073242188,28398000,65.8717498611092,0.9892614062588763,73.08935686158654,0.0,7.284669839635605e-05,0.003963837108270862,1,1
2020-02-11,GOOG,74.99371337890625,26892000,65.89081025608084,1.0799916649947932,73.43560350109921,0.0,0.00628328220871377,0.007920484057501564,1,1
2020-02-12,GOOG,75.46492004394531,23352000,67.57315716088019,1.1763581638936387,73.80457014525304,0.0,-0.0023776358668564646,0.0009221199396887148,0,1
2020-02-13,GOOG,75.28549194335938,18590000,66.23352447748445,1.2241398383244046,74.07382865399964,0.0,0.004014159155720343,0.007942382410704774,1,1
2020-02-14,GOOG,75.58769989013672,23956000,67.4055974536411,1.271733068025057,74.34907796966093,0.0,-0.0007037142120899231,-0.0017031660376943814,0,0
2020-02-18,GOOG,75.53450775146484,22414000,66.96499892547203,1.2902852788876373,74.56461065726164,0.0,0.0046194827936765215,-0.022741672886075315,1,0
2020-02-19,GOOG,75.88343811035156,18986000,68.4231158205512,1.3179512815101049,74.80439746691435,0.0,-0.005593797989462135,-0.0688418102442,0,0
2020-02-20,GOOG,75.4589614868164,21932000,64.68281417919198,1.2907461536928793,74.92340910689654,0.0,-0.021763283908075137,-0.08543280221730687,0,0
2020-02-21,GOOG,73.81672668457031,34634000,52.68376706743488,1.1237177513356187,74.72219412101904,0.0,-0.04277136040968632,-0.061901298005458405,0,0
2020-02-24,GOOG,70.65948486328125,57342000,38.06426505235584,0.7281893962083075,73.98351971052126,0.0,-0.023311716917814418,-0.0728057502688555,0,0
2020-02-25,GOOG,69.01229095458984,49566000,32.93009441610779,0.27860396974620016,73.07965993671554,0.0,0.0034064154433894878,-0.0353777243004566,1,0
2020-02-26,GOOG,69.24737548828125,44048000,34.292270723573765,-0.05805711632987709,72.38288094609112,0.0,-0.053898178923960094,-0.0029212048135426327,0,0
2020-02-27,GOOG,65.51506805419922,59566000,25.453510528126074,-0.6188952313153493,71.13418769301987,0.0,0.016114233397160893,0.017677142618581554,1,1
2020-02-28,GOOG,66.57079315185547,75782000,30.880440168272955,-0.9670279890400479,70.30447959462634,0.0,0.03716789980525048,0.03523392806450287,1,1
2020-03-02,GOOG,69.04508972167969,48630000,41.60935624367321,-1.0313815288208303,70.07549961772695,0.0,-0.03435294928837718,-0.05044244795344199,0,0
2020-03-03,GOOG,66.67318725585938,48046000,35.862558518929276,-1.259258925878953,69.45689737011466,0.0,0.033644055810581275,-0.03204135307200329,1,0
2020-03-04,GOOG,68.91634368896484,38266000,43.77182679392065,-1.2445035650826952,69.35861488263288,0.0,-0.048668532491354166,-0.12330135393511987,0,0
2020-03-05,GOOG,65.56228637695312,51226000,36.51994953055272,-1.4863208478662528,68.66837333614565,0.0,-0.015640062466689475,-0.029301625204517845,0,0
2020-03-06,GOOG,64.5368881225586,53212000,34.63097018448212,-1.740638854980375,67.91719420640254,0.0,-0.06380882373629249,-0.06392438141766277,0,0
2020-03-09,GOOG,60.41886520385742,67308000,28.300070558703098,-2.2485577674023034,66.55386166048524,0.0,0.05333333585883415,-0.08280144708668646,1,0
2020-03-10,GOOG,63.641204833984375,52228000,37.87115764011329,-2.3638226112851157,66.02428769203053,0.0,-0.050750097703312846,-0.04737615655547267,0,0
2020-03-11,GOOG,60.411407470703125,52170000,33.101580124070466,-2.68483932864838,65.00376401542555,0.0,-0.08268821976185625,-0.10784846993853692,0,0
2020-03-12,GOOG,55.41609573364258,84534000,27.361879286249277,-3.3042380995828466,63.260551600555914,0.0,0.09401660921386568,0.00438597185639944,1,1
2020-03-13,GOOG,60.626129150390625,74002000,39.20282813397784,-3.336251700550662,62.78156570052586,0.0,-0.1110082341813664,-0.10078459546651886,0,0
2020-03-16,GOOG,53.8961296081543,85048000,31.95619633605692,-3.860179679600705,61.16603186554921,0.0,0.03271143168508406,0.028552263725349913,1,1
2020-03-17,GOOG,55.659149169921875,77230000,35.328734964908435,-4.086034174731381,60.16478046634423,0.0,-0.020539299247356757,-0.04240032974401797,0,0
2020-03-18,GOOG,54.51594924926758,84668000,34.14686702666933,-4.307616645501547,59.137720245057565,0.0,0.016858128270539563,-0.03663382111952895,1,0
2020-03-19,GOOG,55.43498611450195,73022000,36.000454909962066,-4.3588180148839655,58.464495857683815,0.0,-0.0385280735570982,0.017188334475988,0,1
2020-03-20,GOOG,53.2991828918457,72036000,33.63130038074097,-4.519637373160329,57.525348045713244,0.0,-0.014641147072003147,0.02813521927795759,0,1
2020-03-23,GOOG,52.518821716308594,80882000,32.78242187863778,-4.6563806408195845,56.61507053127603,0.0,0.07366881728802643,0.09949639346129358,1,1
2020-03-24,GOOG,56.387821197509766,66890000,40.76540156907508,-4.401813377484494,56.57375247059125,0.0,-0.02818080347704932,-0.020935034054541224,0,0
2020-03-25,GOOG,54.79876708984375,81630000,38.730871422265444,-4.278965127021706,56.25102785590988,0.0,0.0537509898944446,0.04020899720769022,1,1
2020-03-26,GOOG,57.74425506591797,71434000,44.28188247416813,-3.8989856605959687,56.52252371227499,0.0,-0.0439336315369111,0.0009125795798592407,0,1
2020-03-27,GOOG,55.207340240478516,64170000,40.84910063938221,-3.7592230372422506,56.283399444675624,0.0,0.03251071894511659,-0.004582694093733575,1,0
2020-03-30,GOOG,57.00217056274414,51482000,44.14794252082957,-3.463704910191879,56.414085102506256,0.0,0.013942990650265275,-0.02265395515170976,1,0
2020-03-31,GOOG,57.79695129394531,49728000,45.5948760040208,-3.129299881550139,56.665515319131536,0.0,-0.04918268770026568,-0.055838959538579425,0,0
2020-04-01,GOOG,54.954341888427734,46884000,41.45800193711093,-3.0584009668829353,56.35439287718539,0.0,0.013766047100951528,0.07353343073289653,1,1
2020-04-02,GOOG,55.710845947265625,39298000,42.94172769413548,-2.9076519097647804,56.2373843444727,0.0,-0.020484633802840047,0.058590011793815844,0,1
2020-04-03,GOOG,54.56962966918945,46268000,41.24354856817115,-2.8474452358034696,55.934156221693925,0.0,0.08110176922204193,0.10237914433459783,1,1
2020-04-06,GOOG,58.995323181152344,53294000,49.572156883278566,-2.4147784705113438,56.490732032504546,0.0,-0.0003454191229768089,0.020666952468337163,0,1
2020-04-07,GOOG,58.974945068359375,47746000,49.5373378384496,-2.0499012990607,56.9424071299327,0.0,0.02003353443819411,0.026169138691978455,1,1
2020-04-08,GOOG,60.15642166137695,39502000,51.65742941891195,-1.6464193276941401,57.5267734083771,0.0,0.0009667307031959727,0.048707691263817354,1,1
2020-04-09,GOOG,60.214576721191406,43508000,51.76485189232449,-1.3068992105676855,58.015464919797886,0.0,0.005043494126344861,0.042114769250846784,1,1
2020-04-13,GOOG,60.51826858520508,34796000,52.360192815733186,-1.001773850896953,58.4705201316901,0.0,0.04243732595182159,0.03770657520208176,1,1
2020-04-14,GOOG,63.08650207519531,49408000,57.17406948433129,-0.5464259676127128,59.30978957596378,0.0,-0.005326057695400843,0.011046123087617543,0,1
2020-04-15,GOOG,62.7504997253418,33434000,56.37151019252254,-0.2102484577046866,59.93537323948705,0.0,0.0007921132993147229,0.003279336900862573,1,1
2020-04-16,GOOG,62.80020523071289,50362000,56.46885772505896,0.05949958561701152,60.45625178334629,0.0,0.015655332780527997,-0.037301968201200575,1,0
2020-04-17,GOOG,63.783363342285156,38980000,58.443972549016834,0.34859115454869993,61.061181157698805,0.0,-0.012967073925030381,-0.01561664756627612,0,0
2020-04-20,GOOG,62.95627975463867,33910000,56.136439813204525,0.5051366713120018,61.4057445389606,0.0,-0.03968858694015509,0.007658263394598963,0,1
2020-04-21,GOOG,60.45763397216797,43060000,49.74631902849359,0.4227075787635073,61.23336079954375,0.0,0.038533546735908475,0.05176997901266511,1,1
2020-04-22,GOOG,62.78728103637695,41848000,54.90099407039413,0.5391499919599809,61.51589175169524,0.0,0.01037048396138629,0.010030007942617658,1,1
2020-04-23,GOOG,63.43841552734375,31324000,56.25169710799181,0.6761779959721181,61.86544152908588,0.0,0.0023504509921827843,-0.03340883944678297,1,0
2020-04-24,GOOG,63.5875244140625,32792000,56.572453787245884,0.7877251126318754,62.178547508172535,0.0,-0.0026811304853631146,0.048596539894684154,0,1
