date,mom,spy,gp,op,ep
2019-08-01,-0.010395903369687225,-0.0027734559967531602,0.049650491685711916,0.008134828958774433,0.03599374239144924
2019-09-01,0.008332085213115046,-0.013905847239180424,-0.01601014293394161,0.00562636667106133,-0.006285941509803586
2019-10-01,-0.0589077074485262,0.008598748022287994,0.022188062980944508,0.06805752265018537,0.03544411724349084
2019-11-01,0.06229518038330215,0.04399126994952929,0.08098578095930002,0.07670360890955219,0.05068656950289345
2019-12-01,-0.000705911162729205,0.017965636636832816,0.050051007746312784,0.03369239804228391,-9.823997598335053e-05
2020-01-01,0.0889344670797724,0.04245283018867929,0.03736611065167958,0.05041680162087025,0.046276036187409456
2020-02-01,0.012205881846542027,-0.002308615753993881,-0.009954456507514784,-0.00691865503062792,0.03284870396060741
2020-03-01,-0.03848244509488507,-0.046371714179933465,-0.05846508771634001,-0.047370244793253836,-0.06700686838540254
2020-04-01,-0.14235768296689255,-0.20363001067650188,-0.037875463505625345,-0.14117665312229738,-0.16691489631655443
2020-05-01,0.29265803973378235,0.1488523258175909,0.1312380848092679,0.12622586728107757,0.1830878824034371
2020-06-01,0.26836069088936304,0.08048375119346507,0.1415374244031271,0.14576362491213024,0.1368226854130007
2020-07-01,0.2913619955159501,0.016265750286368785,0.0245495159982737,0.01668691241247534,0.04304224369520467
2020-08-01,0.20664442580928338,0.05883678990081176,0.07164890993953761,0.05177708551651703,0.10696158269691793
2020-09-01,0.12734016881141844,0.07241704431399976,0.06276610479773345,0.09352164854716867,0.04039790378461111
2020-10-01,0.04266062383190995,-0.04412932501418043,-0.0006718034153964686,0.007523803036089413,-0.036663046234531996
2020-11-01,-0.03677518927670813,-0.02029432708283896,-0.014304177650501161,-0.04154525809214124,0.005992315746071284
2020-12-01,0.2867989544713626,0.10847970926711081,0.18943534810843846,0.17460159784857684,0.11016653332121552
2021-01-01,0.07555751285184427,0.007567892464892756,0.013298714236238764,0.06454806834684294,0.03215608044993528
2021-02-01,0.5718492814611492,0.02017408281135613,0.004162476037391336,0.01819864275920898,0.029867943968116126
2021-03-01,0.08142812217915955,0.035483613746910114,0.022797744583665725,0.06635037511318663,0.03048470909072672
2021-04-01,-0.08356255032901659,0.028312541711586814,0.028045383044704737,0.018569268597038453,0.04784809944125626
2021-05-01,-0.02393681980037112,0.04390804023863604,0.018526216457300227,0.051935217111468146,0.051022992019282364
2021-06-01,0.12223862412500762,0.0035150645624104637,0.04585496987431558,0.007440850475660772,0.019555394563474757
2021-07-01,0.027959059187999756,0.02563919269902537,0.07143526288073161,0.042874982139250624,0.03755592024308619
2021-08-01,0.030718110125655968,0.016634528262435166,0.013585550406083292,0.05164180364472242,0.0317054432725224
2021-09-01,0.05488043469998216,0.03247331977421797,0.023421823728041965,0.05381316941417285,0.049026310599956525
2021-10-01,-0.053852465017757235,-0.03886675520141658,-0.01612846101435158,-0.049842941842050216,-0.02769404792633318
2021-11-01,0.16457806388959845,0.05941414885777463,0.07664445025019695,0.05040689145577342,0.043909688554017307
2021-12-01,-0.05288175362594153,-0.02073732718894017,0.01675538087761719,0.04226448822876274,0.036605785725916856
2022-01-01,0.017989005009817385,0.060399556048834624,0.04530139283454967,0.06916242918842065,0.07350306733489667
2022-02-01,-0.1448992401565076,-0.05183060852818655,-0.08030204492780306,-0.07648103214050488,-0.08004091045173349
2022-03-01,-0.0655318461013492,-0.050711999116900275,-0.03457905129780065,-0.07406609011907783,-0.06093060619908217
2022-04-01,0.07101203840132564,0.053351318665984415,0.05196962089590014,0.00018159534534846662,0.0038135933213975745
2022-05-01,-0.06416274123732459,-0.084871500485737,-0.07810542548842894,-0.09943393835998868,-0.15039067960248562
2022-06-01,0.012436101150245422,-0.011797915460335928,-0.12087693540799309,-0.056443321146859814,-0.013042770291179296
2022-07-01,-0.03423595941214134,-0.06921555702043503,-0.021461748712611587,-0.10738479041389927,-0.078479173514367
2022-08-01,0.03329599105539948,0.07745776938411497,0.1070477393112603,0.18405845855721073,0.0848724479903856
2022-09-01,0.01821193867457319,-0.03493439150863009,-0.030838548428502324,-0.08073743371575333,-0.07321881467903991
2022-10-01,-0.06142295757971094,-0.07519802229958128,-0.09866311128344256,-0.12388388401107431,-0.12583190772917688
2022-11-01,0.15219998597081372,0.048853004555249324,0.06140701288400884,0.09774660351167745,0.10582351190871342
2022-12-01,0.04057089579810333,0.05945074378445869,0.07401304064283841,0.08749171621774063,0.08339890057944008
2023-01-01,0.025374609726486818,-0.0651971132603466,-0.06210620956533909,-0.0819505848279261,-0.08851167603709112
2023-02-01,0.09048072125019829,0.07872485688776854,0.06735123882111686,0.1614565187223575,0.15369229538163753
2023-03-01,-0.04812831366350485,-0.0390944498539435,-0.006466237224230747,-0.027660921236388115,-0.03265364643497476
2023-04-01,0.03320347853264318,0.04106500481329478,0.03467142698879502,0.049169732310619114,0.09414021427526612
2023-05-01,-0.027790270778379787,0.011096240418542402,-0.039165339064381674,-0.02091225005340924,-0.014417312346469308
2023-06-01,0.19847175974400932,0.015186156771196835,0.037483905315222776,-0.012460493932811926,0.05553308962391281
2023-07-01,0.11776409334048844,0.052083827224882695,0.0536079648230305,0.08302710780147075,0.07604299234158593
2023-08-01,0.12731149826878313,0.02859460555668214,0.0774438118828153,0.03870978772369266,0.04247103069186111
2023-09-01,-0.014452580184220168,-0.011588678583946743,-0.030636948090073758,-0.003571159807223206,-0.009185047263945555
2023-10-01,-0.08958802203460484,-0.05292670493583629,-0.046921661595930524,-0.0684043887794795,-0.07736294060940843
2023-11-01,-0.06913234256290161,-0.010882029439984953,-0.013233008396118597,-0.020203574273862174,-0.035694242717797815
2023-12-01,0.208536724587569,0.08621587091279048,0.1065486298949625,0.0784327361402986,0.09765911557689416
2024-01-01,0.06511169301792955,0.02951426704421678,0.044140067286492314,0.05454267546423813,0.04311941611773294
2024-02-01,0.05355670913465311,0.03501533904580567,0.02017752942896391,0.06361970883324249,0.10037156687568365
2024-03-01,0.24552277447931156,0.04834423548650868,0.03514894242339032,0.09783535924118912,0.08754552487501717
2024-04-01,0.000982283256443106,0.018153456176269733,-0.019837508643530843,0.03581421201340955,0.07310782145059305
2024-05-01,-0.06840699485152489,-0.04176880649609305,-0.025322545333934125,-0.027879507925905916,-0.03153648089306591
2024-06-01,0.21246436874989688,0.054861596882182395,0.012817117485538192,0.08323359771171766,0.07224356255278684
2024-07-01,-0.007879341950028321,0.03323228495642305,0.04741107413417595,0.03923600421363501,0.014389110705160158
2024-08-01,-0.11177868538287111,-0.00427256390508679,-0.034135287005249745,-0.021699711556952918,0.008320768076829325
2024-09-01,0.10164679246673942,0.016703191469770395,0.055701904668424986,0.021512365298918493,0.027759566147181728
2024-10-01,0.027707627484198954,0.02995942617012015,-0.001983741685351934,0.019164706334507505,0.053832420451136107
2024-11-01,0.03091691865222561,0.0042559178361647465,0.01347089869803586,-0.006718482008278926,0.04167939107099706
2024-12-01,0.1902954509801348,0.057071308489773154,0.08307023815332026,0.10359174266892424,0.06967319639142432
2025-01-01,-0.03262795931387275,-0.03145966900253472,-0.017139585593777058,-0.04229078338847481,-0.01080798549560384
2025-02-01,0.1488853625961469,0.022458264915161452,0.03951687718010255,0.04396023205961873,0.08922251367047306
2025-03-01,-0.13313367006968505,-0.023420379075564157,-0.024105636458229194,-0.02323770131299997,-0.03998270864691168
2025-04-01,-0.191279095224924,-0.039056477722390626,-0.10111761335863229,-0.08830261583503862,-0.0033982685799386894
2025-05-01,0.10041076377796287,-0.004456566304793519,-0.046764002942417886,0.02781764480823491,0.0016244169762837796
2025-06-01,0.13768023372147906,0.061310365820903545,0.029792654111871167,0.0316408894233011,0.046491904635594425
2025-07-01,0.041505779004584006,0.042077913313424586,-0.007543219018048638,0.0470442231375765,0.036040919020557706
2025-08-01,0.08047289771622843,0.006589492430988608,-0.162839219326691,-0.033110305504301385,-0.048894557596124634
2025-09-01,0.06683465079510924,0.02983658238435294,-0.02180883565163319,0.007799269703152624,0.05582096785544014
2025-10-01,0.2825930536273169,0.04401268214971821,0.181208673011895,0.19327727873508677,0.13265395503514385
2025-11-01,0.15847005352313445,0.022275413269503996,0.030645673168360824,0.02756343743434225,0.005066304578755192
2025-12-01,-0.14127599565197418,-0.00449263909620401,0.005863217611735713,-0.01642395789547601,0.017004104506729442
2026-01-01,-0.037240681911332174,0.0042630132153409495,-0.003179204993714959,0.018708671369666755,0.023338017082535
2026-02-01,0.17131610358685842,0.017916477597084146,0.008852722195495249,0.038083635787300424,0.019967237176220672
2026-03-01,-0.01866820892547167,-0.01298514545376106,0.01860303071517391,0.038974978414359776,0.046942526421182545
2026-04-01,-0.037139117290451,-0.04536845479180629,0.0005570932099870303,-0.027863401015927266,-0.05826159734030494
2026-05-01,0.25348761378876455,0.09982601794762225,0.12658038873075173,0.04766940539691256,-0.007392040533612111
2026-06-01,0.0915072496352106,0.05257753417054056,0.059664317077066174,0.10050205733906797,-0.01264933152382725
