date,ticker,close,volume,rsi_14,macd,ema_10,sentiment,return_1d,return_3d,target_1d,target_3d
2020-02-07,CRWD,62.09000015258789,3055700,62.28436976680036,2.163569905296036,61.48928612974745,0.0,0.019487825438863737,0.048155929636314765,1,1
2020-02-10,CRWD,63.29999923706055,3877500,65.51998515586153,2.1681143588028036,61.81850669471346,0.0,0.029857870886657922,0.03175352836902401,1,1
2020-02-11,CRWD,65.19000244140625,7978200,69.86830313206778,2.2977364585202693,62.431505921384876,0.0,-0.0016873846637823764,-0.005215584515290583,0,0
2020-02-12,CRWD,65.08000183105469,5448300,69.32036449368051,2.3643322263219133,62.913050632233926,0.0,0.00353404611352226,0.01475106111651292,1,1
2020-02-13,CRWD,65.30999755859375,4124500,69.852728999632,2.407911678205842,63.34885916429935,0.0,-0.007043318047286085,0.011024364532507658,0,1
2020-02-14,CRWD,64.8499984741211,4202500,67.33604670242934,2.3779194508269867,63.62179358426693,0.0,0.018350076629240375,-0.02266765521347658,1,0
2020-02-18,CRWD,66.04000091552734,4324200,70.31558567006373,2.422251439507562,64.06146764449609,0.0,-0.00015145572519392747,-0.07737735523183642,0,0
2020-02-19,CRWD,66.02999877929688,5306900,70.25757564144395,2.4285825828542187,64.41938239627805,0.0,-0.04013323883344555,-0.12039977427252113,0,0
2020-02-20,CRWD,63.380001068115234,6179100,56.870743839786705,2.1944708967454645,64.23040397297572,0.0,-0.03865573874488282,-0.08898705103502702,0,0
2020-02-21,CRWD,60.93000030517578,4625000,47.802193347734324,1.7906001884001839,63.630330578830275,0.0,-0.04677496241336798,-0.040538342496829194,0,0
2020-02-24,CRWD,58.08000183105469,4638800,39.84307584788769,1.2264212629758404,62.62117989741653,0.0,-0.005853996933004479,-0.00998625710690948,0,0
2020-02-25,CRWD,57.7400016784668,5337900,39.00863225766418,0.743301907374537,61.73369294851658,0.0,0.012469646433598491,0.0329060903351206,1,1
2020-02-26,CRWD,58.459999084472656,4425600,41.78889885876812,0.4137546052329597,61.13847588232677,0.0,-0.016421469372339348,0.01146086202763108,0,1
2020-02-27,CRWD,57.5,4874100,39.22164705447822,0.07426599875119422,60.476934812812814,0.0,0.03721738068953795,-0.01773913839588992,1,0
2020-02-28,CRWD,59.63999938964844,4448000,47.03322208921436,-0.02184923733807409,60.324764735873835,0.0,-0.008551279791289224,-0.04091211689603891,0,0
2020-03-02,CRWD,59.130001068115234,4013700,45.53132641990008,-0.1375878298683446,60.107534978099544,0.0,-0.044816530999656434,-0.05428721192600916,0,0
2020-03-03,CRWD,56.47999954223633,4071500,38.628796855405106,-0.43809439497080405,59.447983080669864,0.0,0.012747897070443548,-0.08002833736539905,1,0
2020-03-04,CRWD,57.20000076293945,2321000,41.23546111825173,-0.6111054879725231,59.039259022900694,0.0,-0.022377667428694625,-0.20034963167164366,0,0
2020-03-05,CRWD,55.91999816894531,3212500,38.13447030831117,-0.8417997935435224,58.47212068581789,0.0,-0.07081543659047917,-0.16112300816448932,0,0
2020-03-06,CRWD,51.959999084472656,5119900,30.49410063564271,-1.3288473981676958,57.28809857648239,0.0,-0.11970741946884667,-0.175327189585612,0,0
2020-03-09,CRWD,45.7400016784668,5816700,22.775422953944584,-2.191475970951572,55.188444595025004,0.0,0.025579320638637437,-0.17315263867537434,1,0
