date,ticker,close,volume,rsi_14,macd,ema_10,sentiment,return_1d,return_3d,target_1d,target_3d
2020-02-07,NFLX,366.7699890136719,4385200,65.72363320775526,8.595548529347468,358.1896600825699,0.0,0.011724018974700101,0.03609897523938255,1,1
2020-02-10,NFLX,371.07000732421875,5294100,67.94750285924837,9.138154330091652,360.5315413992333,0.0,0.007060649110609107,0.027838376501391204,1,1
2020-02-11,NFLX,373.69000244140625,4772900,69.25633816473929,9.668136783554758,362.9239888614465,0.0,0.016912433522247472,0.0179560368520435,1,1
2020-02-12,NFLX,380.010009765625,4624800,72.2047951328781,10.47734713297433,366.03053811675164,0.0,0.0036577566251916327,0.020446800910492113,1,1
2020-02-13,NFLX,381.3999938964844,4485400,72.82214494630942,11.102825803124006,368.82498462215756,0.0,-0.002621919286845631,0.012559015788086159,0,1
2020-02-14,NFLX,380.3999938964844,3736300,71.59020401972404,11.386573185114514,370.92953176294424,0.0,0.01940064406210462,0.014721362232827717,1,1
2020-02-18,NFLX,387.7799987792969,5173900,74.95725491982962,12.067839207979716,373.9932530386447,0.0,-0.00410025360486832,-0.019882385577772443,0,0
2020-02-19,NFLX,386.19000244140625,4896400,72.95122091897497,12.337232091156523,376.2108438391468,0.0,-0.0004919921287581674,-0.045288562945201116,0,0
2020-02-20,NFLX,386.0,4079400,72.70083393463207,12.392542763947517,377.99069041384735,0.0,-0.01536267532585811,-0.06712436181893622,0,0
2020-02-21,NFLX,380.07000732421875,3930100,65.18144067021383,11.82160392930325,378.36874803391487,0.0,-0.02991552845023182,-0.0021838531687550233,0,0
2020-02-24,NFLX,368.70001220703125,6936400,53.71062247225053,10.332559887919615,376.61079606539056,0.0,-0.023352361226139484,0.008163762268488028,0,1
2020-02-25,NFLX,360.0899963378906,6481200,46.96973729293651,8.361341097982006,373.6070142967542,0.0,0.05318113274803382,0.024827133584175876,1,1
2020-02-26,NFLX,379.239990234375,8934100,59.22668075958495,8.249287814440095,374.63119173995796,0.0,-0.019855497767108488,0.004772696986610425,0,1
2020-02-27,NFLX,371.7099914550781,10967700,53.94667899165785,7.466804139078022,374.1000644154343,0.0,-0.007209902174784899,-0.00790939847997485,0,0
2020-02-28,NFLX,369.0299987792969,11168600,52.164246870113516,6.554866753884937,373.17823429977295,0.0,0.032571847962042266,0.03999677482711217,1,1
2020-03-02,NFLX,381.04998779296875,6997900,58.74767192215304,6.7245460827714965,374.60946220762673,0.0,-0.03222673972625556,-0.02170316042147491,0,0
2020-03-03,NFLX,368.7699890136719,8364600,51.02200875875676,5.801251681895167,373.54773980872585,0.0,0.040730048482044756,0.000542376584293569,1,1
2020-03-04,NFLX,383.7900085449219,5487300,58.25341727477854,6.209939943736799,375.4099704880342,0.0,-0.02868758831780871,-0.09718861221000485,0,0
2020-03-05,NFLX,372.7799987792969,8747000,52.172545524240626,5.58107737619838,374.93179381371834,0.0,-0.010220498876200246,-0.023204018254223913,0,0
2020-03-06,NFLX,368.9700012207031,8147200,50.218953940853496,4.720845332840838,373.8478315240792,0.0,-0.06092639215100171,-0.051630180583634555,0,0
2020-03-09,NFLX,346.489990234375,7405500,40.56689398250114,2.199798321809851,368.87367856231475,0.0,0.05091060390086688,-0.09016130657409016,1,0
2020-03-10,NFLX,364.1300048828125,7604400,48.871228124799934,1.606730768634634,368.0111924387689,0.0,-0.039024500218407754,-0.07642879388310841,0,0
2020-03-11,NFLX,349.9200134277344,6036000,43.58774474218387,-0.009794191308117206,364.7218871640353,0.0,-0.09907982423787387,-0.1459762663743519,0,0
2020-03-12,NFLX,315.25,12071600,33.94522285005459,-4.041889812948,355.72699858875615,0.0,0.06677236413312837,0.014274385408405976,1,1
2020-03-13,NFLX,336.29998779296875,9458200,42.29243591267559,-5.4756763613697785,352.1948148077039,0.0,-0.11138861972882097,-0.061938707488413236,0,0
2020-03-16,NFLX,298.8399963378906,10559900,34.04695404684331,-9.524873957132456,342.4939387222833,0.0,0.06997056591603945,0.11106278559808036,1,1
2020-03-17,NFLX,319.75,10013900,40.965721290412546,-10.92074216359157,338.3586771364136,0.0,-0.013385453570905037,0.040906916566898044,0,1
2020-03-18,NFLX,315.4700012207031,12593600,40.03982935683343,-12.2313426021733,334.1970996971935,0.0,0.05249309758301979,0.14201029454343161,1,1
