ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,25,0.4921,0.0669,0.4928,0.2602,0.4497,394,0.5295
ABNB,1,13,0.5128,0.0643,0.5383,0.2667,0.6196,213,0.5226
ABT,1,25,0.5111,0.079,0.533,0.2571,0.5676,416,0.5092
ADSK,1,25,0.5225,0.0708,0.4964,0.2576,0.5436,408,0.5213
AI,1,24,0.5086,0.0597,0.5139,0.2568,0.5512,138,0.4682
ALK,1,25,0.494,0.063,0.5161,0.2627,0.4625,196,0.4901
AMD,1,25,0.4806,0.0632,0.5011,0.2627,0.5902,270,0.5048
AMPX,1,6,0.5106,0.0614,0.4944,0.2606,0.625,10,0.4974
AMZN,1,25,0.499,0.0569,0.5093,0.2624,0.5626,374,0.5244
APLD,1,9,0.4585,0.0332,0.4669,0.2633,0.1759,28,0.4991
ARM,1,2,0.4286,0.1122,0.5059,0.2832,0.466,89,0.4683
ASAN,1,14,0.5125,0.0415,0.4928,0.2634,0.4405,142,0.4705
ASTS,1,12,0.5053,0.0468,0.5267,0.2564,0.5347,90,0.5013
AXP,1,25,0.5244,0.0621,0.5348,0.258,0.5451,484,0.5206
AZN,1,25,0.5162,0.0613,0.5067,0.259,0.5427,497,0.5264
BA,1,25,0.4895,0.0668,0.5192,0.2595,0.5845,332,0.494
BETR,1,2,0.4921,0.0,0.4996,0.2706,0.4926,36,0.4524
BRKR,1,25,0.5035,0.048,0.5085,0.2579,0.464,426,0.4984
BSX,1,25,0.5067,0.0692,0.5236,0.2625,0.5104,532,0.5289
CAVA,1,3,0.4762,0.0991,0.4403,0.2821,0.25,16,0.4656
CI,1,25,0.5054,0.0549,0.5156,0.263,0.5196,651,0.5257
CNC,1,25,0.4844,0.0546,0.5101,0.2653,0.4379,364,0.5086
COST,1,25,0.5098,0.0473,0.4862,0.2611,0.5924,544,0.5327
CRM,1,25,0.4825,0.0559,0.4775,0.2646,0.4622,357,0.5168
CRWD,1,19,0.523,0.0707,0.5133,0.2588,0.5421,496,0.5297
DDOG,1,18,0.4991,0.0696,0.5174,0.258,0.5903,356,0.4991
DNA,1,10,0.4889,0.0755,0.4908,0.2641,0.3393,28,0.4619
DUOL,1,10,0.4698,0.0566,0.4781,0.2667,0.3726,192,0.5048
ETSY,1,25,0.5117,0.0601,0.4988,0.2607,0.5279,199,0.5029
FIVN,1,25,0.5041,0.0645,0.4991,0.261,0.4032,267,0.487
FSLY,1,19,0.5004,0.0462,0.5109,0.2605,0.5085,169,0.4762
FTNT,1,25,0.5422,0.0508,0.5165,0.2524,0.517,649,0.5441
GM,1,25,0.5041,0.0573,0.4961,0.2717,0.5769,294,0.5181
GME,1,25,0.5194,0.057,0.5261,0.2596,0.596,176,0.48
GOOG,1,25,0.5225,0.0713,0.5094,0.2616,0.6144,739,0.5467
HUM,1,25,0.5086,0.0464,0.501,0.2586,0.5674,317,0.5219
HY,1,25,0.4876,0.0406,0.4897,0.2623,0.5052,207,0.4946
INSM,1,25,0.5092,0.0623,0.5225,0.2587,0.5424,308,0.506
INTC,1,25,0.4927,0.059,0.5058,0.2643,0.534,253,0.4959
IREN,1,9,0.515,0.0688,0.506,0.2596,0.5345,111,0.4938
JNJ,1,25,0.5105,0.0734,0.5004,0.2583,0.5679,270,0.5105
KVUE,1,3,0.4603,0.0159,0.5029,0.2685,0.75,5,0.492
LLY,1,25,0.5156,0.0655,0.4933,0.2582,0.506,757,0.5264
LULU,1,25,0.5124,0.0584,0.5074,0.2597,0.5402,546,0.5143
LYFT,1,20,0.5135,0.0773,0.505,0.257,0.5694,169,0.4778
META,1,9,0.5115,0.0468,0.492,0.261,0.567,141,0.5273
MP,1,13,0.4957,0.0523,0.5146,0.2602,0.5694,121,0.486
MRNA,1,21,0.5109,0.0657,0.4993,0.2655,0.535,232,0.477
MSFT,1,25,0.5333,0.0563,0.5077,0.2554,0.5369,567,0.5238
MU,1,25,0.5257,0.0593,0.5149,0.26,0.6154,392,0.5251
NET,1,18,0.507,0.042,0.5222,0.2595,0.5053,325,0.5124
NFLX,1,25,0.4762,0.0518,0.5035,0.2745,0.6427,182,0.5111
NIO,1,22,0.518,0.0692,0.502,0.2569,0.5631,93,0.4733
NOK,1,25,0.5206,0.0669,0.5503,0.2622,0.5068,315,0.5035
NVDA,1,25,0.5206,0.0491,0.506,0.2586,0.5715,636,0.5435
NVMI,1,25,0.4978,0.0692,0.4958,0.2591,0.5095,369,0.5244
NVO,1,25,0.4959,0.0483,0.4841,0.2604,0.5516,607,0.5162
