n_train,n_calib,n_test,accuracy,roc_auc,log_loss,brier,pos_rate,buy_hit_50,buy_n_50,buy_hit_55,buy_n_55,buy_hit_60,buy_n_60,ticker,horizon,fold,train_end_idx,test_start_idx
400,101,63,0.6032,0.5869,0.7495,0.2719,0.5238,0.569,58,0.569,58,0.569,58,AAPL,3,0,501,504
451,113,63,0.5873,0.5948,0.638,0.224,0.7778,0.8108,37,0.8276,29,0.8276,29,AAPL,3,1,564,567
501,126,63,0.5556,0.5133,0.9263,0.2599,0.5556,0.5556,63,0.5645,62,0.5577,52,AAPL,3,2,627,630
552,138,63,0.5714,0.4995,2.5467,0.3188,0.5714,0.5714,63,0.5714,63,0.537,54,AAPL,3,3,690,693
602,151,63,0.4603,0.4026,0.7525,0.2797,0.4444,0.4516,62,0.4043,47,0.4043,47,AAPL,3,4,753,756
652,164,63,0.6032,0.4867,0.6953,0.2511,0.6508,0.6429,56,0.6,5,,0,AAPL,3,5,816,819
703,176,63,0.5079,0.5766,0.6818,0.2446,0.5079,0.5079,63,1.0,2,1.0,2,AAPL,3,6,879,882
753,189,63,0.5397,0.5025,0.6958,0.2508,0.5397,0.541,61,,0,,0,AAPL,3,7,942,945
804,201,63,0.5714,0.5035,0.9796,0.277,0.4762,0.5517,29,0.5417,24,0.4667,15,AAPL,3,8,1005,1008
854,214,63,0.619,0.6316,0.6539,0.2321,0.5556,0.6571,35,0.8,10,0.8,10,AAPL,3,9,1068,1071
904,227,63,0.5556,0.5571,0.6524,0.2349,0.4444,0.5,34,1.0,1,,0,AAPL,3,10,1131,1134
955,239,63,0.5079,0.4783,1.176,0.2758,0.5238,0.5161,62,0.5192,52,0.5,28,AAPL,3,11,1194,1197
1005,252,63,0.4921,0.5291,1.4045,0.2803,0.5556,0.5789,19,0.5333,15,0.75,4,AAPL,3,12,1257,1260
1056,264,63,0.746,0.7069,0.6508,0.229,0.6667,0.7955,44,0.8333,6,,0,AAPL,3,13,1320,1323
1106,277,63,0.7143,0.6658,0.6371,0.2226,0.4444,0.6667,30,0.2,5,0.0,1,AAPL,3,14,1383,1386
1156,290,63,0.4921,0.4511,1.2152,0.2917,0.6032,0.575,40,0.5676,37,,0,AAPL,3,15,1446,1449
1207,302,63,0.5079,0.5429,0.7018,0.2547,0.4444,0.4746,59,0.4746,59,0.4583,48,AAPL,3,16,1509,1512
1257,315,63,0.619,0.6162,0.6684,0.2379,0.6667,0.7647,34,0.8333,6,0.8333,6,AAPL,3,17,1572,1575
1308,327,63,0.4286,0.3472,0.7692,0.287,0.619,0.5405,37,0.4211,19,,0,AAPL,3,18,1635,1638
1358,340,63,0.6032,0.5,0.6787,0.2428,0.6032,0.6032,63,,0,,0,AAPL,3,19,1698,1701
1408,353,63,0.5397,0.5,0.6909,0.2489,0.5397,0.5397,63,0.5397,63,,0,AAPL,3,20,1761,1764
1459,365,63,0.5397,0.5598,0.6871,0.2471,0.5397,0.5397,63,0.5593,59,0.75,4,AAPL,3,21,1824,1827
1509,378,63,0.619,0.4792,0.6819,0.2444,0.619,0.619,63,,0,,0,AAPL,3,22,1887,1890
1560,390,63,0.4921,0.5798,0.6811,0.2456,0.4762,0.4839,62,1.0,4,1.0,4,AAPL,3,23,1950,1953
1610,403,63,0.5873,0.4747,0.6799,0.2434,0.6032,0.6,60,0.6,60,0.5,4,AAPL,3,24,2013,2016
400,101,63,0.4603,0.5988,0.7098,0.2568,0.5714,1.0,2,,0,,0,ABNB,3,0,501,504
451,113,63,0.4444,0.5621,0.7277,0.2633,0.6032,0.8,5,1.0,3,1.0,3,ABNB,3,1,564,567
501,126,63,0.4444,0.4797,2.6138,0.4029,0.4603,0.4444,54,0.4444,54,0.4737,38,ABNB,3,2,627,630
552,138,63,0.4762,0.4677,0.933,0.3336,0.4921,0.4833,60,0.4833,60,0.4706,34,ABNB,3,3,690,693
602,151,63,0.6349,0.5747,0.6673,0.2376,0.6032,0.623,61,0.75,8,1.0,2,ABNB,3,4,753,756
652,164,63,0.5397,0.5183,1.3996,0.2784,0.5397,0.5397,63,0.5385,13,0.5385,13,ABNB,3,5,816,819
703,176,63,0.4921,0.5459,0.722,0.2639,0.4921,0.4921,63,0.4921,63,0.4878,41,ABNB,3,6,879,882
753,189,63,0.4444,0.503,0.7483,0.2647,0.4603,0.4516,62,,0,,0,ABNB,3,7,942,945
804,201,63,0.5079,0.5724,0.6612,0.2357,0.4444,0.4667,45,1.0,3,1.0,3,ABNB,3,8,1005,1008
854,214,63,0.6508,0.6989,0.6759,0.2417,0.6032,0.9,20,1.0,2,1.0,2,ABNB,3,9,1068,1071
904,227,63,0.4444,0.428,0.9618,0.2749,0.4286,0.4167,48,0.25,12,0.2,10,ABNB,3,10,1131,1134
955,239,63,0.3968,0.4402,0.957,0.2728,0.619,0.5714,7,,0,,0,ABNB,3,11,1194,1197
1005,252,63,0.5238,0.5035,1.1502,0.2638,0.5397,0.5345,58,0.6667,3,0.6667,3,ABNB,3,12,1257,1260
400,101,63,0.4444,0.4711,0.7061,0.2567,0.5397,0.4615,13,1.0,1,1.0,1,ABT,3,0,501,504
451,113,63,0.6667,0.5595,0.6875,0.2472,0.6667,0.6667,63,,0,,0,ABT,3,1,564,567
501,126,63,0.5397,0.6137,0.6652,0.2363,0.5714,0.566,53,0.6364,44,0.6512,43,ABT,3,2,627,630
552,138,63,0.6508,0.5016,0.6724,0.2398,0.6349,0.6552,58,0.6111,18,0.6111,18,ABT,3,3,690,693
602,151,63,0.5714,0.6515,0.8773,0.2394,0.5238,0.55,60,0.6552,29,0.6552,29,ABT,3,4,753,756
652,164,63,0.5397,0.4808,1.3958,0.2751,0.619,0.6136,44,0.625,40,0.625,40,ABT,3,5,816,819
703,176,63,0.5873,0.4259,1.8543,0.2909,0.5714,0.5893,56,0.4815,27,0.0,4,ABT,3,6,879,882
753,189,63,0.5556,0.5347,0.6662,0.2396,0.5556,0.5946,37,0.5946,37,0.5,16,ABT,3,7,942,945
804,201,63,0.4127,0.5353,0.7414,0.2738,0.4127,0.4127,63,0.4127,63,,0,ABT,3,8,1005,1008
854,214,63,0.5079,0.5,0.7014,0.2541,0.5079,0.5079,63,0.5079,63,,0,ABT,3,9,1068,1071
904,227,63,0.4127,0.5,0.697,0.2519,0.4127,0.4127,63,,0,,0,ABT,3,10,1131,1134
955,239,63,0.4762,0.5593,1.3323,0.2585,0.6508,0.75,16,0.7333,15,0.7333,15,ABT,3,11,1194,1197
1005,252,63,0.5238,0.4923,1.4893,0.3117,0.4444,0.4783,46,0.4783,46,0.25,12,ABT,3,12,1257,1260
1056,264,63,0.4603,0.5976,0.705,0.257,0.3492,0.3696,46,0.4324,37,0.4324,37,ABT,3,13,1320,1323
1106,277,63,0.4921,0.5391,0.6996,0.2533,0.4286,0.451,51,0.451,51,,0,ABT,3,14,1383,1386
1156,290,63,0.254,0.548,2.7274,0.3954,0.7302,0.0,1,0.0,1,0.0,1,ABT,3,15,1446,1449
1207,302,63,0.3968,0.4937,0.7002,0.2535,0.3968,0.3968,63,0.3333,3,0.3333,3,ABT,3,16,1509,1512
1257,315,63,0.5238,0.5051,0.6917,0.2493,0.4603,0.4286,7,0.0,1,,0,ABT,3,17,1572,1575
1308,327,63,0.4127,0.6003,0.7316,0.269,0.5873,,0,,0,,0,ABT,3,18,1635,1638
1358,340,63,0.5397,0.5299,0.6908,0.2488,0.4603,,0,,0,,0,ABT,3,19,1698,1701
1408,353,63,0.6032,0.5074,0.6793,0.2446,0.6032,0.6066,61,,0,,0,ABT,3,20,1761,1764
1459,365,63,0.5238,0.5652,0.689,0.2479,0.5238,0.5238,63,0.6316,19,,0,ABT,3,21,1824,1827
1509,378,63,0.5079,0.4581,0.6986,0.2527,0.4762,0.4286,7,0.4286,7,0.4286,7,ABT,3,22,1887,1890
1560,390,63,0.619,0.5832,0.6435,0.2315,0.4444,0.75,8,0.8333,6,0.8333,6,ABT,3,23,1950,1953
1610,403,63,0.4603,0.4749,4.3575,0.4462,0.3016,0.3171,41,0.3171,41,0.3171,41,ABT,3,24,2013,2016
400,101,63,0.5238,0.596,0.7423,0.2708,0.5238,0.5238,63,0.5714,56,0.5577,52,ADSK,3,0,501,504
451,113,63,0.6667,0.5278,0.638,0.2229,0.6667,0.6667,63,0.6667,63,0.6731,52,ADSK,3,1,564,567
501,126,63,0.5238,0.5822,1.6389,0.2865,0.5079,0.5161,62,0.5161,62,0.5161,62,ADSK,3,2,627,630
552,138,63,0.5556,0.4653,0.7157,0.2545,0.619,0.5932,59,0.5932,59,0.5932,59,ADSK,3,3,690,693
602,151,63,0.3968,0.3745,1.9998,0.3437,0.5079,0.35,20,0.35,20,0.35,20,ADSK,3,4,753,756
652,164,63,0.5873,0.4758,0.7051,0.2546,0.6032,0.5968,62,0.56,25,0.5556,9,ADSK,3,5,816,819
703,176,63,0.5238,0.5697,1.1967,0.2747,0.5238,0.5429,35,0.5429,35,0.6471,17,ADSK,3,6,879,882
753,189,63,0.4603,0.4823,0.7219,0.2642,0.4603,0.4603,63,0.449,49,,0,ADSK,3,7,942,945
804,201,63,0.4127,0.5804,1.8547,0.2919,0.3651,0.3654,52,0.5,20,0.5556,18,ADSK,3,8,1005,1008
854,214,63,0.5556,0.5477,0.7073,0.2558,0.5397,0.5789,38,0.5789,38,0.5789,38,ADSK,3,9,1068,1071
904,227,63,0.5079,0.5545,0.6823,0.2449,0.4762,0.4667,15,1.0,2,1.0,2,ADSK,3,10,1131,1134
955,239,63,0.5397,0.6028,0.6532,0.2327,0.4921,0.5333,30,1.0,4,1.0,4,ADSK,3,11,1194,1197
1005,252,63,0.5556,0.601,0.7743,0.2675,0.4444,0.5,16,0.5,16,0.5,16,ADSK,3,12,1257,1260
1056,264,63,0.7302,0.8115,0.57,0.1919,0.5079,0.8571,21,0.85,20,0.8667,15,ADSK,3,13,1320,1323
1106,277,63,0.4921,0.5441,0.7352,0.2688,0.5397,0.625,8,0.625,8,1.0,1,ADSK,3,14,1383,1386
1156,290,63,0.2381,0.3148,1.0294,0.3089,0.7143,0.4,15,0.4,15,0.4,15,ADSK,3,15,1446,1449
1207,302,63,0.4444,0.5542,1.1782,0.2758,0.3968,0.3958,48,0.75,4,,0,ADSK,3,16,1509,1512
1257,315,63,0.3492,0.3323,0.9469,0.2679,0.5714,0.4286,35,0.4375,16,1.0,1,ADSK,3,17,1572,1575
1308,327,63,0.3175,0.485,0.6865,0.2471,0.6984,0.6,5,0.75,4,0.75,4,ADSK,3,18,1635,1638
1358,340,63,0.5714,0.5093,0.6857,0.2463,0.5714,0.5714,63,,0,,0,ADSK,3,19,1698,1701
1408,353,63,0.5079,0.5,0.6996,0.2532,0.5079,0.5079,63,0.5079,63,,0,ADSK,3,20,1761,1764
1459,365,63,0.619,0.5,0.6721,0.2395,0.619,0.619,63,0.619,63,,0,ADSK,3,21,1824,1827
1509,378,63,0.4921,0.5,0.701,0.2539,0.4921,0.4921,63,0.4921,63,,0,ADSK,3,22,1887,1890
1560,390,63,0.3175,0.525,0.7555,0.281,0.3175,0.3175,63,0.3175,63,1.0,1,ADSK,3,23,1950,1953
1610,403,63,0.4444,0.524,0.7379,0.2551,0.4444,0.4444,63,0.7143,7,0.7143,7,ADSK,3,24,2013,2016
400,101,63,0.4286,0.338,7.8031,0.5496,0.4286,0.4286,63,0.3929,56,0.3929,56,AI,3,0,501,504
451,113,63,0.5556,0.5426,0.6806,0.2437,0.3968,0.4444,27,,0,,0,AI,3,1,564,567
501,126,63,0.5556,0.5025,0.7059,0.255,0.4603,0.6667,3,,0,,0,AI,3,2,627,630
552,138,63,0.6032,0.3521,4.8264,0.3806,0.3968,,0,,0,,0,AI,3,3,690,693
602,151,63,0.4921,0.5305,1.5568,0.3441,0.3968,0.4186,43,0.4186,43,0.4186,43,AI,3,4,753,756
652,164,63,0.5556,0.5046,0.6866,0.2467,0.4286,0.4444,9,,0,,0,AI,3,5,816,819
703,176,63,0.5714,0.6533,0.6508,0.2302,0.4286,,0,,0,,0,AI,3,6,879,882
753,189,63,0.5556,0.5937,0.671,0.2391,0.3968,0.4634,41,,0,,0,AI,3,7,942,945
804,201,63,0.5556,0.4791,0.6825,0.2451,0.4444,,0,,0,,0,AI,3,8,1005,1008
854,214,63,0.5079,0.5258,1.404,0.2809,0.5238,0.75,4,0.75,4,,0,AI,3,9,1068,1071
904,227,63,0.4762,0.4814,0.7081,0.2574,0.4921,0.4583,24,0.4211,19,0.3846,13,AI,3,10,1131,1134
955,239,63,0.4286,0.3873,0.7284,0.2674,0.5714,,0,,0,,0,AI,3,11,1194,1197
1005,252,63,0.4762,0.3498,0.949,0.2688,0.6508,0.58,50,0.5556,9,0.0,1,AI,3,12,1257,1260
1056,264,63,0.4603,0.6166,0.7001,0.2535,0.4603,0.4603,63,0.5862,29,,0,AI,3,13,1320,1323
1106,277,63,0.4762,0.4643,0.7351,0.2685,0.5556,0.5227,44,0.5349,43,,0,AI,3,14,1383,1386
1156,290,63,0.381,0.5385,0.7269,0.2666,0.381,0.381,63,0.4068,59,0.0,1,AI,3,15,1446,1449
1207,302,63,0.4127,0.3798,1.6874,0.3102,0.4603,0.4333,60,0.3667,30,0.0,5,AI,3,16,1509,1512
1257,315,63,0.5238,0.5161,0.69,0.2487,0.5079,0.5161,62,0.5161,62,,0,AI,3,17,1572,1575
1308,327,63,0.5079,0.4418,1.0014,0.2908,0.5873,0.5789,38,,0,,0,AI,3,18,1635,1638
1358,340,63,0.6667,0.6721,0.6628,0.2353,0.3968,0.5714,28,,0,,0,AI,3,19,1698,1701
1408,353,63,0.5079,0.4913,0.6977,0.2521,0.4444,0.3636,11,,0,,0,AI,3,20,1761,1764
1459,365,63,0.4921,0.5228,0.6807,0.2458,0.5397,0.5227,44,1.0,3,1.0,3,AI,3,21,1824,1827
1509,378,63,0.5714,0.5,0.6927,0.2498,0.4286,,0,,0,,0,AI,3,22,1887,1890
1560,390,63,0.7302,0.5083,0.9049,0.2483,0.2698,0.5,2,0.5,2,0.5,2,AI,3,23,1950,1953
400,101,63,0.4444,0.5288,7.7505,0.5314,0.3492,0.3617,47,0.3617,47,0.3617,47,ALK,3,0,501,504
451,113,63,0.5079,0.4797,0.8035,0.2992,0.4603,0.4375,16,0.4,15,0.4,15,ALK,3,1,564,567
501,126,63,0.4921,0.6273,0.7398,0.2703,0.5873,1.0,5,1.0,5,1.0,4,ALK,3,2,627,630
552,138,63,0.619,0.6372,0.941,0.2622,0.5873,0.76,25,,0,,0,ALK,3,3,690,693
602,151,63,0.3968,0.4642,0.7951,0.299,0.6032,0.5,14,0.5455,11,0.8,5,ALK,3,4,753,756
652,164,63,0.5079,0.6353,0.8082,0.2989,0.3651,0.413,46,0.413,46,0.4222,45,ALK,3,5,816,819
703,176,63,0.4921,0.6572,4.1645,0.3767,0.4603,0.4754,61,0.4833,60,0.5283,53,ALK,3,6,879,882
753,189,63,0.6349,0.7112,0.5994,0.2154,0.5079,0.5918,49,0.5918,49,1.0,8,ALK,3,7,942,945
804,201,63,0.5873,0.6247,0.6909,0.2483,0.4762,0.6111,18,0.5,2,0.5,2,ALK,3,8,1005,1008
854,214,63,0.4762,0.4259,1.9666,0.3359,0.4921,0.4773,44,0.4773,44,0.2727,11,ALK,3,9,1068,1071
904,227,63,0.5079,0.5783,0.7016,0.2527,0.4762,0.4909,55,0.6,15,0.6,15,ALK,3,10,1131,1134
955,239,63,0.5556,0.4802,0.7412,0.2695,0.5873,0.5918,49,1.0,1,1.0,1,ALK,3,11,1194,1197
1005,252,63,0.4762,0.5472,0.6971,0.2526,0.4603,0.4667,60,,0,,0,ALK,3,12,1257,1260
