n_train,n_calib,n_test,accuracy,roc_auc,log_loss,brier,pos_rate,buy_hit_50,buy_n_50,buy_hit_55,buy_n_55,buy_hit_60,buy_n_60,ticker,horizon,fold,train_end_idx,test_start_idx
1056,264,63,0.4286,0.4787,0.6794,0.2448,0.5397,0.4286,14,,0,,0,ALK,3,13,1320,1323
1106,277,63,0.1587,0.4387,0.7766,0.2915,0.1587,0.1587,63,0.1587,63,,0,ALK,3,14,1383,1386
1156,290,63,0.381,0.4434,0.7518,0.2777,0.619,,0,,0,,0,ALK,3,15,1446,1449
1207,302,63,0.4444,0.5179,0.699,0.2529,0.5556,,0,,0,,0,ALK,3,16,1509,1512
1257,315,63,0.6349,0.5,0.6807,0.2438,0.3651,,0,,0,,0,ALK,3,17,1572,1575
1308,327,63,0.381,0.5938,0.7219,0.2643,0.7619,1.0,9,,0,,0,ALK,3,18,1635,1638
1358,340,63,0.3016,0.5648,2.4403,0.3638,0.7143,1.0,1,,0,,0,ALK,3,19,1698,1701
1408,353,63,0.5873,0.596,0.6694,0.2382,0.4762,0.5435,46,,0,,0,ALK,3,20,1761,1764
1459,365,63,0.5079,0.5423,0.6907,0.2493,0.5079,0.5079,63,0.5227,44,1.0,3,ALK,3,21,1824,1827
1509,378,63,0.4286,0.4647,0.7491,0.2754,0.4127,0.3913,46,0.375,16,0.3846,13,ALK,3,22,1887,1890
1560,390,63,0.5873,0.5904,0.6622,0.2356,0.5873,0.5873,63,0.8333,6,0.8333,6,ALK,3,23,1950,1953
1610,403,63,0.5238,0.5582,0.7142,0.2604,0.4127,0.4643,56,0.4375,32,0.4167,12,ALK,3,24,2013,2016
400,101,63,0.5556,0.5,0.6878,0.2473,0.5556,0.5556,63,0.5556,63,,0,AMD,3,0,501,504
451,113,63,0.4444,0.4911,0.7217,0.2638,0.6508,0.6071,28,0.6296,27,0.8,5,AMD,3,1,564,567
501,126,63,0.4444,0.5448,1.2805,0.2979,0.4286,0.4333,60,0.4333,60,0.5556,9,AMD,3,2,627,630
552,138,63,0.5714,0.5307,1.1041,0.2478,0.5873,0.5806,62,0.6316,19,0.6316,19,AMD,3,3,690,693
602,151,63,0.4444,0.3479,0.8291,0.3065,0.4603,0.45,60,0.45,60,0.1111,9,AMD,3,4,753,756
652,164,63,0.3492,0.5232,0.6952,0.2512,0.6667,1.0,1,1.0,1,1.0,1,AMD,3,5,816,819
703,176,63,0.5238,0.4727,0.703,0.2548,0.5238,0.5238,63,0.5088,57,,0,AMD,3,6,879,882
753,189,63,0.5873,0.5788,0.6799,0.2434,0.5238,0.5814,43,0.5814,43,,0,AMD,3,7,942,945
804,201,63,0.5556,0.5918,0.6806,0.2437,0.4444,0.5,38,0.5,30,0.5294,17,AMD,3,8,1005,1008
854,214,63,0.5714,0.5556,0.6878,0.2473,0.5714,0.5714,63,,0,,0,AMD,3,9,1068,1071
904,227,63,0.3175,0.3446,1.0224,0.3037,0.3651,0.3077,52,0.2857,28,0.2857,28,AMD,3,10,1131,1134
955,239,63,0.5238,0.5123,0.7192,0.2622,0.5714,0.5714,42,,0,,0,AMD,3,11,1194,1197
1005,252,63,0.5556,0.5612,0.6939,0.2505,0.4444,0.5,16,0.0,4,0.0,4,AMD,3,12,1257,1260
1056,264,63,0.4921,0.5363,3.518,0.3654,0.6032,0.6667,18,,0,,0,AMD,3,13,1320,1323
1106,277,63,0.5397,0.5806,0.7314,0.2585,0.4603,,0,,0,,0,AMD,3,14,1383,1386
1156,290,63,0.5079,0.45,0.7222,0.2642,0.6825,0.6667,36,0.5,6,,0,AMD,3,15,1446,1449
1207,302,63,0.5079,0.4812,0.7011,0.2539,0.4603,0.4643,28,0.3684,19,,0,AMD,3,16,1509,1512
1257,315,63,0.4762,0.4929,0.708,0.2573,0.4762,0.4483,29,0.4643,28,0.3333,3,AMD,3,17,1572,1575
1308,327,63,0.5238,0.5277,2.2918,0.2993,0.5079,0.5161,62,0.5091,55,0.5625,16,AMD,3,18,1635,1638
1358,340,63,0.4444,0.5077,0.7157,0.2611,0.4444,0.4444,63,0.4545,55,,0,AMD,3,19,1698,1701
1408,353,63,0.5873,0.4921,0.6776,0.2423,0.6032,0.5968,62,0.5833,60,0.6667,12,AMD,3,20,1761,1764
1459,365,63,0.5556,0.4598,0.6929,0.2499,0.6349,0.6071,56,,0,,0,AMD,3,21,1824,1827
1509,378,63,0.619,0.6128,0.6635,0.2354,0.5873,0.6066,61,0.7273,11,0.7,10,AMD,3,22,1887,1890
1560,390,63,0.5079,0.4897,0.693,0.2499,0.5714,0.5532,47,0.6667,3,,0,AMD,3,23,1950,1953
1610,403,63,0.4603,0.3253,0.9628,0.2748,0.7143,0.6341,41,,0,,0,AMD,3,24,2013,2016
400,101,63,0.4921,0.5237,0.9027,0.3294,0.5079,,0,,0,,0,AMPX,3,0,501,504
451,113,63,0.6508,0.5,0.6606,0.2338,0.3492,,0,,0,,0,AMPX,3,1,564,567
501,126,63,0.381,0.6355,0.7715,0.2911,0.6825,1.0,4,1.0,3,1.0,3,AMPX,3,2,627,630
552,138,63,0.5079,0.5227,0.6956,0.2512,0.5079,0.5122,41,0.5455,11,0.6667,6,AMPX,3,3,690,693
602,151,63,0.4921,0.5297,0.703,0.2548,0.4921,0.4921,63,0.4921,63,0.5833,12,AMPX,3,4,753,756
652,164,63,0.619,0.6149,0.8712,0.2348,0.619,0.619,63,0.7727,22,0.7727,22,AMPX,3,5,816,819
400,101,63,0.4444,0.5173,6.7764,0.4874,0.5556,,0,,0,,0,AMZN,3,0,501,504
451,113,63,0.3651,0.5279,4.5128,0.4257,0.6825,1.0,3,1.0,2,1.0,2,AMZN,3,1,564,567
501,126,63,0.5556,0.5182,1.1337,0.2594,0.5238,0.5455,55,0.5455,55,0.5455,55,AMZN,3,2,627,630
552,138,63,0.4444,0.4437,2.364,0.3327,0.4603,0.4118,34,0.4118,34,0.4118,34,AMZN,3,3,690,693
602,151,63,0.5238,0.5248,0.6777,0.2453,0.4603,0.4848,33,0.4444,9,1.0,2,AMZN,3,4,753,756
652,164,63,0.5079,0.4511,0.7122,0.2591,0.4921,,0,,0,,0,AMZN,3,5,816,819
703,176,63,0.4921,0.5722,0.6796,0.2448,0.4762,0.4839,62,1.0,1,1.0,1,AMZN,3,6,879,882
753,189,63,0.3968,0.434,1.4738,0.3101,0.4127,0.375,48,0.3871,31,0.3871,31,AMZN,3,7,942,945
804,201,63,0.4762,0.5621,0.6543,0.2362,0.4762,0.4717,53,0.75,8,0.8571,7,AMZN,3,8,1005,1008
854,214,63,0.6032,0.6349,0.6657,0.2365,0.5397,0.6098,41,0.6,40,0.7143,7,AMZN,3,9,1068,1071
904,227,63,0.6349,0.6402,0.6396,0.2253,0.3492,0.4737,19,0.5,18,0.5,18,AMZN,3,10,1131,1134
955,239,63,0.4603,0.43,0.7591,0.2817,0.5714,0.5208,48,0.5208,48,0.5208,48,AMZN,3,11,1194,1197
1005,252,63,0.4286,0.3969,0.7085,0.2577,0.4444,0.2778,18,0.3125,16,,0,AMZN,3,12,1257,1260
1056,264,63,0.3651,0.5043,0.7673,0.2865,0.6349,0.5,2,,0,,0,AMZN,3,13,1320,1323
1106,277,63,0.5556,0.5248,0.6909,0.2489,0.4603,0.5714,7,,0,,0,AMZN,3,14,1383,1386
1156,290,63,0.3492,0.3804,0.7464,0.276,0.6667,0.5333,15,0.5,12,,0,AMZN,3,15,1446,1449
1207,302,63,0.4127,0.5073,0.7533,0.2795,0.5873,0.5,2,,0,,0,AMZN,3,16,1509,1512
1257,315,63,0.4286,0.3894,0.7275,0.267,0.4286,0.4286,63,0.3696,46,,0,AMZN,3,17,1572,1575
1308,327,63,0.6349,0.5972,0.66,0.2336,0.619,0.629,62,0.629,62,0.8571,7,AMZN,3,18,1635,1638
1358,340,63,0.6349,0.6255,1.1453,0.2606,0.6349,0.6977,43,0.7586,29,,0,AMZN,3,19,1698,1701
1408,353,63,0.3016,0.6423,0.993,0.2948,0.3016,0.3016,63,0.3115,61,0.5833,12,AMZN,3,20,1761,1764
1459,365,63,0.5873,0.5,0.6829,0.2449,0.5873,0.5873,63,,0,,0,AMZN,3,21,1824,1827
1509,378,63,0.5873,0.5324,0.6804,0.2437,0.5714,0.5862,58,,0,,0,AMZN,3,22,1887,1890
1560,390,63,0.4286,0.5679,0.7014,0.2541,0.4286,0.4286,63,1.0,5,,0,AMZN,3,23,1950,1953
1610,403,63,0.4762,0.4571,0.6913,0.2491,0.6349,0.5946,37,0.5946,37,1.0,1,AMZN,3,24,2013,2016
400,101,63,0.5079,0.6253,0.6992,0.2542,0.4762,0.4918,61,0.5172,58,0.5172,58,APLD,3,0,501,504
451,113,63,0.6349,0.6603,0.6434,0.2255,0.6349,0.6349,63,0.7105,38,0.7742,31,APLD,3,1,564,567
501,126,63,0.5714,0.5917,2.5199,0.2992,0.4921,0.5833,24,0.5909,22,0.7778,9,APLD,3,2,627,630
552,138,63,0.4921,0.5535,0.6797,0.2448,0.5238,0.5263,19,0.6667,3,0.6667,3,APLD,3,3,690,693
602,151,63,0.5714,0.5927,0.6784,0.2428,0.4921,0.5625,32,0.6667,9,0.6667,9,APLD,3,4,753,756
652,164,63,0.6032,0.5867,0.6524,0.2357,0.5556,0.619,42,1.0,4,1.0,4,APLD,3,5,816,819
703,176,63,0.5556,0.5676,0.706,0.2563,0.6508,0.7097,31,,0,,0,APLD,3,6,879,882
753,189,63,0.4921,0.5993,0.6946,0.2507,0.4921,0.4918,61,0.5294,51,,0,APLD,3,7,942,945
804,201,63,0.381,0.3189,0.8033,0.3006,0.5714,0.4516,31,0.3125,16,,0,APLD,3,8,1005,1008
400,101,63,0.5714,0.625,4.7921,0.3714,0.3175,0.4,35,0.4,35,0.3824,34,ARM,3,0,501,504
451,113,63,0.4921,0.3825,0.7703,0.2842,0.5873,0.5455,55,0.4762,21,0.4762,21,ARM,3,1,564,567
400,101,63,0.5238,0.502,1.4144,0.2847,0.4603,0.4857,35,0.4857,35,0.5,4,ASAN,3,0,501,504
451,113,63,0.6508,0.5772,0.6471,0.2275,0.3651,0.6667,3,,0,,0,ASAN,3,1,564,567
501,126,63,0.5238,0.6068,0.7653,0.28,0.619,0.7368,19,0.7222,18,,0,ASAN,3,2,627,630
552,138,63,0.5556,0.4738,0.7148,0.26,0.381,0.3571,14,0.1111,9,0.1111,9,ASAN,3,3,690,693
602,151,63,0.4127,0.3854,0.8294,0.3059,0.5238,0.4333,30,0.4333,30,0.375,8,ASAN,3,4,753,756
652,164,63,0.4127,0.4343,0.6977,0.2523,0.4762,0.4286,49,,0,,0,ASAN,3,5,816,819
703,176,63,0.5873,0.5057,0.9201,0.2559,0.4127,0.5,2,0.5,2,0.5,2,ASAN,3,6,879,882
753,189,63,0.3968,0.4133,0.7384,0.2743,0.5079,0.4211,38,0.4324,37,0.4324,37,ASAN,3,7,942,945
804,201,63,0.4286,0.6574,2.8078,0.3391,0.6032,1.0,2,1.0,1,1.0,1,ASAN,3,8,1005,1008
854,214,63,0.5556,0.5534,0.6997,0.253,0.5079,0.6429,14,0.0,1,0.0,1,ASAN,3,9,1068,1071
904,227,63,0.5238,0.3556,0.7122,0.2594,0.5238,0.5238,63,0.3793,29,0.0,2,ASAN,3,10,1131,1134
955,239,63,0.4762,0.5254,0.7013,0.2541,0.4603,0.4677,62,0.4821,56,,0,ASAN,3,11,1194,1197
1005,252,63,0.4286,0.5082,1.1775,0.2755,0.4286,0.4286,63,0.5,4,0.5,4,ASAN,3,12,1257,1260
1056,264,63,0.4127,0.5,0.6971,0.252,0.4127,0.4127,63,,0,,0,ASAN,3,13,1320,1323
400,101,63,0.5079,0.5936,0.7174,0.2614,0.5714,0.6667,15,0.6667,15,0.8,10,ASTS,3,0,501,504
451,113,63,0.4286,0.6282,0.9451,0.2678,0.381,0.3966,58,0.5455,22,0.4615,13,ASTS,3,1,564,567
501,126,63,0.6667,0.6845,1.5878,0.2513,0.4921,0.6667,30,0.6875,16,0.6875,16,ASTS,3,2,627,630
552,138,63,0.6032,0.6189,0.6608,0.2349,0.4444,0.5405,37,0.5294,34,0.5294,34,ASTS,3,3,690,693
