n_train,n_calib,n_test,accuracy,roc_auc,log_loss,brier,pos_rate,buy_hit_50,buy_n_50,buy_hit_55,buy_n_55,buy_hit_60,buy_n_60,ticker,horizon,fold,train_end_idx,test_start_idx
604,151,63,0.5079,0.4677,0.7009,0.2538,0.5079,0.5079,63,0.3333,6,0.5,2,HY,1,4,755,756
654,164,63,0.4603,0.4853,0.7133,0.26,0.4603,0.4603,63,0.4118,17,0.4118,17,HY,1,5,818,819
704,177,63,0.4127,0.4647,1.4691,0.3058,0.4127,0.4127,63,0.3,10,0.3,10,HY,1,6,881,882
755,189,63,0.5397,0.5061,0.6893,0.2481,0.4603,,0,,0,,0,HY,1,7,944,945
805,202,63,0.5397,0.4011,0.7262,0.2651,0.4603,,0,,0,,0,HY,1,8,1007,1008
856,214,63,0.4603,0.5558,0.696,0.2517,0.5397,,0,,0,,0,HY,1,9,1070,1071
906,227,63,0.5079,0.4808,0.6965,0.2517,0.4921,,0,,0,,0,HY,1,10,1133,1134
956,240,63,0.4762,0.4697,1.1775,0.274,0.4762,0.4762,63,0.0,2,0.0,2,HY,1,11,1196,1197
1007,252,63,0.4762,0.5167,0.6938,0.2503,0.5238,,0,,0,,0,HY,1,12,1259,1260
1057,265,63,0.4762,0.4677,0.6968,0.2518,0.5079,0.4894,47,1.0,1,,0,HY,1,13,1322,1323
1108,277,63,0.381,0.4327,0.7017,0.2543,0.381,0.3333,45,,0,,0,HY,1,14,1385,1386
1158,290,63,0.5556,0.6111,0.6954,0.2511,0.6032,0.7083,24,,0,,0,HY,1,15,1448,1449
1208,303,63,0.5714,0.5152,0.6866,0.2468,0.5238,0.5625,48,0.4,15,,0,HY,1,16,1511,1512
1259,315,63,0.5556,0.5727,0.9176,0.2546,0.5238,0.5581,43,,0,,0,HY,1,17,1574,1575
1309,328,63,0.5873,0.5592,0.6913,0.2489,0.4444,0.5455,22,0.5333,15,,0,HY,1,18,1637,1638
1360,340,63,0.4603,0.4929,0.7093,0.2592,0.5238,0.4737,19,0.4737,19,0.4667,15,HY,1,19,1700,1701
1410,353,63,0.4921,0.4899,0.7284,0.2663,0.5079,0.5,62,0.4348,23,0.4348,23,HY,1,20,1763,1764
1460,366,63,0.4762,0.5152,0.7151,0.2607,0.4762,0.4762,63,0.4583,24,0.3889,18,HY,1,21,1826,1827
1511,378,63,0.5238,0.5325,0.6813,0.2456,0.4603,0.4545,11,,0,,0,HY,1,22,1889,1890
1561,391,63,0.5079,0.427,0.7008,0.2538,0.4603,0.3333,6,1.0,2,,0,HY,1,23,1952,1953
1612,403,63,0.4921,0.5455,0.6925,0.2497,0.5238,0.5714,7,0.5714,7,,0,HY,1,24,2015,2016
402,101,63,0.5714,0.4854,0.6852,0.2461,0.4762,0.6364,11,0.6,10,0.8,5,INSM,1,0,503,504
452,114,63,0.5238,0.5232,0.6936,0.2502,0.5238,0.6364,11,0.5,2,0.5,2,INSM,1,1,566,567
503,126,63,0.5556,0.5449,0.6867,0.2468,0.5238,0.5439,57,0.5714,14,0.5714,14,INSM,1,2,629,630
553,139,63,0.5556,0.502,0.6846,0.2475,0.5556,0.5574,61,0.6667,6,0.6667,6,INSM,1,3,692,693
604,151,63,0.4762,0.4362,1.2251,0.2917,0.4444,0.4419,43,0.0,4,0.0,4,INSM,1,4,755,756
654,164,63,0.5397,0.5628,0.6885,0.2476,0.4286,0.4722,36,0.0,1,0.0,1,INSM,1,5,818,819
704,177,63,0.4286,0.4665,0.7345,0.2662,0.5397,0.375,8,,0,,0,INSM,1,6,881,882
755,189,63,0.619,0.5914,0.9227,0.2556,0.4762,0.7143,14,,0,,0,INSM,1,7,944,945
805,202,63,0.5397,0.498,0.9201,0.2584,0.4762,0.5556,9,0.3333,3,0.0,1,INSM,1,8,1007,1008
856,214,63,0.4603,0.4025,0.7238,0.2633,0.5238,0.0,1,0.0,1,0.0,1,INSM,1,9,1070,1071
906,227,63,0.5873,0.5573,0.9207,0.2547,0.4603,0.6667,9,0.6,5,0.5,4,INSM,1,10,1133,1134
956,240,63,0.4444,0.443,0.7249,0.2646,0.4921,0.4091,22,0.0,2,0.0,2,INSM,1,11,1196,1197
1007,252,63,0.5397,0.5204,0.6887,0.2478,0.4444,0.48,25,,0,,0,INSM,1,12,1259,1260
1057,265,63,0.6032,0.5674,0.6931,0.2497,0.5397,0.6552,29,0.7037,27,,0,INSM,1,13,1322,1323
1108,277,63,0.4921,0.5056,0.7003,0.2543,0.4603,0.4615,39,0.4615,39,1.0,1,INSM,1,14,1385,1386
1158,290,63,0.5397,0.5796,1.1877,0.2793,0.5556,0.875,8,,0,,0,INSM,1,15,1448,1449
1208,303,63,0.4127,0.3977,0.7261,0.2659,0.4921,0.4,30,0.0,1,0.0,1,INSM,1,16,1511,1512
1259,315,63,0.4127,0.5091,0.7166,0.2616,0.5238,0.25,8,0.25,4,0.25,4,INSM,1,17,1574,1575
1309,328,63,0.5714,0.5449,0.7095,0.2518,0.5079,0.6923,13,0.6923,13,0.6923,13,INSM,1,18,1637,1638
1360,340,63,0.5714,0.5662,0.6944,0.2503,0.5238,0.5536,56,,0,,0,INSM,1,19,1700,1701
1410,353,63,0.5397,0.6013,0.6785,0.243,0.5079,0.5283,53,,0,,0,INSM,1,20,1763,1764
1460,366,63,0.6349,0.5228,0.9294,0.2589,0.6349,0.6735,49,1.0,1,1.0,1,INSM,1,21,1826,1827
1511,378,63,0.5556,0.4872,0.6877,0.2475,0.619,0.6122,49,1.0,1,1.0,1,INSM,1,22,1889,1890
1561,391,63,0.4444,0.4068,0.7256,0.266,0.4921,0.4655,58,0.4286,42,0.4286,14,INSM,1,23,1952,1953
1612,403,63,0.4286,0.5648,0.7036,0.2552,0.4286,0.4286,63,0.5714,14,,0,INSM,1,24,2015,2016
402,101,63,0.4127,0.5587,0.7101,0.2585,0.4127,0.4127,63,,0,,0,INTC,1,0,503,504
452,114,63,0.5397,0.654,0.6565,0.2363,0.5238,0.75,8,0.75,8,0.75,8,INTC,1,1,566,567
503,126,63,0.5714,0.604,1.7255,0.3249,0.5238,0.6667,18,0.5,4,0.5,4,INTC,1,2,629,630
553,139,63,0.4921,0.5911,0.7014,0.2562,0.6032,0.6875,16,0.6875,16,0.6875,16,INTC,1,3,692,693
604,151,63,0.619,0.6197,1.1269,0.2522,0.4762,0.5789,38,0.4286,7,0.4286,7,INTC,1,4,755,756
654,164,63,0.4444,0.4861,1.3201,0.3343,0.4286,0.4286,56,0.4286,56,0.4182,55,INTC,1,5,818,819
704,177,63,0.4762,0.4385,0.7195,0.2628,0.5079,0.4898,49,0.5,46,0.4,15,INTC,1,6,881,882
755,189,63,0.5397,0.5467,0.6851,0.2461,0.4603,0.5,32,1.0,1,,0,INTC,1,7,944,945
805,202,63,0.5556,0.5429,0.9154,0.2537,0.4444,,0,,0,,0,INTC,1,8,1007,1008
856,214,63,0.6032,0.6255,0.6739,0.2405,0.4921,0.5882,34,,0,,0,INTC,1,9,1070,1071
906,227,63,0.4921,0.4595,0.7307,0.2662,0.4127,0.2857,14,0.3333,9,0.3333,6,INTC,1,10,1133,1134
956,240,63,0.5079,0.5411,0.9527,0.2712,0.4603,0.4375,16,0.3,10,0.3,10,INTC,1,11,1196,1197
1007,252,63,0.4921,0.436,0.7137,0.2601,0.5079,0.5,4,0.5,4,,0,INTC,1,12,1259,1260
1057,265,63,0.4444,0.4066,0.7332,0.2696,0.5556,,0,,0,,0,INTC,1,13,1322,1323
1108,277,63,0.4286,0.5,0.6973,0.2521,0.5714,,0,,0,,0,INTC,1,14,1385,1386
1158,290,63,0.5873,0.4891,0.693,0.2497,0.5873,0.5873,63,0.6667,3,0.6667,3,INTC,1,15,1448,1449
1208,303,63,0.4762,0.5152,0.6979,0.2524,0.4762,0.4762,63,,0,,0,INTC,1,16,1511,1512
1259,315,63,0.4921,0.5232,0.9183,0.2576,0.5079,0.5,62,0.5135,37,0.6667,9,INTC,1,17,1574,1575
1309,328,63,0.4921,0.5323,0.6834,0.2467,0.4921,0.4921,63,1.0,2,1.0,2,INTC,1,18,1637,1638
1360,340,63,0.4444,0.5071,1.1613,0.2689,0.4444,0.4444,63,0.5,4,0.5,4,INTC,1,19,1700,1701
1410,353,63,0.5714,0.5251,0.9468,0.2665,0.381,0.4348,23,0.5,4,0.5,4,INTC,1,20,1763,1764
1460,366,63,0.5079,0.5439,0.7033,0.2529,0.4921,0.5,4,0.5,4,0.5,4,INTC,1,21,1826,1827
1511,378,63,0.4444,0.4868,0.7182,0.2625,0.5397,0.4,5,0.4,5,0.4,5,INTC,1,22,1889,1890
1561,391,63,0.4603,0.4611,0.7052,0.256,0.5238,0.4,5,0.4,5,,0,INTC,1,23,1952,1953
1612,403,63,0.4444,0.464,0.7021,0.2545,0.5714,1.0,1,1.0,1,1.0,1,INTC,1,24,2015,2016
402,101,63,0.619,0.476,0.915,0.2515,0.381,,0,,0,,0,IREN,1,0,503,504
452,114,63,0.4762,0.4979,0.7273,0.2667,0.5714,0.8,5,,0,,0,IREN,1,1,566,567
503,126,63,0.5397,0.4281,0.7138,0.2588,0.4444,0.3333,3,0.3333,3,0.3333,3,IREN,1,2,629,630
553,139,63,0.5079,0.5238,1.1654,0.2656,0.4603,0.375,8,,0,,0,IREN,1,3,692,693
604,151,63,0.5238,0.5177,0.6973,0.2518,0.4762,0.5,18,0.5,18,0.5,2,IREN,1,4,755,756
654,164,63,0.4762,0.5754,0.6649,0.2393,0.5873,0.8333,6,0.8333,6,0.8333,6,IREN,1,5,818,819
704,177,63,0.5079,0.5284,0.9355,0.2619,0.6032,0.6522,23,0.625,8,0.625,8,IREN,1,6,881,882
755,189,63,0.5079,0.5727,0.6956,0.2512,0.4762,0.4915,59,0.5405,37,,0,IREN,1,7,944,945
805,202,63,0.4286,0.4847,0.7601,0.2784,0.4444,0.4355,62,0.4444,9,0.4444,9,IREN,1,8,1007,1008
402,101,63,0.4127,0.4865,0.7173,0.2589,0.4127,0.4127,63,0.5,4,0.6667,3,JNJ,1,0,503,504
452,114,63,0.5079,0.5282,0.6826,0.2473,0.4921,0.5,12,0.5455,11,0.5455,11,JNJ,1,1,566,567
503,126,63,0.4762,0.5111,0.985,0.2764,0.5238,,0,,0,,0,JNJ,1,2,629,630
553,139,63,0.4603,0.4041,0.7407,0.2725,0.5556,0.5094,53,,0,,0,JNJ,1,3,692,693
604,151,63,0.5556,0.5148,0.684,0.2456,0.5556,0.5556,63,0.625,8,0.625,8,JNJ,1,4,755,756
654,164,63,0.4603,0.497,0.6905,0.2487,0.5238,0.4906,53,0.7143,7,0.7143,7,JNJ,1,5,818,819
704,177,63,0.5079,0.5303,0.7399,0.2666,0.4762,0.4918,61,0.4,5,0.25,4,JNJ,1,6,881,882
755,189,63,0.4603,0.4622,1.397,0.2791,0.5079,0.475,40,0.4444,18,0.5,2,JNJ,1,7,944,945
805,202,63,0.4444,0.428,0.7163,0.2624,0.4603,0.35,20,0.3846,13,0.3846,13,JNJ,1,8,1007,1008
856,214,63,0.5238,0.499,0.692,0.2494,0.4762,,0,,0,,0,JNJ,1,9,1070,1071
906,227,63,0.5714,0.5411,1.1384,0.2588,0.4603,0.625,8,0.625,8,0.5714,7,JNJ,1,10,1133,1134
956,240,63,0.5079,0.5776,0.6772,0.2436,0.5079,1.0,1,1.0,1,1.0,1,JNJ,1,11,1196,1197
1007,252,63,0.4921,0.4641,1.734,0.3177,0.4762,0.4808,52,0.4808,52,0.4808,52,JNJ,1,12,1259,1260
1057,265,63,0.3492,0.393,0.9639,0.2762,0.4603,0.3636,44,0.45,20,0.0,2,JNJ,1,13,1322,1323
1108,277,63,0.5714,0.5587,0.678,0.2426,0.4444,0.5333,15,,0,,0,JNJ,1,14,1385,1386
1158,290,63,0.3968,0.5331,0.6939,0.2504,0.619,1.0,1,1.0,1,,0,JNJ,1,15,1448,1449
1208,303,63,0.4603,0.5195,0.6975,0.2522,0.4286,0.4364,55,0.5,4,,0,JNJ,1,16,1511,1512
1259,315,63,0.5556,0.5497,0.6858,0.2463,0.619,0.6774,31,,0,,0,JNJ,1,17,1574,1575
1309,328,63,0.381,0.4745,0.7281,0.2672,0.5873,0.3333,6,0.3333,6,0.3333,6,JNJ,1,18,1637,1638
1360,340,63,0.5079,0.6222,0.6841,0.2455,0.4603,0.4792,48,0.5789,38,0.5789,38,JNJ,1,19,1700,1701
1410,353,63,0.5873,0.5504,0.6869,0.2468,0.5714,0.6136,44,,0,,0,JNJ,1,20,1763,1764
1460,366,63,0.5079,0.451,0.7039,0.2552,0.5556,0.54,50,0.5,20,0.0,1,JNJ,1,21,1826,1827
1511,378,63,0.5238,0.4867,0.935,0.2618,0.5556,0.549,51,,0,,0,JNJ,1,22,1889,1890
1561,391,63,0.6349,0.6114,0.6668,0.2369,0.6349,0.6349,63,,0,,0,JNJ,1,23,1952,1953
1612,403,63,0.381,0.51,0.9649,0.2766,0.3968,0.3793,58,0.3922,51,,0,JNJ,1,24,2015,2016
402,101,63,0.4444,0.5842,0.686,0.2468,0.4603,0.4483,58,0.5172,29,1.0,5,KVUE,1,0,503,504
452,114,63,0.4444,0.5087,4.1374,0.4136,0.4444,0.4444,63,0.5,46,0.4773,44,KVUE,1,1,566,567
503,126,63,0.381,0.4434,0.762,0.2836,0.5714,0.4,15,,0,,0,KVUE,1,2,629,630
402,101,63,0.4603,0.4707,0.7959,0.2975,0.4286,0.4386,57,0.4386,57,0.4386,57,LLY,1,0,503,504
452,114,63,0.381,0.5075,0.9675,0.2786,0.381,0.381,63,0.381,63,0.5,2,LLY,1,1,566,567
503,126,63,0.5079,0.5258,0.7039,0.2552,0.4762,0.3333,3,,0,,0,LLY,1,2,629,630
553,139,63,0.4127,0.4716,0.6912,0.249,0.5397,0.4444,27,0.75,4,,0,LLY,1,3,692,693
604,151,63,0.5079,0.5515,0.7029,0.2544,0.5238,0.625,8,0.625,8,0.5714,7,LLY,1,4,755,756
654,164,63,0.5079,0.5032,0.7162,0.2612,0.619,0.6538,26,0.6538,26,,0,LLY,1,5,818,819
704,177,63,0.4921,0.355,0.7272,0.2665,0.5397,0.5172,58,0.3846,39,0.5333,15,LLY,1,6,881,882
755,189,63,0.4603,0.5278,0.7098,0.2583,0.4286,0.4426,61,0.4426,61,,0,LLY,1,7,944,945
805,202,63,0.5238,0.5161,0.9219,0.2568,0.5079,0.5167,60,0.5167,60,,0,LLY,1,8,1007,1008
856,214,63,0.6032,0.553,1.3752,0.2681,0.5873,0.62,50,,0,,0,LLY,1,9,1070,1071
906,227,63,0.4921,0.4697,0.6954,0.2511,0.5238,0.5082,61,,0,,0,LLY,1,10,1133,1134
956,240,63,0.5397,0.5122,0.6928,0.2498,0.4603,0.5,8,0.5714,7,,0,LLY,1,11,1196,1197
1007,252,63,0.5397,0.5342,0.6942,0.2504,0.6032,0.5882,51,0.6571,35,,0,LLY,1,12,1259,1260
1057,265,63,0.5873,0.5715,0.6751,0.241,0.5714,0.5862,58,0.5965,57,0.6667,6,LLY,1,13,1322,1323
1108,277,63,0.5556,0.5571,0.6676,0.2403,0.5556,0.5556,63,1.0,3,1.0,2,LLY,1,14,1385,1386
1158,290,63,0.5873,0.4701,0.6824,0.2447,0.6349,0.6296,54,0.5,8,0.5,8,LLY,1,15,1448,1449
1208,303,63,0.5556,0.4665,0.7015,0.2539,0.5397,0.5556,54,0.5263,38,0.2857,7,LLY,1,16,1511,1512
1259,315,63,0.5873,0.4906,0.6772,0.2421,0.5873,0.5873,63,0.5873,63,,0,LLY,1,17,1574,1575
1309,328,63,0.5079,0.4884,0.713,0.2596,0.4921,0.5,62,0.4918,61,0.5,46,LLY,1,18,1637,1638
1360,340,63,0.4762,0.552,0.6927,0.2542,0.4762,0.4754,61,0.4561,57,0.5652,23,LLY,1,19,1700,1701
1410,353,63,0.5397,0.5485,0.9199,0.2558,0.5556,0.55,60,0.6923,13,1.0,1,LLY,1,20,1763,1764
1460,366,63,0.5556,0.4857,0.6959,0.2512,0.5556,0.5556,63,0.5385,39,0.5385,39,LLY,1,21,1826,1827
1511,378,63,0.6508,0.4402,0.9606,0.2598,0.6349,0.6452,62,0.5806,31,0.5556,9,LLY,1,22,1889,1890
1561,391,63,0.5556,0.6082,0.6749,0.2409,0.5556,0.5574,61,0.7647,17,0.7647,17,LLY,1,23,1952,1953
1612,403,63,0.381,0.4653,0.7479,0.2748,0.381,0.3684,57,0.3913,23,0.3125,16,LLY,1,24,2015,2016
402,101,63,0.4603,0.5237,0.7273,0.2645,0.5238,0.4898,49,0.5,48,0.5122,41,LULU,1,0,503,504
452,114,63,0.6032,0.4542,0.674,0.242,0.6032,0.6182,55,0.4762,21,1.0,1,LULU,1,1,566,567
503,126,63,0.5714,0.5041,0.6867,0.2467,0.5714,0.5818,55,0.5818,55,0.0,1,LULU,1,2,629,630
553,139,63,0.5397,0.6556,0.7078,0.2573,0.4444,0.4912,57,0.4912,57,0.4912,57,LULU,1,3,692,693
604,151,63,0.5079,0.462,0.733,0.2671,0.5397,0.5273,55,1.0,1,1.0,1,LULU,1,4,755,756
654,164,63,0.4603,0.4964,0.7448,0.271,0.5556,0.5161,31,0.6667,3,0.6667,3,LULU,1,5,818,819
704,177,63,0.5238,0.4788,0.7611,0.2741,0.5079,0.5179,56,0.5179,56,0.0,3,LULU,1,6,881,882
755,189,63,0.381,0.4647,0.7255,0.266,0.3651,0.371,62,0.2,5,0.2,5,LULU,1,7,944,945
805,202,63,0.4762,0.4824,0.6959,0.2514,0.5079,0.4286,7,,0,,0,LULU,1,8,1007,1008
856,214,63,0.5397,0.5368,0.7236,0.2633,0.4921,0.5385,26,0.5385,26,0.5385,26,LULU,1,9,1070,1071
906,227,63,0.5079,0.497,0.7207,0.2616,0.5397,0.7143,7,,0,,0,LULU,1,10,1133,1134
956,240,63,0.3968,0.5542,1.1919,0.281,0.6032,,0,,0,,0,LULU,1,11,1196,1197
1007,252,63,0.5714,0.5988,0.6798,0.2434,0.5873,0.5833,60,0.8,5,0.8,5,LULU,1,12,1259,1260
1057,265,63,0.4603,0.4686,0.7061,0.2565,0.4603,0.2727,11,0.1429,7,0.1429,7,LULU,1,13,1322,1323
1108,277,63,0.5079,0.5615,0.6845,0.2458,0.5079,0.5082,61,0.6667,9,,0,LULU,1,14,1385,1386
1158,290,63,0.5714,0.3857,0.94,0.2642,0.5873,0.5806,62,0.0,1,0.0,1,LULU,1,15,1448,1449
1208,303,63,0.5873,0.5643,0.7064,0.2564,0.4286,0.5172,29,0.4167,12,0.4,10,LULU,1,16,1511,1512
1259,315,63,0.4127,0.5915,5.5797,0.4291,0.4127,0.4127,63,0.5,44,0.5,44,LULU,1,17,1574,1575
1309,328,63,0.6032,0.4737,0.6856,0.2462,0.6032,0.6032,63,,0,,0,LULU,1,18,1637,1638
1360,340,63,0.619,0.556,0.6742,0.2408,0.6349,0.629,62,1.0,1,1.0,1,LULU,1,19,1700,1701
1410,353,63,0.4286,0.6142,0.7059,0.2564,0.4286,0.4286,63,0.4595,37,,0,LULU,1,20,1763,1764
1460,366,63,0.4921,0.5257,0.9391,0.263,0.4921,0.4918,61,0.5161,31,0.6667,6,LULU,1,21,1826,1827
1511,378,63,0.6032,0.604,0.6822,0.2446,0.4762,0.5581,43,0.4286,7,,0,LULU,1,22,1889,1890
1561,391,63,0.5238,0.4821,0.7074,0.256,0.5556,0.5581,43,0.4615,13,0.0,1,LULU,1,23,1952,1953
1612,403,63,0.5397,0.4763,0.7348,0.268,0.4286,0.4688,32,0.4211,19,0.4211,19,LULU,1,24,2015,2016
402,101,63,0.4127,0.4752,0.705,0.2604,0.4603,0.3571,28,0.4118,17,0.4375,16,LYFT,1,0,503,504
452,114,63,0.4921,0.4728,0.7297,0.2613,0.5079,,0,,0,,0,LYFT,1,1,566,567
503,126,63,0.5556,0.5109,1.6833,0.3059,0.4127,0.45,20,0.4444,18,0.4444,18,LYFT,1,2,629,630
553,139,63,0.5397,0.5071,3.0394,0.3411,0.4444,0.4839,31,0.3333,15,0.3333,15,LYFT,1,3,692,693
604,151,63,0.5397,0.5036,0.6863,0.2467,0.4286,0.4,10,,0,,0,LYFT,1,4,755,756
654,164,63,0.5238,0.4242,0.7008,0.2538,0.4762,,0,,0,,0,LYFT,1,5,818,819
704,177,63,0.5079,0.5302,0.7002,0.2535,0.5079,0.6667,3,,0,,0,LYFT,1,6,881,882
755,189,63,0.4603,0.3962,1.1831,0.2779,0.4921,0.2,5,0.25,4,0.25,4,LYFT,1,7,944,945
805,202,63,0.4762,0.538,0.916,0.2554,0.5397,0.6667,3,0.6667,3,0.6667,3,LYFT,1,8,1007,1008
856,214,63,0.5873,0.557,0.6715,0.2423,0.4921,0.5581,43,1.0,2,1.0,2,LYFT,1,9,1070,1071
906,227,63,0.4444,0.4372,0.7251,0.2666,0.4444,0.3939,33,0.4062,32,,0,LYFT,1,10,1133,1134
956,240,63,0.5556,0.4537,0.7146,0.258,0.4127,0.4167,12,0.375,8,0.5,2,LYFT,1,11,1196,1197
1007,252,63,0.6032,0.4924,0.6813,0.2477,0.3651,0.45,20,0.5,8,1.0,2,LYFT,1,12,1259,1260
1057,265,63,0.5238,0.5202,0.6964,0.2534,0.5079,0.5556,18,0.5556,18,0.5556,18,LYFT,1,13,1322,1323
1108,277,63,0.4603,0.6018,0.9497,0.2694,0.5079,0.375,8,0.0,2,0.0,2,LYFT,1,14,1385,1386
1158,290,63,0.4603,0.476,0.7453,0.274,0.5556,0.5263,19,0.3333,6,0.3333,6,LYFT,1,15,1448,1449
1208,303,63,0.5873,0.5669,0.6681,0.2378,0.4286,1.0,1,1.0,1,1.0,1,LYFT,1,16,1511,1512
1259,315,63,0.5397,0.5907,0.7281,0.2655,0.5079,0.8,5,1.0,1,,0,LYFT,1,17,1574,1575
1309,328,63,0.4127,0.4061,0.7179,0.2624,0.5238,0.4333,30,0.4737,19,,0,LYFT,1,18,1637,1638
1360,340,63,0.5397,0.5416,0.6781,0.2427,0.5397,0.5397,63,0.8333,6,0.8333,6,LYFT,1,19,1700,1701
402,101,63,0.5397,0.539,0.9057,0.2506,0.5873,0.6111,36,0.6667,3,0.6667,3,META,1,0,503,504
452,114,63,0.4921,0.5161,0.6992,0.253,0.4921,0.4921,63,0.5556,9,0.5556,9,META,1,1,566,567
503,126,63,0.5556,0.4697,0.6813,0.2456,0.5714,0.5667,60,0.5714,7,0.5714,7,META,1,2,629,630
553,139,63,0.5873,0.5092,0.6709,0.2405,0.5556,0.5789,57,0.75,4,0.75,4,META,1,3,692,693
604,151,63,0.4127,0.3867,3.1377,0.3798,0.5556,0.4773,44,0.4773,44,0.4,5,META,1,4,755,756
654,164,63,0.5238,0.4747,0.689,0.248,0.5238,0.5238,63,1.0,1,1.0,1,META,1,5,818,819
704,177,63,0.5397,0.5101,0.6995,0.253,0.4603,0.5,8,0.5,8,0.5,8,META,1,6,881,882
755,189,63,0.5079,0.5126,0.9356,0.2635,0.4921,0.5,42,0.5,42,0.5,8,META,1,7,944,945
805,202,63,0.5397,0.5388,1.1587,0.2661,0.5079,0.5556,27,0.5,6,0.5,6,META,1,8,1007,1008
402,101,63,0.5079,0.4375,0.7276,0.2665,0.5079,1.0,1,,0,,0,MP,1,0,503,504
452,114,63,0.5238,0.5381,0.7099,0.2593,0.4286,0.4516,31,0.4516,31,0.4667,30,MP,1,1,566,567
503,126,63,0.619,0.6169,0.7056,0.2499,0.4921,0.5897,39,0.5833,12,0.5833,12,MP,1,2,629,630
553,139,63,0.5079,0.5173,0.6964,0.2527,0.4444,0.4516,31,0.4643,28,,0,MP,1,3,692,693
604,151,63,0.5873,0.5515,0.6842,0.2455,0.4444,0.6667,6,0.5,4,0.5,4,MP,1,4,755,756
654,164,63,0.5873,0.5515,0.6752,0.2415,0.4127,,0,,0,,0,MP,1,5,818,819
704,177,63,0.4921,0.5076,0.7165,0.2614,0.4921,0.4737,19,0.4737,19,0.4545,11,MP,1,6,881,882
755,189,63,0.4921,0.5283,1.2023,0.286,0.5238,1.0,1,1.0,1,1.0,1,MP,1,7,944,945
805,202,63,0.5079,0.5383,0.932,0.2603,0.5079,0.6,5,,0,,0,MP,1,8,1007,1008
856,214,63,0.4762,0.4361,0.9776,0.282,0.4603,0.4444,36,0.2222,9,0.1429,7,MP,1,9,1070,1071
906,227,63,0.5079,0.5647,0.6937,0.2503,0.6032,0.7333,15,0.7333,15,,0,MP,1,10,1133,1134
956,240,63,0.5873,0.5664,0.6905,0.2486,0.4603,0.56,25,0.55,20,0.55,20,MP,1,11,1196,1197
1007,252,63,0.619,0.6024,0.6746,0.2408,0.5397,0.7083,24,0.75,8,,0,MP,1,12,1259,1260
402,101,63,0.5079,0.4788,1.2011,0.2845,0.5238,0.5185,54,0.5185,54,0.3333,3,MRNA,1,0,503,504
452,114,63,0.4921,0.4589,0.7225,0.2632,0.5397,0.5172,58,0.25,8,,0,MRNA,1,1,566,567
503,126,63,0.4603,0.4508,0.7093,0.258,0.5397,0.5,28,0.3636,11,0.4,10,MRNA,1,2,629,630
553,139,63,0.4286,0.5061,0.9263,0.262,0.4603,0.434,53,0.5,24,0.75,4,MRNA,1,3,692,693
604,151,63,0.4127,0.5543,0.9453,0.2671,0.3651,0.3542,48,0.5,20,0.3333,6,MRNA,1,4,755,756
654,164,63,0.4127,0.4285,0.7677,0.2847,0.5397,0.2,5,0.0,4,0.0,4,MRNA,1,5,818,819
704,177,63,0.6032,0.5545,0.6753,0.2412,0.381,0.4762,21,0.4,15,0.4,15,MRNA,1,6,881,882
755,189,63,0.4603,0.5645,1.6103,0.28,0.4921,0.2,5,,0,,0,MRNA,1,7,944,945
805,202,63,0.4762,0.4496,1.1567,0.2694,0.5079,0.4286,7,0.4286,7,,0,MRNA,1,8,1007,1008
856,214,63,0.5079,0.4938,0.6826,0.245,0.4286,0.375,16,,0,,0,MRNA,1,9,1070,1071
906,227,63,0.5714,0.4841,0.688,0.2474,0.4286,,0,,0,,0,MRNA,1,10,1133,1134
956,240,63,0.4603,0.5204,0.6999,0.2533,0.5556,1.0,1,,0,,0,MRNA,1,11,1196,1197
1007,252,63,0.5556,0.5538,1.8413,0.2888,0.4603,0.5217,23,0.5,22,0.5,22,MRNA,1,12,1259,1260
1057,265,63,0.619,0.57,1.161,0.2652,0.4603,0.6923,13,0.6923,13,0.6667,12,MRNA,1,13,1322,1323
1108,277,63,0.6667,0.5385,0.6626,0.235,0.381,1.0,3,1.0,3,1.0,3,MRNA,1,14,1385,1386
1158,290,63,0.5556,0.5489,0.6755,0.2412,0.4286,0.4706,17,0.7143,7,1.0,2,MRNA,1,15,1448,1449
1208,303,63,0.619,0.6339,1.1291,0.2537,0.4603,0.5581,43,0.6,5,0.6,5,MRNA,1,16,1511,1512
1259,315,63,0.5079,0.5624,0.7199,0.263,0.5397,0.7143,7,0.0,1,0.0,1,MRNA,1,17,1574,1575
1309,328,63,0.5714,0.5367,0.6872,0.247,0.4444,0.6667,3,,0,,0,MRNA,1,18,1637,1638
1360,340,63,0.4921,0.4806,0.712,0.2592,0.5556,0.5789,19,,0,,0,MRNA,1,19,1700,1701
1410,353,63,0.5079,0.4939,2.3544,0.3199,0.5238,0.5714,14,,0,,0,MRNA,1,20,1763,1764
402,101,63,0.4921,0.4541,0.9881,0.2885,0.5079,0.5,40,0.4348,23,0.4545,22,MSFT,1,0,503,504
452,114,63,0.5714,0.4109,0.9966,0.2867,0.6349,0.6182,55,0.5676,37,0.5,2,MSFT,1,1,566,567
503,126,63,0.5714,0.6528,0.6664,0.2367,0.5714,0.5714,63,0.6471,51,0.8333,6,MSFT,1,2,629,630
553,139,63,0.4444,0.4198,1.0022,0.2923,0.5714,0.5102,49,0.5238,42,0.5366,41,MSFT,1,3,692,693
