ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
DNA,3,10,0.5191,0.1209,0.4735,0.2743,0.3891,49,0.4492
DUOL,3,10,0.5254,0.1401,0.4838,0.2863,0.5119,216,0.4794
ETSY,3,25,0.4978,0.0906,0.5295,0.276,0.5379,409,0.5016
FIVN,3,25,0.5435,0.0805,0.5298,0.2559,0.5635,639,0.5048
FSLY,3,19,0.4787,0.0964,0.5113,0.2765,0.4814,282,0.4929
FTNT,3,25,0.5441,0.0995,0.5297,0.2557,0.5564,653,0.5511
GM,3,25,0.5194,0.0955,0.5459,0.2897,0.6425,287,0.5257
GME,3,25,0.5333,0.0722,0.5374,0.26,0.5679,229,0.4838
GOOG,3,25,0.5232,0.0936,0.4962,0.2736,0.542,773,0.5632
HUM,3,25,0.4984,0.0756,0.5031,0.2703,0.489,650,0.5168
HY,3,25,0.4775,0.0906,0.4899,0.2711,0.5152,331,0.4832
INSM,3,25,0.4686,0.0921,0.4832,0.2718,0.5479,229,0.4959
INTC,3,25,0.5009,0.0617,0.5473,0.2719,0.5703,595,0.4959
IREN,3,9,0.5679,0.0911,0.5297,0.266,0.6028,225,0.5273
JNJ,3,25,0.4927,0.0815,0.5209,0.268,0.5849,392,0.5137
KVUE,3,3,0.4445,0.084,0.4903,0.366,0.4194,62,0.4868
LLY,3,25,0.5352,0.0904,0.5067,0.2677,0.5628,924,0.5403
LULU,3,25,0.5067,0.0956,0.5179,0.262,0.5174,519,0.5067
LYFT,3,20,0.5373,0.0785,0.5429,0.2577,0.5673,179,0.454
META,3,9,0.5238,0.1145,0.5168,0.2673,0.4752,251,0.5362
MP,3,13,0.5201,0.0753,0.5389,0.2703,0.6262,100,0.4737
MRNA,3,21,0.523,0.101,0.51,0.2635,0.5086,213,0.4686
MSFT,3,25,0.5206,0.1061,0.5064,0.2631,0.621,929,0.5568
MU,3,25,0.5295,0.0781,0.5148,0.268,0.6502,404,0.5321
NET,3,18,0.4956,0.0715,0.5219,0.2649,0.5533,527,0.5326
NFLX,3,25,0.4743,0.0924,0.5282,0.2731,0.5539,543,0.5257
NIO,3,22,0.5296,0.0896,0.5124,0.2586,0.4844,180,0.4553
NOK,3,25,0.5365,0.0935,0.5732,0.2829,0.6303,709,0.5308
NVDA,3,25,0.5676,0.0989,0.5455,0.2567,0.5748,1084,0.5784
NVMI,3,25,0.5238,0.1126,0.5491,0.2611,0.6375,755,0.5492
NVO,3,25,0.499,0.0697,0.5052,0.2671,0.5256,718,0.5321
ONTO,3,17,0.5257,0.0898,0.5782,0.27,0.6212,420,0.5257
OPEN,3,13,0.5568,0.1023,0.4967,0.27,0.7292,28,0.4335
ORIC,3,15,0.528,0.0792,0.4921,0.2679,0.402,116,0.4815
PFE,3,25,0.4921,0.0672,0.5039,0.2792,0.4621,357,0.4705
PL,3,9,0.5432,0.1034,0.5214,0.2802,0.6349,351,0.5538
PLTR,3,14,0.5318,0.1003,0.4971,0.2694,0.5218,429,0.5612
PUBM,3,13,0.4957,0.0896,0.5149,0.2997,0.6092,193,0.4945
PYPL,3,25,0.5111,0.1151,0.5064,0.2586,0.5029,453,0.5054
QS,3,13,0.5238,0.0983,0.5336,0.2701,0.5946,82,0.4567
QUBT,3,11,0.531,0.0856,0.5178,0.2532,0.5367,69,0.469
QURE,3,25,0.52,0.0689,0.5216,0.2578,0.4807,211,0.4717
ROKU,3,25,0.5244,0.0957,0.5184,0.2605,0.5679,242,0.4984
ROST,3,25,0.5048,0.0816,0.5315,0.2612,0.6368,461,0.5308
S,3,20,0.5103,0.0906,0.5005,0.2701,0.5158,261,0.5119
SHOP,3,25,0.5092,0.062,0.5251,0.2617,0.5519,634,0.5029
SLV,3,25,0.506,0.0997,0.5277,0.2577,0.5913,428,0.5467
SMCI,3,19,0.5263,0.1151,0.4996,0.2663,0.5627,420,0.518
SMMT,3,25,0.5517,0.0672,0.5446,0.2575,0.6176,274,0.4724
SNOW,3,14,0.4671,0.0867,0.5085,0.2772,0.5725,255,0.5045
TEAM,3,25,0.4959,0.1028,0.5284,0.2686,0.5601,609,0.5149
TGT,3,25,0.473,0.0945,0.4773,0.2661,0.5569,476,0.5263
TJX,3,25,0.513,0.0714,0.5236,0.2686,0.5733,723,0.5371
TPR,3,25,0.4946,0.1045,0.5209,0.2683,0.5646,718,0.539
TSLA,3,25,0.5105,0.0867,0.5305,0.2627,0.5124,572,0.5168
TSM,3,25,0.5391,0.0839,0.5223,0.2647,0.5807,578,0.5257
UAL,3,25,0.4622,0.1059,0.5202,0.2733,0.5566,428,0.5041
UNH,3,25,0.52,0.0689,0.5027,0.2581,0.5617,536,0.5333
V,3,25,0.541,0.088,0.5214,0.2619,0.5683,855,0.5594
VKTX,3,25,0.5137,0.1102,0.5373,0.2793,0.6169,182,0.4838
VZ,3,25,0.5244,0.0789,0.5703,0.2805,0.5943,614,0.5041
WMT,3,25,0.5492,0.0648,0.5571,0.2656,0.6215,724,0.5606
ZM,3,19,0.5004,0.098,0.5167,0.2674,0.496,212,0.4862
SPY,3,25,0.5422,0.1047,0.4877,0.2622,0.5516,1065,0.5854
QQQ,3,25,0.5562,0.0882,0.5163,0.2555,0.5939,989,0.5784
GLD,3,25,0.5346,0.1042,0.5218,0.2578,0.5651,840,0.553
XLF,3,25,0.5219,0.0854,0.5479,0.2683,0.6266,743,0.5594
XLE,3,25,0.5276,0.0644,0.5086,0.2571,0.5293,675,0.5511
XLV,3,25,0.5206,0.0911,0.5108,0.2622,0.5545,730,0.539
XLI,3,25,0.5162,0.093,0.5115,0.2725,0.6224,714,0.5644
XLU,3,25,0.5327,0.0791,0.5321,0.2607,0.5752,836,0.5346
COIN,3,12,0.5211,0.0463,0.5434,0.2612,0.5836,201,0.4987
AVGO,3,25,0.5073,0.0933,0.5423,0.2693,0.5486,717,0.5409
ANET,3,25,0.5333,0.0831,0.5003,0.2687,0.5437,913,0.5505
AMAT,3,25,0.5257,0.0694,0.5368,0.2734,0.5791,689,0.5479
LRCX,3,25,0.5213,0.08,0.5381,0.2752,0.5585,625,0.5524
VRT,3,16,0.5367,0.0754,0.4885,0.2561,0.5755,512,0.5615
ETN,3,25,0.5479,0.0992,0.5346,0.2578,0.626,985,0.5759
NOW,3,25,0.5213,0.0892,0.525,0.2726,0.5016,694,0.5251
EQIX,3,25,0.5289,0.0638,0.5573,0.273,0.5912,600,0.5276
DLR,3,25,0.5238,0.0941,0.5609,0.2677,0.5472,577,0.5149
WDC,3,25,0.5086,0.1007,0.5157,0.2775,0.5448,534,0.5397
STX,3,25,0.5022,0.1143,0.5187,0.2653,0.5696,608,0.5537
ASML,3,25,0.5225,0.0888,0.5445,0.26,0.5687,589,0.5467
CEG,3,8,0.5536,0.0553,0.4855,0.2513,0.6184,353,0.5536
VST,3,25,0.5175,0.0935,0.5451,0.2661,0.6205,827,0.5498
LIN,3,21,0.5465,0.1028,0.5307,0.2603,0.5877,865,0.5654
MRVL,3,25,0.5314,0.1144,0.528,0.2733,0.576,590,0.534
CLS,3,25,0.5187,0.0795,0.5124,0.2668,0.568,660,0.541
SYM,3,7,0.4671,0.118,0.4949,0.2864,0.4981,79,0.5034
MNDY,3,11,0.5382,0.0808,0.5538,0.2655,0.6068,201,0.4892
FVRR,3,19,0.5347,0.0676,0.53,0.2598,0.5088,327,0.4486
APD,3,25,0.5194,0.0847,0.5294,0.2649,0.5344,752,0.5333
EME,3,25,0.5397,0.0933,0.564,0.2781,0.6323,1008,0.5708
