CFE data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of CFE data is subject to the Terms and Conditions of CBOE's Websites.
Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
10/26/2015,N (Jul 16),0.00,18.05,22.00,0.00,19.9000,19.90,0,0,0
10/27/2015,N (Jul 16),0.00,19.90,20.80,0.00,19.2000,-0.70,0,0,0
10/28/2015,N (Jul 16),0.00,19.65,19.75,0.00,19.6500,0.45,0,0,0
10/29/2015,N (Jul 16),0.00,19.20,19.95,0.00,20.0000,0.35,0,0,0
10/30/2015,N (Jul 16),0.00,19.50,19.95,0.00,21.6750,1.68,0,0,0
11/02/2015,N (Jul 16),0.00,19.30,19.70,0.00,19.2500,-2.42,0,0,0
11/03/2015,N (Jul 16),0.00,19.10,19.40,0.00,19.3750,0.12,0,0,0
11/04/2015,N (Jul 16),19.45,19.66,19.43,19.66,19.6750,0.30,3,0,1
11/05/2015,N (Jul 16),0.00,19.05,19.85,0.00,19.3500,-0.32,0,0,1
11/06/2015,N (Jul 16),19.50,19.50,19.50,19.50,19.4000,0.05,1,0,2
11/09/2015,N (Jul 16),19.58,19.58,19.58,19.58,19.5750,0.18,1,0,2
11/10/2015,N (Jul 16),19.76,19.90,19.60,19.63,19.5500,-0.02,11,0,9
11/11/2015,N (Jul 16),0.00,19.50,19.65,0.00,20.3500,0.80,0,0,9
11/12/2015,N (Jul 16),20.00,20.42,19.85,20.42,20.5500,0.20,10,0,13
11/13/2015,N (Jul 16),21.01,21.01,20.75,20.95,21.1250,0.58,3,0,14
11/16/2015,N (Jul 16),21.39,21.39,20.28,20.35,20.2000,-0.92,20,0,21
11/17/2015,N (Jul 16),20.10,20.80,19.95,20.72,20.5750,0.38,103,0,82
11/18/2015,N (Jul 16),20.46,20.50,20.05,20.10,20.1000,-0.48,15,0,153
11/19/2015,N (Jul 16),20.15,20.45,20.04,20.45,20.4500,0.35,175,0,190
11/20/2015,N (Jul 16),20.37,20.37,20.15,20.29,20.2750,-0.18,57,0,222
11/23/2015,N (Jul 16),20.29,20.38,20.00,20.00,19.9750,-0.30,143,0,350
11/24/2015,N (Jul 16),20.35,20.35,20.05,20.32,20.3250,0.35,46,0,383
11/25/2015,N (Jul 16),20.28,20.35,20.20,20.26,20.2000,-0.12,39,0,405
11/27/2015,N (Jul 16),20.10,20.18,20.10,20.18,20.2500,0.05,7,0,404
11/30/2015,N (Jul 16),20.23,20.25,20.06,20.10,20.0750,-0.18,19,0,408
12/01/2015,N (Jul 16),20.00,20.00,19.65,19.71,19.6500,-0.42,18,0,411
12/02/2015,N (Jul 16),19.58,20.00,19.49,19.93,19.8750,0.22,85,0,475
12/03/2015,N (Jul 16),19.75,20.47,19.70,20.22,20.3000,0.42,425,0,830
12/04/2015,N (Jul 16),20.00,20.25,19.70,19.71,19.7250,-0.58,497,0,1149
12/07/2015,N (Jul 16),19.72,20.34,19.65,19.84,19.8250,0.10,374,0,1322
12/08/2015,N (Jul 16),19.85,20.35,19.80,20.20,20.2000,0.38,455,0,1495
12/09/2015,N (Jul 16),20.05,20.80,20.05,20.38,20.4250,0.22,213,0,1534
12/10/2015,N (Jul 16),20.40,20.65,20.20,20.60,20.7000,0.28,154,0,1587
12/11/2015,N (Jul 16),20.70,21.85,20.60,21.85,21.5250,0.82,1526,0,1981
12/14/2015,N (Jul 16),21.73,22.20,20.86,21.00,21.1750,-0.35,978,0,2387
12/15/2015,N (Jul 16),21.14,21.20,20.40,20.45,20.3250,-0.85,429,0,2452
12/16/2015,N (Jul 16),20.40,20.45,19.80,20.15,20.1250,-0.20,1624,0,2905
12/17/2015,N (Jul 16),20.11,20.75,19.87,20.75,20.7750,0.65,947,0,3095
12/18/2015,N (Jul 16),20.72,21.40,20.55,21.40,21.3500,0.58,1180,0,3392
12/21/2015,N (Jul 16),21.24,21.25,20.62,20.63,20.6250,-0.72,1386,0,3723
12/22/2015,N (Jul 16),20.60,20.75,20.09,20.15,20.1250,-0.50,1114,0,4038
12/23/2015,N (Jul 16),20.15,20.22,19.92,20.15,20.1250,0.00,617,0,4125
12/24/2015,N (Jul 16),20.05,20.25,20.05,20.22,20.2500,0.12,441,0,4290
12/28/2015,N (Jul 16),20.25,20.41,19.78,19.80,19.7750,-0.48,684,0,4611
12/29/2015,N (Jul 16),19.80,19.80,19.58,19.65,19.6000,-0.18,1010,0,4920
12/30/2015,N (Jul 16),19.60,20.06,19.60,20.05,20.0750,0.48,462,0,5047
12/31/2015,N (Jul 16),20.00,20.15,19.89,20.10,20.0500,-0.02,778,0,5283
01/04/2016,N (Jul 16),19.99,21.00,19.95,20.35,20.4000,0.35,1390,0,5506
01/05/2016,N (Jul 16),20.31,20.70,20.10,20.15,20.1750,-0.22,1212,0,5800
01/06/2016,N (Jul 16),20.15,20.90,20.15,20.45,20.4250,0.25,1346,0,5817
01/07/2016,N (Jul 16),20.44,21.45,20.36,21.33,21.3250,0.90,2494,0,5786
01/08/2016,N (Jul 16),21.27,22.17,20.74,22.15,22.2000,0.88,1770,0,6075
01/11/2016,N (Jul 16),22.20,22.80,21.60,22.05,22.0250,-0.18,4069,0,6601
01/12/2016,N (Jul 16),21.98,22.24,21.25,21.25,21.2250,-0.80,2173,0,7082
01/13/2016,N (Jul 16),21.22,22.55,20.90,22.50,22.4500,1.22,3000,0,7505
01/14/2016,N (Jul 16),22.45,22.72,21.53,22.02,22.0250,-0.42,3217,0,8087
01/15/2016,N (Jul 16),22.00,23.35,21.95,23.10,23.1250,1.10,4768,0,9355
01/19/2016,N (Jul 16),23.34,23.63,22.25,23.00,22.9500,-0.18,5045,0,10288
01/20/2016,N (Jul 16),22.95,24.34,22.90,23.15,23.2000,0.25,5427,0,11083
01/21/2016,N (Jul 16),23.20,23.68,22.85,23.30,23.3000,0.10,3201,0,11212
01/22/2016,N (Jul 16),23.27,23.27,22.05,22.07,22.0750,-1.22,3449,0,11054
01/25/2016,N (Jul 16),22.10,22.70,21.85,22.69,22.6750,0.60,3076,0,12036
01/26/2016,N (Jul 16),22.70,23.03,22.05,22.11,22.1000,-0.58,2073,0,12227
01/27/2016,N (Jul 16),22.17,22.67,21.84,22.54,22.5250,0.42,3259,0,12845
01/28/2016,N (Jul 16),22.50,22.70,22.05,22.26,22.2750,-0.25,2076,0,12997
01/29/2016,N (Jul 16),22.30,22.33,21.45,21.50,21.5250,-0.75,3218,0,12774
02/01/2016,N (Jul 16),21.50,21.70,21.30,21.34,21.3250,-0.20,3226,0,13012
02/02/2016,N (Jul 16),21.35,22.30,21.35,22.08,22.0750,0.75,3183,0,13155
