Price,Close,High,Low,Open,Volume,Return,Trend
Ticker,PYPL,PYPL,PYPL,PYPL,PYPL,,
Datetime,,,,,,,
2025-07-22 13:30:00+00:00,75.31999969482422,75.41000366210938,74.7699966430664,74.7699966430664,1379861,,
2025-07-22 14:30:00+00:00,75.30999755859375,75.61990356445312,75.29000091552734,75.36499786376953,1538606,-0.00013279522399090027,
2025-07-22 15:30:00+00:00,75.29000091552734,75.45500183105469,75.12999725341797,75.32499694824219,438815,-0.00026552441527893933,
2025-07-22 16:30:00+00:00,75.66999816894531,75.69999694824219,75.29000091552734,75.29000091552734,616472,0.005047114474660663,0.001549598278463608
2025-07-22 17:30:00+00:00,75.76000213623047,75.91999816894531,75.58999633789062,75.66999816894531,632672,0.0011894273749579742,0.0019903391447798993
2025-07-22 18:30:00+00:00,75.94499969482422,76.05000305175781,75.74500274658203,75.75900268554688,762545,0.0024418895641145077,0.0028928104712443816
2025-07-22 19:30:00+00:00,76.01000213623047,76.1500015258789,75.9000015258789,75.94499969482422,1351796,0.000855914697049931,0.001495743878707471
2025-07-23 13:30:00+00:00,77.04000091552734,77.1895980834961,75.91000366210938,76.86000061035156,2166235,0.013550832131945523,0.0056162121310366535
2025-07-23 14:30:00+00:00,76.46499633789062,77.11000061035156,76.44999694824219,77.03500366210938,2572561,-0.007463714574292402,0.0023143440849010175
2025-07-23 15:30:00+00:00,76.8499984741211,76.87999725341797,76.47000122070312,76.48500061035156,616794,0.005035011504207487,0.0037073763539535363
2025-07-23 16:30:00+00:00,76.93900299072266,76.95500183105469,76.7699966430664,76.83110046386719,480829,0.0011581589898344014,-0.0004235146934168377
2025-07-23 17:30:00+00:00,76.91000366210938,77.07499694824219,76.79000091552734,76.93000030517578,645059,-0.00037691323627864204,0.0019387524192544154
2025-07-23 18:30:00+00:00,76.6449966430664,76.91000366210938,76.63999938964844,76.91000366210938,720366,-0.0034456768485831013,-0.0008881436983424473
2025-07-23 19:30:00+00:00,76.68000030517578,76.79499816894531,76.5624008178711,76.63500213623047,961698,0.0004566985927652034,-0.0011219638306988466
2025-07-24 13:30:00+00:00,78.41000366210938,78.72989654541016,77.3499984741211,77.75,3397002,0.02256133737673993,0.0065241197069740115
2025-07-24 14:30:00+00:00,78.17500305175781,78.76000213623047,77.87229919433594,78.41000366210938,1425619,-0.002997074344802342,0.006673653874900931
2025-07-24 15:30:00+00:00,77.83270263671875,78.33999633789062,77.81999969482422,78.16999816894531,705420,-0.00437864281006084,0.00506187340729225
2025-07-24 16:30:00+00:00,78.05999755859375,78.23999786376953,77.6500015258789,77.8270034790039,672208,0.0029203010325349332,-0.0014851387074427496
2025-07-24 17:30:00+00:00,77.95999908447266,78.31929779052734,77.9000015258789,78.06500244140625,699394,-0.0012810463393370108,-0.0009131293722876391
2025-07-24 18:30:00+00:00,78.01000213623047,78.12999725341797,77.80000305175781,77.97000122070312,676268,0.0006413936934970277,0.0007602161288983167
2025-07-24 19:30:00+00:00,77.83000183105469,78.1500015258789,77.80000305175781,78.01000213623047,1681046,-0.00230740033645227,-0.0009823509940974178
2025-07-25 13:30:00+00:00,78.08000183105469,78.18499755859375,77.5199966430664,77.58999633789062,1142320,0.0032121289235309547,0.0005153740935252374
2025-07-25 14:30:00+00:00,78.52999877929688,78.61000061035156,78.05999755859375,78.08000183105469,798903,0.005763280451963393,0.0022226696796806924
2025-07-25 15:30:00+00:00,78.66000366210938,78.72989654541016,78.44999694824219,78.52999877929688,579503,0.0016554805148778495,0.003543629963457399
2025-07-25 16:30:00+00:00,78.7300033569336,78.75,78.57499694824219,78.66000366210938,421365,0.0008899020031185589,0.002769554323319934
2025-07-25 17:30:00+00:00,78.625,78.80999755859375,78.58000183105469,78.72000122070312,600800,-0.001333714625383009,0.00040388929753779984
2025-07-25 18:30:00+00:00,78.43000030517578,78.66999816894531,78.38500213623047,78.62999725341797,697565,-0.0024801233046005677,-0.0009746453089550059
2025-07-25 19:30:00+00:00,77.9800033569336,78.44000244140625,77.96499633789062,78.44000244140625,1621615,-0.005737561475088859,-0.003183799801690812
2025-07-28 13:30:00+00:00,78.44999694824219,79.5,78.05500030517578,78.4749984741211,2975000,0.006027104014824314,-0.0007301935882883711
2025-07-28 14:30:00+00:00,78.43000030517578,78.6050033569336,77.93000030517578,78.44000244140625,1979341,-0.00025489667105527136,1.1548622893394386e-05
2025-07-28 15:30:00+00:00,78.44499969482422,78.78500366210938,78.4000015258789,78.44000244140625,1423354,0.00019124556407090765,0.00198781763594665
2025-07-28 16:30:00+00:00,78.4800033569336,78.7300033569336,78.4000015258789,78.44499969482422,963946,0.0004462191630512091,0.00012752268535561514
2025-07-28 17:30:00+00:00,78.48999786376953,78.58999633789062,78.23999786376953,78.4800033569336,1291338,0.00012735099908800507,0.00025493857540337395
2025-07-28 18:30:00+00:00,77.98999786376953,78.57499694824219,77.94999694824219,78.5,1536380,-0.006370238420286611,-0.0019322227527157991
2025-07-28 19:30:00+00:00,78.26000213623047,78.36000061035156,77.95459747314453,77.98030090332031,2618706,0.003462037182416333,-0.000926950079594091
2025-07-29 13:30:00+00:00,71.43499755859375,73.27999877929688,70.30999755859375,71.7300033569336,17605318,-0.0872093584377387,-0.030039186558536324
2025-07-29 14:30:00+00:00,71.18000030517578,71.98500061035156,71.04499816894531,71.43000030517578,5586206,-0.0035696404022245165,-0.02910565388584896
2025-07-29 15:30:00+00:00,71.125,71.3499984741211,70.6449966430664,71.18000030517578,4477611,-0.0007726932416405319,-0.030517230693867914
2025-07-29 16:30:00+00:00,71.81749725341797,71.88999938964844,71.12000274658203,71.12000274658203,3288626,0.009736340997089199,0.0017980024510747168
2025-07-29 17:30:00+00:00,71.6449966430664,71.91500091552734,71.50250244140625,71.80999755859375,2084763,-0.0024019301277357075,0.0021872392092376534
2025-07-29 18:30:00+00:00,72.21499633789062,72.2925033569336,71.63500213623047,71.63999938964844,2525932,0.007955889755483447,0.005096766874945646
