ticker,horizon,n_obs,win_rate,avg_return_per_bar,annualized_return,annualized_vol,sharpe,turnover,fitness
SMCI,1,45,0.4444444444444444,-0.002833207503314922,-0.7139682908353604,1.067398892980585,-0.6688861076496795,0.06818181818181818,-1.598588305477204
SLV,1,45,0.4375,-0.0023687867754509126,-0.59693426741363,0.43075214354849845,-1.385795233649072,0.29545454545454547,-1.969776630461034
FSLY,1,38,0.45454545454545453,-0.005893219052937444,-1.485091201340236,1.4633291728608955,-1.014871587939981,0.35135135135135137,-2.0864925708078603
COST,1,38,0.3684210526315789,-0.001024275015682638,-0.25811730395202476,0.11677167350099815,-2.2104445043327945,0.24324324324324326,-2.277024918725186
PFE,1,45,0.42857142857142855,-0.0009679039916936431,-0.24391180590679806,0.12580997004622071,-1.9387319289336806,0.11363636363636363,-2.7081902305521757
NIO,1,38,0.3684210526315789,-0.0023627710192417363,-0.5954182968489176,0.330023136250472,-1.8041713790545373,0.16216216216216217,-3.4571172880096466
ASTS,1,38,0.3870967741935484,-0.005910516064086429,-1.48945004814978,0.9375746280183063,-1.588620258739231,0.2702702702702703,-3.729356750543175
KVUE,1,38,0.4,-0.0013361459882359533,-0.33670878903546025,0.1129186213237753,-2.9818712368972697,0.1891891891891892,-3.978029086489748
ABT,1,38,0.4090909090909091,-0.003231942953432018,-0.8144496242648686,0.22417574966746978,-3.633085315753284,0.3783783783783784,-5.330212879638999
NFLX,1,45,0.35294117647058826,-0.002665480827820678,-0.6717011686108109,0.26567853010759623,-2.52824783522696,0.13636363636363635,-5.611234374554113
INSM,1,38,0.36,-0.007267740374618515,-1.8314705744038657,0.7120724340203353,-2.5720284719680118,0.21621621621621623,-7.4856861234222825
LULU,1,38,0.3181818181818182,-0.00729672384759972,-1.8387744095951295,0.40946992972287677,-4.490621352438713,0.35135135135135137,-10.273060563158516
