horizon,n_dates,rank_ic,nw_t,hit_pct,mono,boot_lo,boot_hi,null_sigma,net,n_rebal,p
1,215,-0.007923235946229316,-0.8852935307627109,46.97674418604651,-0.44242424242424244,-0.025556461033628873,0.00941137935927056,-2.311268294614716,-0.0009952793065623354,215,0.3759983382110317
3,213,-0.008984974536409273,-0.7242360841428304,48.82629107981221,-0.6848484848484848,-0.033779197557032355,0.014161531691124996,-2.40450927920917,-0.0008289224020799366,71,0.4689208090451298
5,211,-0.011508042652372995,-0.8416750582665581,43.60189573459716,-0.6606060606060606,-0.03833688816621697,0.014953158502426806,-3.3746619751842495,-0.005344669222202002,43,0.3999698629534283
10,206,-0.005705104848766768,-0.38185519122180855,42.71844660194175,-0.5636363636363636,-0.033331380192234056,0.0273798438362586,-2.0699876860504887,-0.006841297738278349,21,0.7025687784062788
20,196,0.008556571174862894,0.4697721186692799,51.53061224489796,0.28484848484848485,-0.027745413914067124,0.04315571803881214,2.6970301938880623,-0.012382411792278156,10,0.6385178362477899
