date,open,high,low,close,volume,ret_1d,ret_2d,ret_3d,gap,vol20,rvol,red,vol_max20,below_1,up_streak,FLAG_ramp,FLAG_ignition,FLAG_top
2026-01-12,326.5,334.44,325.51,332.73,23893764.0,,,,,,,False,False,False,0,False,False,False
2026-01-13,335.28,341.2,334.35,336.43,24616700.0,0.011120127430649385,,,0.007663871607609618,,,False,False,False,2,False,False,False
2026-01-14,334.985,337.03,331.14,336.31,17839332.0,-0.00035668638349728443,0.010759474649114864,,-0.004295098534613406,,,False,False,False,0,False,False,False
2026-01-15,338.055,338.13,331.29,333.16,16424864.0,-0.009366358419315435,-0.00971970395030164,0.0012923391338321988,0.005188665219589161,,,True,False,False,0,False,False,False
2026-01-16,334.935,335.2399,328.17,330.34,21868624.0,-0.008464401488774365,-0.01775147928994092,-0.018101833962488545,0.005327770440629154,,,True,False,False,0,False,False,False
2026-01-20,321.24,328.09,320.89,322.16,27169853.0,-0.024762366047102802,-0.033017168927842455,-0.04207427670898867,-0.027547375431373644,,,False,False,False,0,False,False,False
2026-01-21,321.095,332.725,319.5401,328.38,22791650.0,0.019307176558231776,-0.005933280862141954,-0.014347460679553503,-0.0033058107772535594,,,False,False,False,2,False,False,False
2026-01-22,334.265,335.21,328.88,330.84,19902110.0,0.00749132103051342,0.026943133846535794,0.0015135920566688998,0.017921310676655144,,,True,False,False,3,False,False,False
2026-01-23,332.655,334.03,327.97,328.43,19110585.0,-0.007284487970015574,0.00015226262257139744,0.019462378942140424,0.005486035545883228,,,True,False,False,0,False,False,False
2026-01-26,328.2,336.3499,327.49,333.59,18502451.0,0.01571111043449136,0.008312175069520089,0.015865765271940946,-0.0007003014340956071,21211993.3,0.8722636641602183,False,False,False,2,False,False,False
2026-01-27,335.63,338.215,333.75,335.0,16080924.0,0.004226745406037402,0.020004262704381492,0.012574053923346762,0.00611529122575627,20745532.454545453,0.7751511818380245,True,False,False,3,False,False,False
2026-01-28,336.61,337.63,332.13,336.28,17538476.0,0.003820895522387957,0.008063790881021715,0.023901592424565354,0.004805970149253769,20478277.75,0.8564429203525185,True,False,False,4,True,False,False
2026-01-29,340.35,342.29,326.72,338.66,24548303.0,0.007077435470441484,0.010925373134328398,0.015198297311070696,0.012103009396931208,20791356.615384616,1.180697510706705,True,False,False,5,True,False,False
2026-01-30,334.46,340.29,332.64,338.53,21740202.0,-0.00038386582413052484,0.006690852860711249,0.010537313432835704,-0.01240181893344372,20859131.285714287,1.0422390895487161,False,False,False,0,False,False,False
2026-02-02,336.55,345.165,336.01,344.9,22775218.0,0.018816648450654228,0.018425559558258975,0.02563340073748077,-0.005848816943845314,20986870.4,1.0852126861182696,False,False,False,2,False,False,False
2026-02-03,348.515,350.15,338.59,340.7,25786533.0,-0.012177442737025146,0.006410067054618551,0.006023740624815366,0.01048129892722538,21286849.3125,1.2113832639787472,True,False,False,0,False,False,False
2026-02-04,343.755,344.25,329.37,333.34,36991086.0,-0.021602582917522817,-0.033516961438098014,-0.015330989867958555,0.008966832990901175,22210627.94117647,1.6654678155866955,True,True,False,0,False,False,True
2026-02-05,313.2,332.644,306.92,331.33,51842004.0,-0.006029879402411953,-0.02750220135016146,-0.03934473760510293,-0.06041879162416752,23856815.5,2.1730479493375805,False,True,False,0,False,False,False
2026-02-06,327.35,330.64,320.15,323.1,33877014.0,-0.024839284097425418,-0.030719385612287597,-0.0516583504549456,-0.012012193281622396,24384194.36842105,1.3893021638587617,True,False,False,0,False,False,False
2026-02-09,321.24,327.74,317.7,324.4,26103255.0,0.004023522129371626,-0.020915703377297534,-0.026819463610727734,-0.005756731662024173,24470147.4,1.066738772484877,False,False,False,2,False,False,False
2026-02-10,320.91,321.63,314.66,318.63,25281932.0,-0.017786683107274937,-0.013834726090993565,-0.03833036549663471,-0.01075832305795299,24539555.8,1.030252226488957,True,False,False,0,False,False,False
2026-02-11,318.96,321.045,310.13,311.33,24008065.0,-0.022910585946081752,-0.040289765721331694,-0.036428350355927064,0.0010356840222200958,24509124.05,0.979556223674995,True,False,False,0,False,False,False
2026-02-12,312.35,316.48,308.15,309.37,28193962.0,-0.006295570616387636,-0.029061921350783004,-0.046331689272502974,0.0032762663411816106,25026855.55,1.1265483170138009,True,False,False,0,False,False,False
2026-02-13,307.985,308.89,303.9,306.02,20235950.0,-0.010828457833662042,-0.0170558571290913,-0.03957568339453288,-0.004476840029737805,25217409.85,0.8024594960532792,True,False,False,0,False,False,False
2026-02-17,300.64,304.89,296.9,302.82,23750758.0,-0.010456832886739376,-0.021172059346413752,-0.027334339768091742,-0.01758055029083061,25311516.55,0.9383380072499053,False,False,False,0,False,False,False
2026-02-18,302.432,305.91,301.98,303.94,15847701.0,0.003698566805362846,-0.006796941376380539,-0.01755179881695057,-0.0012812892147149313,24745408.95,0.6404299493300555,False,False,False,2,False,False,False
2026-02-19,302.52,306.03,300.67,303.56,13448627.0,-0.0012502467592288014,0.002443695924972067,-0.008038690281680916,-0.004671974731854989,24278257.8,0.553937070393906,False,False,False,0,False,False,False
2026-02-20,304.8,316.76,304.42,314.9,33663143.0,0.03735670048754769,0.03605974863459882,0.03989168482927141,0.0040848596653051406,24966309.45,1.348342776389003,False,False,False,2,False,False,False
2026-02-23,319.14,319.455,309.99,311.69,17641176.293455,-0.010193712289615742,0.026782184741072523,0.025498453642166297,0.013464591933947334,24892839.01467275,0.7086847861369547,True,False,False,0,False,False,False
2026-02-24,310.64,312.37,306.09,310.92,15040656.030442,-0.002470403285315448,-0.012638932994601393,0.024245618658584878,-0.0033687317527030247,24719749.26619485,0.6084469493794842,False,False,False,0,False,False,False
2026-02-25,312.12,313.66,309.36,313.03,20209083.292571,0.006786311591405969,0.004299143379639991,-0.005938393140679565,0.003859513701273576,24926157.2308234,0.8107580765630684,False,False,False,2,False,False,False
2026-02-26,312.805,313.0,302.41,307.15,22379980.819486,-0.018784142095006895,-0.012125305544834819,-0.014565754435496903,-0.0007187809475128759,25168232.471797697,0.8892154363467487,True,False,False,0,False,False,False
2026-02-27,303.94,312.08,303.5905,311.43,33389206.650573,0.013934559661403334,-0.00511133118231466,0.0016402933230412753,-0.01045091974605239,25610277.65432635,1.3037424701614884,False,False,False,2,False,False,False
