date,open,high,low,close,volume,ret_1d,ret_2d,ret_3d,gap,vol20,rvol,red,vol_max20,below_1,up_streak,FLAG_ramp,FLAG_ignition,FLAG_top
2026-01-12,246.73,248.94,245.96,246.47,35867770.0,,,,,,,True,False,False,0,False,False,False
2026-01-13,246.53,247.66,240.25,242.6,38371778.0,-0.015701708118635138,,,0.00024343733517273591,,,True,False,False,0,False,False,False
2026-01-14,241.15,241.28,236.22,236.65,41410578.0,-0.024525968672712284,-0.03984257718992168,,-0.005976916735366822,,,True,False,False,0,False,False,False
2026-01-15,239.31,240.65,236.63,238.18,43003571.0,0.006465244031269801,-0.01821929101401476,-0.033634925143019356,0.011240228185083412,,,True,False,False,2,False,False,False
2026-01-16,239.085,239.57,236.41,239.12,45888283.0,0.003946595012175758,0.010437354743291882,-0.014344600164880372,0.003799647325552158,,,False,False,False,3,True,False,False
2026-01-20,233.76,235.09,229.34,231.0,47737854.0,-0.03395784543325531,-0.03014526828449071,-0.023874920769068275,-0.0224155235864838,,,True,False,False,0,False,False,False
2026-01-21,231.085,232.3,226.88,231.31,47276090.0,0.001341991341991422,-0.032661425225828045,-0.028843731631539193,0.0003679653679653505,,,False,False,False,2,False,False,False
2026-01-22,234.045,235.72,230.9,234.34,31913325.0,0.013099303964376752,0.014458874458874504,-0.01998996319839408,0.01182395918896706,,,False,False,False,3,False,False,False
2026-01-23,234.955,240.45,234.57,239.16,33778478.0,0.020568404881795566,0.03393714063378139,0.0353246753246752,0.0026243919091917256,,,False,False,False,4,True,False,False
2026-01-26,239.98,240.95,237.54,238.42,32825530.0,-0.003094162903495623,0.01741059998293082,0.03073797068868611,0.0034286670011707265,39807325.7,0.8246102802128201,True,False,False,0,False,False,False
2026-01-27,239.685,244.88,238.08,244.68,38029216.0,0.02625618656153006,0.02308078273958869,0.044123922505760804,0.0053057629393507,39645679.36363637,0.9592272502430867,False,False,False,2,False,False,False
2026-01-28,246.365,247.775,241.53,243.01,40882657.0,-0.006825241131273585,0.019251740625786384,0.0160980097006187,0.006886545692332824,39748760.833333336,1.028526579015157,True,False,False,0,False,False,False
2026-01-29,242.82,243.0,236.742,241.73,47229643.0,-0.005267272951730351,-0.012056563675004184,0.013883063501384019,-0.0007818608287725182,40324213.307692304,1.171247722543676,True,False,False,0,False,False,False
2026-01-30,239.89,243.315,237.64,239.3,46585024.0,-0.010052537955570151,-0.015266861446030955,-0.021987902566617645,-0.007611798287345373,40771414.071428575,1.1425903432828304,True,False,False,0,False,False,False
2026-02-02,238.31,245.6299,238.17,242.96,37546102.0,0.015294609277058058,0.005088321681214758,-0.0002057528496769434,-0.004137066443794413,40556393.266666666,0.9257751731798886,False,False,False,2,False,False,False
2026-02-03,244.975,246.35,235.45,238.62,53831298.0,-0.017863022719789234,-0.0028416213957376257,-0.012865593844371803,0.008293546262759355,41386074.8125,1.3007104018412763,True,True,False,0,False,False,True
2026-02-04,238.86,238.86,231.82,232.99,51299947.0,-0.023593998826586193,-0.04103556140928544,-0.026368575010447093,0.001005783253708925,41969243.76470588,1.2223224056074318,True,False,False,0,False,False,False
2026-02-05,224.91,226.31,220.38,222.69,103509230.0,-0.044207905918709045,-0.06675886346492332,-0.08342937108989135,-0.03467959998283199,45388131.88888889,2.28053514635484,True,True,False,0,False,False,True
2026-02-06,202.7,211.44,200.31,210.32,179210851.0,-0.0555480713098927,-0.09730031331816824,-0.11859860866649907,-0.0897660424805784,52431432.89473684,3.418004069425108,False,True,False,0,False,False,False
2026-02-09,208.97,212.81,203.35,208.72,91178443.0,-0.007607455306199995,-0.0627329471462571,-0.10416756083952106,-0.006418790414606246,54368783.4,1.6770366614456929,True,False,False,0,False,False,False
2026-02-10,208.795,212.6499,206.411,206.96,67175031.0,-0.008432349559218011,-0.0159756561430201,-0.07063631056625796,0.0003593330778075554,55934146.45,1.2009664089546501,True,False,False,0,False,False,False
2026-02-11,208.06,208.57,202.49,204.08,65545455.0,-0.013915732508697265,-0.022230739747029493,-0.029669075694180203,0.0053150367220717865,57292830.3,1.1440428873348922,True,False,False,0,False,False,False
2026-02-12,203.96,203.96,197.56,199.6,83975393.0,-0.021952175617405034,-0.0355624275222266,-0.043694902261402824,-0.0005880047040376368,59421071.05,1.4132258391865524,True,False,False,0,False,False,False
2026-02-13,198.88,201.16,197.275,198.79,66321593.0,-0.004058116232464992,-0.025921207369659083,-0.03947622729029776,-0.003607214428857697,60586972.15,1.0946510552764106,True,False,False,0,False,False,False
2026-02-17,198.125,201.7362,196.0,201.15,69879200.0,0.011871824538457698,0.007765531062124298,-0.014357114856918929,-0.003345238694099306,61786518.0,1.1309781205019516,False,False,False,2,False,False,False
2026-02-18,202.07,206.86,201.51,204.79,51003299.0,0.018095948297290443,0.030182604758790754,0.026002004008016,0.004573701217996495,61949790.25,0.8233005922082198,False,False,False,3,False,False,False
2026-02-19,203.8,205.6396,202.81,204.86,35669611.0,0.0003418135651156451,0.0184439473030078,0.030534735147643266,-0.0048342204209188555,61369466.3,0.5812273293307099,False,False,False,4,False,False,False
2026-02-20,204.76,211.17,203.75,210.11,65881611.0,0.025627257639363465,0.025977830948776814,0.04454387273179217,-0.0004881382407498913,63067880.6,1.0446143167208317,False,False,False,5,True,False,False
2026-02-23,208.095,208.43,203.11,205.27,53581508.905566,-0.023035552805673265,0.002001366787074188,0.0023438644465063607,-0.009590214649469408,64058032.1452783,0.8364526213363468,True,False,False,0,False,False,False
2026-02-24,205.47,210.36,203.25,208.56,41137162.535434,0.016027670872509336,-0.007377088191899528,0.01806111490774187,0.0009743264968089527,64473613.77205,0.6380464833393191,False,False,False,2,False,False,False
2026-02-25,210.46,211.59,208.93,210.64,41346376.32787,0.009973149213655441,0.026160666439323688,0.002522488220455754,0.00911008822401227,64639471.78844349,0.6396459498182668,False,False,False,3,True,False,False
2026-02-26,210.73,211.05,205.345,207.92,47756765.609998,-0.012913026965438612,-0.0030686612965095117,0.012909826082720288,0.0004272692745916906,64983177.2189434,0.7349096743776374,True,False,False,0,False,False,False
2026-02-27,206.83,210.33,205.2,210.0,57422777.700931,0.010003847633705432,-0.0030383592859855035,0.0069044879171460405,-0.005242400923431978,65492833.953989945,0.8767795533366547,False,False,False,2,False,False,False
2026-03-02,204.55,209.73,203.46,208.39,46001010.610134,-0.0076666666666667105,0.002260484801846818,-0.010681731864793043,-0.02595238095238095,65463633.28449665,0.7026956540926996,False,False,False,0,False,False,False
2026-03-03,203.1,209.178,202.48,208.73,43184918.134086,0.0016315562167090736,-0.006047619047619079,0.0038957291265870886,-0.025385095254090828,65745574.09120095,0.656849053811299,False,False,False,2,False,False,False
2026-03-04,210.47,217.54,210.15,216.82,54731101.369208,0.03875820437886257,0.04045299678487457,0.03247619047619055,0.008336128012264687,65790564.259661354,0.83189895063365,False,False,False,3,True,False,False
2026-03-05,215.98,220.47,215.59,218.94,60943447.862852,0.0097776957845217,0.04891486609495521,0.0506262296655311,-0.0038741813485840826,66272739.30280395,0.9195854661205098,False,False,False,4,True,False,False
2026-03-06,214.99,217.32,212.53,213.21,51152716.498854,-0.026171553850369955,-0.016649755557605284,0.021463134192497568,-0.018041472549556903,63654913.62774666,0.8035941545376152,True,False,False,0,False,False,False
2026-03-09,210.45,213.82,207.11,213.49,54642926.515492,0.0013132592279911925,-0.024892664656983587,-0.015358361774743923,-0.012944983818770295,57426517.403521255,0.9515277782131609,False,False,False,2,False,False,False
2026-03-10,214.19,215.65,212.43,214.33,35678834.821992,0.003934610520399007,0.00525303691196477,-0.021055997076824595,0.0032788421003324686,54651536.994620845,0.6528422947282112,False,False,False,3,False,False,False
