ticker,horizon,n_obs,win_rate,avg_return_per_bar,annualized_return,annualized_vol,sharpe,turnover,fitness,gross_annualized_return
LLY,3,42,0.5789473684210527,0.0076752298373432455,0.6447193063368326,0.33259244349494155,1.9384664893826375,0.3170731707317073,2.7641645164483895,0.6727193063368326
DUOL,5,40,0.8,0.008412745975067932,0.42400239714342375,0.17318074546631496,2.4483229703263727,0.3333333333333333,2.7612993489197337,0.4403823971434237
TGT,1,53,0.5925925925925926,0.0021737330267905908,0.5477807227512289,0.21362128547687778,2.5642609608325775,0.4807692307692308,2.737141569333834,0.6666486472795309
NVMI,1,53,0.5517241379310345,0.0021025092608108597,0.5298323337243367,0.3684538377781651,1.437988370318815,0.15384615384615385,2.668586478281267,0.5678700695733933
XLI,3,42,0.631578947368421,0.0032732790811032995,0.27495544281267714,0.15831822758371,1.7367263833679276,0.07317073170731707,2.5757728187472404,0.28295544281267715
NET,5,40,0.7241379310344828,0.018276588235222765,0.9211400470552273,0.719117561522048,1.2809310971429884,0.23076923076923078,2.559173027766085,0.9324800470552272
XLF,5,40,0.5,0.0045587884908188814,0.22976293993727162,0.1106792502849663,2.0759350948411748,0.15384615384615385,2.536941419730508,0.2373229399372716
AMZN,5,40,0.75,0.009352413271177196,0.47136162886733063,0.24059886290119598,1.959118273393085,0.28205128205128205,2.5326415606193424,0.48648162886733065
ZM,3,42,0.5185185185185185,0.005434484548481673,0.4564967020724605,0.3515211129198131,1.298632387342816,0.12195121951219512,2.481704370115933,0.4684967020724606
AI,1,53,0.5625,0.002343455452654825,0.5905507740690159,0.48040504539895046,1.2292767940823672,0.15384615384615385,2.4084352951917674,0.6285885099180725
QUBT,3,42,0.7142857142857143,0.004191539881865477,0.35208935007670006,0.2504765381562747,1.4056779635665044,0.12195121951219512,2.359159339526412,0.36208935007670007
V,3,42,0.48,0.003633932643949125,0.30525034209172647,0.20447355422806182,1.4928597648929316,0.14634146341463414,2.156072677362761,0.3172503420917265
IREN,5,40,0.6,0.018616168476852508,0.9382548912333664,0.7065026836698437,1.3280273563289435,0.358974358974359,2.147018197899156,0.9571548912333664
QUBT,5,40,0.6666666666666666,0.007535794313381722,0.37980403339443874,0.30582071292267665,1.2419172977680815,0.1282051282051282,2.1375671354987995,0.3861040333944388
CI,5,40,0.6666666666666666,0.007338464236105032,0.3698585974996936,0.18360042805606305,2.014475681869085,0.358974358974359,2.0447874642517356,0.3887585974996936
COST,3,42,0.6842105263157895,0.0019507898987660244,0.16386635149634604,0.08717771872685141,1.8796815733361687,0.14634146341463414,1.9890489873467982,0.17586635149634605
QS,3,42,0.631578947368421,0.00636027714797977,0.5342632804303007,0.4944182852280345,1.0805896472536185,0.17073170731707318,1.911531125195339,0.5482632804303007
CRWD,1,60,0.6666666666666666,0.002198367873691584,0.5539887041702791,0.38058976509399556,1.4556058911186396,0.3220338983050847,1.9091650030887126,0.6379887041702792
COST,5,40,0.6428571428571429,0.006077277980117357,0.30629481019791477,0.19616990206040558,1.5613751497087407,0.20512820512820512,1.907938590059788,0.31637481019791475
