,close,volume,return_1d,return_3d,return_5d,ma_5,ma_10,ma_20,volatility_5d,volatility_10d,rsi_14,macd,macd_signal,bollinger_upper,bollinger_lower,bollinger_width,volume_zscore,volume_spike,sentiment_score,is_pandemic,insider_net_shares,insider_7d,insider_21d
BSX_target_3d,0.055235337,0.041634172,0.037344813,0.050510574,0.04523954,0.050947502,0.050413873,0.050174527,0.044016827,0.0433659,0.04275551,0.058776584,0.0507683,0.07203277,0.04101372,0.05293606,0.03341718,0.0,0.0,0.043685336,0.046204444,0.043036487,0.046490535
BSX_target_5d,0.049009725,0.031969003,0.027000938,0.038989395,0.04417766,0.05300402,0.04545622,0.06535843,0.036127865,0.055379964,0.046185773,0.054740064,0.052567646,0.07590898,0.060783006,0.052566428,0.028443577,0.0,0.0,0.0802402,0.029943364,0.036692366,0.035455238
CNC_target_1d,0.049959503,0.05010076,0.04194192,0.050713237,0.05040378,0.048074413,0.043759886,0.052034367,0.04690668,0.04660845,0.04481773,0.050417155,0.038867902,0.054672133,0.05097968,0.039867755,0.05180788,0.0,0.0,0.0485593,0.04708219,0.05246518,0.03996005
CNC_target_3d,0.047422394,0.045579325,0.044322573,0.032431588,0.04549373,0.06884409,0.05602491,0.06496166,0.03775018,0.047285672,0.048648015,0.060332153,0.046804983,0.06714171,0.05719926,0.04742088,0.0332872,0.0,0.0,0.029885095,0.0753197,0.0,0.04384494
CNC_target_5d,0.04601778,0.03310024,0.03645393,0.035652194,0.047856156,0.051199276,0.052304845,0.05520552,0.05078612,0.049807128,0.05213356,0.053803917,0.06074996,0.072946765,0.07418345,0.04642677,0.041828714,0.0,0.0,0.038907137,0.036003422,0.036938705,0.027694345
CRWD_target_1d,0.04569356,0.041356843,0.05147179,0.048545767,0.04207234,0.050419506,0.035858523,0.03540427,0.04501117,0.040818516,0.043145157,0.053247623,0.052069254,0.0403322,0.06298532,0.052335408,0.049685754,0.0,0.0,0.022168146,0.06277498,0.07226975,0.05233405
CRWD_target_3d,0.051926978,0.035817377,0.040764146,0.030145142,0.041377954,0.057777356,0.05071977,0.042202096,0.044499487,0.0394484,0.048141707,0.05208037,0.051131155,0.04979233,0.059316397,0.046955843,0.030783555,0.0,0.0,0.1298959,0.043096602,0.02074453,0.033382915
CRWD_target_5d,0.041947708,0.026805546,0.023435745,0.029022513,0.04219867,0.052364815,0.043837715,0.07838036,0.036626797,0.037953865,0.044723697,0.044657037,0.040387284,0.04268713,0.053520855,0.047330685,0.02845852,0.0,0.0,0.17381966,0.025633814,0.03507245,0.051135186
DDOG_target_1d,0.04690645,0.040401053,0.047417354,0.05056604,0.040075213,0.05316624,0.059012618,0.048523344,0.04759949,0.04959899,0.038163338,0.04616499,0.047173403,0.060130283,0.050964344,0.04678253,0.04470676,0.0,0.0,0.044643357,0.042470418,0.034975797,0.06055801
DDOG_target_3d,0.061746813,0.034161665,0.04301695,0.03216743,0.042384453,0.038487628,0.058497146,0.049850214,0.046187244,0.04432779,0.036717154,0.04213507,0.03918783,0.05089098,0.047967434,0.045848124,0.03505232,0.0,0.0,0.10283299,0.061621167,0.042426698,0.04449286
DDOG_target_5d,0.059400823,0.046684265,0.03550969,0.031659234,0.04049894,0.04443134,0.052251354,0.06979412,0.037937537,0.052592132,0.04143141,0.06569008,0.049821004,0.050587524,0.064919345,0.052631937,0.04334348,0.0,0.0,0.025726082,0.05561004,0.031035736,0.048443954
DUOL_target_1d,0.05184393,0.046420034,0.040211998,0.043462068,0.05060457,0.04752665,0.050516482,0.045657407,0.044065546,0.04670632,0.039691564,0.05056987,0.046452645,0.04120808,0.07571112,0.04433591,0.053639043,0.0,0.0,0.0,0.053284682,0.05678714,0.07130491
DUOL_target_3d,0.057236273,0.045999177,0.035170093,0.039597522,0.044940613,0.058341738,0.061436336,0.06534008,0.035944957,0.04706273,0.046734497,0.03722332,0.058317553,0.09598229,0.050872505,0.037640374,0.03634268,0.0,0.0,0.0027902655,0.044035655,0.04036175,0.058629394
DUOL_target_5d,0.042531814,0.037798904,0.022816375,0.03322502,0.028445214,0.026588196,0.050261628,0.067859024,0.028928567,0.031491783,0.041896615,0.03721837,0.053065006,0.066038676,0.048040695,0.041910976,0.023736753,0.0,0.0,0.15238819,0.025055794,0.11103503,0.029667376
GOOG_target_1d,0.04629603,0.03815818,0.048987612,0.049351133,0.046389602,0.057279654,0.05448505,0.050338607,0.049006984,0.043066796,0.056046702,0.05736563,0.0510129,0.045406096,0.047779083,0.049643368,0.040003523,0.0,0.0,0.031273924,0.03087854,0.060770817,0.04645961
GOOG_target_3d,0.045027453,0.03461437,0.036834724,0.042621717,0.040971283,0.044346955,0.04381367,0.057830557,0.044477258,0.043412145,0.040849686,0.03638227,0.044123773,0.04593998,0.056506142,0.046773296,0.03909345,0.0,0.0,0.11600655,0.040254653,0.059261408,0.040858686
GOOG_target_5d,0.042447023,0.032597255,0.02863965,0.031560097,0.03162952,0.054999404,0.04120398,0.058710538,0.034562066,0.05146975,0.03596451,0.045834765,0.04905888,0.05818568,0.051508397,0.041771017,0.03102541,0.0,0.0,0.16033374,0.044647597,0.035892773,0.037957985
JNJ_target_1d,0.04574704,0.053214163,0.04214823,0.046982355,0.046610013,0.052604325,0.052068327,0.032247577,0.049288727,0.042024452,0.04145626,0.053105973,0.047645215,0.04987587,0.059393417,0.056628007,0.043481752,0.0,0.0,0.023366947,0.047245335,0.083888836,0.030977175
JNJ_target_3d,0.054151744,0.03385508,0.03802798,0.043350957,0.04511505,0.043058157,0.047673292,0.061149348,0.046663936,0.05206463,0.03654806,0.041622862,0.05562551,0.048308104,0.07806042,0.052180286,0.04589411,0.0,0.0,0.02854742,0.073906526,0.0247664,0.04943018
JNJ_target_5d,0.0537826,0.036096927,0.031098155,0.042670064,0.042311296,0.087732494,0.061166458,0.064880215,0.04463349,0.06018281,0.053700645,0.056881495,0.060527913,0.06516072,0.07534362,0.05363522,0.029193059,0.0,0.0,0.02638579,0.035410684,0.01920634,0.0
META_target_1d,0.038452093,0.040846515,0.041193802,0.04270647,0.037446145,0.038314275,0.045700736,0.042908456,0.045505207,0.042179745,0.034870673,0.04051154,0.041898012,0.054459933,0.044640936,0.042775173,0.044148922,0.0,0.0,0.14033003,0.055719115,0.03845521,0.04693702
META_target_3d,0.058849666,0.04928475,0.04183923,0.038312126,0.042761005,0.055123672,0.058989868,0.061645243,0.03156277,0.043904364,0.04605948,0.05322117,0.05909328,0.054686747,0.06618571,0.0470676,0.045115374,0.0,0.0,0.030202076,0.040857326,0.042252425,0.032986134
META_target_5d,0.05034267,0.03742722,0.029064203,0.035473555,0.04536948,0.05511629,0.056475446,0.073209055,0.032540683,0.041348483,0.03637567,0.043408737,0.04759934,0.056120317,0.04915535,0.05010684,0.02707101,0.0,0.0,0.113612466,0.02403584,0.044031944,0.052115377
MP_target_1d,0.054586418,0.050410062,0.043689065,0.056118652,0.04141487,0.044834983,0.04827186,0.054510664,0.044200283,0.046590786,0.04322349,0.04665961,0.044345137,0.047415107,0.06255128,0.04698064,0.052391157,0.0,0.0,0.0,0.0858674,0.02921986,0.056718722
MP_target_3d,0.051644046,0.04482388,0.034231942,0.038517427,0.049955003,0.053092018,0.05506433,0.05890192,0.040552665,0.043057173,0.044072766,0.059194375,0.06829828,0.060712446,0.055232268,0.04098184,0.03278709,0.0,0.0,0.07059508,0.033707824,0.03164873,0.032928877
MP_target_5d,0.05061471,0.0357071,0.028163167,0.03602622,0.03495383,0.06381315,0.05825442,0.059490595,0.04032513,0.042610444,0.04362929,0.046524536,0.051278543,0.054163605,0.055776764,0.03760925,0.03678753,0.0,0.0,0.079421975,0.093782075,0.05106773,0.0
MRNA_target_1d,0.04318725,0.041233946,0.045019038,0.046880774,0.04130094,0.04944163,0.03877418,0.047538765,0.043966413,0.047190487,0.048119597,0.050118487,0.041414898,0.065852284,0.04558507,0.04440601,0.044701528,0.0,0.0,0.08945891,0.04229077,0.05111377,0.03240528
MRNA_target_3d,0.04468826,0.041880667,0.031846184,0.039070904,0.035062272,0.044598907,0.07365455,0.07016784,0.05029535,0.04139533,0.052508164,0.060221095,0.050921686,0.06889598,0.052518334,0.057120215,0.036029547,0.0,0.0,0.04298497,0.034586255,0.03341091,0.038142595
MRNA_target_5d,0.060812585,0.032418054,0.03221099,0.028013587,0.02921146,0.070171565,0.05585282,0.056962997,0.03715353,0.048774477,0.03183124,0.051768333,0.051868636,0.06026315,0.06483869,0.04654388,0.039784767,0.0,0.0,0.11981011,0.022595383,0.023939824,0.035173837
NFLX_target_1d,0.053720936,0.039586376,0.04739239,0.04699345,0.040171746,0.04339047,0.045042228,0.061642792,0.0486937,0.03937986,0.048707433,0.047551204,0.049363483,0.055188708,0.052058138,0.053657256,0.050663643,0.0,0.0,0.036563005,0.051423404,0.05571497,0.03309486
NFLX_target_3d,0.05359034,0.038775317,0.030769605,0.039368056,0.045024198,0.048764594,0.063325755,0.05763824,0.04070713,0.049149282,0.044448007,0.058816306,0.067649834,0.061622906,0.052824266,0.057013404,0.046160907,0.0,0.0,0.037808392,0.021567583,0.04855274,0.036423158
NFLX_target_5d,0.059187036,0.038566515,0.03702593,0.034541607,0.04570931,0.049506698,0.077466846,0.04481291,0.045109477,0.048454568,0.045261297,0.05907671,0.06450469,0.060613308,0.05244242,0.06544662,0.047045745,0.0,0.0,0.06947761,0.0,0.0053896867,0.050360948
NVDA_target_1d,0.04276356,0.045762677,0.045438416,0.046841037,0.05037491,0.04949204,0.047809374,0.05536983,0.044794846,0.045283172,0.04457819,0.047896598,0.044896282,0.0437594,0.05598213,0.043112915,0.049282663,0.0,0.0,0.021495922,0.03570447,0.078276604,0.061084915
NVDA_target_3d,0.053184178,0.040618192,0.038690984,0.046202328,0.044590294,0.053179286,0.068451546,0.061056394,0.044155188,0.047273587,0.04581078,0.05227898,0.04973872,0.055547427,0.05733311,0.048801377,0.03942512,0.0,0.0,0.010264793,0.033603605,0.038569372,0.07122471
NVDA_target_5d,0.051259074,0.045590222,0.035141032,0.031111954,0.0480639,0.052249756,0.09107692,0.08764141,0.03728838,0.05614833,0.035497714,0.05401176,0.05951062,0.07605359,0.054377362,0.040412832,0.04147673,0.0,0.0,0.011776462,0.043772485,0.025395863,0.022143638
NVO_target_1d,0.0523329,0.054544043,0.064341776,0.055646308,0.058356076,0.06830084,0.04830543,0.056151107,0.05880732,0.055390753,0.055409204,0.06875849,0.06881394,0.07513747,0.047371536,0.060522653,0.051810164,0.0,0.0,0.0,0.0,0.0,0.0
NVO_target_3d,0.05655598,0.039714046,0.040046703,0.051954024,0.053863484,0.050020106,0.05652017,0.057276815,0.05210819,0.052875485,0.04745794,0.04415984,0.056732617,0.053758863,0.06325551,0.046730552,0.031699438,0.0,0.0,0.14527029,0.0,0.0,0.0
NVO_target_5d,0.059822444,0.047011018,0.044107173,0.049083304,0.05654173,0.058708638,0.07134421,0.08086066,0.0488458,0.055481955,0.05733094,0.06770729,0.0645893,0.07605467,0.064458944,0.053611703,0.044440266,0.0,0.0,0.0,0.0,0.0,0.0
OPEN_target_1d,0.058124043,0.044025235,0.047075663,0.048874326,0.05303745,0.0424743,0.06181535,0.044488303,0.045746833,0.048875853,0.051143177,0.054676447,0.046042237,0.04831825,0.04839849,0.058796387,0.0422885,0.0,0.0,0.0,0.052247465,0.0628352,0.040716376
OPEN_target_3d,0.05236276,0.041437395,0.030087048,0.050727695,0.047736175,0.057768483,0.0641333,0.059340462,0.045969423,0.043697096,0.0532185,0.05365137,0.048179153,0.052216575,0.061220348,0.053577613,0.031415995,0.0,0.0,0.07261815,0.04354304,0.020579863,0.01651956
OPEN_target_5d,0.047886323,0.05378834,0.033103876,0.0530946,0.031236246,0.03376324,0.045734465,0.0662659,0.041840993,0.04408131,0.04688442,0.05889995,0.05336967,0.059285626,0.06951005,0.05643623,0.036283415,0.0,0.0,0.059601687,0.019585269,0.045626316,0.04372204
PFE_target_1d,0.048480187,0.04726247,0.04956077,0.047534592,0.052954536,0.05674195,0.05274736,0.05020644,0.052933797,0.046175767,0.048512705,0.03973421,0.047064226,0.045533024,0.044289038,0.04960793,0.05476697,0.0,0.0,0.050841354,0.07033863,0.018190015,0.026524065
PFE_target_3d,0.050201047,0.054000948,0.038320176,0.049329538,0.045873098,0.048460405,0.09630991,0.05231715,0.044472937,0.055098254,0.050693914,0.04762955,0.04974555,0.04756637,0.07566428,0.051875602,0.041008007,0.0,0.0,0.020839296,0.04751954,0.033074435,0.0
PFE_target_5d,0.04782465,0.038470797,0.03620531,0.028333863,0.034887105,0.05150467,0.046718027,0.047853287,0.033999693,0.04043886,0.039295416,0.04520717,0.05358656,0.04942922,0.06267251,0.044812657,0.028287876,0.0,0.0,0.061651874,0.054448906,0.088318184,0.06605336
PLTR_target_1d,0.035630915,0.0510704,0.040707305,0.038556874,0.042242765,0.057718016,0.04867404,0.046167206,0.04103881,0.038242027,0.04709038,0.050482724,0.04012336,0.053814888,0.047455512,0.039275277,0.046294946,0.0,0.0,0.051144868,0.043973543,0.055068262,0.085227765
PLTR_target_3d,0.059057567,0.048097294,0.028976673,0.045772962,0.042026054,0.05072632,0.053336073,0.05885529,0.042465005,0.04305194,0.040827572,0.054994505,0.055983666,0.052712183,0.051348366,0.053244893,0.029536484,0.0,0.0,0.06328504,0.02839211,0.054304913,0.043005124
PLTR_target_5d,0.05906433,0.037549328,0.025545396,0.038225256,0.029936137,0.03828165,0.07052356,0.048516057,0.03974708,0.04576884,0.034540847,0.058817998,0.05494023,0.055572636,0.046226967,0.055908512,0.030479647,0.0,0.0,0.044033036,0.03932084,0.1048699,0.042131655
PYPL_target_1d,0.04043495,0.05365005,0.05152836,0.048453975,0.04847345,0.040071875,0.048385296,0.03850438,0.041422162,0.049198043,0.046597347,0.048946988,0.04907866,0.050480716,0.041997306,0.051048927,0.043938592,0.0,0.0,0.03789015,0.0769864,0.054938108,0.037974335
PYPL_target_3d,0.052387133,0.046903726,0.040642265,0.03627373,0.046734516,0.046881344,0.049989276,0.05344829,0.045663998,0.040937282,0.05388197,0.051789727,0.049279813,0.05514487,0.054859187,0.053819794,0.028638337,0.0,0.0,0.05629542,0.0324187,0.041501556,0.06250906
PYPL_target_5d,0.04775608,0.050395258,0.032058593,0.04597665,0.044332087,0.044645958,0.07839339,0.053474337,0.05267239,0.03961819,0.050736368,0.04291168,0.050899696,0.058166698,0.05899495,0.049088176,0.039827723,0.0,0.0,0.060701203,0.039551612,0.02371432,0.03608464
SHOP_target_1d,0.0683178,0.057332914,0.05619854,0.058084935,0.049631886,0.053311564,0.060134903,0.04875311,0.05046279,0.054710213,0.05286245,0.05493307,0.050856303,0.07548473,0.060676504,0.062171917,0.057649698,0.0,0.0,0.028426724,0.0,0.0,0.0
SHOP_target_3d,0.06674099,0.038670138,0.03631346,0.040048376,0.03782858,0.047885988,0.06302351,0.041258346,0.039526604,0.049072154,0.04548715,0.059745897,0.051529657,0.05745442,0.067786,0.0515539,0.03971063,0.0,0.0,0.16636425,0.0,0.0,0.0
SHOP_target_5d,0.06701301,0.04499935,0.032294728,0.035704527,0.04900277,0.06570241,0.07437242,0.05978061,0.049966864,0.063468195,0.04302308,0.057665117,0.049042862,0.046717454,0.073987514,0.042699136,0.036955222,0.0,0.0,0.10760471,0.0,0.0,0.0
SMCI_target_1d,0.033834167,0.04526965,0.0516648,0.048191186,0.045281682,0.040620647,0.047815412,0.04509527,0.050030336,0.051856175,0.048835132,0.049393594,0.04503045,0.036998816,0.04397305,0.05157478,0.04887427,0.0,0.0,0.06351013,0.054883394,0.05136375,0.045903333
SMCI_target_3d,0.047225263,0.03545521,0.043795645,0.040040694,0.04785161,0.069340214,0.059963573,0.049960487,0.047802836,0.052750714,0.05010168,0.045091756,0.046991233,0.05290435,0.039654814,0.045093726,0.041638702,0.0,0.0,0.0332785,0.057503946,0.063509434,0.030045703
SMCI_target_5d,0.059117477,0.0331297,0.032232255,0.03516483,0.044583693,0.059274044,0.04995956,0.06423164,0.04114799,0.05559606,0.04983246,0.055895403,0.05504641,0.054476313,0.0489564,0.05257768,0.030708717,0.0,0.0,0.07463939,0.032885075,0.056455534,0.014089332
SNOW_target_1d,0.045421496,0.06441443,0.047720443,0.044584963,0.04770216,0.04892523,0.06041786,0.04591999,0.052017495,0.045668706,0.042984873,0.038615644,0.046652,0.048720427,0.04312869,0.05462994,0.046640243,0.0,0.0,0.022856953,0.02958654,0.054719884,0.06867211
SNOW_target_3d,0.04698108,0.049893312,0.035086565,0.040918946,0.049317945,0.048392132,0.061544586,0.051064294,0.04598013,0.04642897,0.05129481,0.04591882,0.058505412,0.03606296,0.042949945,0.04561346,0.03399646,0.0,0.0,0.07055397,0.062494263,0.04023678,0.036765154
SNOW_target_5d,0.053341515,0.046276156,0.025170844,0.030333733,0.041338548,0.043781705,0.053497363,0.069436066,0.043733764,0.046833396,0.035371132,0.035378963,0.058580317,0.05275488,0.045158174,0.04494485,0.0341638,0.0,0.0,0.09508161,0.031655755,0.04228859,0.07087881
TSLA_target_1d,0.048904203,0.050545927,0.04895223,0.054013703,0.053097263,0.04966335,0.03727393,0.051796,0.055071916,0.04670155,0.050722737,0.043191,0.048384394,0.047820162,0.05509126,0.054018434,0.049154922,0.0,0.0,0.0,0.052596815,0.038899694,0.06410057
TSLA_target_3d,0.044066273,0.055727337,0.035051502,0.03971774,0.039502922,0.052440993,0.053761777,0.045081474,0.050160218,0.04627131,0.044810865,0.04720529,0.05658804,0.067593634,0.048763134,0.059422944,0.040223118,0.0,0.0,0.06838051,0.050106864,0.030431446,0.024692541
TSLA_target_5d,0.057722285,0.054129392,0.028955085,0.03145899,0.042995404,0.04559142,0.04700377,0.09674232,0.04164534,0.054261237,0.032969754,0.05601808,0.05488546,0.056747925,0.059936307,0.05093433,0.02723823,0.0,0.0,0.08042997,0.02038394,0.024776967,0.035173774
TSM_target_1d,0.04251873,0.048522864,0.054263543,0.05161657,0.04570825,0.05610325,0.043188505,0.05742625,0.040246714,0.050031662,0.043456744,0.047286056,0.047132626,0.055722896,0.051558357,0.053771038,0.047804594,0.0,0.0,0.16364135,0.0,0.0,0.0
TSM_target_3d,0.07419768,0.04901986,0.043864112,0.04975667,0.04927004,0.06149516,0.056221366,0.07281946,0.04859289,0.05284389,0.049603608,0.057140123,0.07893182,0.073864244,0.061530724,0.051667813,0.04581917,0.0,0.0,0.023361325,0.0,0.0,0.0
TSM_target_5d,0.04884272,0.034716368,0.03380688,0.043932777,0.0400282,0.056756597,0.045842122,0.07732502,0.036502346,0.056275982,0.04039797,0.05413192,0.05195549,0.08537577,0.07021842,0.040712766,0.037902806,0.0,0.0,0.14527586,0.0,0.0,0.0
UNH_target_1d,0.049133204,0.048848536,0.043838337,0.0494864,0.04304524,0.050312147,0.047408022,0.047539365,0.048766866,0.04638079,0.053968713,0.056447536,0.048174124,0.04701087,0.057381492,0.045887545,0.043339185,0.0,0.0,0.013614358,0.059527367,0.027846081,0.072043814
UNH_target_3d,0.05466705,0.0452496,0.03440879,0.03845333,0.03845177,0.049687613,0.0655941,0.06631769,0.04503228,0.04938337,0.049496736,0.04655241,0.06226219,0.053568367,0.053677883,0.049713038,0.03909486,0.0,0.0,0.02136601,0.06772862,0.039052896,0.030241325
UNH_target_5d,0.061274137,0.041363835,0.030357407,0.03964449,0.041339852,0.05338083,0.047753133,0.05141458,0.04512392,0.04922541,0.043893535,0.0536265,0.05343091,0.049817495,0.070009924,0.042218164,0.036855366,0.0,0.0,0.058447763,0.044297542,0.045197975,0.04132725
ZM_target_1d,0.046694193,0.051370695,0.046572965,0.052702773,0.044723403,0.05018408,0.050902423,0.045995187,0.046237767,0.047457695,0.044997867,0.053777516,0.045076318,0.060485855,0.050749216,0.04312124,0.04852745,0.0,0.0,0.028287917,0.046946824,0.048885517,0.04630311
ZM_target_3d,0.056677803,0.047767874,0.036524966,0.045439072,0.044835664,0.05211729,0.069645666,0.05773344,0.044215325,0.043007206,0.044268627,0.05874901,0.050202657,0.051423732,0.06680722,0.049788363,0.035706196,0.0,0.0,0.06583896,0.032468714,0.021806195,0.02497604
ZM_target_5d,0.05008945,0.043320876,0.034565166,0.028880302,0.04138683,0.057412654,0.067393996,0.067256354,0.038405027,0.040759917,0.032447398,0.04563481,0.05356055,0.05009728,0.07006426,0.0486633,0.041187547,0.0,0.0,0.04348049,0.043842714,0.0756293,0.025921747
