month,close,vintage_date
1999-04,1335.1800537109375,1999-05-01
1999-05,1301.8399658203125,1999-05-29
1999-06,1372.7099609375,1999-07-01
1999-07,1328.719970703125,1999-07-31
1999-08,1320.4100341796875,1999-09-01
1999-09,1282.7099609375,1999-10-01
1999-10,1362.9300537109375,1999-10-30
1999-11,1388.9100341796875,1999-12-01
1999-12,1469.25,2000-01-01
2000-01,1394.4599609375,2000-02-01
2000-02,1366.4200439453125,2000-03-01
2000-03,1498.5799560546875,2000-04-01
2000-04,1452.4300537109375,2000-04-29
2000-05,1420.5999755859375,2000-06-01
2000-06,1454.5999755859375,2000-07-01
2000-07,1430.8299560546875,2000-08-01
2000-08,1517.6800537109375,2000-09-01
2000-09,1436.510009765625,2000-09-30
2000-10,1429.4000244140625,2000-11-01
2000-11,1314.949951171875,2000-12-01
2000-12,1320.280029296875,2000-12-30
2001-01,1366.010009765625,2001-02-01
2001-02,1239.93994140625,2001-03-01
2001-03,1160.3299560546875,2001-03-31
2001-04,1249.4599609375,2001-05-01
2001-05,1255.8199462890625,2001-06-01
2001-06,1224.3800048828125,2001-06-30
2001-07,1211.22998046875,2001-08-01
2001-08,1133.5799560546875,2001-09-01
2001-09,1040.93994140625,2001-09-29
2001-10,1059.780029296875,2001-11-01
2001-11,1139.449951171875,2001-12-01
2001-12,1148.0799560546875,2002-01-01
2002-01,1130.199951171875,2002-02-01
2002-02,1106.72998046875,2002-03-01
2002-03,1147.3900146484375,2002-03-29
2002-04,1076.9200439453125,2002-05-01
2002-05,1067.1400146484375,2002-06-01
2002-06,989.8200073242188,2002-06-29
2002-07,911.6199951171875,2002-08-01
2002-08,916.0700073242188,2002-08-31
2002-09,815.280029296875,2002-10-01
2002-10,885.760009765625,2002-11-01
2002-11,936.3099975585938,2002-11-30
2002-12,879.8200073242188,2003-01-01
2003-01,855.7000122070312,2003-02-01
2003-02,841.1500244140625,2003-03-01
2003-03,848.1799926757812,2003-04-01
2003-04,916.9199829101562,2003-05-01
2003-05,963.5900268554688,2003-05-31
