feature,n_dates,mean_IC,std_IC,IC_IR,t_stat,base,DSR,pass_HLZ,pass_EVT,pass_MAG,is_base_rep,SURVIVOR,ts_mean_IC,ts_std_IC,ts_IC_IR,ts_n_tickers,ts_pass,cs_ts_divergence
short_ratio__ts_decay_linear__w20,561.0,-0.04634824139695424,0.11990282172485028,-0.38654837918087465,-9.155567887355193,short_ratio,0.9999999999620086,True,True,True,True,True,,,,0.0,False,True
short_ratio__ts_mean__w20,571.0,-0.04529548956991862,0.11957502058843175,-0.3788039453977792,-9.051749940588032,short_ratio,0.9999999999306188,True,True,True,False,False,,,,,False,False
short_ratio__ts_decay_linear__w10,571.0,-0.04529548956991862,0.11957502058843175,-0.3788039453977792,-9.051749940588032,short_ratio,0.9999999999306188,True,True,True,False,False,,,,,False,False
short_ratio__cs_zscore,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_min__w5,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__signed_power_p05,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__scale,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__cs_rank,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_min__w20,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__cs_demean,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_max__w5,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_min__w10,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_max__w10,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_max__w20,579.0,-0.044645426972785125,0.11902262828186928,-0.3751003285447189,-9.025821209100709,short_ratio,0.999999999920493,True,True,True,False,False,,,,,False,False
short_ratio__ts_mean__w5,579.0,-0.04456470158754574,0.11907790712396248,-0.3742482771481111,-9.005318791529966,short_ratio,0.9999999999100679,True,True,True,False,False,,,,,False,False
short_ratio__ts_mean__w10,576.0,-0.044592271341249726,0.11943987936161286,-0.37334491276773146,-8.960277906425555,short_ratio,0.9999999998813941,True,True,True,False,False,,,,,False,False
short_ratio__ts_decay_linear__w5,576.0,-0.044592271341249726,0.11943987936161286,-0.37334491276773146,-8.960277906425555,short_ratio,0.9999999998813941,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_decay_linear__w10,571.0,0.048101014928191285,0.13908400233705095,0.3458414635755526,8.264091452599848,pc_ratio_snap,0.9999999936054884,True,True,True,True,True,,,,0.0,False,True
pc_ratio_snap__ts_mean__w20,571.0,0.048101014928191285,0.13908400233705095,0.3458414635755526,8.264091452599848,pc_ratio_snap,0.9999999936054884,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_min__w10,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_min__w5,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__cs_demean,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_max__w20,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__cs_zscore,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__signed_power_p05,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__scale,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_max__w5,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_max__w10,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__cs_rank,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_min__w20,579.0,0.04728154674945415,0.13863242359926098,0.34105691527206483,8.206654340496195,pc_ratio_snap,0.9999999913759954,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_mean__w5,579.0,0.047220742408565,0.1386082213409178,0.34067778917977654,8.197531649673781,pc_ratio_snap,0.9999999909391996,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_decay_linear__w5,576.0,0.04720487122734035,0.13892884952204387,0.33977731327754457,8.15465551866107,pc_ratio_snap,0.999999988526625,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_mean__w10,576.0,0.04720487122734035,0.13892884952204387,0.33977731327754457,8.15465551866107,pc_ratio_snap,0.999999988526625,True,True,True,False,False,,,,,False,False
pc_ratio_snap__ts_decay_linear__w20,561.0,0.047168933270729275,0.13964684140296055,0.3377730050808674,8.000301760641454,pc_ratio_snap,0.9999999733362366,True,True,True,False,False,,,,,False,False
rev_x_low52w__group_neutralize,579.0,0.03366227363085563,0.10327011215061309,0.32596336858588165,7.843467098487521,rev_x_low52w,0.9999999412721368,True,True,True,True,True,-0.00372060309313966,0.09611178738543136,-0.038711204882905234,134.0,False,True
is_squeeze_setup__ts_argmax__w20,576.0,0.03503094253700753,0.11259920738796117,0.31111180397840843,7.466683295481802,is_squeeze_setup,0.999999612701314,True,True,True,True,True,-0.033517796186827334,0.07926624295626782,-0.422850824471642,145.0,False,True
iv_skew_snap__group_neutralize,579.0,0.025354864723217335,0.09138823573956172,0.277441232102058,6.675907127837261,iv_skew_snap,0.9999860454060167,True,True,True,True,True,,,,0.0,False,True
rev_growth_yoy__group_neutralize,579.0,0.02732705634722114,0.10144309446785704,0.2693831107042965,6.482009235773023,rev_growth_yoy,0.9999688639308411,True,True,True,True,True,-0.002085148679964095,0.0870991766122638,-0.023939935612095103,132.0,False,True
iv_skew_snap__ts_decay_linear__w10,571.0,0.034801823384819866,0.13374080273690253,0.26021844248447257,6.218077451187349,iv_skew_snap,0.9999113470667628,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_mean__w20,571.0,0.034801823384819866,0.13374080273690253,0.26021844248447257,6.218077451187349,iv_skew_snap,0.9999113470667628,True,True,True,False,False,,,,,False,False
iv_skew_snap__cs_rank,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_max__w10,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_min__w20,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__scale,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_min__w10,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__signed_power_p05,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_max__w5,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__cs_zscore,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__cs_demean,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_max__w20,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_min__w5,579.0,0.034189325662780434,0.13332794443435947,0.25643030654847193,6.1703334371392415,iv_skew_snap,0.9998939773444816,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_mean__w5,579.0,0.03414960535373346,0.13340475802688198,0.2559849128233648,6.159616186780999,iv_skew_snap,0.9998895727623875,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_decay_linear__w5,576.0,0.03426668605463388,0.1335517882430965,0.25657976209393946,6.157914290254547,iv_skew_snap,0.9998887170364493,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_mean__w10,576.0,0.03426668605463388,0.1335517882430965,0.25657976209393946,6.157914290254547,iv_skew_snap,0.9998887170364493,True,True,True,False,False,,,,,False,False
rev_x_low52w__signed_power_p05,579.0,0.035564013236725,0.13959102567546092,0.25477292014035896,6.130452711222367,rev_x_low52w,0.9998766979803263,True,True,True,False,False,,,,,False,False
rev_x_low52w__scale,579.0,0.035564013236725,0.13959102567546092,0.25477292014035896,6.130452711222367,rev_x_low52w,0.9998766979803263,True,True,True,False,False,,,,,False,False
rev_x_low52w__cs_demean,579.0,0.035564013236725,0.13959102567546092,0.25477292014035896,6.130452711222367,rev_x_low52w,0.9998766979803263,True,True,True,False,False,,,,,False,False
rev_x_low52w__cs_rank,579.0,0.035564013236725,0.13959102567546092,0.25477292014035896,6.130452711222367,rev_x_low52w,0.9998766979803263,True,True,True,False,False,,,,,False,False
rev_x_low52w__cs_zscore,579.0,0.035564013236725,0.13959102567546092,0.25477292014035896,6.130452711222367,rev_x_low52w,0.9998766979803263,True,True,True,False,False,,,,,False,False
iv_skew_snap__ts_decay_linear__w20,561.0,0.0345070039219711,0.1349373172228413,0.25572617443538426,6.056986593963291,iv_skew_snap,0.9998365526228359,True,True,True,False,False,,,,,False,False
is_squeeze_setup__ts_std__w10,576.0,-0.034110235546298426,0.1353691569200426,-0.251979374935799,-6.047504998459177,is_squeeze_setup,0.9998317262042269,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_min__w5,579.0,0.035269296155439216,0.1422329982111403,0.24796845035273096,5.96672070926936,rev_x_low52w,0.9997739744661958,True,True,True,False,False,,,,,False,False
ma5_above_ma20__ts_argmax__w20,579.0,0.03277942827975481,0.1331355887829742,0.2462108635219161,5.924428918814386,ma5_above_ma20,0.9997366327408673,True,True,True,True,True,-0.00011549379199850451,0.08372490120575435,-0.0013794437537128644,149.0,False,True
rev_x_low52w__ts_max__w5,579.0,0.03361045876103063,0.138969051536421,0.24185571096181802,5.819633413840266,rev_x_low52w,0.999617783481211,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_mean__w5,579.0,0.034053072412580994,0.1408564639700919,0.2417572573723808,5.817264382335809,rev_x_low52w,0.9996145927817012,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_decay_linear__w5,576.0,0.03374714679046353,0.14032583012298122,0.24049133905630637,5.771792137351353,rev_x_low52w,0.9995479121593582,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_max__w10,579.0,0.0331857597200903,0.13883083590469913,0.23903738318532328,5.751817630479118,rev_x_low52w,0.9995159912956598,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_min__w10,579.0,0.03363279361454193,0.14144759152082892,0.23777565424003225,5.72145738014629,rev_x_low52w,0.9994626982721783,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_min__w20,579.0,0.0332131847377757,0.14176712797550464,0.23427987300070346,5.637340427823896,rev_x_low52w,0.9992852511337614,True,True,True,False,False,,,,,False,False
short_pct_float__ts_decay_linear__w10,571.0,-0.042922458382987236,0.18426795549048164,-0.2329350117807347,-5.566123332831314,short_pct_float,0.9990922639705562,True,True,True,False,False,,,,,False,False
short_pct_float__ts_mean__w20,571.0,-0.042922458382987236,0.18426795549048164,-0.2329350117807347,-5.566123332831314,short_pct_float,0.9990922639705562,True,True,True,True,True,,,,0.0,False,True
rev_growth_qoq__ts_std__w10,400.0,0.025012285184592996,0.0903650003202319,0.2767917345870133,5.535834691740265,rev_growth_qoq,0.99893394236613,True,True,True,True,True,0.033943307964372026,0.07875441216534937,0.4310019849187131,122.0,False,False
rev_growth_qoq__ts_argmax__w20,561.0,-0.020714019031747955,0.08993561324759428,-0.23032054025941767,-5.455243006492361,rev_growth_qoq,0.9986954733850438,True,True,True,False,False,,,,,False,False
short_pct_float__ts_mean__w5,579.0,-0.04140088446876224,0.18379588968282706,-0.22525468083212813,-5.420172473833087,short_pct_float,0.9985472897575988,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_mean__w10,576.0,0.031671186246875524,0.14026384765000538,0.22579721558689403,5.419133174085457,rev_x_low52w,0.9985415143450613,True,True,True,False,False,,,,,False,False
short_pct_float__ts_mean__w10,576.0,-0.04155206406363546,0.1841545014599299,-0.22563697185907103,-5.4152873246177045,short_pct_float,0.9985236166578701,True,True,True,False,False,,,,,False,False
short_pct_float__ts_decay_linear__w5,576.0,-0.04155206406363546,0.1841545014599299,-0.22563697185907103,-5.4152873246177045,short_pct_float,0.9985236166578701,True,True,True,False,False,,,,,False,False
short_pct_float__cs_zscore,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__ts_max__w5,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__ts_max__w10,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__ts_min__w20,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__ts_min__w5,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__cs_rank,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__signed_power_p05,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__cs_demean,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__scale,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__ts_max__w20,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
short_pct_float__ts_min__w10,579.0,-0.041330033175582,0.18377419601822478,-0.22489573656729983,-5.4115354065957915,short_pct_float,0.9985069543227274,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_decay_linear__w10,571.0,0.03177284291834196,0.14060555062845587,0.22597146966338716,5.39972527200649,rev_x_low52w,0.9984473993637442,True,True,True,False,False,,,,,False,False
post_earnings_3d__ts_mean__w10,534.0,0.020876253767105057,0.08940234351675239,0.2335090216420694,5.396029219946669,post_earnings_3d,0.9984152946184798,True,True,True,True,True,0.036864449411231744,0.08597971560510387,0.42875751741895063,136.0,False,False
post_earnings_3d__ts_std__w10,534.0,0.02076009610205108,0.08898187319790847,0.23330702485749705,5.391361389366836,post_earnings_3d,0.9983918797312362,True,True,True,False,False,,,,,False,False
post_earnings_3d__ts_decay_linear__w10,529.0,0.020736401631657478,0.08905974415554066,0.2328369773378403,5.355250478770327,post_earnings_3d,0.9981975379531901,True,True,True,False,False,,,,,False,False
rsi_above_70__ts_mean__w5,577.0,0.030929506449511077,0.13880196579028842,0.2228319049619334,5.352606037286164,rsi_above_70,0.9982024640412371,True,True,True,True,True,-0.00717951682711636,0.07633681279204887,-0.09405051854436564,148.0,False,True
post_earnings_5d__ts_mean__w10,547.0,0.02083000132692998,0.09104024323075655,0.22879993053327966,5.351179897179909,post_earnings_5d,0.9981824678101774,True,True,True,True,True,0.03243166164851094,0.08835987844538827,0.36704058696227904,140.0,False,False
eps_surprise__ts_max__w10,579.0,0.021049922880668478,0.09521435032450289,0.22107931009272871,5.319702954326823,eps_surprise,0.998010027902604,True,True,True,True,True,0.030945625748935973,0.10652375317180776,0.2905044633474851,136.0,False,True
post_earnings_1d__ts_std__w10,514.0,0.02026880486605002,0.08639068323973668,0.2346179484401517,5.319156794958818,post_earnings_1d,0.9979770981409556,True,True,True,True,True,0.03825612523277305,0.05798300104121751,0.6597817385405508,19.0,False,False
rsi_above_70__ts_decay_linear__w5,574.0,0.03071128993818913,0.1385832387722807,0.22160897818713682,5.309373739749944,rsi_above_70,0.9979435139242292,True,True,True,False,False,,,,,False,False
short_pct_float__ts_decay_linear__w20,561.0,-0.040980067891168405,0.18373606968181352,-0.22303768640602784,-5.282745418972541,short_pct_float,0.9977625160807876,True,True,True,False,False,,,,,False,False
rev_growth_yoy__scale,579.0,0.02928541170658253,0.133606634692266,0.21919129820188304,5.2742728214513255,rev_growth_yoy,0.9977121274592317,True,True,True,False,False,,,,,False,False
rev_growth_yoy__cs_zscore,579.0,0.02928541170658253,0.133606634692266,0.21919129820188304,5.2742728214513255,rev_growth_yoy,0.9977121274592317,True,True,True,False,False,,,,,False,False
rev_growth_yoy__cs_demean,579.0,0.02928541170658253,0.133606634692266,0.21919129820188304,5.2742728214513255,rev_growth_yoy,0.9977121274592317,True,True,True,False,False,,,,,False,False
rev_growth_yoy__signed_power_p05,579.0,0.02928541170658253,0.133606634692266,0.21919129820188304,5.2742728214513255,rev_growth_yoy,0.9977121274592317,True,True,True,False,False,,,,,False,False
rev_growth_yoy__cs_rank,579.0,0.02928541170658253,0.133606634692266,0.21919129820188304,5.2742728214513255,rev_growth_yoy,0.9977121274592317,True,True,True,False,False,,,,,False,False
post_earnings_5d__ts_decay_linear__w10,542.0,0.02044237027465516,0.09042917340858983,0.22605946183196393,5.262866245098424,post_earnings_5d,0.997613301817796,True,True,True,False,False,,,,,False,False
rev_x_low52w__ts_decay_linear__w20,561.0,0.03146924631116385,0.1417380283194691,0.22202401630869337,5.258736198157299,rev_x_low52w,0.9975928065274178,True,True,True,False,False,,,,,False,False
is_squeeze_setup__ts_std__w20,571.0,-0.03450269157550655,0.15766004990134558,-0.21884232306850282,-5.229369991786471,is_squeeze_setup,0.9973744440334202,True,True,True,False,False,,,,,False,False
post_earnings_3d__ts_max__w10,537.0,0.020190913741672947,0.08950628738319578,0.2255809545002272,5.227446211760235,post_earnings_3d,0.9973410615867417,True,True,True,False,False,,,,,False,False
post_earnings_1d__ts_mean__w10,514.0,0.019723003769520277,0.08623369031957556,0.2287157571063967,5.185344862211062,post_earnings_1d,0.9969699874408663,True,True,False,False,False,,,,,False,False
post_earnings_5d__ts_max__w10,550.0,0.020076751897940608,0.09095279851031378,0.22073814359504246,5.176768337561772,post_earnings_5d,0.9969151681827542,True,True,True,False,False,,,,,False,False
post_earnings_1d__ts_max__w10,517.0,0.019560348797852442,0.08620357443778506,0.2269087903306093,5.15936902632951,post_earnings_1d,0.9967305592109075,True,True,False,False,False,,,,,False,False
eps_surprise__ts_max__w5,579.0,0.019513517949111537,0.0911377273918239,0.21411020998162528,5.152009548578061,eps_surprise,0.9966983995348289,True,True,False,False,False,,,,,False,False
rev_x_low52w__ts_max__w20,579.0,0.02941098798610413,0.13789048979360435,0.21329235997440246,5.132330099163303,rev_x_low52w,0.9965017371533896,True,True,True,False,False,,,,,False,False
ma5_above_ma20__ts_std__w10,576.0,-0.022587373863896882,0.10601424255802605,-0.21305980516281917,-5.11343532390766,ma5_above_ma20,0.9963012049653663,True,True,True,False,False,,,,,False,False
post_earnings_1d__ts_decay_linear__w10,509.0,0.019484713304013055,0.08645275369240255,0.22537990372567357,5.084802396428743,post_earnings_1d,0.9959312511058486,True,True,False,False,False,,,,,False,False
rsi_above_70__ts_max__w5,577.0,0.029089651788500308,0.1376759320503883,0.2112907561639294,5.075378129801519,rsi_above_70,0.9958703771837758,True,True,True,False,False,,,,,False,False
obv__ts_std__w20,571.0,0.025448036206295672,0.120151184261101,0.21180012800368614,5.061092471095321,obv,0.9956929964936783,True,True,True,True,True,0.02764627003279388,0.09485977510441128,0.29144355447146997,149.0,False,True
obv__ts_max__w20,579.0,0.0331146098210019,0.15749437475133554,0.21025900050897592,5.059340133241134,obv,0.9956767419736511,True,True,True,False,False,,,,,False,False
eps_surprise__ts_decay_linear__w5,576.0,0.019227545517904412,0.0920446711144191,0.20889363050689802,5.0134471321655525,eps_surprise,0.995070242759338,True,True,False,False,False,,,,,False,False
post_earnings_5d__ts_std__w10,547.0,0.020071203481858618,0.0937754703123967,0.2140346874827168,5.005849933114842,post_earnings_5d,0.9949402990169482,True,True,True,False,False,,,,,False,False
obv__ts_decay_linear__w10,571.0,0.033482146620011,0.15988183482329163,0.20941807840157028,5.0041719516382495,obv,0.9949354777197108,True,True,True,False,False,,,,,False,False
pre_earnings_drift__group_neutralize,579.0,0.017051719902762042,0.08230743313901286,0.20717108106096077,4.985037322166505,pre_earnings_drift,0.9946615052375333,True,True,False,True,False,,,,0.0,False,False
obv__cs_zscore,579.0,0.03315771266431898,0.1606722633998965,0.20636861622962824,4.9657280772978085,obv,0.9943649987563064,True,True,True,False,False,,,,,False,False
obv__cs_rank,579.0,0.03315771266431898,0.1606722633998965,0.20636861622962824,4.9657280772978085,obv,0.9943649987563064,True,True,True,False,False,,,,,False,False
obv__signed_power_p05,579.0,0.03315771266431898,0.1606722633998965,0.20636861622962824,4.9657280772978085,obv,0.9943649987563064,True,True,True,False,False,,,,,False,False
obv__scale,579.0,0.03315771266431898,0.1606722633998965,0.20636861622962824,4.9657280772978085,obv,0.9943649987563064,True,True,True,False,False,,,,,False,False
obv__cs_demean,579.0,0.03315771266431898,0.1606722633998965,0.20636861622962824,4.9657280772978085,obv,0.9943649987563064,True,True,True,False,False,,,,,False,False
rsi_above_70__ts_mean__w20,571.0,0.0326074301595246,0.1570152449701262,0.20767047279853945,4.962411856196808,rsi_above_70,0.9943061381170909,True,True,True,False,False,,,,,False,False
obv__ts_max__w5,579.0,0.032744903163009986,0.1589303105131334,0.20603309121644278,4.957654533902252,obv,0.9942367304781308,True,True,True,False,False,,,,,False,False
rev_growth_yoy__ts_max__w5,579.0,0.02727863086166051,0.13279714344660948,0.20541579550337064,4.942800905911709,rev_growth_yoy,0.9939939304247808,True,True,True,False,False,,,,,False,False
obv__ts_mean__w5,579.0,0.03282632806295633,0.16022058408614953,0.20488208959034773,4.929958650699954,obv,0.9937767124796865,True,True,True,False,False,,,,,False,False
obv__ts_max__w10,579.0,0.03239362215352264,0.15827762834787545,0.20466330265149857,4.9246941077426065,obv,0.9936856656944841,True,True,True,False,False,,,,,False,False
obv__ts_min__w5,579.0,0.03271583378640557,0.16006310166517448,0.20439335140988135,4.918198427902856,obv,0.9935716964603575,True,True,True,False,False,,,,,False,False
pc_ratio_snap__group_neutralize,579.0,0.01724477028362621,0.08452702910572893,0.20401486324635798,4.9090910871895685,pc_ratio_snap,0.9934088271764917,True,True,False,False,False,,,,,False,False
rsi_above_70__ts_std__w20,571.0,0.03148898691159833,0.15338513544556096,0.2052936017569598,4.905615081583462,rsi_above_70,0.9933385655075175,True,True,True,False,False,,,,,False,False
eps_surprise__ts_mean__w5,579.0,0.018693086928904517,0.0919317156383581,0.20333664828403256,4.892771594708622,eps_surprise,0.9931077954009953,True,True,False,False,False,,,,,False,False
obv__ts_mean__w20,571.0,0.032272559140249506,0.15800056885480515,0.2042559680269659,4.880820194497581,obv,0.9928722293721167,True,True,True,False,False,,,,,False,False
rsi_above_70__ts_decay_linear__w10,571.0,0.03003258382632261,0.1472093605200896,0.20401273207232007,4.875007923889622,rsi_above_70,0.9927588145194539,True,True,True,False,False,,,,,False,False
rev_growth_yoy__ts_min__w5,579.0,0.027602590451944034,0.1362993594974478,0.20251445460725656,4.872987626097811,rev_growth_yoy,0.9927265515914613,True,True,True,False,False,,,,,False,False
obv__ts_mean__w10,576.0,0.032334665815250636,0.15932763718390622,0.20294448839361048,4.870667721446652,obv,0.9926778348693178,True,True,True,False,False,,,,,False,False
short_pct_float__group_neutralize,579.0,-0.028686853213754828,0.14176453958246885,-0.20235563349088995,-4.869166005876586,short_pct_float,0.9926507920728977,True,True,True,False,False,,,,,False,False
rsi_above_70__ts_decay_linear__w20,561.0,0.03241350097987578,0.15788086556336473,0.20530354241608068,4.862704441001919,rsi_above_70,0.9925035654226534,True,True,True,False,False,,,,,False,False
obv__ts_decay_linear__w5,576.0,0.03248765671403876,0.16036510909590068,0.20258556800289187,4.862053632069405,obv,0.9925050858888588,True,True,True,False,False,,,,,False,False
rev_growth_yoy__ts_mean__w5,579.0,0.027326145428742763,0.13524376710809552,0.20205105205995888,4.861837039917368,rev_growth_yoy,0.9925035465488034,True,True,True,False,False,,,,,False,False
rev_growth_yoy__ts_min__w20,579.0,0.02713872975786263,0.13472802247206053,0.201433445395449,4.846975929683094,rev_growth_yoy,0.9921969394781215,True,True,True,False,False,,,,,False,False
obv__ts_min__w10,579.0,0.03204783439902442,0.1592756039788195,0.20120993798451486,4.841597800749358,obv,0.9920832797579998,True,True,True,False,False,,,,,False,False
eps_surprise__ts_decay_linear__w10,571.0,0.01903503599394068,0.09415025346233115,0.20217721454734544,4.831147119773154,eps_surprise,0.9918501776633246,True,True,False,False,False,,,,,False,False
rev_growth_yoy__ts_max__w10,579.0,0.0267299413038011,0.133155534606549,0.20074224764883666,4.8303440400090425,rev_growth_yoy,0.9918407044688508,True,True,True,False,False,,,,,False,False
rev_growth_yoy__ts_min__w10,579.0,0.027029192389520708,0.13486635368824737,0.2004146449454732,4.822461126550532,rev_growth_yoy,0.9916669041701318,True,True,True,False,False,,,,,False,False
rev_growth_yoy__ts_decay_linear__w5,576.0,0.027015027492847662,0.1345804498645737,0.20073515521780824,4.817643725227398,rev_growth_yoy,0.9915560346503611,True,True,True,False,False,,,,,False,False
