feature,n_dates,mean_IC,std_IC,IC_IR,t_stat,base,DSR,pass_HLZ,pass_EVT,pass_MAG,is_base_rep,SURVIVOR,ts_mean_IC,ts_std_IC,ts_IC_IR,ts_n_tickers,ts_pass,cs_ts_divergence
pre_earnings_drift__ts_min__w10,579.0,0.01129530678232419,0.0962248964287891,0.1173844524808945,2.824553859846649,pre_earnings_drift,0.6628608246149034,False,False,False,False,False,,,,,False,False
pre_earnings_drift__cs_demean,579.0,0.01129530678232419,0.0962248964287891,0.1173844524808945,2.824553859846649,pre_earnings_drift,0.6628608246149034,False,False,False,False,False,,,,,False,False
pre_earnings_drift__cs_rank,579.0,0.01129530678232419,0.0962248964287891,0.1173844524808945,2.824553859846649,pre_earnings_drift,0.6628608246149034,False,False,False,False,False,,,,,False,False
pre_earnings_drift__ts_min__w20,579.0,0.01129530678232419,0.0962248964287891,0.1173844524808945,2.824553859846649,pre_earnings_drift,0.6628608246149034,False,False,False,False,False,,,,,False,False
vol_x_short__ts_min__w20,579.0,-0.027042285746872667,0.23064686389099476,-0.11724540837309208,-2.8212081222887195,vol_x_short,0.6616445221346179,False,False,True,False,False,,,,,False,False
vol_x_short__ts_mean__w5,579.0,-0.026771022502910705,0.22901341147552962,-0.11689718226729802,-2.8128289598832037,vol_x_short,0.658590898695736,False,False,True,False,False,,,,,False,False
vol_x_short__ts_max__w5,579.0,-0.02664170110077654,0.22843785674520434,-0.116625595601224,-2.806293927775207,vol_x_short,0.6562020004887288,False,False,True,False,False,,,,,False,False
eightk_exec_change_30d__ts_rank__w10,576.0,-0.009334718802721641,0.07987507622040413,-0.11686647756008128,-2.804795461441951,eightk_exec_change_30d,0.6556500800189307,False,False,False,False,False,,,,,False,False
return_20d__ts_decay_linear__w10,570.0,0.023088982264935155,0.1965589129417626,0.11746596437362303,2.804461461341269,return_20d,0.6555211339737331,False,False,True,False,False,,,,,False,False
vol_x_short__ts_decay_linear__w5,576.0,-0.026777388981517772,0.22939141874423924,-0.11673230466992017,-2.801575312078084,vol_x_short,0.6544699267938994,False,False,True,False,False,,,,,False,False
pre_earnings_drift__ts_mean__w5,579.0,0.01117169326249697,0.0961934538014551,0.11613777051352718,2.7945556761987613,pre_earnings_drift,0.65189520205567,False,False,False,False,False,,,,,False,False
eps_surprise__ts_min__w20,579.0,0.011195126134256817,0.09642426221345814,0.11610279277505625,2.7937140272059113,eps_surprise,0.6515856265060209,False,False,False,False,False,,,,,False,False
return_60d__ts_std__w20,530.0,0.029033257130286965,0.2394522555880029,0.12124862661657716,2.7913530073953843,return_60d,0.65066092521069,False,False,True,True,False,0.010499553606521118,0.09614976715581708,0.1091999899438747,149.0,False,False
return_20d__ts_min__w5,579.0,0.022579508895540834,0.19486944731622047,0.11586992833668991,2.7881107455590874,return_20d,0.649522026116558,False,False,True,False,False,,,,,False,False
macd__ts_std__w10,576.0,0.016753665225362365,0.1442681426380552,0.11612865403968309,2.787087696952394,macd,0.6491416643872292,False,False,False,False,False,,,,,False,False
eightk_filings_30d__ts_std__w5,579.0,-0.010094481413929903,0.08731652944846566,-0.11560790926633978,-2.781805932946605,eightk_filings_30d,0.6471947071027457,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_decay_linear__w5,344.0,0.033678886180042764,0.2245648693016899,0.14997397538079354,2.781602863868689,high_52w_ratio,0.6467199409966926,False,False,True,False,False,,,,,False,False
insider_21d__ts_min__w10,579.0,-0.0178969098026373,0.15537971308763807,-0.11518176631297415,-2.7715519027208284,insider_21d,0.6433976815305071,False,False,False,False,False,,,,,False,False
macd_signal__ts_delta__w20,560.0,0.017882554352189783,0.15292287114255693,0.11693839004317023,2.7672673808104675,macd_signal,0.6417877364877945,False,False,False,False,False,,,,,False,False
ma_10__ts_argmax__w20,579.0,-0.01825142229818146,0.15878488924560252,-0.1149443274161362,-2.765838548538335,ma_10,0.6412757534303049,False,False,False,False,False,,,,,False,False
high_52w_ratio__cs_rank,348.0,0.03296114343795325,0.22258094713379062,0.14808609569866157,2.7625102941468036,high_52w_ratio,0.6396701265164808,False,False,True,False,False,,,,,False,False
high_52w_ratio__signed_power_p05,348.0,0.03296114343795325,0.22258094713379062,0.14808609569866157,2.7625102941468036,high_52w_ratio,0.6396701265164808,False,False,True,False,False,,,,,False,False
high_52w_ratio__scale,348.0,0.03296114343795325,0.22258094713379062,0.14808609569866157,2.7625102941468036,high_52w_ratio,0.6396701265164808,False,False,True,False,False,,,,,False,False
high_52w_ratio__cs_demean,348.0,0.03296114343795325,0.22258094713379062,0.14808609569866157,2.7625102941468036,high_52w_ratio,0.6396701265164808,False,False,True,False,False,,,,,False,False
high_52w_ratio__cs_zscore,348.0,0.03296114343795325,0.22258094713379062,0.14808609569866157,2.7625102941468036,high_52w_ratio,0.6396701265164808,False,False,True,False,False,,,,,False,False
rsi_below_30__ts_delta__w20,552.0,0.012565069262266842,0.10686492341468681,0.11757898532812668,2.7624806642793156,rsi_below_30,0.6399994250849621,False,False,False,True,False,,,,0.0,False,False
ma20_above_ma50__ts_mean__w10,550.0,0.020489217187608707,0.1740024648366956,0.11775245371861945,2.7615398233984587,ma20_above_ma50,0.639647111404504,False,False,True,False,False,,,,,False,False
bb_pct__ts_argmax__w20,579.0,0.0149296481510761,0.13021481071923974,0.11465399418554918,2.758852428743384,bb_pct,0.6386751071796131,False,False,False,False,False,,,,,False,False
ma_10__ts_delta__w20,560.0,0.021170038484051978,0.18181649232432465,0.11643629361350134,2.755385610663545,ma_10,0.6373636951272197,False,False,True,False,False,,,,,False,False
ma_50__ts_std__w20,541.0,0.018174770636639075,0.15362673042002487,0.11830474154431421,2.7516980980260244,ma_50,0.6359673674146342,False,False,False,False,False,,,,,False,False
insider_7d__ts_std__w20,571.0,0.016940789798697228,0.14726718889466034,0.11503438020274095,2.748816259219052,insider_7d,0.6349202169297451,False,False,False,True,False,-0.00513274362566616,0.08213345669218039,-0.06249272625773741,136.0,False,False
pre_earnings_drift__ts_decay_linear__w10,571.0,0.011076101097960717,0.09653586385509261,0.11473560867064654,2.7416769323172554,pre_earnings_drift,0.632246605553171,False,False,False,False,False,,,,,False,False
pre_earnings_drift__ts_mean__w20,571.0,0.011076101097960717,0.09653586385509261,0.11473560867064654,2.7416769323172554,pre_earnings_drift,0.632246605553171,False,False,False,False,False,,,,,False,False
bb_pct__ts_delta__w20,560.0,-0.017702834470402613,0.1528296295816469,-0.1158337851034648,-2.741127657002054,bb_pct,0.6320302859478721,False,False,False,False,False,,,,,False,False
macd_signal__ts_mean__w10,576.0,0.02251474757209436,0.19809883261070102,0.11365411534928017,2.7276987683827243,macd_signal,0.6269975212112893,False,False,True,False,False,,,,,False,False
ma20_above_ma50__ts_decay_linear__w10,550.0,0.02031126824070408,0.17484342436485328,0.11616832783096082,2.724388778253367,ma20_above_ma50,0.6257265313588858,False,False,True,False,False,,,,,False,False
high_52w_ratio__ts_mean__w10,344.0,0.033336381234781,0.2272250664996821,0.1467108437828431,2.7210807887887096,high_52w_ratio,0.6241727937247237,False,False,True,False,False,,,,,False,False
macd__ts_decay_linear__w20,561.0,0.022811565993615602,0.19880869276000487,0.1147412906192837,2.717697789792157,macd,0.6232109089918751,False,False,True,False,False,,,,,False,False
high_52w_ratio__ts_argmax__w10,339.0,0.021240623985407908,0.14397579443951378,0.1475291320190033,2.716299391683673,high_52w_ratio,0.622359816005498,False,False,True,False,False,,,,,False,False
vol_x_short__cs_demean,579.0,-0.025817532483820644,0.22915594797077324,-0.11266359312267747,-2.710958564726834,vol_x_short,0.6206765698142077,False,False,True,False,False,,,,,False,False
vol_x_short__cs_rank,579.0,-0.025817532483820644,0.22915594797077324,-0.11266359312267747,-2.710958564726834,vol_x_short,0.6206765698142077,False,False,True,False,False,,,,,False,False
vol_x_short__cs_zscore,579.0,-0.025817532483820644,0.22915594797077324,-0.11266359312267747,-2.710958564726834,vol_x_short,0.6206765698142077,False,False,True,False,False,,,,,False,False
vol_x_short__scale,579.0,-0.025817532483820644,0.22915594797077324,-0.11266359312267747,-2.710958564726834,vol_x_short,0.6206765698142077,False,False,True,False,False,,,,,False,False
vol_x_short__signed_power_p05,579.0,-0.025817532483820644,0.22915594797077324,-0.11266359312267747,-2.710958564726834,vol_x_short,0.6206765698142077,False,False,True,False,False,,,,,False,False
macd_signal__ts_min__w10,579.0,0.021856565759062724,0.19445129194629604,0.11240123704140323,2.704645642816345,macd_signal,0.618283241069091,False,False,True,False,False,,,,,False,False
ma_20__ts_rank__w20,571.0,0.018971459075680718,0.16764176679908532,0.11316666149443272,2.704185988303549,ma_20,0.6181023717745061,False,False,False,False,False,,,,,False,False
insider_7d__ts_min__w20,579.0,-0.0167803903054639,0.14951554626184413,-0.1122317426180999,-2.700567197013296,insider_7d,0.6167345839965247,False,False,False,False,False,,,,,False,False
rev_growth_yoy__ts_rank__w20,562.0,0.009790769626828616,0.08596013942053227,0.11389895005789175,2.7001499223656165,rev_growth_yoy,0.6165623576858125,False,False,False,False,False,,,,,False,False
rsi_above_70__group_neutralize,560.0,0.012803092956614522,0.11228156971454506,0.11402666518791996,2.6983633946100882,rsi_above_70,0.6158817345365384,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__cs_zscore,579.0,-0.010900980136153074,0.09745451891638783,-0.11185710275277937,-2.691552455663152,eightk_material_agreement_30d,0.6133048264521317,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__signed_power_p05,579.0,-0.010900980136153074,0.09745451891638783,-0.11185710275277937,-2.691552455663152,eightk_material_agreement_30d,0.6133048264521317,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__scale,579.0,-0.010900980136153074,0.09745451891638783,-0.11185710275277937,-2.691552455663152,eightk_material_agreement_30d,0.6133048264521317,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__cs_rank,579.0,-0.010900980136153074,0.09745451891638783,-0.11185710275277937,-2.691552455663152,eightk_material_agreement_30d,0.6133048264521317,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__cs_demean,579.0,-0.010900980136153074,0.09745451891638783,-0.11185710275277937,-2.691552455663152,eightk_material_agreement_30d,0.6133048264521317,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__ts_mean__w20,571.0,-0.011525615696075067,0.10263081648082069,-0.11230170519230875,-2.6835173330493376,eightk_material_agreement_30d,0.6102342112102805,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_std__w20,339.0,0.03270853138128815,0.22462709947309034,0.14561257950626985,2.6810119175880676,high_52w_ratio,0.6089861827449669,False,False,True,False,False,,,,,False,False
macd_signal__ts_mean__w20,571.0,0.02221943172662985,0.19848731161282132,0.11194383936224658,2.6749659120692786,macd_signal,0.6069651489430171,False,False,True,False,False,,,,,False,False
high_52w_ratio__ts_decay_linear__w10,339.0,0.03303955925467058,0.22755558443741075,0.14519335720261403,2.673293216387725,high_52w_ratio,0.6060424646163323,False,False,True,False,False,,,,,False,False
pre_earnings_drift__ts_mean__w10,576.0,0.0106804083340009,0.09625413107101118,0.11096051894252168,2.6630524546205203,pre_earnings_drift,0.6024014969168331,False,False,False,False,False,,,,,False,False
pre_earnings_drift__ts_decay_linear__w5,576.0,0.0106804083340009,0.09625413107101118,0.11096051894252168,2.6630524546205203,pre_earnings_drift,0.6024014969168331,False,False,False,False,False,,,,,False,False
low_52w_ratio__ts_std__w20,339.0,0.03930514689361988,0.27224243895464717,0.1443755317669914,2.658235453199645,low_52w_ratio,0.6002819474218434,False,False,True,False,False,,,,,False,False
high_52w_ratio__ts_mean__w20,339.0,0.03296575996540445,0.2284743114139686,0.14428650539042162,2.656596303770574,high_52w_ratio,0.5996534855503136,False,False,True,False,False,,,,,False,False
ma5_above_ma20__ts_delta__w20,560.0,-0.01497837669729783,0.13356624594807343,-0.11214193070246938,-2.6537624362665486,ma5_above_ma20,0.5988191898622499,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_argmax__w10,579.0,-0.01119092120394535,0.10154016243370587,-0.11021177173368955,-2.651961811566124,vol_10d_self_rank,0.598138711888959,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__ts_rank__w10,575.0,-0.00906260045298001,0.0820045479286374,-0.11051338836556397,-2.6500179583583643,eightk_material_agreement_30d,0.59738739859672,False,False,False,False,False,,,,,False,False
beta_60d__ts_delta__w20,539.0,-0.018357484513719442,0.16158002949003963,-0.11361233545789805,-2.6376664178888696,beta_60d,0.592597990932722,False,False,False,True,False,-0.025072559166722682,0.0838744462255846,-0.29892965372658026,149.0,False,False
obv_trend__ts_rank__w20,571.0,-0.014778560335557779,0.13391330652256891,-0.11035916235155535,-2.637099094123882,obv_trend,0.5923998290325572,False,False,False,False,False,,,,,False,False
volatility_10d__ts_rank__w10,576.0,0.012240952903252547,0.1116642345343058,0.10962286137815996,2.630948673075839,volatility_10d,0.5900241444553401,False,False,False,False,False,,,,,False,False
rsi_14__cs_rank,579.0,0.019016278048664664,0.17392640853097607,0.10933519647350097,2.630869290518546,rsi_14,0.5899951869530995,False,False,False,False,False,,,,,False,False
rsi_14__cs_zscore,579.0,0.019016278048664664,0.17392640853097607,0.10933519647350097,2.630869290518546,rsi_14,0.5899951869530995,False,False,False,False,False,,,,,False,False
rsi_14__cs_demean,579.0,0.019016278048664664,0.17392640853097607,0.10933519647350097,2.630869290518546,rsi_14,0.5899951869530995,False,False,False,False,False,,,,,False,False
rsi_14__scale,579.0,0.019016278048664664,0.17392640853097607,0.10933519647350097,2.630869290518546,rsi_14,0.5899951869530995,False,False,False,False,False,,,,,False,False
rsi_14__signed_power_p05,579.0,0.019016278048664664,0.17392640853097607,0.10933519647350097,2.630869290518546,rsi_14,0.5899951869530995,False,False,False,False,False,,,,,False,False
return_20d__ts_max__w20,579.0,0.022120035008219175,0.20259123114025424,0.10918555005426389,2.627268435702299,return_20d,0.5886008743957978,False,False,True,False,False,,,,,False,False
bb_pct__ts_std__w5,579.0,-0.013431745546519292,0.1231050264191096,-0.10910801887805192,-2.6254028480678238,bb_pct,0.5878780361633493,False,False,False,False,False,,,,,False,False
obv_trend__ts_rank__w10,576.0,-0.014706746245336584,0.13457305914445547,-0.10928447594811562,-2.6228274227547748,obv_trend,0.5868779651779632,False,False,False,False,False,,,,,False,False
return_20d__ts_argmax__w20,560.0,0.01587736992227976,0.14344568410689598,0.11068558821503416,2.6192990828778107,return_20d,0.5855000817067352,False,False,False,False,False,,,,,False,False
eightk_exec_change_30d__ts_std__w10,576.0,-0.009312057534066822,0.08536472535889261,-0.1090855443500442,-2.6180530644010607,eightk_exec_change_30d,0.5850256968710629,False,False,False,False,False,,,,,False,False
low_52w_ratio__ts_std__w10,344.0,0.038205369044216286,0.271984756313675,0.14046878789101966,2.605307898852046,low_52w_ratio,0.5798698865443065,False,False,True,False,False,,,,,False,False
insider_7d__ts_std__w5,579.0,0.014299745736715639,0.1320867668809433,0.10826024494645058,2.6050033566516015,insider_7d,0.579954713923584,False,False,False,False,False,,,,,False,False
rev_x_low52w__ts_delta__w20,560.0,0.012615887742472453,0.11461189166525272,0.11007485836914473,2.6048465769010027,rev_x_low52w,0.5798835856797202,False,False,False,False,False,,,,,False,False
atr__ts_rank__w10,576.0,0.014772602771484789,0.13642792167408813,0.10828137371157037,2.598752969077689,atr,0.5775187047280491,False,False,False,False,False,,,,,False,False
eightk_reg_fd_30d__ts_delta__w5,575.0,-0.009669299187651335,0.08952005503256862,-0.10801265910899532,-2.590052577358753,eightk_reg_fd_30d,0.574124484281134,False,False,False,False,False,,,,,False,False
return_20d__ts_mean__w5,578.0,0.020964873871416316,0.19497241170239596,0.10752738650746599,2.5851337015316664,return_20d,0.5722046874411789,False,False,True,False,False,,,,,False,False
insider_net_shares__group_neutralize,579.0,-0.011382472032002544,0.10603446847355356,-0.1073469051701946,-2.5830261924202893,insider_net_shares,0.5713814448974676,False,False,False,False,False,,,,,False,False
insider_21d__group_neutralize,579.0,-0.01144649652415287,0.10694010585063088,-0.10703651761987987,-2.5755575171846785,insider_21d,0.5684598255047281,False,False,False,False,False,,,,,False,False
macd_signal__ts_decay_linear__w20,561.0,0.0216378760662446,0.19927790090343725,0.10858141303249436,2.5717983876444683,macd_signal,0.5669799648601036,False,False,True,False,False,,,,,False,False
insider_net_shares__ts_argmax__w10,579.0,-0.010208740772492947,0.09569355634373322,-0.10668159030293473,-2.56701710742977,insider_net_shares,0.5651142526929223,False,False,False,False,False,,,,,False,False
is_squeeze_setup__ts_max__w5,579.0,-0.018919793962173893,0.1773603697794917,-0.1066743037675015,-2.5668417757623487,is_squeeze_setup,0.5650455181599355,False,False,False,False,False,,,,,False,False
beta_60d__ts_rank__w20,539.0,-0.017806686947086835,0.16106877021592986,-0.11055331783569883,-2.56664712212943,beta_60d,0.5649515622394958,False,False,False,False,False,,,,,False,False
macd__ts_argmax__w10,579.0,0.015447188529447228,0.14483751321584423,0.10665184858861144,2.56630144984297,macd,0.564833683772961,False,False,False,False,False,,,,,False,False
ma20_above_ma50__ts_rank__w20,550.0,0.013792249463664351,0.12665046985287615,0.10890010498726262,2.5539338433934136,ma20_above_ma50,0.5599683591972666,False,False,False,False,False,,,,,False,False
eightk_reg_fd_30d__ts_delta__w20,560.0,-0.00904840641328592,0.08386767874566724,-0.10788907656220754,-2.5531215386678507,eightk_reg_fd_30d,0.559653369448421,False,False,False,False,False,,,,,False,False
post_earnings_5d__ts_delta__w20,466.0,0.0108601056074479,0.0918838062043155,0.11819390223451404,2.5514556850642314,post_earnings_5d,0.5589541948630176,False,False,False,False,False,,,,,False,False
return_20d__ts_rank__w10,575.0,-0.0162196809503595,0.15271498283070947,-0.10620883851546938,-2.5467984790345906,return_20d,0.5571737787851859,False,False,False,False,False,,,,,False,False
insider_21d__ts_min__w5,579.0,-0.016047375362900202,0.1518840223074709,-0.10565545420185295,-2.542325790787898,insider_21d,0.5554156591882837,False,False,False,False,False,,,,,False,False
insider_60d__ts_argmax__w10,569.0,0.013183359364962064,0.12376350580314024,0.10652057146742173,2.5409119801617552,insider_60d,0.5548557435890501,False,False,False,False,False,,,,,False,False
vol_x_short__ts_rank__w10,576.0,0.011815324484370657,0.11177177233756727,0.10570937757600041,2.5370250618240098,vol_x_short,0.5533278857435898,False,False,False,False,False,,,,,False,False
bb_pct__ts_rank__w20,571.0,-0.016087758951431438,0.1516848049434401,-0.10606045185231444,-2.5343788004763357,bb_pct,0.5522839032675843,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_max__w5,579.0,0.012929241069656563,0.12280450947959246,0.10528311317268958,2.5333663649961915,vol_zscore_60d,0.5518876509191039,False,False,False,False,False,,,,,False,False
ma_20__ts_delta__w5,575.0,0.019083618986437755,0.1814739927005385,0.10515897458612056,2.5216236263967904,ma_20,0.5472560713970113,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_std__w10,344.0,0.0289026985318267,0.2127646802777086,0.1358434985266436,2.519521560859051,high_52w_ratio,0.5463145382856728,False,False,True,False,False,,,,,False,False
high_52w_ratio__ts_decay_linear__w20,329.0,0.0320260719810202,0.2306329305749927,0.13886166169408573,2.5187224138633564,high_52w_ratio,0.5459873246879999,False,False,True,False,False,,,,,False,False
bb_width__ts_argmax__w10,579.0,-0.010888711632167071,0.10407975603229658,-0.10461891963686232,-2.517384261952252,bb_width,0.545583906226932,False,False,False,False,False,,,,,False,False
atr__ts_argmax__w5,579.0,-0.013139399075649889,0.12559941149509282,-0.1046135401371944,-2.517254818178141,atr,0.545532799422272,False,False,False,False,False,,,,,False,False
eightk_material_agreement_30d__ts_delta__w10,570.0,-0.00873962903177281,0.08290007230389107,-0.10542365994248475,-2.516955383619491,eightk_material_agreement_30d,0.5454120143086044,False,False,False,False,False,,,,,False,False
insider_60d__ts_argmax__w5,563.0,0.01160696824075659,0.10944967889762673,0.10604844488957448,2.5162773117343162,insider_60d,0.5451422581846608,False,False,False,False,False,,,,,False,False
vwap_dev_eod__ts_std__w20,571.0,0.025599584683232115,0.24349452389568152,0.1051341289884595,2.5122437540235873,vwap_dev_eod,0.5435515715399983,False,False,True,False,False,,,,,False,False
bb_pct__ts_delta__w5,575.0,-0.015720824184357725,0.15077199885281048,-0.10426885830242927,-2.5002793877330873,bb_pct,0.5388231599352626,False,False,False,False,False,,,,,False,False
obv_trend__ts_delta__w10,570.0,-0.014155550100771111,0.13518690811201015,-0.1047109538820314,-2.4999397596430994,obv_trend,0.538687609184069,False,False,False,False,False,,,,,False,False
intraday_momentum__ts_std__w5,579.0,0.018231256804636196,0.17586079945738303,0.10366867921042426,2.494519178821121,intraday_momentum,0.536544959426118,False,False,False,False,False,,,,,False,False
high_52w_ratio__ts_min__w5,348.0,0.030332095785499544,0.22735387682491,0.1334135850643925,2.4887981574541946,high_52w_ratio,0.534200231331733,False,False,True,False,False,,,,,False,False
ma20_above_ma50__cs_rank,550.0,0.017655664263496507,0.16715178479624393,0.1056265374911704,2.47716188052083,ma20_above_ma50,0.5296643882807369,False,False,False,False,False,,,,,False,False
ma20_above_ma50__cs_zscore,550.0,0.017655664263496507,0.16715178479624393,0.1056265374911704,2.47716188052083,ma20_above_ma50,0.5296643882807369,False,False,False,False,False,,,,,False,False
ma20_above_ma50__cs_demean,550.0,0.017655664263496507,0.16715178479624393,0.1056265374911704,2.47716188052083,ma20_above_ma50,0.5296643882807369,False,False,False,False,False,,,,,False,False
ma20_above_ma50__scale,550.0,0.017655664263496507,0.16715178479624393,0.1056265374911704,2.47716188052083,ma20_above_ma50,0.5296643882807369,False,False,False,False,False,,,,,False,False
ma20_above_ma50__signed_power_p05,550.0,0.017655664263496507,0.16715178479624393,0.1056265374911704,2.47716188052083,ma20_above_ma50,0.5296643882807369,False,False,False,False,False,,,,,False,False
is_squeeze_setup__ts_decay_linear__w5,576.0,-0.0183517864621249,0.1788021736365534,-0.1026373790031664,-2.4632970960759937,is_squeeze_setup,0.5241708397584428,False,False,False,False,False,,,,,False,False
ma20_above_ma50__ts_max__w10,550.0,0.01639578570731375,0.15638607031661564,0.1048417271059962,2.458756445525359,ma20_above_ma50,0.522365316776924,False,False,False,False,False,,,,,False,False
obv_trend__ts_min__w10,579.0,0.013141565739588811,0.1294946866278963,0.10148343597564875,2.4419369408582736,obv_trend,0.5156908548591513,False,False,False,False,False,,,,,False,False
insider_21d__ts_mean__w10,576.0,-0.015824132453690833,0.15556051282046146,-0.10172332404145575,-2.441359776994938,insider_21d,0.5154613067055505,False,False,False,False,False,,,,,False,False
eightk_filings_30d__ts_delta__w10,570.0,-0.009466833824373707,0.09271940902520343,-0.10210196466848045,-2.437650995902258,eightk_filings_30d,0.5139874204383597,False,False,False,False,False,,,,,False,False
insider_21d__ts_mean__w5,579.0,-0.01537766811014909,0.15182010272463298,-0.10128874789421445,-2.4372522747013914,insider_21d,0.5138297597078554,False,False,False,False,False,,,,,False,False
atr__ts_argmax__w10,579.0,-0.013593497080697807,0.1345044288846673,-0.1010635649206298,-2.4318338276773805,atr,0.5116767336637792,False,False,False,False,False,,,,,False,False
eightk_days_since_last__cs_rank,579.0,0.009337268482865951,0.09264806343112099,0.10078212255140902,2.425061643512392,eightk_days_since_last,0.5089852585197416,False,False,False,False,False,,,,,False,False
eightk_days_since_last__cs_zscore,579.0,0.009337268482865951,0.09264806343112099,0.10078212255140902,2.425061643512392,eightk_days_since_last,0.5089852585197416,False,False,False,False,False,,,,,False,False
eightk_days_since_last__cs_demean,579.0,0.009337268482865951,0.09264806343112099,0.10078212255140902,2.425061643512392,eightk_days_since_last,0.5089852585197416,False,False,False,False,False,,,,,False,False
eightk_days_since_last__scale,579.0,0.009337268482865951,0.09264806343112099,0.10078212255140902,2.425061643512392,eightk_days_since_last,0.5089852585197416,False,False,False,False,False,,,,,False,False
eightk_days_since_last__signed_power_p05,579.0,0.009337268482865951,0.09264806343112099,0.10078212255140902,2.425061643512392,eightk_days_since_last,0.5089852585197416,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_rank__w10,576.0,0.011090691458981387,0.10982365424144339,0.10098636341674534,2.4236727220018883,vol_10d_self_rank,0.5084330453843859,False,False,False,False,False,,,,,False,False
atr__ts_rank__w5,579.0,0.012721717026733978,0.12651548325049497,0.10055462540933073,2.4195875119968417,atr,0.5068093090228917,False,False,False,False,False,,,,,False,False
return_5d__ts_mean__w20,571.0,0.01971499270147539,0.19494125456053402,0.10113299386484353,2.4166342043937807,return_5d,0.5056350035538171,False,False,False,True,False,-0.026243254810159194,0.08592849402788534,-0.3054080617500731,149.0,False,False
post_earnings_3d__ts_mean__w5,444.0,0.010597490205502574,0.09241909697936852,0.11466775322278186,2.416199489145587,post_earnings_3d,0.5054568540256753,False,False,False,False,False,,,,,False,False
return_20d__ts_rank__w20,570.0,-0.015470998919247915,0.1536099035874011,-0.10071615539062696,-2.404565252868236,return_20d,0.5008368630602541,False,False,False,False,False,,,,,False,False
bb_pct__ts_rank__w10,576.0,-0.014785769832750532,0.14850318965317671,-0.09956533504285066,-2.389568041028416,bb_pct,0.49487399441575547,False,False,False,False,False,,,,,False,False
beta_60d__ts_min__w20,539.0,0.03049338711996364,0.2976641734513685,0.1024422481429246,2.3783374983939423,beta_60d,0.4904113411618962,False,False,True,False,False,,,,,False,False
is_squeeze_setup__ts_mean__w5,579.0,-0.017613506240982117,0.1785355280387732,-0.09865546893925185,-2.3738892135881393,is_squeeze_setup,0.48864074352645237,False,False,False,False,False,,,,,False,False
days_to_earnings__ts_std__w10,576.0,-0.008837991923063846,0.08973761140527606,-0.09848704221855656,-2.3636890132453576,days_to_earnings,0.4845870679789476,False,False,False,False,False,,,,,False,False
eightk_days_since_last__ts_min__w5,579.0,0.009075770308126486,0.09274560918246166,0.09785660354304652,2.354666579835029,eightk_days_since_last,0.48100213166192973,False,False,False,False,False,,,,,False,False
post_earnings_5d__ts_max__w20,579.0,0.009011091988122975,0.09208692886021705,0.09785419168231055,2.354608544631837,post_earnings_5d,0.4809790781202536,False,False,False,False,False,,,,,False,False
eightk_filings_30d__ts_rank__w20,571.0,-0.009157504379925584,0.0930471493756748,-0.09841789287872175,-2.351755220189931,eightk_filings_30d,0.47984662926753424,False,False,False,False,False,,,,,False,False
return_20d__ts_decay_linear__w5,575.0,0.0188555212456099,0.1931038795887414,0.09764444549621178,2.3414315489356157,return_20d,0.47574693214961455,False,False,False,False,False,,,,,False,False
vol_10d_self_rank__ts_max__w5,579.0,0.01233368179770557,0.1267825092318852,0.09728220298233149,2.340845112966324,vol_10d_self_rank,0.47551359514149605,False,False,False,False,False,,,,,False,False
vol_zscore_60d__ts_rank__w10,576.0,0.010468532670877221,0.10733829538040465,0.09752840431997697,2.340681703679447,vol_zscore_60d,0.4754491400119997,False,False,False,False,False,,,,,False,False
macd__ts_std__w5,579.0,0.014187421631446527,0.14625546249436375,0.09700438800358153,2.3341602125901084,macd,0.4728604991846048,False,False,False,False,False,,,,,False,False
post_earnings_3d__ts_max__w5,444.0,0.010231194210416324,0.09263359305482367,0.11044799055091342,2.3272835722855496,post_earnings_3d,0.47016140321593747,False,False,False,False,False,,,,,False,False
return_20d__ts_max__w5,579.0,0.018910196146934666,0.19569498706919414,0.09663096858095997,2.325174838043346,return_20d,0.46929620035235114,False,False,False,False,False,,,,,False,False
insider_21d__ts_decay_linear__w10,571.0,-0.01505259200456224,0.1548436238517919,-0.09721157145592112,-2.322929438410654,insider_21d,0.46840725978515957,False,False,False,False,False,,,,,False,False
bb_width__ts_std__w10,576.0,0.01737533184901087,0.1795804330503614,0.09675515062455688,2.322123614989365,bb_width,0.46808689205848564,False,False,False,False,False,,,,,False,False
low_52w_ratio__ts_std__w5,347.0,0.03222128914877552,0.25893551304281825,0.12443750480625392,2.318013876799499,low_52w_ratio,0.4665281407957612,False,False,True,False,False,,,,,False,False
