feature,n_dates,mean_IC,std_IC,IC_IR,t_stat,base,DSR,pass_HLZ,pass_EVT,pass_MAG,is_base_rep,SURVIVOR
short_ratio__ts_decay_linear__w20,560.0,-0.04639320395732706,0.11986527989490901,-0.38704455533747517,-9.15914587596327,short_ratio,0.9999999999575396,True,True,True,True,True
short_ratio__ts_decay_linear__w10,570.0,-0.04535469565417232,0.11951990015766929,-0.37947400888338195,-9.05981778780756,short_ratio,0.999999999924641,True,True,True,False,False
short_ratio__ts_mean__w20,570.0,-0.04535469565417232,0.11951990015766929,-0.37947400888338195,-9.05981778780756,short_ratio,0.999999999924641,True,True,True,False,False
short_ratio__ts_mean__w5,578.0,-0.04465281862466955,0.119022111748404,-0.3751640595913751,-9.019555720214202,short_ratio,0.9999999999059198,True,True,True,False,False
short_ratio__ts_min__w5,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__scale,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__cs_rank,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__signed_power_p05,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__ts_min__w10,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__ts_min__w20,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__ts_max__w20,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__ts_max__w5,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__cs_demean,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__cs_zscore,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__ts_max__w10,579.0,-0.04450248879164585,0.1189934410393924,-0.37399110743350505,-8.999130666146458,short_ratio,0.9999999998939363,True,True,True,False,False
short_ratio__ts_decay_linear__w5,575.0,-0.04466370624743928,0.11938376323096841,-0.3741187665614935,-8.971052870692416,short_ratio,0.9999999998733784,True,True,True,False,False
short_ratio__ts_mean__w10,575.0,-0.04466370624743928,0.11938376323096841,-0.3741187665614935,-8.971052870692416,short_ratio,0.9999999998733784,True,True,True,False,False
pc_ratio_snap__ts_decay_linear__w10,570.0,0.047786611022757636,0.12790157866925816,0.37362018139220515,8.92005957198831,pc_ratio_snap,0.9999999998265681,True,True,True,False,False
pc_ratio_snap__ts_mean__w20,570.0,0.047786611022757636,0.12790157866925816,0.37362018139220515,8.92005957198831,pc_ratio_snap,0.9999999998265681,True,True,True,True,True
pc_ratio_snap__scale,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__cs_rank,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_min__w10,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__cs_demean,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_max__w5,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_max__w10,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_max__w20,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_min__w5,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__signed_power_p05,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_min__w20,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__cs_zscore,579.0,0.046742560114558525,0.12735049537109802,0.3670386988158247,8.831838898103356,pc_ratio_snap,0.9999999997143783,True,True,True,False,False
pc_ratio_snap__ts_mean__w5,578.0,0.04673289804020099,0.1275152521777348,0.36648869246686816,8.810985748831463,pc_ratio_snap,0.9999999996765865,True,True,True,False,False
pc_ratio_snap__ts_decay_linear__w5,575.0,0.046753890055759605,0.12791183878726925,0.36551651902617244,8.764778221186257,pc_ratio_snap,0.9999999995738797,True,True,True,False,False
pc_ratio_snap__ts_mean__w10,575.0,0.046753890055759605,0.12791183878726925,0.36551651902617244,8.764778221186257,pc_ratio_snap,0.9999999995738797,True,True,True,False,False
pc_ratio_snap__ts_decay_linear__w20,560.0,0.045037385633169016,0.12751409919398138,0.3531953401063179,8.358127244351921,pc_ratio_snap,0.9999999956247757,True,True,True,False,False
rev_x_low52w__group_neutralize,579.0,0.034246261388063366,0.10559227967916048,0.32432542882983284,7.804054306057476,rev_x_low52w,0.9999999199615778,True,True,True,True,True
is_squeeze_setup__ts_argmax__w20,575.0,0.03489232829323922,0.11255778515820833,0.3099948017295779,7.433414210988929,is_squeeze_setup,0.9999994962436259,True,True,True,True,True
rev_growth_yoy__group_neutralize,579.0,0.027812127792905147,0.10372196577035936,0.2681411558905589,6.452124798875653,rev_growth_yoy,0.9999617947090275,True,True,True,True,True
rev_x_low52w__cs_demean,579.0,0.036233525774777044,0.14186417729677378,0.25540997357619083,6.145781757813102,rev_x_low52w,0.9998741677192959,True,True,True,False,False
rev_x_low52w__scale,579.0,0.036233525774777044,0.14186417729677378,0.25540997357619083,6.145781757813102,rev_x_low52w,0.9998741677192959,True,True,True,False,False
rev_x_low52w__cs_zscore,579.0,0.036233525774777044,0.14186417729677378,0.25540997357619083,6.145781757813102,rev_x_low52w,0.9998741677192959,True,True,True,False,False
rev_x_low52w__cs_rank,579.0,0.036233525774777044,0.14186417729677378,0.25540997357619083,6.145781757813102,rev_x_low52w,0.9998741677192959,True,True,True,False,False
rev_x_low52w__signed_power_p05,579.0,0.036233525774777044,0.14186417729677378,0.25540997357619083,6.145781757813102,rev_x_low52w,0.9998741677192959,True,True,True,False,False
pc_ratio_snap__group_neutralize,579.0,0.02138754206561647,0.08454096537362803,0.25298436055342427,6.087415641337287,pc_ratio_snap,0.999843471575362,True,True,True,False,False
is_squeeze_setup__ts_std__w10,575.0,-0.03420609003217618,0.13538218073537917,-0.2526631632492028,-6.058649815452172,is_squeeze_setup,0.9998256050524468,True,True,True,False,False
rev_x_low52w__ts_min__w5,579.0,0.036170683378062694,0.14486342947055306,0.24968816153434534,6.008101119989774,rev_x_low52w,0.9997903728868389,True,True,True,False,False
ma5_above_ma20__ts_argmax__w20,578.0,0.03250221406987485,0.13323426182904696,0.24394786764067097,5.86490450980037,ma5_above_ma20,0.999649372162597,True,True,True,True,True
rev_x_low52w__ts_max__w5,579.0,0.03415870977233532,0.14123395708077485,0.24185904352165954,5.8197136032909516,rev_x_low52w,0.9995892132098405,True,True,True,False,False
rev_x_low52w__ts_mean__w5,578.0,0.03468372424885176,0.14336259660978753,0.2419300784796462,5.816393568242349,rev_x_low52w,0.9995842941004192,True,True,True,False,False
rev_x_low52w__ts_decay_linear__w5,575.0,0.03449118135425323,0.14292295423110135,0.24132709500590233,5.78682044829395,rev_x_low52w,0.9995388495105506,True,True,True,False,False
rev_x_low52w__ts_max__w10,579.0,0.033811172966065055,0.14094497503197181,0.23988916921937348,5.772313662784858,rev_x_low52w,0.9995157168773072,True,True,True,False,False
rev_x_low52w__ts_min__w10,579.0,0.03415249714723662,0.14454825234516222,0.23627056427970466,5.685241275142506,rev_x_low52w,0.999347950678316,True,True,True,False,False
short_pct_float__ts_mean__w20,570.0,-0.04337867031557329,0.18350821286398805,-0.23638544367343675,-5.64362511591547,short_pct_float,0.9992481777280292,True,True,True,True,True
short_pct_float__ts_decay_linear__w10,570.0,-0.04337867031557329,0.18350821286398805,-0.23638544367343675,-5.64362511591547,short_pct_float,0.9992481777280292,True,True,True,False,False
rev_x_low52w__ts_min__w20,579.0,0.0337964381272096,0.1449336630771365,0.23318556510382601,5.611008732879125,rev_x_low52w,0.9991639538206809,True,True,True,False,False
short_pct_float__scale,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__signed_power_p05,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_max__w5,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_min__w5,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__cs_zscore,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__cs_rank,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_min__w10,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_min__w20,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_max__w10,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_max__w20,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__cs_demean,579.0,-0.04193864929076959,0.18290966523402435,-0.22928613005283813,-5.5171788934778485,short_pct_float,0.9988628936616625,True,True,True,False,False
short_pct_float__ts_mean__w5,578.0,-0.041844685853086955,0.18304712634717418,-0.22860061607152862,-5.4959315574584116,short_pct_float,0.9987818426478016,True,True,True,False,False
short_pct_float__ts_mean__w10,575.0,-0.042001958731884316,0.18340374413687419,-0.22901363835047042,-5.491554130348624,short_pct_float,0.9987636826297389,True,True,True,False,False
short_pct_float__ts_decay_linear__w5,575.0,-0.042001958731884316,0.18340374413687419,-0.22901363835047042,-5.491554130348624,short_pct_float,0.9987636826297389,True,True,True,False,False
rev_x_low52w__ts_mean__w10,575.0,0.03242971625103553,0.14290029624244913,0.2269394613151414,5.441817112293813,rev_x_low52w,0.9985507481500431,True,True,True,False,False
eps_surprise__ts_max__w10,579.0,0.021166215457456686,0.09381221064990916,0.22562324574617815,5.429041037161382,eps_surprise,0.9984922166729296,True,True,True,True,True
rev_x_low52w__ts_decay_linear__w10,570.0,0.03249771875448653,0.14336271738184309,0.22668179948019299,5.411953786099777,rev_x_low52w,0.9984054791595939,True,True,True,False,False
rev_growth_yoy__cs_rank,579.0,0.030329325116929498,0.13512890655835597,0.22444735097321059,5.4007461646330155,rev_growth_yoy,0.9983515535503412,True,True,True,False,False
rev_growth_yoy__signed_power_p05,579.0,0.030329325116929498,0.13512890655835597,0.22444735097321059,5.4007461646330155,rev_growth_yoy,0.9983515535503412,True,True,True,False,False
rev_growth_yoy__scale,579.0,0.030329325116929498,0.13512890655835597,0.22444735097321059,5.4007461646330155,rev_growth_yoy,0.9983515535503412,True,True,True,False,False
rev_growth_yoy__cs_demean,579.0,0.030329325116929498,0.13512890655835597,0.22444735097321059,5.4007461646330155,rev_growth_yoy,0.9983515535503412,True,True,True,False,False
rev_growth_yoy__cs_zscore,579.0,0.030329325116929498,0.13512890655835597,0.22444735097321059,5.4007461646330155,rev_growth_yoy,0.9983515535503412,True,True,True,False,False
short_pct_float__ts_decay_linear__w20,560.0,-0.041436625631221996,0.1829547621467058,-0.22648563582070216,-5.359628364965273,short_pct_float,0.9981180495168991,True,True,True,False,False
post_earnings_5d__ts_mean__w10,546.0,0.020733350341031503,0.0904712801969002,0.22917052014636888,5.354945705426887,post_earnings_5d,0.9980844957290711,True,True,True,True,True
rev_x_low52w__ts_decay_linear__w20,560.0,0.03262828780805753,0.14423323312931163,0.22621893096443862,5.353316976132493,rev_x_low52w,0.9980808763290165,True,True,True,False,False
post_earnings_3d__ts_mean__w10,533.0,0.020689341058416924,0.08947097553030767,0.231240812294581,5.338608711383568,post_earnings_3d,0.9979792725760414,True,True,True,True,True
post_earnings_3d__ts_std__w10,533.0,0.02056522884467748,0.0890388192680651,0.2309692448050404,5.332339089031858,post_earnings_3d,0.9979399289249373,True,True,True,False,False
post_earnings_3d__ts_decay_linear__w10,528.0,0.020535500285160546,0.08913305044887171,0.2303915346972229,5.293994417200947,post_earnings_3d,0.9976810578685738,True,True,True,False,False
eps_surprise__ts_max__w5,579.0,0.01964313668996164,0.08965380740535946,0.2190998604347882,5.2720726076025155,eps_surprise,0.9975479230329112,True,True,False,False,False
post_earnings_5d__ts_decay_linear__w10,541.0,0.020336609851079507,0.08986662814666319,0.22629768436276443,5.263549875686618,post_earnings_5d,0.9974644702392962,True,True,True,False,False
is_squeeze_setup__ts_std__w20,570.0,-0.03469587488602568,0.15764522455174443,-0.22008833432589855,-5.2545369631032806,is_squeeze_setup,0.9974099423706301,True,True,True,False,False
rsi_above_70__ts_mean__w5,576.0,0.03032032018896273,0.13862632526043603,0.21871978595696176,5.2492748629670825,rsi_above_70,0.9973715425743248,True,True,True,True,True
post_earnings_1d__ts_std__w10,513.0,0.019922615279100043,0.0861750696116077,0.23118769000003783,5.236286348918955,post_earnings_1d,0.9972308729794644,True,True,False,True,False
rsi_above_70__ts_decay_linear__w5,573.0,0.030096831905356416,0.13841479351536382,0.2174394162717565,5.204938285508202,rsi_above_70,0.9969968633605061,True,True,True,False,False
rev_x_low52w__ts_max__w20,579.0,0.030148354757961623,0.13962300663148047,0.21592684103655552,5.195722085883252,rev_x_low52w,0.9969168138882405,True,True,True,False,False
ma5_above_ma20__ts_std__w10,575.0,-0.022705470100386593,0.10521740951060032,-0.2157957528701473,-5.174600371058268,ma5_above_ma20,0.996715714290042,True,True,True,False,False
rev_growth_qoq__ts_std__w10,316.0,0.026994456883622057,0.09279297464690438,0.2909105671667635,5.171339358059478,rev_growth_qoq,0.9964050829840411,True,True,True,True,True
post_earnings_5d__ts_max__w10,550.0,0.019846926714457206,0.09036104903876753,0.21964028666756952,5.15102131038852,post_earnings_5d,0.9964643032440313,True,True,False,False,False
post_earnings_3d__ts_max__w10,537.0,0.019858180165706014,0.08958469936766619,0.22166932864512606,5.136801087027193,post_earnings_3d,0.9963054508700757,True,True,False,False,False
obv__ts_max__w20,579.0,0.03330821896598908,0.15699441996748995,0.21216180150152134,5.105126127675866,obv,0.9959797444938107,True,True,True,True,True
post_earnings_1d__ts_mean__w10,513.0,0.01936507965908184,0.0860099058493458,0.22514941119690965,5.099522333206086,post_earnings_1d,0.9958653016858725,True,True,False,False,False
eps_surprise__ts_decay_linear__w5,575.0,0.019277298442104678,0.09076314152395201,0.21239126498301603,5.092963619409066,eps_surprise,0.9958334612947761,True,True,False,False,False
rev_growth_yoy__ts_min__w5,579.0,0.02895722844807654,0.1378785598576525,0.21001980640044643,5.053584544419783,rev_growth_yoy,0.9953389708907953,True,True,True,False,False
rev_growth_yoy__ts_max__w5,579.0,0.02812787622040198,0.13447956769358801,0.20916096551181224,5.032918755248251,rev_growth_yoy,0.9950573363340078,True,True,True,False,False
rsi_above_70__ts_max__w5,577.0,0.028777258304482623,0.13761064521005217,0.2091208733202023,5.02325575526309,rsi_above_70,0.9949189923028356,True,True,True,False,False
obv__scale,579.0,0.033464545940423744,0.16034181226310268,0.2087075446391502,5.022008352303525,obv,0.9949025894117811,True,True,True,False,False
obv__cs_zscore,579.0,0.033464545940423744,0.16034181226310268,0.2087075446391502,5.022008352303525,obv,0.9949025894117811,True,True,True,False,False
obv__signed_power_p05,579.0,0.033464545940423744,0.16034181226310268,0.2087075446391502,5.022008352303525,obv,0.9949025894117811,True,True,True,False,False
obv__cs_rank,579.0,0.033464545940423744,0.16034181226310268,0.2087075446391502,5.022008352303525,obv,0.9949025894117811,True,True,True,False,False
obv__cs_demean,579.0,0.033464545940423744,0.16034181226310268,0.2087075446391502,5.022008352303525,obv,0.9949025894117811,True,True,True,False,False
post_earnings_5d__ts_std__w10,546.0,0.019995065096309893,0.09316848755364963,0.21461188886205804,5.01475936722326,post_earnings_5d,0.9947706982176893,True,True,False,False,False
rev_growth_yoy__ts_min__w20,579.0,0.028430295182131332,0.1364266207648171,0.20839257780299128,5.014429488373984,rev_growth_yoy,0.9947925601539771,True,True,True,False,False
obv__ts_decay_linear__w10,570.0,0.03350387989637074,0.15960272944781448,0.20992046948248183,5.011782517170412,obv,0.9947466309590047,True,True,True,False,False
eps_surprise__ts_mean__w5,578.0,0.01888686099724887,0.09066104148105908,0.2083238918140458,5.008446043886072,eps_surprise,0.9947034273890801,True,True,False,False,False
post_earnings_1d__ts_max__w10,517.0,0.018953166582909665,0.0860681335762285,0.22021119542604345,5.007081564697144,post_earnings_1d,0.994630106387884,True,True,False,False,False
post_earnings_1d__ts_decay_linear__w10,508.0,0.019145780838638476,0.0861830155558365,0.2221525983415404,5.007065277240558,post_earnings_1d,0.994620940351826,True,True,False,False,False
obv__ts_max__w5,579.0,0.032973101994683625,0.15856224880675301,0.20795051938793727,5.003792493643172,obv,0.9946345540848525,True,True,True,False,False
pre_earnings_drift__group_neutralize,579.0,0.017154875878468815,0.08252644116312853,0.2078712669138256,5.0018854874177014,pre_earnings_drift,0.9946057784126519,True,True,False,True,False
obv__ts_min__w5,579.0,0.03304569017490882,0.15979776151229189,0.2067969529871474,4.9760348957579605,obv,0.9942018890479108,True,True,True,False,False
rev_growth_yoy__ts_mean__w5,578.0,0.028335321870796005,0.13692748582593334,0.20693669864658717,4.9750956582382,rev_growth_yoy,0.9941859022779922,True,True,True,False,False
obv__ts_max__w10,579.0,0.032599966546686523,0.15787111200609638,0.20649735174746622,4.968825765246455,obv,0.9940845493241188,True,True,True,False,False
rev_growth_yoy__ts_delta__w20,550.0,0.017437579818367244,0.08240053609868934,0.21161973749154533,4.9629227591002065,rev_growth_yoy,0.9939614288932188,True,True,False,False,False
rsi_above_70__ts_mean__w20,570.0,0.03251826058763931,0.15651316206682753,0.2077669389476315,4.9603676803450005,rsi_above_70,0.9939365336843875,True,True,True,False,False
obv__ts_std__w20,570.0,0.024850884989516292,0.11967983094362675,0.20764472002990964,4.957449743677766,obv,0.9938873895073856,True,True,True,False,False
rev_growth_yoy__ts_max__w10,579.0,0.027709372035509196,0.1346315211557147,0.20581637790054055,4.952439887328751,rev_growth_yoy,0.9938099439178114,True,True,True,False,False
rev_growth_yoy__ts_min__w10,579.0,0.028051810550527814,0.13658257949181996,0.20538351709932276,4.9420242094343125,rev_growth_yoy,0.9936295505174537,True,True,True,False,False
obv__ts_mean__w5,578.0,0.032858433532754396,0.1599412214981592,0.2054406814264112,4.939128964918819,obv,0.9935777144954572,True,True,True,False,False
rev_growth_yoy__ts_decay_linear__w5,575.0,0.028079173697046624,0.13634536236192113,0.20594153853588382,4.938304612349564,rev_growth_yoy,0.9935605061464352,True,True,True,False,False
obv__ts_min__w10,579.0,0.03238895667193903,0.15903480317106333,0.20365955140712405,4.9005414248982975,obv,0.9928638731824906,True,True,True,False,False
short_pct_float__group_neutralize,579.0,-0.028629058608911614,0.14072902114701966,-0.2034339354851536,-4.8951125600888945,short_pct_float,0.9927578605341758,True,True,True,False,False
eps_surprise__ts_decay_linear__w10,570.0,0.019005504448639493,0.09272572287864066,0.2049647482771731,4.893466295041299,eps_surprise,0.9927168845659617,True,True,False,False,False
rev_x_low52w__ts_mean__w20,570.0,0.02942382404281302,0.1437389356224775,0.20470322752419076,4.887222572640595,rev_x_low52w,0.9925926608365246,True,True,True,False,False
rsi_above_70__ts_std__w20,570.0,0.03129099208779253,0.1529614490853874,0.20456783244989404,4.8839900595467345,rsi_above_70,0.9925276135936214,True,True,True,False,False
obv__ts_mean__w20,570.0,0.032259966470807505,0.15770328948645715,0.20456115136125835,4.883830550741793,obv,0.9925243907823226,True,True,True,False,False
obv__ts_mean__w10,575.0,0.03233852673072413,0.15905103410032742,0.2033217005701792,4.875483104840076,obv,0.9923589348100698,True,True,True,False,False
obv__ts_decay_linear__w5,575.0,0.03252588163617911,0.16008283619625238,0.20318156779971241,4.872122839049807,obv,0.9922894102002281,True,True,True,False,False
rsi_above_70__ts_decay_linear__w20,560.0,0.032302826462916115,0.15728372823043874,0.20537932834087427,4.860161969056097,rsi_above_70,0.9920219585570527,True,True,True,False,False
rsi_above_70__ts_decay_linear__w10,570.0,0.0297048060976685,0.14682010309198565,0.2023211091130883,4.830350275069874,rsi_above_70,0.9913719952041946,True,True,True,False,False
eps_surprise__cs_demean,579.0,0.017979263131015298,0.08999938637210111,0.19977095240050086,4.8069723269349955,eps_surprise,0.990830706103388,True,True,False,False,False
eps_surprise__scale,579.0,0.017979263131015298,0.08999938637210111,0.19977095240050086,4.8069723269349955,eps_surprise,0.990830706103388,True,True,False,False,False
eps_surprise__cs_rank,579.0,0.017979263131015298,0.08999938637210111,0.19977095240050086,4.8069723269349955,eps_surprise,0.990830706103388,True,True,False,False,False
eps_surprise__cs_zscore,579.0,0.017979263131015298,0.08999938637210111,0.19977095240050086,4.8069723269349955,eps_surprise,0.990830706103388,True,True,False,False,False
eps_surprise__signed_power_p05,579.0,0.017979263131015298,0.08999938637210111,0.19977095240050086,4.8069723269349955,eps_surprise,0.990830706103388,True,True,False,False,False
eightk_material_agreement_30d__ts_argmax__w10,558.0,0.018758380119668263,0.09266623066359551,0.20242951488732136,4.781794782465478,eightk_material_agreement_30d,0.9901789176410399,True,True,False,True,False
eps_surprise__ts_mean__w10,575.0,0.018707585113294335,0.09410761671221314,0.19878927728563434,4.766799412514992,eps_surprise,0.98980721659471,True,True,False,False,False
is_squeeze_setup__ts_std__w5,578.0,-0.023532563710726786,0.11897072619512254,-0.19780129501883761,-4.755465659200231,is_squeeze_setup,0.9895058031948878,True,True,True,False,False
rsi_above_70__ts_mean__w10,575.0,0.02912821429954185,0.14736545716902466,0.19765971523525003,4.739713466071137,rsi_above_70,0.9890652690830422,True,True,True,False,False
ma_20__ts_std__w5,578.0,0.029274909384348673,0.14959790071596007,0.1956906430119807,4.704722143409932,ma_20,0.9880409514399081,True,True,True,True,True
obv__ts_decay_linear__w20,560.0,0.03133160851236231,0.15814894436806118,0.1981145599014814,4.688246170283328,obv,0.9875047230987697,True,True,True,False,False
intraday_momentum__ts_mean__w20,570.0,0.04227130959379263,0.21589898136652466,0.19579207519293484,4.67447172670483,intraday_momentum,0.9870748900524074,True,True,True,True,True
eightk_material_agreement_30d__ts_std__w10,574.0,-0.01881836855566704,0.09651586920447093,-0.19497693706513614,-4.6713153861317664,eightk_material_agreement_30d,0.9869767674746768,True,True,False,False,False
vwap_dev_eod__ts_mean__w20,570.0,0.042102654585298493,0.2164528188859527,0.19451192551796728,4.643908572114996,vwap_dev_eod,0.9860424048394928,True,True,True,True,True
rsi_above_70__cs_demean,562.0,0.02338206492073416,0.11961975048255695,0.19546993557843736,4.633915686743945,rsi_above_70,0.9856782037558834,True,True,True,False,False
rsi_above_70__cs_zscore,562.0,0.02338206492073416,0.11961975048255695,0.19546993557843736,4.633915686743945,rsi_above_70,0.9856782037558834,True,True,True,False,False
rsi_above_70__scale,562.0,0.02338206492073416,0.11961975048255695,0.19546993557843736,4.633915686743945,rsi_above_70,0.9856782037558834,True,True,True,False,False
rsi_above_70__signed_power_p05,562.0,0.02338206492073416,0.11961975048255695,0.19546993557843736,4.633915686743945,rsi_above_70,0.9856782037558834,True,True,True,False,False
rsi_above_70__cs_rank,562.0,0.02338206492073416,0.11961975048255695,0.19546993557843736,4.633915686743945,rsi_above_70,0.9856782037558834,True,True,True,False,False
eps_surprise__group_neutralize,579.0,0.016743844711626765,0.08736560595967037,0.1916525906013408,4.611624905101756,eps_surprise,0.9848878511351531,True,True,False,False,False
ma_10__ts_std__w10,575.0,0.02893676140660781,0.15069605712164375,0.19202069356897436,4.604494476732296,ma_10,0.9846133107502616,True,True,True,True,True
rev_growth_yoy__ts_decay_linear__w10,570.0,0.02644843034262133,0.13719489046473185,0.19277999532657758,4.602559305530534,rev_growth_yoy,0.9845323393227369,True,True,True,False,False
rev_growth_yoy__ts_mean__w10,575.0,0.02623548341818246,0.13686235185106066,0.1916924783430071,4.596624152096671,rev_growth_yoy,0.9843117714150625,True,True,True,False,False
obv__ts_min__w20,579.0,0.029990081388768727,0.15735789527124872,0.19058517106544126,4.5859402091605155,obv,0.9839001591732984,True,True,True,False,False
rev_growth_yoy__ts_decay_linear__w20,560.0,0.0266877017354484,0.13775679065070132,0.1937305711710302,4.584502061893093,rev_growth_yoy,0.9838145768028835,True,True,True,False,False
insider_60d__ts_delta__w10,569.0,-0.018804269886380714,0.09796033331534379,-0.19195800228494475,-4.578912607907917,insider_60d,0.9836054661447732,True,True,False,True,False
post_earnings_1d__ts_rank__w10,521.0,-0.017107505644060998,0.08568722788688281,-0.19965059047825554,-4.557109463574766,post_earnings_1d,0.9826283851948707,True,True,False,False,False
vwap_dev_eod__ts_min__w10,579.0,0.04026290411706896,0.2129256768674812,0.18909370024981736,4.550051813720713,vwap_dev_eod,0.9824273259569181,True,True,True,False,False
rsi_above_70__ts_min__w5,505.0,0.021422532382657376,0.10610429156885298,0.20190071547441518,4.5371542787396795,rsi_above_70,0.9817391683261504,True,True,True,False,False
eps_surprise__ts_min__w5,579.0,0.01714880971286838,0.09096195560011104,0.18852727604338626,4.536422277229533,eps_surprise,0.9818384558236218,True,True,False,False,False
rsi_above_70__ts_std__w10,575.0,0.02630379677774448,0.13905476503401779,0.18916141975652276,4.535931499314606,rsi_above_70,0.9818107032040689,True,True,True,False,False
insider_60d__ts_rank__w10,575.0,-0.01763499956235612,0.09358958958007313,-0.1884290725227298,-4.518370429565431,insider_60d,0.9810262044482643,True,True,False,False,False
intraday_momentum__ts_min__w5,579.0,0.039433402683104454,0.21006320492604177,0.18772160834634516,4.517035963664696,intraday_momentum,0.9809718034027703,True,True,True,False,False
insider_60d__ts_delta__w5,574.0,-0.017195715549175716,0.09137437586576455,-0.18818969088705398,-4.508704525696785,insider_60d,0.9805805710060291,True,True,False,False,False
vwap_dev_eod__ts_min__w5,579.0,0.03985298566146387,0.2127857284449934,0.18729162877935276,4.50668961523494,vwap_dev_eod,0.9804949848420873,True,True,True,False,False
rev_growth_yoy__ts_argmax__w20,533.0,-0.017413819994092146,0.0892319284149907,-0.19515234404781368,-4.505441723900208,rev_growth_yoy,0.9803565489810382,True,True,False,False,False
