ticker,prediction_date,actual_up,prob_up,shap_return_1d,shap_return_3d,shap_return_5d,shap_ma_5,shap_ma_10,shap_ma_20,shap_volatility_5d,shap_volatility_10d,shap_rsi_14,shap_macd,shap_bb_upper,shap_bb_lower,shap_bb_width,shap_volume_zscore,shap_volume_spike,shap_vwap,shap_obv,shap_atr,shap_spy_ret,shap_xlk_ret,shap_sentiment_score,shap_insider_net_shares,shap_insider_7d,shap_insider_21d,shap_congress_net_shares,shap_risk_today,shap_risk_next_1d,shap_risk_next_3d,shap_risk_prev_1d,shap_is_pandemic,shap_eps_surprise,shap_rev_surprise,shap_days_to_earnings,shap_post_earnings_1d,shap_post_earnings_3d,shap_post_earnings_5d,shap_vwap_dev_eod,shap_vol_surge_eod,shap_intraday_momentum,shap_premarket_gap,shap_iv_skew_snap,shap_pc_ratio_snap,shap_analyst_upside,shap_analyst_buy_pct,shap_analyst_mult,shap_finbert_sentiment,shap_oil_ret,shap_oil_spy_corr,shap_return_20d,shap_return_60d,shap_ma_50,shap_ma5_above_ma20,shap_ma20_above_ma50,shap_high_52w_ratio,shap_low_52w_ratio,shap_bb_pct,shap_rsi_above_70,shap_rsi_below_30,shap_obv_trend,shap_vix_close,shap_vix_ret,shap_dxy_ret,shap_yield_10y,shap_fear_greed,shap_vix_term_structure,shap_beta_60d,shap_short_ratio,shap_short_pct_float,shap_monday_sentiment,shap_sector_rel_ret,shap_day_of_week,shap_is_month_end,shap_vix_5d_above_25,shap_semi_etf_momentum_60d,shap_igv_vs_sp500_ret_30d,shap_lqd_hyg_spread
STX,2026-04-23,1,0.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015431580342974613,0.0,0.0,0.0,0.0,0.0,0.01026744802342323,0.0,0.0,0.0,-0.0029523208496712657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806803221660148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006070320854700374,0.0,0.006537644837554284,0.0,0.0,0.00746104043734638,0.0,0.0,0.0,-0.01241505202759086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004724253226706118,-0.008343021974132345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLU,2026-04-23,1,0.7209,0.0,0.0,0.0,0.0,0.0,-0.004067872514179063,0.0,0.0,-0.00973201143920372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008376452732123963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006913376121798891,0.0,0.0,0.0,0.0,-0.003665158787790654,0.0,0.0,0.0,0.0,0.08540857331925071,0.0,-0.0029109783838600057,0.0,0.0,0.0,-0.0033252627303149,0.0,0.0,0.0,0.0,0.02906401573080433,0.0,0.0,0.002039280218040898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLV,2026-04-23,1,0.742,0.0,0.0,0.0,0.0,0.0,-0.003309425740794761,0.0,-0.011732501134047555,0.0,-0.0008240283629464032,0.0,0.0,0.0,0.0,0.0016199754173003677,0.006513955201840574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007600081430102094,0.0,-0.00478196806430697,0.0,0.0,0.00969666411270899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031258933873554726,0.0,0.004232088221269874,0.0,0.0,0.0,0.0,0.0,0.0
XLE,2026-04-23,1,0.7519,0.000490085976032942,0.0,0.0,0.0,0.0,0.0,0.0,0.006773154408692625,0.0,0.018565676302691667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001600411666286442,0.0,0.0,0.016483141699976635,0.0,0.0,0.0033939022556237456,0.0,0.0,0.0,0.0,0.0,0.0009663015171330182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004712159529038375,0.0,0.0045346915556205795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003501306052657511
WMT,2026-04-23,1,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01705627284256482,0.0,0.0,0.0,-0.09656412799242986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0142765513206804,0.0,0.0,0.0,0.0,0.0,0.0,-0.011919937942930852,0.0,0.023992730236716598,0.0,0.0,0.0,-0.0011750760990264398,0.0,-0.003960052048204252,0.0,0.0,0.0,0.0,0.028663508181807146,0.0,0.0,0.0,-0.011925821007526913,0.0,0.0,0.0,0.0,0.0,-0.009016823440217118
GEV,2026-04-22,1,0.7002,0.0,-0.03451847864315669,-0.018897132415800533,0.0,0.0,-0.052048570317734404,0.0,0.0,-0.024907108781582282,0.0,0.0,0.0,0.0,0.0,-0.005175012869588735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006710996134760394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051899020990975736,0.0,-0.0007590706848289915,0.0,0.0,0.0,-0.05589250381330159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01309269028045447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCI,2026-04-22,1,0.7924,0.0,0.0,0.0,0.0,-0.0035923947506950947,0.0,0.0,0.0,0.0,0.0,0.06179388449190542,0.0,0.0,0.0,0.010649087451213516,0.0,0.01922451370298705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09793546930984268,0.0,0.0,0.0,0.0,0.0,0.01354245253324294,0.0,0.0,0.0,0.0,-0.03516463734741915,0.0,0.0,0.0,0.0,0.0,0.0,0.04890636964582226,0.0,0.0,0.0,0.0,0.0,0.004762267691240966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006020366123702728,0.0
ORIC,2026-04-22,1,0.751,0.0,0.0,0.0,0.0,0.0,0.010500946470397624,0.0,0.0,0.0,0.0,0.0,0.001883650198772271,0.0,0.0,0.0,0.0,0.0017874462714810584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008026950690453945,0.0,0.0018909569554964808,0.0,0.0,0.005015039046385349,0.0009675716958779668,0.0,0.0,0.0,0.0,0.0,0.0,-0.014862145975284206,0.011246498168334777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05182834817443414,0.0
MSFT,2026-04-22,1,0.7049,0.0,0.0,0.0,0.0,-0.01036455437533401,0.0,0.0,0.0,0.0,0.0,-0.005103419349236303,0.0,0.0,-0.0006950929136200656,0.0,-0.004875998380031667,-0.008703064995141757,0.0,0.0004522197885538995,0.0034847529953457084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006421581164014506,0.0,0.0,0.0,-0.0022895410580598694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLY,2026-04-22,1,0.7268,0.0,0.0,0.0,-0.01272457241255397,0.0,-0.049850223087726325,0.0,0.0,0.0,-0.017783144250474586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02758912030341597,0.0022407061106408553,0.0,0.0,0.0,0.0,-0.013163205474177953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052313942446259816,-0.04251433142120521,0.0,-0.020102959377425508,0.0,0.0,0.0,-0.03125228068334001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
