Price,Close,High,Low,Open,Volume,Return,Trend
Ticker,UNH,UNH,UNH,UNH,UNH,,
Datetime,,,,,,,
2025-06-23 13:30:00+00:00,298.4800109863281,302.4700012207031,297.8999938964844,301.8999938964844,2604749,,
2025-06-23 14:30:00+00:00,298.5874938964844,299.1000061035156,295.5199890136719,298.4599914550781,2319721,0.0003601008650497839,
2025-06-23 15:30:00+00:00,299.16900634765625,299.989990234375,298.3500061035156,298.56500244140625,1049499,0.0019475445658601043,
2025-06-23 16:30:00+00:00,299.2099914550781,299.42999267578125,297.2099914550781,298.95001220703125,1259179,0.00013699650215182047,0.0008148806443539028
2025-06-23 17:30:00+00:00,300.9049987792969,301.4476013183594,299.2950134277344,299.3399963378906,921518,0.00566494225669345,0.002583161108235125
2025-06-23 18:30:00+00:00,300.090087890625,301.1400146484375,299.3900146484375,300.9150085449219,737735,-0.0027081999035502013,0.0010312462850983566
2025-06-23 19:30:00+00:00,300.739990234375,301.1199951171875,299.7817077636719,300.17498779296875,888096,0.00216569080411233,0.001707477719085193
2025-06-24 13:30:00+00:00,301.44000244140625,303.95001220703125,299.78289794921875,301.45001220703125,2474669,0.002327632605446661,0.0005950411686695967
2025-06-24 14:30:00+00:00,302.0093994140625,302.7550048828125,301.43011474609375,301.44000244140625,868371,0.0018889230627807674,0.0021274154907799194
2025-06-24 15:30:00+00:00,304.01800537109375,304.1000061035156,301.05999755859375,302.0050048828125,1060703,0.006650806103810636,0.0036224539240126883
2025-06-24 16:30:00+00:00,303.2900085449219,304.7112121582031,303.1400146484375,304.05999755859375,719349,-0.0023945845749604455,0.0020483815305436526
2025-06-24 17:30:00+00:00,303.8247985839844,303.8500061035156,302.75,303.2799987792969,715353,0.0017632959345685872,0.0020065058211395925
2025-06-24 18:30:00+00:00,304.25,304.29998779296875,303.41650390625,303.70001220703125,705584,0.0013994954263027992,0.00025606892863698033
2025-06-24 19:30:00+00:00,305.6499938964844,305.82000732421875,304.2200012207031,304.260009765625,1052184,0.004601458985979967,0.002588083448950451
2025-06-25 13:30:00+00:00,301.375,304.3800048828125,299.79998779296875,304.3800048828125,2486468,-0.013986566274665768,-0.002661870620794334
2025-06-25 14:30:00+00:00,301.54998779296875,301.9176940917969,300.510009765625,301.37750244140625,1157655,0.000580631415906252,-0.0029348252909265162
2025-06-25 15:30:00+00:00,303.1499938964844,303.1499938964844,301.6099853515625,301.6099853515625,1046817,0.005305939871614651,-0.0026999983290482885
2025-06-25 16:30:00+00:00,302.32000732421875,303.30999755859375,301.5299987792969,303.1300048828125,587327,-0.002737874283279873,0.0010495656680803434
2025-06-25 17:30:00+00:00,301.2506103515625,302.5,301.2200012207031,302.3349914550781,596548,-0.0035373013586540436,-0.00032307859010642187
2025-06-25 18:30:00+00:00,303.70001220703125,303.7699890136719,301.1700134277344,301.3299865722656,971744,0.008130778067504174,0.0006185341418567525
2025-06-25 19:30:00+00:00,302.1300048828125,303.79998779296875,302.0799865722656,303.6199951171875,982335,-0.0051695991475577685,-0.00019204081290254602
2025-06-26 13:30:00+00:00,304.260009765625,306.7099914550781,301.70001220703125,302.57000732421875,1750661,0.007049961435106944,0.003337046785017783
2025-06-26 14:30:00+00:00,304.92498779296875,305.8999938964844,304.0899963378906,304.36041259765625,842693,0.002185558423717815,0.0013553069037556635
2025-06-26 15:30:00+00:00,304.05999755859375,305.46929931640625,303.57501220703125,304.989990234375,640047,-0.0028367312257212562,0.0021329295443678342
2025-06-26 16:30:00+00:00,303.3808898925781,304.6000061035156,302.92999267578125,304.04998779296875,494437,-0.002233465998383255,-0.0009615462667955654
2025-06-26 17:30:00+00:00,301.6050109863281,304.20001220703125,301.2900085449219,303.32000732421875,653793,-0.005853628113751008,-0.0036412751126185063
2025-06-26 18:30:00+00:00,301.75,302.26409912109375,301.42999267578125,301.55499267578125,727958,0.00048072481686478596,-0.0025354564317564923
2025-06-26 19:30:00+00:00,302.6199951171875,302.6300048828125,301.2900085449219,301.75,833153,0.002883165259941922,-0.0008299126789814334
2025-06-27 13:30:00+00:00,304.385009765625,306.45001220703125,302.20001220703125,302.95001220703125,1962194,0.00583244556511886,0.0030654452139751895
2025-06-27 14:30:00+00:00,305.760009765625,306.17999267578125,304.2799987792969,304.2799987792969,745069,0.004517305241341418,0.004410972022134067
2025-06-27 15:30:00+00:00,309.3299865722656,310.45001220703125,305.6700134277344,305.6700134277344,1848320,0.011675747948128201,0.00734183291819616
2025-06-27 16:30:00+00:00,308.6600036621094,310.0299987792969,308.17999267578125,309.3999938964844,1067447,-0.002165916462158912,0.004675712242436902
2025-06-27 17:30:00+00:00,306.3500061035156,309.29998779296875,306.0332946777344,308.5799865722656,903746,-0.00748395493807652,0.0006752921826309229
2025-06-27 18:30:00+00:00,307.92999267578125,308.07000732421875,306.1099853515625,306.3450012207031,2711312,0.005157455657865295,-0.001497471914123379
2025-06-27 19:30:00+00:00,309.1199951171875,309.2099914550781,307.53009033203125,307.92950439453125,1327009,0.0038645226827878076,0.0005126744675255276
2025-06-30 13:30:00+00:00,308.0400085449219,310.8999938964844,306.340087890625,308.9949951171875,1818136,-0.003493745436480733,0.00184274430139079
2025-06-30 14:30:00+00:00,310.2900085449219,310.4898986816406,307.6700134277344,308.0899963378906,1037890,0.0073042459991747855,0.0025583410818272867
2025-06-30 15:30:00+00:00,310.2699890136719,311.6199035644531,309.3800048828125,310.4150085449219,872059,-6.451877501267855e-05,0.0012486605958937913
2025-06-30 16:30:00+00:00,311.125,311.239990234375,310.0400085449219,310.2200012207031,730524,0.002755699927814881,0.003331809050658996
2025-06-30 17:30:00+00:00,311.4678039550781,311.7699890136719,310.4800109863281,311.1199951171875,641267,0.0011018206671855602,0.0012643339399959208
2025-06-30 18:30:00+00:00,310.885009765625,311.4898986816406,310.0400085449219,311.4200134277344,637383,-0.0018711217726284923,0.0006621329407906495
2025-06-30 19:30:00+00:00,311.8500061035156,312.3800048828125,310.7699890136719,310.885009765625,1547717,0.0031040298103086617,0.0007782429016219098
2025-07-01 13:30:00+00:00,320.2950134277344,320.7099914550781,311.0801086425781,311.9700012207031,3672596,0.027080350036663203,0.00943775269144779
2025-07-01 14:30:00+00:00,325.4700012207031,325.9649963378906,319.8399963378906,320.2925109863281,3832122,0.016156941494614774,0.015447107113862213
2025-07-01 15:30:00+00:00,324.39599609375,325.9800109863281,323.0,325.5325012207031,2111297,-0.00329985904361374,0.013312477495888079
2025-07-01 16:30:00+00:00,322.4100036621094,324.84991455078125,320.7601013183594,324.45001220703125,1798035,-0.006122123748613317,0.002244986234129239
2025-07-01 17:30:00+00:00,322.44500732421875,322.9299011230469,321.8100891113281,322.4200134277344,472552,0.00010856878419329696,-0.0031044713360112532
