ds,yhat,yhat_lower,yhat_upper
2020-07-06,136.52288061974446,101.01617942877739,172.55657883638827
2020-07-07,136.53485104768848,100.94995805699848,169.19969208267707
2020-07-08,135.2110787191863,96.71748548674604,168.97871853869685
2020-07-09,134.32460611458515,99.67092248759414,168.5139714744555
2020-07-10,132.83545844084225,96.31971926686842,169.03057707288988
2020-07-13,128.44941118806892,92.41137911390138,161.23492899978092
2020-07-14,127.81258030327105,90.86092496570397,165.07743781001733
2020-07-15,125.9049336921197,91.59115010248325,161.6244873543444
2020-07-16,124.50779449290013,89.4100368591003,160.15205647020602
2020-07-17,122.58863371391209,86.31049685505174,156.68600488824586
2020-07-20,117.45529273217998,82.67202257104525,153.47845702569342
2020-07-21,116.76384189991113,78.68283155425696,151.10988991912185
2020-07-22,114.9022725063314,78.81391529855256,149.544492605647
2020-07-23,113.65188468218122,76.04740758615286,148.07165801325104
2020-07-24,111.97871140826925,77.60139481536909,148.16947042486115
2020-07-27,108.14387900964992,71.60395843658088,145.0975052511771
2020-07-28,108.05414794609602,74.56930831187393,144.975960972504
2020-07-29,106.86694008993234,72.66277461136326,141.9517110191426
2020-07-30,106.35505251402758,70.30606747407627,140.8287850247077
2020-07-31,105.47527385740995,68.37296375040016,139.3695612670051
2020-08-03,104.24988574058538,67.8064442736079,138.3858679577037
2020-08-04,105.07165564635825,69.72724536969257,139.95820683396056
2020-08-05,104.79933251214598,72.55241488554549,139.85849504007624
2020-08-06,105.19552151892486,66.6587169629706,139.58837972357492
2020-08-07,105.20721715365583,70.69950030771015,141.18482677920076
2020-08-10,106.46732404837675,73.36683393002762,141.37623550043185
2020-08-11,108.02845616483593,75.21091834845075,142.84405647851347
2020-08-12,108.43993797562976,72.58381853202272,145.41084413857018
2020-08-13,109.45915572219016,74.3179142223953,143.62026968239675
2020-08-14,110.0288476253197,75.0616092760463,143.60895852366258
2020-08-17,112.54473019408505,75.72590091614707,146.8886176784778
2020-08-18,114.38045501151689,80.93698673122223,150.58414626596254
2020-08-19,114.9944940593904,80.83611829235711,149.0233947608037
2020-08-20,116.14547384172367,79.788462516959,151.91839685208595
2020-08-21,116.77813616016952,81.13003005610696,151.53200617242499
2020-08-24,119.10033055366267,83.06684026689716,149.56956158381468
2020-08-25,120.75691616717988,87.75029522070471,157.6302359765965
2020-08-26,121.14222529006605,85.41403628784181,155.56094816936906
2020-08-27,122.02009685922836,89.31790273781083,155.517205153151
2020-08-28,122.34079297721864,87.66792852081348,156.0993647557959
2020-08-31,123.55252627696629,88.63558035260313,159.16634707887476
2020-09-01,124.8010367212165,89.08797068609384,158.61136518568526
2020-09-02,124.76962555556648,90.46998392233856,160.37169996530665
2020-09-03,125.22832228986553,89.96015207592866,159.08127133106697
2020-09-04,125.13350888894493,91.28931338567182,159.54934575925182
2020-09-08,126.08536350433735,89.26965394659574,159.80692955536838
2020-09-09,125.74240490423807,92.24717652847158,157.466533187659
2020-09-10,125.9254666736014,90.11503015966608,160.8142989182309
2020-09-11,125.59503098055234,88.54890039973101,162.980429293413
2020-09-14,125.20730253742097,89.44400380849883,159.0275763486362
2020-09-15,126.0670377708972,90.23446213457306,161.36495652242468
2020-09-16,125.72975234363734,91.37472245270536,160.90437145121248
2020-09-17,125.97019455415816,88.86739504361208,160.59077340100018
2020-09-18,125.74819630866624,91.43019212234528,161.0063719379089
2020-09-21,125.97320453669877,94.25061683695414,162.37919767623995
2020-09-22,127.12257123362114,92.31497037472934,162.2714402324409
2020-09-23,127.11042315645435,92.36137638474,159.54257020822007
2020-09-24,127.7061060651704,91.963183351591,163.83150721103922
2020-09-25,127.86341764182134,91.93066990934794,163.3844878502855
2020-09-28,129.3029593539211,94.41895854338377,162.7664017226468
2020-09-29,130.8584206856518,95.6521802585601,167.03728635761146
2020-09-30,131.24047301602582,97.86584379940821,167.1715671168497
2020-10-01,132.21102934110786,97.61374155283322,166.4591416196208
2020-10-02,132.7167214636257,98.14499913035667,167.37465597134266
2020-10-05,134.97802492809143,98.3359328694544,170.347014961833
2020-10-06,136.7149120162108,100.10701787890045,168.03573322033458
2020-10-07,137.2253102228865,102.9261835355239,172.1612467015549
2020-10-08,138.2685806346563,103.03775846844994,173.85988674616507
2020-10-09,138.78995581243447,103.58863359054955,176.0925591841368
2020-10-12,140.76038387916407,106.72459768294627,175.370679400285
2020-10-13,142.29523948134533,109.13522860569186,176.87674865173307
2020-10-14,142.55782354712773,106.99751413212132,178.0157313204683
2020-10-15,143.31318613845173,106.62203068690813,177.64243158828913
2020-10-16,143.51318995224233,108.44176077818493,178.68196290060993
2020-10-19,144.396000182893,107.97384317784451,178.7089821661083
2020-10-20,145.5553262465568,110.43038782993094,179.56671894876393
2020-10-21,145.45049131313152,113.08099699435313,180.6756601243257
2020-10-22,145.8551771425179,111.96445410059364,181.1164709416888
2020-10-23,145.72949073517785,109.78144406026435,177.62802214236652
2020-10-26,145.85749680221872,111.12899878335722,179.22494022848065
2020-10-27,146.85876898593543,111.76708085481548,180.4105080098906
2020-10-28,146.64950792588996,111.37998436455796,182.62005193214247
2020-10-29,147.00553061770663,114.17567873818255,182.40816141755894
2020-10-30,146.88765286961737,112.544389756205,181.9386943612511
2020-11-02,147.3632495432075,113.74594031523895,179.29160351794397
2020-11-03,148.57653580061637,113.5274057486425,184.30235117434273
2020-11-04,148.61819791417625,111.95838678885372,181.69372894267443
2020-11-05,149.2569007415661,117.1869086970581,186.78432388252241
2020-11-06,149.44545012480216,113.47255683400911,187.5522060920265
2020-11-09,150.89438358162084,115.88733353274591,185.4047426136221
2020-11-10,152.41955318732576,118.96148835731387,187.27904659376006
2020-11-11,152.75185043522555,116.72853457479269,188.2152396070416
2020-11-12,153.6516795323382,120.02290698214127,190.03484526111652
2020-11-13,154.06439936764545,119.15106212809351,186.83349492241936
2020-11-16,155.90617814258144,121.13597065109805,191.9816411465757
2020-11-17,157.4564515988649,122.88234392638131,189.95293349907416
2020-11-18,157.75838554211674,124.48834299901928,192.84115811330776
2020-11-19,158.573257504097,124.85423297074686,193.29871125102417
2020-11-20,158.84891175841958,127.27917160441511,194.0385047363977
2020-11-23,160.01447830532953,125.59162451548845,197.40378294976634
2020-11-24,161.27360901776447,125.6257751993049,197.80117576293935
2020-11-25,161.26556967090437,127.05829824856932,196.87185110149213
2020-11-27,161.7184681974106,126.5439425851815,198.84580026078382
2020-11-30,162.0339392103054,128.65450816738812,194.9369329844159
2020-12-01,163.07630085949063,129.48966207951,198.15418177513584
2020-12-02,162.89859540188124,129.49253679359262,199.5259850079266
2020-12-03,163.278254129849,129.88937497842642,196.84212268848034
2020-12-04,163.1782283037991,127.60595384601767,200.42225958486964
2020-12-07,163.6998811793833,130.46029954132865,196.0365835137426
2020-12-08,164.93625280949735,129.71424261007266,202.58290111642756
2020-12-09,165.01012798003134,131.19529710670386,198.36081262675708
2020-12-10,165.6931382679014,127.4815260424406,197.63940209208764
2020-12-11,165.9407455655367,132.04641951114922,200.17900270134348
2020-12-14,167.674723498565,132.22511032491306,202.91583026655204
2020-12-15,169.3341973151632,135.1739740846552,203.97958995776906
2020-12-16,169.82026505695163,136.43976807428413,203.83107664794366
2020-12-17,170.89200626809156,137.58220588927503,205.05541794602934
2020-12-18,171.49261448027386,135.75982111615323,206.9350064464693
2020-12-21,173.96013895510282,141.55713557543368,207.97721238118422
2020-12-22,175.72480132620618,142.10510434977792,209.35516339070813
2020-12-23,176.23509883263284,142.6570586919082,211.82481124053578
2020-12-24,177.16375013580304,145.79198880153717,212.17190068571162
2020-12-28,178.81688878901363,141.39993502339522,212.56001815187167
2020-12-29,180.03915009564102,145.37120015028847,213.32625248030865
2020-12-30,179.94844356731244,143.29352113611418,216.04222372691626
2020-12-31,180.31212211273288,145.3013885628077,217.99126448010907
2021-01-04,179.534009316118,143.55318178706256,215.45001933674268
2021-01-05,180.1874378939157,143.64890194907815,212.27783804763268
2021-01-06,179.5773051866156,145.28762112196952,212.75516529328556
2021-01-07,179.48722061208207,143.6813658260089,215.6140426518013
2021-01-08,178.88780038940754,144.67498547834253,215.6740744680862
2021-01-11,177.83024393393612,143.27408278068313,213.30967822173568
2021-01-12,178.55119769965106,144.33714209658,213.87707802556153
2021-01-13,178.13630949913195,145.12247877056114,211.10387188157796
2021-01-14,178.3707090879346,144.17911982372837,213.69767732353426
2021-01-15,178.22351115653845,142.33217890089074,215.08920000919312
2021-01-19,180.837432841079,146.31299071187757,214.0611724746702
2021-01-20,181.38677578983817,145.26696133383527,217.26452331871724
2021-01-21,182.643789662386,148.81404229444203,218.9918497226792
2021-01-22,183.55797090639103,148.36659260130565,215.97638905005127
2021-01-25,187.76580066500858,151.66674665670052,223.60579727836347
2021-01-26,190.37477634872465,156.39425507914018,224.77826143593109
2021-01-27,191.8538392361148,157.42938763217666,225.2473870815911
2021-01-28,193.94970771872912,160.55738761377552,229.80198257638747
2021-01-29,195.59284969710174,161.39526143547582,233.75034652016225
2021-02-01,201.17005167541978,164.78715203327843,236.20967668171374
2021-02-02,203.9235038804274,171.83368319869717,238.45989169159938
2021-02-03,205.37891661850747,169.8594701797296,240.7717386658177
2021-02-04,207.28068602045624,175.4757116334321,242.0894356897107
2021-02-05,208.56038975257525,173.13807301272266,239.4202698122071
2021-02-08,212.09297791613827,176.18722809906774,247.44242993548386
2021-02-09,213.88325506502554,180.11837955124028,247.45646992378897
2021-02-10,214.26001441588218,179.0977011904345,252.23299814082998
2021-02-11,214.98644175588814,179.4977651215832,251.58903159907598
2021-02-12,215.01474029035938,182.0824534023899,251.19637146324322
2021-02-16,215.02210450492854,178.56780989805978,247.90175206387585
2021-02-17,214.1078805385872,180.15992008620444,248.31566257948293
2021-02-18,213.60293074644642,176.9393395223574,246.529717166338
2021-02-19,212.47951772916252,175.06359041332817,245.32816909234842
2021-02-22,209.21827566267928,176.8792746881899,244.34305462413386
2021-02-23,209.00379469029684,171.72365328943653,243.5976620781968
2021-02-24,207.5588568798542,170.73430337311277,241.2068781827842
2021-02-25,206.6726874221305,171.51121326691182,241.5215692887008
