ds,yhat,yhat_lower,yhat_upper,actual
2020-07-23,88.92308697047547,74.68546975789975,102.74392528189144,85.22000122070312
2020-07-24,88.69697405454264,74.81504900839484,102.63328224567951,84.83999633789062
2020-07-27,87.92459720562309,74.43914619417902,101.19682319360803,87.83000183105469
2020-07-28,87.51185936649017,73.71658811403461,100.61929978215012,88.27999877929688
2020-07-29,87.36619074113177,73.42110242710169,99.6393218868102,90.12999725341797
2020-07-30,87.43595196334623,73.35040259333232,101.17444943143819,92.76000213623047
2020-07-31,87.3962344580065,73.56988964799743,100.74687078827029,93.86000061035156
2020-08-03,87.2360576638611,74.33790288390442,100.87276596405704,95.66999816894531
2020-08-04,87.02973908293502,73.62061716163342,100.63655166822741,94.22000122070312
2020-08-05,87.0844468793244,73.16253740678657,100.65407554900497,94.31999969482422
2020-08-06,87.34464459995978,74.60987142288494,101.89908351218486,90.01000213623047
2020-08-07,87.4819114922314,74.87180530845738,101.77195872358078,75.27999877929688
2020-08-10,87.74365813302624,74.55634303456013,101.40934068774827,76.36499786376953
2020-08-11,87.63469590057908,73.64824692695872,101.04408556804677,75.68000030517578
2020-08-12,87.76295284226963,74.1165232181639,102.09847815044549,76.61000061035156
2020-08-13,88.07237833302545,74.6728827475231,102.41989423840207,82.41999816894531
2020-08-14,88.23454090282213,73.8564876165142,101.65267741130904,81.23999786376953
2020-08-17,88.431805915547,74.89480562095378,103.02231432846911,83.44999694824219
2020-08-18,88.25927064300852,73.94447751184045,102.7294560535755,83.45999908447266
2020-08-19,88.30592560708092,74.33608650067254,102.35692273476833,82.47000122070312
2020-08-20,88.51793266202401,75.82392989750262,103.84369086672274,85.77999877929688
2020-08-21,88.56926910270201,75.36267013814964,103.10430414475385,86.12000274658203
2020-08-24,88.37954144869464,75.37861432129694,101.98647745398215,84.33999633789062
2020-08-25,88.06874999212286,75.21771104662407,102.14068032032847,83.7699966430664
2020-08-26,87.97695283653837,73.54429055300439,102.35573501742135,86.27999877929688
2020-08-27,88.05287509139514,73.58959362028247,101.32737856822087,83.54000091552734
2020-08-28,87.9729460178119,73.70901445834355,101.9955793761946,82.9800033569336
2020-08-31,87.44065025420792,73.04017062364449,101.08303755722082,83.55000305175781
2020-09-01,87.03930940867721,73.60471475916614,101.48340190092034,85.7699966430664
2020-09-02,86.87157714648224,73.07938250152073,101.08283240501967,84.19000244140625
2020-09-03,86.8875413227947,72.6977145591536,100.4093056911548,80.0999984741211
2020-09-04,86.76477536018574,73.13522570246703,100.99286764729524,79.56999969482422
2020-09-08,85.84602865621271,71.52509531172113,99.12031204650705,79.9800033569336
2020-09-09,85.73033578488736,73.25715745201724,98.34428601770739,81.9800033569336
2020-09-10,85.81755893004042,71.36951286044645,99.48938980289024,80.66999816894531
2020-09-11,85.78480809034328,72.48531351564127,99.31746227638403,80.36000061035156
2020-09-14,85.60920866268901,71.86280967841256,99.9767814149749,84.38999938964844
2020-09-15,85.39613173653066,70.78782511170047,96.89633824002594,88.54000091552734
2020-09-16,85.44900763760896,72.1012884488926,98.58068406087013,89.37999725341797
2020-09-17,85.71583152166565,71.93658969192435,99.0755116537639,87.25
