ds,yhat,yhat_lower,yhat_upper
2020-07-06,231.28158089807135,192.12738677124955,272.9857434671345
2020-07-07,234.09025725896663,196.62727433238103,271.75049044143736
2020-07-08,237.8817058537918,199.60610726102442,277.2153798314702
2020-07-09,240.21577449715986,203.01447221949394,277.4067456552377
2020-07-10,243.11653758835533,206.5377435449429,281.59651072243
2020-07-13,250.43496493304937,210.19489502708274,288.8056414550607
2020-07-14,252.66427448193429,214.08871478105246,292.29577745983
2020-07-15,255.78756338408692,216.79158061404772,292.3769705598304
2020-07-16,257.37841894075837,217.7592718005342,295.3796232243043
2020-07-17,259.475303013013,222.38462023410145,296.92630460058615
2020-07-20,264.16487578590346,226.65222661194616,302.97322363475934
2020-07-21,265.49319003869647,225.92062575377415,302.09165442945755
2020-07-22,267.7253430373251,226.56409078879668,306.7992343410179
2020-07-23,268.44673311135676,228.38212904192713,307.1989001555468
2020-07-24,269.7063246761131,233.45310538636798,304.19190656381846
2020-07-27,272.15939136122074,236.4398465672165,311.3690522111493
2020-07-28,272.8532567844289,233.072876879335,312.01166138799795
2020-07-29,274.5119243641153,232.93295505128896,312.1053776208279
2020-07-30,274.721595467396,235.41443792375446,311.0554905360621
2020-07-31,275.53051101995567,236.9679895395233,311.93356171890173
2020-08-03,276.9705549996073,237.77616867523764,314.7874414531327
2020-08-04,277.42519578556886,240.03447447054626,315.7784240834507
2020-08-05,278.88454320037386,241.4876782001518,316.685809786865
2020-08-06,278.92842413318004,240.68477774505092,314.9275558424754
2020-08-07,279.5984849431117,244.19019579751628,319.48842659088456
2020-08-10,280.7186211143007,242.96903937658234,317.85888849411356
2020-08-11,281.07881261892845,242.4302478311027,319.11987249276893
2020-08-12,282.4411462196558,245.66889773506512,319.948509835311
2020-08-13,282.3813274335754,245.8009974500582,320.369407866785
2020-08-14,282.9377163448859,245.5958890044528,320.9456852326471
2020-08-17,283.6374169807423,245.19012614558787,320.60238268919335
2020-08-18,283.82886372962264,246.30844125394898,321.51177309576286
2020-08-19,285.0091534148636,249.12650413405052,323.0387649154254
2020-08-20,284.75568140941095,248.02644841042104,323.3194324719294
2020-08-21,285.1090887638009,247.32482629713348,323.41108098202693
2020-08-24,285.17307080516474,246.61104298201005,321.89455811538966
2020-08-25,285.15466494821027,252.0290367951702,321.0504831802984
2020-08-26,286.1317984689059,247.83608383743123,321.9904433329633
2020-08-27,285.68512572534434,246.80918306577811,322.20935160906066
2020-08-28,285.85830285367274,249.21641375094893,324.9474740834158
2020-08-31,285.48419737527087,246.7223715528554,325.70291757184543
2020-09-01,285.360031724122,246.19703151868467,324.17165700397845
2020-09-02,286.25336847656433,248.41785417306252,323.6275871654878
2020-09-03,285.74522497361465,248.28664972677018,324.8973910338781
2020-09-04,285.8791589733271,247.65240278679465,322.3151604101781
2020-09-08,285.4308231231363,244.1619083256969,323.92607231967634
2020-09-09,286.3821056938854,249.09132424741378,324.3858363646692
