ds,yhat,yhat_lower,yhat_upper,actual
2020-07-09,95.80582410054221,46.04473671084429,138.34943896707003,92.9520034790039
2020-07-10,98.10469457807608,50.047814152381584,147.28444290289335,102.97666931152344
2020-07-13,103.81805439325706,56.09047372632277,152.51070294664137,99.80400085449219
2020-07-14,104.20909995562381,56.78383246693223,148.67993221970454,101.12000274658203
2020-07-15,104.98624121548717,52.4103911709152,154.76347465009025,103.06732940673828
2020-07-16,105.03505153228684,59.65148810455557,151.88276644293683,100.04266357421875
2020-07-17,106.39119371247331,61.4593030311793,155.97032556863957,100.05599975585938
2020-07-20,109.16105862132292,66.65769724617803,158.66622114769996,109.53333282470703
2020-07-21,108.59699570449408,62.87877633491406,156.98183986384845,104.55733489990234
2020-07-22,108.46340044929549,60.27767614735255,154.82362566465676,106.15533447265625
2020-07-23,107.66310407179967,61.84725642149573,154.16851148155706,100.87133026123047
2020-07-24,108.24737643265091,60.01529051422091,160.35138774783056,94.46666717529297
2020-07-27,109.2887405758829,63.733807292507926,156.04387866594647,102.63999938964844
2020-07-28,108.37269842195015,58.59625119256302,156.60987759642086,98.43267059326172
2020-07-29,108.00645246477521,62.19666516888749,157.40562944344614,99.94066619873047
2020-07-30,107.09280941220148,56.81027288150557,155.33475050929616,99.16600036621094
2020-07-31,107.68014869322056,59.996160684146744,154.02655943603426,95.38400268554688
2020-08-03,109.36071050638085,62.74230801543892,155.95218161565967,99.0
2020-08-04,108.83350402817224,63.19622650807096,156.75518510631096,99.13333129882812
2020-08-05,108.92233862911908,62.10511266037818,159.9116564251244,99.00133514404297
2020-08-06,108.51515681320602,64.2249929190838,158.6752963811012,99.30533599853516
2020-08-07,109.64483489844454,61.50397714241164,154.93114133442978,96.84733581542969
2020-08-10,113.01264074927114,64.09357230856848,160.87894194579263,94.57133483886719
2020-08-11,113.01933265835044,66.55635112084222,163.99112635688482,91.6259994506836
2020-08-12,113.60647010301194,68.07920421839361,159.31507390357154,103.65066528320312
2020-08-13,113.6516970679334,64.23134404095684,162.25085994976757,108.06666564941406
2020-08-14,115.17964180324307,67.84736560977007,161.34838518063748,110.04733276367188
2020-08-17,119.3690144800079,71.78053899091752,164.11724601427966,122.3759994506836
2020-08-18,119.52080852631622,72.52739808514399,167.36815227884105,125.80599975585938
2020-08-19,120.19224701590717,73.3875962131582,166.5227466615907,125.23533630371094
2020-08-20,120.26627488257103,70.97852957301289,169.01962796923613,133.45533752441406
2020-08-21,121.77460457107068,72.71235960903266,167.32885793075187,136.6653289794922
2020-08-24,125.70549809362244,81.42157170844942,173.32023377387972,134.27999877929688
2020-08-25,125.73894405438095,78.7406278455103,174.49013108199927,134.8893280029297
2020-08-26,126.2937431717047,78.34103889095267,172.96851409427222,143.54466247558594
2020-08-27,126.26303329325775,78.579943597402,177.13920288612923,149.25
2020-08-28,127.68783808214427,80.87218955911621,176.71817543246942,147.55999755859375
2020-08-31,131.56805607247787,85.18390854230304,177.43872393173274,166.10667419433594
2020-09-01,131.66665053879137,82.90492520899639,181.8407853348536,158.35000610351562
2020-09-02,132.33021741021184,87.48023221303576,178.5830059863991,149.1233367919922
2020-09-03,132.45016126830967,86.10448489211574,180.9510865717681,135.6666717529297
2020-09-04,134.06356251507842,87.30562758609467,182.79039829220952,139.44000244140625
2020-09-08,139.02706570117485,91.64196309058036,186.9702730208929,110.06999969482422
2020-09-09,139.94276118060768,93.9182393848736,188.505430349822,122.09333038330078
2020-09-10,140.2926196527216,95.02568504653252,186.75405376937215,123.77999877929688
2020-09-11,142.10053510856005,95.84505594522041,193.9177396300552,124.23999786376953
2020-09-14,146.94872856871453,100.49954806704686,192.8870233114633,139.8733367919922
2020-09-15,147.24009871781485,98.71592796205589,193.55177104198313,149.9199981689453
2020-09-16,147.99730757659796,102.98233986834325,197.5220441708078,147.25332641601562
2020-09-17,148.093080797914,98.04449629789045,195.9073608867509,141.14332580566406
2020-09-18,149.54803225599656,102.26037976529115,197.38933796624875,147.38333129882812
2020-09-21,152.75212155818937,110.48505576181242,202.8523666105047,149.79666137695312
2020-09-22,152.31722584210632,102.77679582069244,198.759991847125,141.41000366210938
2020-09-23,152.27443179118166,104.48713705311071,201.06689424545928,126.78666687011719
2020-09-24,151.50956550242995,105.17765685824864,197.90980941971603,129.26333618164062
2020-09-25,152.05857466562276,104.67959301789541,197.88285331789305,135.77999877929688
2020-09-28,152.4522042949154,105.77061252754389,198.11434275212102,140.39999389648438
2020-09-29,151.11489460958643,101.82366363655488,199.1641517117946,139.69000244140625
2020-09-30,150.220596908266,104.47820867473672,195.1329081175303,143.00332641601562
2020-10-01,148.67491293079664,103.40942886883388,199.34765434577906,149.3866729736328
2020-10-02,148.5325354905998,101.49537543726969,196.54977792115056,138.3633270263672
2020-10-05,147.55031031719872,100.34923673358269,197.60602100182504,141.89332580566406
2020-10-06,146.02944440967704,98.64187384199346,192.39285899907185,137.9933319091797
2020-10-07,145.10321403748648,98.57684078409349,188.94479869799704,141.76666259765625
2020-10-08,143.6808940492327,95.85601894435223,192.00184973379,141.97332763671875
2020-10-09,143.8174473342555,95.73557664404865,194.47730456901422,144.6666717529297
2020-10-12,144.55694319349348,100.8914800789441,195.89106330249027,147.43333435058594
2020-10-13,143.87254066033626,95.10890734708681,194.75895357260586,148.88333129882812
2020-10-14,143.89050841334466,101.95053276322088,193.44070626944225,153.76666259765625
2020-10-15,143.50229253584456,95.21126052405438,192.1242441042835,149.6266632080078
2020-10-16,144.74314822890432,95.0272659575639,191.0925429541973,146.55667114257812
2020-10-19,149.00202369684817,103.7224177630478,196.68971007200687,143.61000061035156
2020-10-20,149.48588705817158,99.48761874590866,197.05455778970668,140.64666748046875
2020-10-21,150.63371341480632,100.75313071619705,199.75281899189582,140.8800048828125
2020-10-22,151.31700308826274,102.95848094149815,199.83036046437263,141.92999267578125
2020-10-23,153.55285015506067,101.17288795261753,202.0406390022743,140.2100067138672
2020-10-26,160.1913495605272,113.91960837419248,209.70295310028916,140.0933380126953
2020-10-27,161.23188394113174,115.31645804049482,207.86413678886453,141.55999755859375
2020-10-28,162.80847776578452,114.12512552441085,207.5032051275033,135.33999633789062
2020-10-29,163.79169951777604,118.82094784269502,212.87265398583094,136.94332885742188
2020-10-30,166.20091469058997,117.77353346366974,214.2388726803499,129.34666442871094
2020-11-02,172.66743297134497,127.11668958388137,222.26894206331193,133.50332641601562
2020-11-03,173.45535512253363,125.48824275361306,219.3740107456484,141.3000030517578
2020-11-04,174.70463219964023,126.15001165495298,222.11047297167997,140.32666015625
2020-11-05,175.30183316065825,130.00710376057447,224.08943961304908,146.02999877929688
2020-11-06,177.28314546123417,129.44111388040864,222.55943817285592,143.31666564941406
2020-11-09,182.38463559056038,132.67734416947553,229.9259521025299,140.4199981689453
2020-11-10,182.74423735832295,135.30065509119925,230.46003746636467,136.7866668701172
2020-11-11,183.60240482479048,136.0758518515243,234.27281151881482,139.0433349609375
2020-11-12,183.85736819497905,138.5805063277589,229.83816747472218,137.25332641601562
2020-11-13,185.55475164337875,134.86690612821155,227.23971154031213,136.1666717529297
2020-11-16,190.21101425065504,142.77563816931573,237.13375888659905,136.02999877929688
2020-11-17,190.56338699142478,144.46427466111956,237.03881698607105,147.20333862304688
2020-11-18,191.4811629028536,145.1763171755065,235.51405037240232,162.2133331298828
2020-11-19,191.8566184699333,145.2802845193422,241.11196342456353,166.42333984375
2020-11-20,193.72726068239393,146.87028521330063,240.9428675092475,163.20333862304688
2020-11-23,199.11304934162544,154.7862628262436,248.09452553991684,173.9499969482422
2020-11-24,199.737033696506,152.68224390193834,247.30553445282706,185.1266632080078
2020-11-25,200.91845981738584,150.323574530444,248.6710741898292,191.3333282470703
2020-11-27,203.6156877750123,155.1526939410992,251.50199588536083,195.25332641601562
2020-11-30,209.31742086264134,163.69872966280792,258.26401333904914,189.1999969482422
2020-12-01,209.91601036522746,164.6314148272201,258.72901330323987,194.9199981689453
2020-12-02,210.99816962598717,163.76950129892506,258.69858918947335,189.60667419433594
2020-12-03,211.44128502131102,162.51457857496845,258.47572267812836,197.7933349609375
2020-12-04,213.2710454294887,162.1753315061496,260.10164147854243,199.67999267578125
2020-12-07,217.81807877149504,169.95971988165252,266.2299411208075,213.9199981689453
2020-12-08,217.92124073694978,170.06421153791007,265.45400962257804,216.6266632080078
2020-12-09,218.4695781183293,171.9820555353084,267.46330255759864,201.4933319091797
2020-12-10,218.3526108859257,170.82804597126895,266.5387945391072,209.02333068847656
2020-12-11,219.60897613223014,173.2183695291304,265.28214007803285,203.3300018310547
2020-12-14,222.48886205993196,172.38974027815362,269.0688990658651,213.27667236328125
2020-12-15,222.09646230210228,174.8705792506302,271.2031082896026,211.0833282470703
2020-12-16,222.19820943059332,174.0979310509821,268.85218847230993,207.58999633789062
2020-12-17,221.69277919670932,177.5245296163576,272.46275360797284,218.63333129882812
2020-12-18,222.6260766554401,173.15316930534664,271.13946117736884,231.6666717529297
2020-12-21,224.96907085935806,177.56302390857456,274.0622432825244,216.6199951171875
2020-12-22,224.5433954218979,175.5612242729599,273.12278235150774,213.44667053222656
2020-12-23,224.67958166574945,176.41346040501415,273.2786947563078,215.32666015625
2020-12-24,224.26985398935332,174.7486874879911,268.25446272758495,220.58999633789062
2020-12-28,228.34890688921254,175.4101972187406,274.68260748078256,221.22999572753906
2020-12-29,228.1693617578741,181.47923993009618,276.17841935796883,221.99667358398438
2020-12-30,228.54170595418515,178.6079298941707,280.4358467396534,231.5933380126953
2020-12-31,228.34702080603745,180.57760917861697,275.5875820602334,235.22332763671875
2021-01-04,232.84613478703218,185.7402017196688,279.85275582283856,243.2566680908203
2021-01-05,232.61785291792626,186.41870449666774,281.82408760502767,245.0366668701172
2021-01-06,232.8715364812058,184.77560222028086,281.6831582684052,251.9933319091797
2021-01-07,232.48527842097002,186.81583877059253,280.0642499634911,272.0133361816406
2021-01-08,233.4856411837708,183.87200402690655,281.0953461147927,293.3399963378906
2021-01-11,235.55598586671957,187.8634524505289,282.601857260099,270.39666748046875
2021-01-12,234.8423764381157,186.45205921004026,284.6131770789881,283.14666748046875
2021-01-13,234.5813785916758,186.6308775060226,280.8957961529004,284.8033447265625
2021-01-14,233.66466819128948,185.84979763497842,279.76300539380946,281.6666564941406
2021-01-15,234.1332386774596,184.81324715944683,282.08298924770276,275.38665771484375
2021-01-19,233.64125636595418,187.56480618615595,281.7246890111848,281.51666259765625
2021-01-20,233.05467919496928,187.67741775286416,277.7752047673226,283.48333740234375
2021-01-21,231.88883280210678,181.96560979795115,281.0510394086255,281.663330078125
2021-01-22,232.19196006174522,186.04721418049172,279.57428815604993,282.21331787109375
2021-01-25,232.84380616435644,185.93353230306894,282.7905158804138,293.6000061035156
2021-01-26,231.92429339364946,186.0936542930131,277.89522549966847,294.36334228515625
2021-01-27,231.60167896482722,184.7149194837239,280.2450861186388,288.0533447265625
2021-01-28,230.76708515238073,183.12289396199557,276.46955072604965,278.4766540527344
2021-01-29,231.45598810603585,181.82639377631307,278.0862615600882,264.510009765625
2021-02-01,233.4319962264785,184.51415200572458,281.5676310936404,279.9366760253906
2021-02-02,232.94820628759868,186.66854536889667,283.1560369177144,290.92999267578125
2021-02-03,233.02571422915287,186.87566593706907,280.172711801229,284.89666748046875
2021-02-04,232.53589092138137,183.68161505025012,280.3282376156054,283.3299865722656
2021-02-05,233.49523039949474,186.11685591780432,284.3577183929897,284.07666015625
2021-02-08,235.6704908421271,187.035010919422,285.9040579378195,287.8066711425781
2021-02-09,235.00544047831028,185.08898557467617,282.4655449230239,283.1533203125
2021-02-10,234.76350125507597,185.4783796464027,281.03190870761415,268.2733459472656
2021-02-11,233.8127039587219,188.30330141225477,281.5671056051275,270.5533447265625
2021-02-12,234.17007115716535,188.50592404840071,282.72633060225303,272.0400085449219
2021-02-16,232.01217437507023,184.08965244226033,277.66978374282434,265.40667724609375
2021-02-17,230.60906631426369,179.3149431447508,279.5178805263178,266.04998779296875
2021-02-18,228.43976759759767,183.07333358329112,281.1321674946925,262.4599914550781
2021-02-19,227.54630992500523,179.19654124598063,274.0271986195833,260.4333190917969
