ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
FITB,3,25,0.5194,0.0777,0.5585,0.2776,0.6121,607,0.5378
BEN,3,25,0.5054,0.0918,0.5318,0.2652,0.6483,290,0.5035
GPN,3,25,0.5073,0.0957,0.5294,0.2679,0.5915,608,0.4952
GL,3,19,0.5405,0.0822,0.5698,0.256,0.5719,757,0.5564
GS,3,25,0.513,0.0935,0.5376,0.2797,0.5983,637,0.5448
HIG,3,25,0.5448,0.0829,0.5608,0.265,0.6384,748,0.5492
HBAN,3,25,0.5225,0.0933,0.5843,0.2717,0.5664,652,0.5257
IBKR,3,25,0.5505,0.0972,0.506,0.2696,0.6433,855,0.5632
ICE,3,25,0.4933,0.1031,0.5487,0.2674,0.5738,554,0.5263
IVZ,3,25,0.5156,0.0796,0.5471,0.2864,0.6082,411,0.5295
JKHY,3,25,0.52,0.0719,0.5496,0.2676,0.5075,623,0.5238
ABBV,3,25,0.5321,0.0798,0.5435,0.2582,0.563,870,0.553
A,3,25,0.5238,0.0974,0.5101,0.2759,0.5265,753,0.5289
ALGN,3,25,0.5117,0.1069,0.5317,0.2741,0.5749,527,0.4965
AMGN,3,25,0.494,0.0853,0.5623,0.2609,0.5847,400,0.5048
BAX,3,25,0.5041,0.0739,0.5077,0.2635,0.4678,516,0.4895
BDX,3,25,0.5264,0.0837,0.5311,0.2665,0.5445,739,0.5035
TECH,3,25,0.4914,0.0928,0.4995,0.2725,0.544,575,0.5016
BIIB,3,25,0.4857,0.0893,0.5266,0.2662,0.5458,366,0.4832
BMY,3,25,0.5187,0.0868,0.524,0.266,0.5871,353,0.4889
CAH,3,25,0.5187,0.0676,0.5119,0.2654,0.6124,770,0.5473
CRL,3,25,0.5073,0.094,0.4846,0.2654,0.493,585,0.5384
COO,3,25,0.4825,0.0956,0.5192,0.2655,0.4805,509,0.5098
CVS,3,25,0.4959,0.0756,0.5048,0.2696,0.5155,466,0.5181
DHR,3,25,0.527,0.0904,0.5067,0.2654,0.5218,787,0.5137
DVA,3,25,0.5181,0.0872,0.4915,0.2601,0.5674,577,0.5365
DXCM,3,25,0.5308,0.0901,0.5135,0.2553,0.5416,908,0.5194
EW,3,25,0.513,0.0847,0.5133,0.263,0.6327,438,0.5206
GILD,3,25,0.5029,0.0765,0.5426,0.2782,0.6116,391,0.513
HCA,3,25,0.5346,0.1067,0.5482,0.2584,0.6189,631,0.5524
HSIC,3,25,0.4952,0.0962,0.5304,0.2624,0.5718,241,0.4864
IDXX,3,25,0.5232,0.1111,0.5162,0.256,0.5027,701,0.5302
INCY,3,25,0.5143,0.093,0.5368,0.2716,0.5414,464,0.5029
PODD,3,25,0.501,0.0905,0.5485,0.2652,0.5096,654,0.513
ISRG,3,25,0.5238,0.0945,0.4912,0.2659,0.5606,861,0.5378
IQV,3,25,0.4908,0.0768,0.5139,0.2706,0.5534,466,0.5194
LH,3,25,0.5257,0.1017,0.536,0.2621,0.5897,473,0.5276
MCK,3,25,0.5327,0.0749,0.5523,0.2716,0.6201,852,0.553
MDT,3,25,0.494,0.1049,0.526,0.2663,0.4811,303,0.4927
MRK,3,25,0.5067,0.0641,0.511,0.2665,0.547,372,0.5092
MTD,3,25,0.5162,0.1034,0.5349,0.2616,0.5733,409,0.5289
DGX,3,25,0.5333,0.0791,0.5186,0.2639,0.5845,730,0.5314
REGN,3,25,0.4705,0.084,0.496,0.2661,0.5268,449,0.5168
RMD,3,25,0.5308,0.1022,0.5039,0.2686,0.5981,872,0.5352
STE,3,25,0.5086,0.0679,0.5243,0.2565,0.6034,563,0.52
SYK,3,25,0.494,0.0507,0.5343,0.2622,0.5844,759,0.527
MMM,3,25,0.5054,0.0725,0.4831,0.2669,0.4812,520,0.5054
AOS,3,25,0.4984,0.0887,0.5131,0.2681,0.5195,607,0.527
ALLE,3,25,0.4902,0.091,0.5217,0.2652,0.6399,401,0.5194
AME,3,25,0.5308,0.0966,0.5364,0.2618,0.6061,848,0.5581
ADP,3,25,0.5054,0.0954,0.5261,0.2706,0.575,926,0.5416
BR,3,25,0.4984,0.0974,0.5063,0.2648,0.4572,544,0.5232
BLDR,3,25,0.5498,0.1045,0.5363,0.2674,0.5424,880,0.5276
CHRW,3,25,0.5206,0.0603,0.5513,0.2653,0.6297,433,0.5276
CARR,3,16,0.4812,0.0871,0.504,0.2621,0.6841,326,0.5377
CAT,3,25,0.5149,0.0947,0.5267,0.2746,0.5785,511,0.5448
CTAS,3,25,0.5428,0.0831,0.5124,0.2662,0.5763,873,0.5416
FIX,3,25,0.5556,0.0661,0.5238,0.2596,0.6047,827,0.5752
CPRT,3,25,0.5194,0.1048,0.4973,0.2614,0.4943,878,0.5352
CSX,3,25,0.5111,0.0955,0.5321,0.2608,0.612,376,0.5257
CMI,3,25,0.5308,0.093,0.548,0.268,0.5987,670,0.5416
DE,3,25,0.5181,0.0673,0.5114,0.2851,0.4846,555,0.5371
DAL,3,25,0.4908,0.0974,0.5515,0.2738,0.633,367,0.506
DOV,3,25,0.513,0.0924,0.5017,0.2626,0.5169,584,0.5378
EMR,3,25,0.5149,0.0865,0.5125,0.2661,0.5172,548,0.5295
EFX,3,25,0.4889,0.0747,0.5213,0.2681,0.53,432,0.5263
EXPD,3,25,0.5219,0.0944,0.5287,0.2627,0.5964,456,0.5575
FAST,3,25,0.5359,0.1021,0.525,0.2623,0.507,688,0.5403
FDX,3,25,0.5149,0.0887,0.5211,0.2733,0.5494,718,0.5422
FTV,3,25,0.5111,0.0637,0.549,0.2687,0.5851,503,0.5143
GE,3,25,0.5194,0.1065,0.5127,0.2773,0.597,1034,0.5651
GNRC,3,25,0.5295,0.1057,0.5077,0.278,0.5986,718,0.546
GD,3,25,0.5283,0.0776,0.5265,0.2647,0.5841,691,0.5384
HON,3,25,0.5333,0.076,0.553,0.2659,0.5807,593,0.5219
HWM,3,16,0.5427,0.0937,0.5525,0.2509,0.6094,649,0.5824
HUBB,3,25,0.5225,0.0904,0.5457,0.2701,0.5824,579,0.5441
HII,3,25,0.4921,0.0831,0.5266,0.2768,0.5042,537,0.5187
IEX,3,25,0.5181,0.0761,0.5436,0.263,0.5697,631,0.527
ITW,3,25,0.5359,0.1052,0.5467,0.2631,0.6341,515,0.5143
IR,3,25,0.5346,0.0777,0.5272,0.2627,0.5875,849,0.5486
JBHT,3,25,0.494,0.0668,0.5277,0.2688,0.6171,577,0.5168
J,3,18,0.5044,0.0917,0.5309,0.261,0.5095,260,0.5132
APTV,3,25,0.4781,0.0801,0.5242,0.2697,0.5702,415,0.5168
AZO,3,25,0.5067,0.0744,0.5217,0.264,0.565,772,0.5448
BBY,3,25,0.4819,0.0689,0.5242,0.2631,0.581,369,0.5054
BKNG,3,25,0.5194,0.082,0.5515,0.267,0.5591,777,0.5454
CCL,3,25,0.4889,0.0817,0.5133,0.286,0.5079,305,0.494
CVNA,3,25,0.5264,0.1111,0.493,0.2779,0.501,622,0.5168
CMG,3,25,0.5048,0.0835,0.5175,0.2653,0.5684,667,0.5232
DRI,3,25,0.5041,0.0743,0.5279,0.2754,0.5124,345,0.5092
DECK,3,25,0.5187,0.0929,0.516,0.2626,0.5679,656,0.5397
DPZ,3,25,0.4914,0.0818,0.5035,0.2652,0.4945,540,0.5029
DHI,3,25,0.4908,0.0767,0.5182,0.2683,0.496,454,0.5149
EBAY,3,25,0.5346,0.1192,0.5019,0.2646,0.521,621,0.5416
EXPE,3,25,0.4844,0.0841,0.5244,0.2711,0.6212,425,0.5257
F,3,25,0.5149,0.0798,0.519,0.2708,0.617,331,0.5048
GRMN,3,25,0.5403,0.0718,0.5164,0.2623,0.5845,928,0.553
GPC,3,25,0.5175,0.0784,0.5118,0.2607,0.5396,679,0.5314
HAS,3,25,0.5225,0.0764,0.5441,0.2754,0.5743,515,0.5048
HLT,3,25,0.5346,0.095,0.5555,0.2689,0.5971,701,0.5492
HD,3,25,0.5162,0.0976,0.5041,0.2603,0.5627,700,0.5416
LVS,3,25,0.4927,0.0971,0.5056,0.2641,0.575,261,0.4851
LEN,3,25,0.5143,0.0717,0.5206,0.2642,0.554,599,0.5136
LOW,3,25,0.5371,0.0841,0.5291,0.2527,0.5219,550,0.5352
MAR,3,25,0.5117,0.071,0.5472,0.2618,0.5958,602,0.5384
MCD,3,25,0.5003,0.0746,0.5317,0.2713,0.5541,534,0.5105
MGM,3,25,0.499,0.0764,0.5415,0.2724,0.5238,293,0.5029
NKE,3,25,0.4883,0.0909,0.494,0.2656,0.5285,454,0.4978
NCLH,3,25,0.4705,0.0743,0.5347,0.2791,0.5035,319,0.4902
MO,3,25,0.5251,0.0844,0.5213,0.2665,0.5325,845,0.5378
ADM,3,25,0.5409,0.1195,0.503,0.2723,0.5518,785,0.5517
BG,3,25,0.5098,0.0997,0.5056,0.2739,0.5606,694,0.5473
CPB,3,25,0.5022,0.0949,0.5357,0.2749,0.5364,746,0.4965
CASY,3,25,0.5492,0.075,0.5627,0.251,0.6217,618,0.5581
CHD,3,25,0.4997,0.0844,0.5361,0.2814,0.6141,520,0.5156
CLX,3,25,0.4762,0.0968,0.5146,0.2625,0.5331,321,0.487
KO,3,25,0.5124,0.0794,0.5,0.259,0.5908,458,0.5283
CL,3,25,0.494,0.101,0.5298,0.2683,0.5536,590,0.5175
CAG,3,25,0.5175,0.0983,0.5569,0.2639,0.508,714,0.4997
STZ,3,25,0.52,0.0911,0.5555,0.277,0.654,501,0.499
DG,3,25,0.5105,0.0894,0.5341,0.2634,0.5708,499,0.5041
DLTR,3,25,0.4914,0.086,0.524,0.2746,0.5001,548,0.5117
EL,3,25,0.5162,0.1086,0.4765,0.2636,0.4137,453,0.4997
GIS,3,25,0.4971,0.0774,0.5388,0.2744,0.5244,577,0.506
HSY,3,25,0.5086,0.0976,0.5182,0.2626,0.5937,594,0.5175
HRL,3,25,0.4914,0.0718,0.5378,0.2619,0.5,482,0.4946
KDP,3,23,0.5273,0.0987,0.5363,0.2635,0.5769,653,0.5307
KMB,3,25,0.4953,0.076,0.5228,0.2661,0.5349,644,0.5098
KHC,3,25,0.52,0.0987,0.5296,0.2652,0.5722,535,0.5124
KR,3,25,0.4984,0.0753,0.5513,0.2628,0.6144,592,0.5232
MKC,3,25,0.5098,0.0896,0.5264,0.2603,0.5726,462,0.4978
APA,3,25,0.5035,0.0781,0.5258,0.2649,0.5942,456,0.5352
BKR,3,18,0.5273,0.0941,0.5051,0.2666,0.5593,659,0.5635
CVX,3,25,0.5117,0.0706,0.526,0.2796,0.5441,617,0.5492
COP,3,25,0.5054,0.0823,0.5117,0.2554,0.5854,613,0.5251
DVN,3,25,0.5149,0.1021,0.5181,0.2611,0.4848,594,0.5391
FANG,3,25,0.4908,0.0696,0.524,0.2733,0.53,677,0.5352
EOG,3,25,0.4908,0.0669,0.5049,0.2587,0.5053,338,0.5175
EQT,3,25,0.513,0.0818,0.5252,0.2687,0.576,447,0.5333
XOM,3,25,0.5225,0.0977,0.4962,0.258,0.5514,737,0.5448
HAL,3,25,0.494,0.0753,0.4974,0.267,0.5254,437,0.5289
KMI,3,25,0.5232,0.0824,0.532,0.2618,0.5427,616,0.5302
MPC,3,25,0.539,0.0828,0.496,0.2572,0.5921,812,0.5721
OXY,3,25,0.5003,0.0945,0.5148,0.2656,0.5479,304,0.5105
OKE,3,25,0.4883,0.1027,0.5372,0.2612,0.5516,735,0.5403
PSX,3,25,0.5143,0.0868,0.4953,0.2667,0.4867,532,0.534
SLB,3,25,0.5181,0.0767,0.5209,0.2632,0.6088,199,0.5168
TRGP,3,25,0.5511,0.094,0.5141,0.2547,0.5768,1007,0.5784
TPL,3,25,0.4914,0.1083,0.5263,0.2777,0.4224,574,0.513
VLO,3,25,0.4762,0.0945,0.4827,0.2666,0.483,659,0.5448
AES,3,25,0.5111,0.0692,0.4937,0.2648,0.5019,464,0.5048
LNT,3,25,0.4838,0.0633,0.5123,0.278,0.5773,573,0.5251
AEE,3,25,0.4965,0.0682,0.528,0.2852,0.5995,615,0.5314
AEP,3,25,0.5327,0.0746,0.5344,0.2592,0.577,646,0.5327
AWK,3,25,0.5098,0.0947,0.5365,0.2765,0.5621,446,0.5054
ATO,3,25,0.5098,0.0759,0.5402,0.2632,0.5928,782,0.5429
CNP,3,25,0.5156,0.074,0.5362,0.2675,0.634,582,0.5454
CMS,3,25,0.5251,0.0767,0.5326,0.2699,0.5509,814,0.5244
ED,3,25,0.5016,0.0673,0.554,0.2569,0.7475,362,0.5149
DTE,3,25,0.5187,0.0759,0.5386,0.2665,0.4843,443,0.5162
DUK,3,25,0.4698,0.0822,0.4863,0.2752,0.5024,465,0.5086
EIX,3,25,0.4914,0.0866,0.5205,0.2767,0.5527,507,0.527
ETR,3,25,0.4959,0.0974,0.4914,0.2728,0.5057,716,0.5441
EVRG,3,24,0.5179,0.0829,0.54,0.2753,0.6131,492,0.537
ES,3,25,0.4952,0.0851,0.5216,0.2673,0.5783,619,0.506
EXC,3,25,0.5175,0.0643,0.5348,0.2583,0.6005,665,0.5441
ARE,3,25,0.48,0.0881,0.5262,0.2663,0.582,493,0.4997
AMT,3,25,0.506,0.0916,0.5151,0.2658,0.5714,478,0.4984
AVB,3,25,0.5092,0.0788,0.5379,0.2664,0.6103,656,0.5295
BXP,3,25,0.4959,0.0834,0.5363,0.2775,0.5473,453,0.4889
CPT,3,25,0.5029,0.0851,0.5192,0.2693,0.4967,570,0.5206
CBRE,3,25,0.4914,0.0937,0.5169,0.275,0.5132,646,0.5429
CSGP,3,25,0.4857,0.094,0.5313,0.2749,0.5224,568,0.4927
CCI,3,25,0.4946,0.0864,0.5196,0.2628,0.5597,358,0.4794
EQR,3,25,0.52,0.0816,0.5476,0.2632,0.5694,678,0.5251
ESS,3,25,0.5048,0.0697,0.5292,0.2699,0.5355,579,0.5213
EXR,3,25,0.5213,0.0954,0.5484,0.2541,0.6134,629,0.5378
FRT,3,25,0.5041,0.0979,0.5517,0.2601,0.6345,452,0.5162
DOC,3,25,0.5168,0.0807,0.5495,0.2677,0.5696,553,0.4902
HST,3,25,0.5371,0.0865,0.5939,0.2723,0.6165,429,0.5022
INVH,3,25,0.5086,0.0928,0.5053,0.26,0.503,787,0.5244
IRM,3,25,0.5295,0.0913,0.4974,0.2733,0.5335,798,0.5575
ALB,3,25,0.5257,0.0732,0.5427,0.2631,0.5455,609,0.5181
