ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,5,25,0.5124,0.1088,0.5264,0.2608,0.5814,657,0.56
ABNB,5,14,0.5136,0.0538,0.5262,0.281,0.5433,391,0.5408
ABT,5,25,0.4844,0.1273,0.5426,0.2747,0.5337,594,0.5156
ADSK,5,25,0.5137,0.1039,0.5349,0.2603,0.6236,645,0.5225
AI,5,25,0.5187,0.1015,0.5203,0.2809,0.5323,267,0.4476
ALK,5,25,0.4641,0.1458,0.5573,0.2913,0.5487,687,0.513
AMD,5,25,0.5117,0.099,0.5122,0.2702,0.6171,402,0.5403
AMPX,5,7,0.4762,0.1639,0.536,0.3079,0.5933,184,0.5125
AMZN,5,25,0.5029,0.125,0.5337,0.2921,0.5312,678,0.546
APLD,5,9,0.4991,0.0697,0.5511,0.2737,0.6582,222,0.5397
ARM,5,3,0.4921,0.1746,0.6195,0.3041,0.6086,46,0.5132
ASAN,5,14,0.517,0.108,0.5486,0.2819,0.4712,261,0.4671
ASTS,5,12,0.4206,0.0929,0.4893,0.3196,0.3546,260,0.5093
AXP,5,25,0.5156,0.0844,0.5395,0.2863,0.5857,844,0.5619
AZN,5,25,0.5524,0.1081,0.5371,0.2572,0.5638,801,0.5333
BA,5,25,0.513,0.125,0.5424,0.2738,0.6343,364,0.4997
BETR,5,3,0.5132,0.1021,0.4968,0.2836,0.4869,32,0.5026
BRKR,5,25,0.5003,0.0796,0.516,0.2724,0.5445,597,0.5308
BSX,5,25,0.513,0.1225,0.5716,0.2849,0.6127,854,0.5429
CAVA,5,4,0.5794,0.1017,0.5819,0.258,0.5664,102,0.4722
CI,5,25,0.5181,0.1065,0.5579,0.2738,0.5672,551,0.5282
CNC,5,25,0.506,0.111,0.5621,0.2702,0.5286,709,0.5162
COST,5,25,0.5378,0.1358,0.5199,0.2851,0.5731,1117,0.581
CRM,5,25,0.5219,0.1329,0.5383,0.2856,0.6203,616,0.5308
CRWD,5,20,0.5333,0.0954,0.5576,0.2605,0.6407,680,0.5548
DDOG,5,19,0.4536,0.1178,0.4885,0.2816,0.5123,434,0.5154
DNA,5,11,0.5397,0.1301,0.511,0.2615,0.5057,89,0.4387
DUOL,5,11,0.5137,0.1635,0.488,0.2799,0.5855,248,0.4661
ETSY,5,25,0.4825,0.0984,0.5208,0.2772,0.4613,352,0.5098
FIVN,5,25,0.5035,0.1099,0.5606,0.2719,0.5784,555,0.4984
FSLY,5,20,0.5095,0.1237,0.5245,0.2698,0.5988,394,0.4762
FTNT,5,25,0.5581,0.1306,0.5487,0.2566,0.6136,835,0.5682
GM,5,25,0.4851,0.1008,0.5496,0.2713,0.57,299,0.5117
GME,5,25,0.5346,0.0869,0.5464,0.2729,0.5744,260,0.4654
GOOG,5,25,0.5575,0.1138,0.5314,0.2632,0.5944,781,0.5772
HUM,5,25,0.4616,0.0699,0.493,0.2701,0.5602,598,0.5219
HY,5,25,0.4984,0.1294,0.4997,0.2944,0.4982,611,0.4927
INSM,5,25,0.494,0.111,0.529,0.2784,0.5524,348,0.5041
INTC,5,25,0.4914,0.1019,0.5876,0.2735,0.5714,737,0.5054
IREN,5,10,0.5762,0.1193,0.5448,0.2615,0.5196,269,0.5301
JNJ,5,25,0.5251,0.1036,0.5386,0.2703,0.5741,572,0.5124
KVUE,5,4,0.4881,0.0782,0.5762,0.3019,0.5106,115,0.4603
LLY,5,25,0.5276,0.1156,0.5079,0.2639,0.5837,905,0.5581
LULU,5,25,0.4914,0.1246,0.5246,0.2681,0.5727,755,0.513
LYFT,5,20,0.5008,0.0972,0.5279,0.267,0.479,258,0.4548
META,5,10,0.5016,0.1085,0.4439,0.2657,0.5641,316,0.5603
MP,5,14,0.5317,0.1141,0.5383,0.281,0.5305,276,0.4955
MRNA,5,22,0.5281,0.1245,0.5783,0.2666,0.5945,332,0.4971
MSFT,5,25,0.5359,0.0982,0.5111,0.2733,0.5736,964,0.5663
MU,5,25,0.527,0.1004,0.5402,0.2699,0.6568,390,0.5346
NET,5,19,0.5113,0.105,0.5075,0.2681,0.5856,542,0.5347
NFLX,5,25,0.4679,0.107,0.5288,0.276,0.5926,415,0.534
NIO,5,23,0.5135,0.0979,0.5115,0.2613,0.4257,277,0.4458
NOK,5,25,0.5346,0.1154,0.5908,0.2822,0.6324,597,0.5397
NVDA,5,25,0.5346,0.1024,0.5041,0.2835,0.5886,859,0.586
NVMI,5,25,0.5225,0.1122,0.5474,0.2635,0.6425,632,0.5638
NVO,5,25,0.5003,0.1026,0.521,0.27,0.5975,680,0.5397
ONTO,5,18,0.5229,0.0863,0.5273,0.2672,0.5155,585,0.5406
OPEN,5,14,0.5499,0.1032,0.5328,0.2753,0.4642,139,0.4376
ORIC,5,16,0.5149,0.0961,0.5281,0.2658,0.5155,94,0.4881
PFE,5,25,0.4851,0.0829,0.512,0.2796,0.5532,596,0.487
PL,5,10,0.5254,0.1106,0.503,0.2953,0.5391,303,0.5429
PLTR,5,14,0.5386,0.1172,0.522,0.2862,0.5126,456,0.568
PUBM,5,14,0.4388,0.0859,0.4626,0.307,0.5312,264,0.5136
PYPL,5,25,0.5194,0.123,0.5453,0.2788,0.5583,778,0.5111
QS,5,14,0.4818,0.1213,0.5526,0.285,0.6259,123,0.4853
QUBT,5,11,0.5296,0.1077,0.498,0.2684,0.6964,60,0.4632
QURE,5,25,0.5048,0.1058,0.5274,0.2883,0.4801,306,0.4749
ROKU,5,25,0.527,0.1229,0.5174,0.263,0.5544,430,0.5067
ROST,5,25,0.506,0.1098,0.5663,0.2733,0.619,569,0.5365
S,5,20,0.4897,0.0734,0.538,0.274,0.4722,236,0.5103
SHOP,5,25,0.5352,0.0915,0.5402,0.2706,0.5457,621,0.5143
SLV,5,25,0.5263,0.1202,0.5207,0.2581,0.6072,465,0.56
SMCI,5,20,0.5262,0.1108,0.5662,0.2697,0.6111,564,0.5341
SMMT,5,25,0.5238,0.1012,0.5619,0.2616,0.6742,333,0.473
SNOW,5,15,0.4698,0.1085,0.5129,0.299,0.4366,143,0.5101
TEAM,5,25,0.4705,0.1071,0.5276,0.2676,0.5825,571,0.5086
TGT,5,25,0.4787,0.1346,0.524,0.2727,0.4483,572,0.513
TJX,5,25,0.5124,0.0586,0.5358,0.2849,0.5951,608,0.5479
TPR,5,25,0.4895,0.1545,0.5376,0.2949,0.6153,579,0.5333
TSLA,5,25,0.5232,0.1263,0.5354,0.2747,0.5452,627,0.5124
TSM,5,25,0.5492,0.1273,0.5383,0.2706,0.6435,869,0.5486
UAL,5,25,0.4908,0.1054,0.5634,0.2873,0.5227,428,0.5149
UNH,5,25,0.5162,0.0802,0.53,0.2574,0.5776,652,0.5352
V,5,25,0.5168,0.1356,0.523,0.2773,0.5673,931,0.5562
VKTX,5,25,0.5175,0.1305,0.5117,0.2923,0.4255,310,0.48
VZ,5,25,0.5206,0.0772,0.5685,0.273,0.5538,429,0.4806
WMT,5,25,0.5663,0.0805,0.5673,0.2716,0.6643,633,0.5543
ZM,5,20,0.5111,0.1096,0.5121,0.2642,0.4879,150,0.4738
SPY,5,25,0.5638,0.1133,0.5026,0.2609,0.6203,1121,0.6025
QQQ,5,25,0.5556,0.1058,0.4964,0.2642,0.6006,929,0.593
GLD,5,25,0.5511,0.1307,0.4988,0.2557,0.5718,894,0.5759
XLF,5,25,0.4959,0.1129,0.548,0.2938,0.5539,804,0.5606
XLE,5,25,0.5003,0.1041,0.4984,0.2654,0.5975,690,0.5587
XLV,5,25,0.527,0.1015,0.5492,0.2625,0.6001,796,0.5359
XLI,5,25,0.4952,0.1184,0.5273,0.2733,0.5799,930,0.5721
XLU,5,25,0.5454,0.0721,0.5741,0.2644,0.6213,904,0.5429
COIN,5,12,0.5516,0.0726,0.5244,0.2632,0.442,164,0.5132
AVGO,5,25,0.5276,0.1006,0.5563,0.2883,0.6149,962,0.5676
ANET,5,25,0.5517,0.1031,0.5217,0.2681,0.5647,803,0.5657
AMAT,5,25,0.5295,0.1072,0.5362,0.2796,0.5225,730,0.5613
LRCX,5,25,0.5257,0.1091,0.5177,0.2709,0.6008,882,0.574
VRT,5,17,0.5313,0.1176,0.5028,0.2748,0.671,583,0.5901
ETN,5,25,0.5428,0.1438,0.5163,0.2651,0.6274,1035,0.5854
NOW,5,25,0.506,0.1369,0.5195,0.28,0.5659,973,0.5346
EQIX,5,25,0.5098,0.0884,0.5286,0.2704,0.5785,584,0.5359
