ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,3,9,0.5044,0.1349,0.5062,0.283,0.4984,265,0.5679
ABNB,3,9,0.5167,0.0873,0.5172,0.2566,0.6104,183,0.5185
ABT,3,9,0.4744,0.0947,0.5183,0.2874,0.3885,135,0.4727
ADSK,3,9,0.4727,0.1105,0.5391,0.3048,0.5272,406,0.5132
AI,3,9,0.5608,0.0844,0.6124,0.2888,0.5878,174,0.4603
ALK,3,9,0.515,0.0895,0.5177,0.2944,0.5432,179,0.5326
AMD,3,9,0.5044,0.0824,0.4765,0.2561,0.5527,241,0.5555
AMPX,3,6,0.5344,0.0885,0.5282,0.2832,0.697,82,0.5264
AMZN,3,9,0.5415,0.1159,0.5811,0.2651,0.5612,262,0.5326
APLD,3,9,0.575,0.0608,0.5726,0.2588,0.6855,239,0.545
ARM,3,2,0.4841,0.1235,0.499,0.3545,0.4432,67,0.4524
ASAN,3,9,0.4868,0.0544,0.5443,0.2887,0.5639,157,0.4797
ASTS,3,9,0.4973,0.0912,0.5205,0.2878,0.6497,113,0.485
AXP,3,9,0.5679,0.0513,0.5176,0.2669,0.5826,360,0.575
AZN,3,9,0.4868,0.0905,0.4914,0.2651,0.4512,297,0.545
BA,3,9,0.5679,0.0857,0.5386,0.2496,0.641,118,0.522
BETR,3,3,0.5291,0.075,0.537,0.2663,0.5158,87,0.4921
BRKR,3,9,0.4921,0.074,0.4907,0.2712,0.6131,57,0.515
BSX,3,9,0.5661,0.0705,0.5528,0.2585,0.5571,384,0.5362
CAVA,3,3,0.6084,0.0183,0.5721,0.259,0.7492,51,0.4868
CI,3,9,0.4991,0.079,0.4934,0.2734,0.5191,239,0.522
CNC,3,9,0.4497,0.1209,0.5216,0.2786,0.4852,252,0.5185
COST,3,9,0.5238,0.1023,0.5173,0.2687,0.5485,370,0.545
