ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,26,0.4884,0.0524,0.4845,0.2568,0.5129,490,0.5305
ABNB,1,14,0.5147,0.0752,0.5261,0.2584,0.4503,181,0.5227
ABT,1,26,0.5189,0.0641,0.5345,0.2624,0.5762,381,0.511
ADSK,1,26,0.5067,0.0692,0.4941,0.2582,0.5316,484,0.522
AI,1,25,0.4908,0.0724,0.496,0.2634,0.5742,84,0.4711
ALK,1,26,0.4744,0.0765,0.5017,0.2714,0.4119,290,0.4908
AMD,1,26,0.4719,0.0688,0.4858,0.265,0.4957,253,0.5043
AMPX,1,7,0.4988,0.0593,0.5185,0.2679,0.6522,56,0.4943
AMZN,1,26,0.4878,0.0647,0.5037,0.265,0.6267,290,0.5214
APLD,1,10,0.4841,0.0469,0.4915,0.2599,0.4254,83,0.4921
ARM,1,3,0.455,0.04,0.5331,0.272,0.4613,71,0.4921
ASAN,1,15,0.5037,0.0583,0.4879,0.2586,0.4223,102,0.472
ASTS,1,13,0.5018,0.0659,0.5177,0.2635,0.5299,81,0.4982
AXP,1,26,0.5086,0.0549,0.515,0.2647,0.5768,454,0.5208
AZN,1,26,0.5086,0.064,0.5007,0.2579,0.5597,523,0.5256
BA,1,26,0.4963,0.0671,0.5172,0.2576,0.4465,301,0.4921
BETR,1,3,0.4868,0.04,0.5075,0.2788,0.4803,81,0.4868
BRKR,1,26,0.4994,0.0541,0.5098,0.2577,0.5457,390,0.4982
BSX,1,26,0.514,0.0609,0.536,0.2617,0.5821,581,0.5269
CAVA,1,4,0.5238,0.0343,0.4618,0.2802,0.6095,18,0.4682
CI,1,26,0.5238,0.0622,0.5174,0.2578,0.5537,576,0.5256
CNC,1,26,0.497,0.0485,0.5,0.2603,0.5317,330,0.5079
COST,1,26,0.5171,0.0488,0.4866,0.2646,0.5278,735,0.5299
CRM,1,26,0.486,0.0606,0.4885,0.2582,0.4923,236,0.5128
CRWD,1,20,0.5103,0.0829,0.5308,0.256,0.5654,402,0.5349
DDOG,1,19,0.4871,0.0572,0.511,0.2624,0.569,360,0.5004
DNA,1,11,0.505,0.0374,0.4747,0.2703,0.48,93,0.4603
DUOL,1,11,0.456,0.0666,0.4752,0.2632,0.4278,235,0.5065
ETSY,1,26,0.4902,0.0632,0.4911,0.2565,0.4814,227,0.5031
FIVN,1,26,0.5085,0.0527,0.5002,0.2597,0.4357,331,0.4902
FSLY,1,20,0.5008,0.0546,0.5011,0.2593,0.4491,154,0.4746
FTNT,1,26,0.5275,0.0536,0.516,0.2559,0.5534,705,0.5464
GM,1,26,0.5043,0.0589,0.5008,0.2581,0.5088,223,0.5177
GME,1,26,0.5208,0.0648,0.519,0.2584,0.4663,217,0.4774
GOOG,1,26,0.5372,0.0658,0.5025,0.2577,0.5746,841,0.5409
HUM,1,26,0.4957,0.0609,0.5046,0.261,0.5018,368,0.5262
HY,1,26,0.4841,0.041,0.4885,0.2602,0.5417,245,0.4957
INSM,1,26,0.4902,0.0486,0.5028,0.2583,0.4148,210,0.5061
INTC,1,26,0.4957,0.0545,0.5116,0.2606,0.5408,223,0.4927
IREN,1,10,0.5143,0.0576,0.5144,0.2601,0.6333,77,0.4968
JNJ,1,26,0.5098,0.0761,0.5074,0.2564,0.5851,228,0.514
KVUE,1,4,0.4682,0.0587,0.5155,0.2598,0.6104,75,0.4841
LLY,1,26,0.5171,0.0624,0.5046,0.2584,0.5297,806,0.5263
LULU,1,26,0.5049,0.063,0.5064,0.2654,0.4712,564,0.5134
LYFT,1,21,0.5132,0.0632,0.5121,0.2543,0.4917,142,0.4815
META,1,10,0.5095,0.0532,0.4973,0.2603,0.5079,172,0.5254
MP,1,14,0.5249,0.0425,0.53,0.2607,0.595,234,0.4864
MRNA,1,22,0.5137,0.0611,0.5134,0.2612,0.4755,129,0.4776
MSFT,1,26,0.5165,0.0626,0.4965,0.2578,0.5878,425,0.5238
MU,1,26,0.5104,0.0602,0.5044,0.2601,0.4207,522,0.5238
NET,1,19,0.5188,0.0558,0.5005,0.2587,0.5682,342,0.5171
NFLX,1,26,0.4811,0.063,0.5267,0.2685,0.5111,206,0.5085
NIO,1,23,0.501,0.052,0.4971,0.2561,0.42,155,0.4714
NOK,1,26,0.5293,0.044,0.5459,0.2608,0.4412,284,0.5
NVDA,1,26,0.5269,0.0539,0.5047,0.2557,0.5341,623,0.5415
NVMI,1,26,0.4951,0.0687,0.4922,0.2564,0.52,332,0.5232
NVO,1,26,0.5061,0.0719,0.4997,0.2564,0.5444,520,0.5171
ONTO,1,18,0.53,0.0623,0.5444,0.2618,0.5788,301,0.515
OPEN,1,14,0.5181,0.0481,0.5152,0.2623,0.5887,106,0.4739
ORIC,1,16,0.5198,0.0757,0.5032,0.2685,0.4199,66,0.4673
PFE,1,26,0.5208,0.0445,0.526,0.2555,0.5071,284,0.4768
PL,1,10,0.5032,0.0617,0.5032,0.2726,0.5976,49,0.5
PLTR,1,15,0.491,0.0601,0.4906,0.2744,0.5264,409,0.5206
PUBM,1,14,0.5091,0.0523,0.5232,0.2621,0.6863,101,0.4977
PYPL,1,26,0.5098,0.0696,0.5114,0.2672,0.506,423,0.5098
QS,1,14,0.5295,0.0692,0.5418,0.2615,0.4305,70,0.4558
QUBT,1,11,0.5166,0.0612,0.4929,0.2704,0.2778,8,0.4574
QURE,1,26,0.5134,0.0471,0.5094,0.2591,0.5183,212,0.4652
ROKU,1,26,0.5043,0.0621,0.4943,0.2586,0.5251,210,0.5079
ROST,1,26,0.4908,0.0612,0.5062,0.2596,0.4784,237,0.5177
S,1,21,0.5042,0.0561,0.5154,0.2624,0.4746,201,0.5087
SHOP,1,26,0.5171,0.0482,0.4937,0.2631,0.4972,377,0.5128
SLV,1,26,0.5195,0.0656,0.5026,0.2567,0.5111,399,0.5183
SMCI,1,20,0.5079,0.051,0.5127,0.2661,0.5118,327,0.5032
SMMT,1,26,0.5293,0.0447,0.5173,0.255,0.6266,132,0.4805
SNOW,1,15,0.5058,0.0523,0.5099,0.2647,0.552,301,0.5238
TEAM,1,26,0.5,0.0662,0.4896,0.2629,0.4905,440,0.511
TGT,1,26,0.497,0.0592,0.5079,0.2545,0.5036,402,0.5049
TJX,1,26,0.5067,0.0612,0.5176,0.2571,0.5765,304,0.5177
TPR,1,26,0.4951,0.0589,0.5114,0.2687,0.6132,503,0.5232
TSLA,1,26,0.522,0.0748,0.52,0.2593,0.5045,525,0.5226
TSM,1,26,0.5275,0.0642,0.535,0.2539,0.6082,450,0.5116
UAL,1,26,0.4823,0.069,0.4953,0.2628,0.4652,242,0.4939
UNH,1,26,0.5104,0.0495,0.5005,0.2586,0.5265,416,0.5226
V,1,26,0.5238,0.0614,0.5275,0.2593,0.5429,793,0.5287
VKTX,1,26,0.5183,0.0582,0.5174,0.2634,0.5569,162,0.4817
VZ,1,26,0.5024,0.052,0.5146,0.2632,0.4927,367,0.4939
WMT,1,26,0.5299,0.0586,0.5362,0.2556,0.6274,593,0.5281
ZM,1,20,0.5238,0.0769,0.4932,0.2561,0.3839,108,0.4786
SPY,1,26,0.5397,0.074,0.5048,0.2572,0.6061,686,0.5488
QQQ,1,26,0.5629,0.0812,0.5158,0.2471,0.6132,1134,0.5574
GLD,1,26,0.5409,0.0635,0.5025,0.2571,0.5078,748,0.5427
XLF,1,26,0.511,0.0544,0.5153,0.2645,0.5191,633,0.5256
XLE,1,26,0.525,0.0428,0.4978,0.2576,0.5116,693,0.5354
XLV,1,26,0.514,0.0573,0.522,0.257,0.4541,339,0.5128
XLI,1,26,0.5,0.0626,0.4919,0.2658,0.4762,455,0.5342
XLU,1,26,0.4963,0.0501,0.5147,0.2574,0.5068,526,0.5238
COIN,1,12,0.5,0.0705,0.4982,0.2567,0.5338,142,0.4802
AVGO,1,26,0.5104,0.0451,0.5107,0.2597,0.553,455,0.533
ANET,1,26,0.5092,0.0625,0.4949,0.2554,0.5949,588,0.5385
AMAT,1,26,0.5024,0.0587,0.508,0.2577,0.5686,456,0.5281
LRCX,1,26,0.5061,0.0603,0.5073,0.2629,0.5114,367,0.5201
VRT,1,17,0.5276,0.054,0.4888,0.256,0.5269,487,0.5462
ETN,1,26,0.5256,0.0657,0.5111,0.2573,0.5652,534,0.5385
NOW,1,26,0.5098,0.0717,0.5036,0.2585,0.5562,877,0.536
EQIX,1,26,0.4945,0.0592,0.5117,0.2647,0.441,372,0.5147
DLR,1,26,0.5183,0.067,0.5199,0.2609,0.5378,371,0.5128
WDC,1,26,0.486,0.073,0.4871,0.2607,0.5051,311,0.522
STX,1,26,0.5354,0.0597,0.524,0.2572,0.5722,476,0.5305
ASML,1,26,0.4975,0.0376,0.5117,0.2595,0.5406,366,0.522
GEV,1,1,0.4921,,0.4758,0.2593,0.4737,19,0.5079
CEG,1,9,0.4956,0.0847,0.4889,0.2647,0.5582,205,0.5185
VST,1,26,0.5037,0.0603,0.5314,0.2595,0.6097,484,0.5153
LIN,1,22,0.4906,0.0592,0.5105,0.2565,0.4746,319,0.5224
MRVL,1,26,0.5092,0.0525,0.5319,0.2622,0.6275,399,0.5208
ALAB,1,1,0.5556,,0.6481,0.2505,0.587,46,0.5397
CLS,1,26,0.5263,0.0692,0.4894,0.2607,0.4959,714,0.525
SYM,1,8,0.5238,0.0582,0.5516,0.2674,0.516,159,0.5139
MNDY,1,12,0.5013,0.0441,0.506,0.2598,0.5068,139,0.5013
FVRR,1,20,0.5286,0.0645,0.5012,0.2551,0.3994,206,0.4611
APD,1,26,0.5073,0.0574,0.5115,0.2566,0.5099,299,0.5153
EME,1,26,0.5391,0.0501,0.5286,0.2554,0.5474,713,0.5507
KLAC,1,26,0.5098,0.0616,0.5015,0.2556,0.5516,595,0.536
TXN,1,26,0.5269,0.0562,0.5589,0.2572,0.6143,374,0.5153
MCHP,1,26,0.4951,0.0697,0.5187,0.2606,0.5556,429,0.5037
NXPI,1,26,0.5024,0.0727,0.5075,0.2596,0.4523,333,0.5202
DELL,1,22,0.5043,0.0679,0.5146,0.265,0.5744,430,0.5144
GLW,1,26,0.5177,0.0817,0.5244,0.2557,0.5648,473,0.5256
FLEX,1,26,0.4951,0.0492,0.5036,0.2673,0.4934,404,0.5085
JBL,1,26,0.5287,0.0523,0.5001,0.26,0.5086,695,0.5391
GFS,1,10,0.4667,0.0497,0.4965,0.2598,0.38,24,0.4841
NEE,1,26,0.514,0.0458,0.5185,0.2579,0.5547,355,0.5208
D,1,26,0.5134,0.0617,0.522,0.2568,0.5743,474,0.5116
CHTR,1,26,0.4933,0.049,0.4924,0.2619,0.5365,374,0.5085
BIO,1,26,0.5159,0.0677,0.4929,0.2561,0.5682,498,0.5116
HOOD,1,11,0.5368,0.0836,0.5134,0.2557,0.4389,319,0.5469
RDDT,1,1,0.5397,,0.5469,0.2392,,0,0.4921
PINS,1,20,0.4857,0.056,0.5045,0.2602,0.5274,235,0.4936
MDB,1,26,0.5012,0.0616,0.4947,0.2595,0.3714,268,0.5073
RKLB,1,11,0.4863,0.0693,0.4905,0.2706,0.3447,183,0.5325
STLA,1,13,0.4982,0.0603,0.497,0.2654,0.5438,153,0.4933
FIG,1,7,0.4989,0.0593,0.5132,0.2735,0.4762,108,0.4581
AMC,1,26,0.5495,0.055,0.4928,0.2551,0.3381,78,0.4341
AFL,1,26,0.533,0.0603,0.5176,0.2604,0.588,898,0.5452
ALL,1,26,0.5195,0.0593,0.5105,0.2592,0.5424,414,0.5226
AIG,1,26,0.5177,0.0426,0.5129,0.2601,0.519,586,0.5281
AMP,1,26,0.5324,0.0582,0.5176,0.2619,0.5338,629,0.5336
AON,1,26,0.5073,0.0613,0.4969,0.2572,0.5455,290,0.5177
APO,1,26,0.5085,0.0713,0.5173,0.2578,0.5446,620,0.533
ACGL,1,26,0.5275,0.0513,0.5167,0.2593,0.5484,611,0.5336
ARES,1,26,0.5037,0.0687,0.4958,0.2599,0.5154,638,0.5311
AJG,1,26,0.5336,0.0617,0.5034,0.2552,0.5448,881,0.5476
