ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,3,9,0.515,0.0982,0.4823,0.2808,0.4927,223,0.5679
ABNB,3,9,0.508,0.0659,0.4901,0.279,0.5209,240,0.5185
ABT,3,9,0.4762,0.0943,0.5318,0.2967,0.4092,158,0.4727
ADSK,3,9,0.485,0.1097,0.5295,0.3053,0.5545,351,0.5132
AI,3,9,0.5291,0.0956,0.5666,0.2994,0.6529,120,0.4603
ALK,3,9,0.4444,0.1019,0.5167,0.3055,0.494,158,0.5326
AMD,3,9,0.5273,0.1043,0.5281,0.2629,0.4829,190,0.5555
AMPX,3,6,0.5,0.1148,0.5094,0.2687,0.6404,136,0.5264
AMZN,3,9,0.5115,0.1234,0.5101,0.2795,0.5971,185,0.5326
APLD,3,9,0.5485,0.0515,0.5486,0.2669,0.6609,279,0.545
ARM,3,2,0.5158,0.101,0.5012,0.335,0.4584,64,0.4524
ASAN,3,9,0.5273,0.0773,0.5604,0.2649,0.6186,255,0.4797
ASTS,3,9,0.5009,0.1311,0.5197,0.2924,0.4503,212,0.485
AXP,3,9,0.5467,0.0919,0.5575,0.2623,0.6624,344,0.575
AZN,3,9,0.4744,0.0864,0.5068,0.2623,0.547,267,0.545
BA,3,9,0.5503,0.0687,0.5271,0.3022,0.6561,196,0.522
BETR,3,2,0.5714,0.0224,0.5759,0.2612,0.6072,28,0.492
BRKR,3,9,0.515,0.0679,0.4911,0.2738,0.6169,176,0.515
BSX,3,9,0.5432,0.1113,0.5138,0.2685,0.6178,365,0.5362
CAVA,3,3,0.6085,0.0511,0.5818,0.2754,0.5615,56,0.4868
CI,3,9,0.4938,0.0617,0.4728,0.2711,0.4386,167,0.522
CNC,3,9,0.4709,0.0847,0.5064,0.2761,0.4737,244,0.5185
COST,3,9,0.4991,0.0859,0.5266,0.2796,0.4637,352,0.545
CRM,3,9,0.4744,0.0601,0.4923,0.2896,0.4783,371,0.4903
CRWD,3,9,0.5185,0.105,0.4947,0.2761,0.5945,346,0.5503
DDOG,3,9,0.4691,0.1265,0.504,0.2712,0.5215,359,0.5309
DNA,3,9,0.485,0.0821,0.4887,0.2884,0.4095,67,0.4515
DUOL,3,9,0.4727,0.1247,0.5137,0.2977,0.4068,313,0.4833
ETSY,3,9,0.5344,0.0995,0.5426,0.2603,0.6334,147,0.5009
FIVN,3,9,0.5132,0.0794,0.4951,0.2643,0.4438,36,0.4391
FSLY,3,9,0.4938,0.0564,0.5269,0.2779,0.45,220,0.4921
FTNT,3,9,0.5132,0.0858,0.5722,0.265,0.544,156,0.5185
GM,3,9,0.4568,0.0571,0.5017,0.2793,0.5071,143,0.5485
GME,3,9,0.5432,0.0648,0.5447,0.2784,0.5778,152,0.5044
GOOG,3,9,0.5485,0.1328,0.4978,0.2648,0.5992,427,0.6014
HUM,3,9,0.5273,0.1049,0.5312,0.2953,0.4527,164,0.4956
HY,3,9,0.5256,0.0666,0.5258,0.2652,0.471,153,0.4956
INSM,3,9,0.4762,0.065,0.516,0.2746,0.551,279,0.5097
INTC,3,9,0.4674,0.0848,0.5264,0.3142,0.6359,164,0.5079
IREN,3,9,0.5467,0.0922,0.5398,0.2583,0.6985,200,0.545
JNJ,3,9,0.5185,0.0982,0.5506,0.3009,0.6058,289,0.5362
KVUE,3,4,0.4127,0.0686,0.4723,0.3436,0.4127,63,0.4841
LLY,3,9,0.5185,0.088,0.4859,0.2646,0.4618,295,0.5467
LULU,3,9,0.4515,0.0863,0.5176,0.3293,0.4208,233,0.4621
LYFT,3,9,0.5538,0.086,0.5757,0.3038,0.591,134,0.4392
META,3,7,0.5102,0.0852,0.4945,0.2606,0.5169,197,0.5034
MP,3,9,0.5591,0.0426,0.5466,0.2617,0.6535,52,0.5044
MRNA,3,9,0.4639,0.1022,0.4862,0.3447,0.5578,121,0.455
MSFT,3,1,0.4762,,0.5813,0.2598,0.5094,53,0.4762
MU,3,9,0.5697,0.0716,0.4981,0.2576,0.54,286,0.5838
NET,3,9,0.5062,0.1135,0.5656,0.3049,0.6359,295,0.5626
NFLX,3,9,0.5079,0.1418,0.4921,0.2946,0.4739,343,0.5309
NIO,3,9,0.5256,0.0878,0.5511,0.2821,0.3627,20,0.4603
NOK,3,9,0.5044,0.076,0.5406,0.2744,0.6946,158,0.5555
NVDA,3,1,0.619,,0.4364,0.2468,,0,0.619
NVMI,3,9,0.5432,0.1028,0.501,0.2566,0.5257,269,0.5538
NVO,3,9,0.5097,0.0694,0.4941,0.2671,0.3896,201,0.478
ONTO,3,9,0.4709,0.0673,0.5577,0.2763,0.573,200,0.5344
OPEN,3,9,0.5344,0.0757,0.5259,0.2702,0.456,61,0.4109
ORIC,3,9,0.4956,0.056,0.5333,0.2784,0.4303,152,0.4727
PFE,3,9,0.5079,0.0502,0.5016,0.3182,0.2966,92,0.4691
PL,3,9,0.5256,0.1066,0.525,0.2737,0.5558,218,0.5591
PLTR,3,9,0.5785,0.0963,0.4992,0.2525,0.596,460,0.5961
PUBM,3,9,0.4991,0.0674,0.5361,0.2715,0.4616,218,0.485
PYPL,3,9,0.4938,0.0511,0.5643,0.2658,0.5239,256,0.5026
QS,3,9,0.4938,0.1162,0.6087,0.2731,0.645,108,0.4656
QUBT,3,9,0.485,0.0782,0.4935,0.2797,0.6051,76,0.4674
QURE,3,9,0.5256,0.0552,0.5195,0.2773,0.4706,192,0.4832
