ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
META,5,9,0.5538,0.1248,0.4562,0.2655,0.5316,411,0.5714
MP,5,13,0.503,0.0818,0.5412,0.2818,0.4124,235,0.4896
MRNA,5,21,0.511,0.1352,0.5725,0.2713,0.5664,383,0.4974
MSFT,5,25,0.5263,0.1084,0.5178,0.279,0.5286,1056,0.5663
MU,5,25,0.534,0.1002,0.5381,0.2726,0.609,454,0.5346
NET,5,18,0.5159,0.1,0.5097,0.261,0.5298,440,0.5308
NFLX,5,25,0.4711,0.1212,0.5373,0.2836,0.6015,495,0.534
NIO,5,22,0.5447,0.075,0.5176,0.2596,0.5929,141,0.4546
NOK,5,25,0.5289,0.107,0.5846,0.2811,0.652,562,0.5397
NVDA,5,25,0.5505,0.1292,0.532,0.2751,0.61,1003,0.586
NVMI,5,25,0.5289,0.1302,0.5495,0.2627,0.6281,773,0.5638
NVO,5,25,0.5156,0.0848,0.5154,0.2748,0.5555,831,0.5397
ONTO,5,17,0.5191,0.0898,0.5356,0.2651,0.5238,574,0.5369
OPEN,5,13,0.5482,0.0743,0.5555,0.2679,0.5252,186,0.4444
ORIC,5,16,0.5198,0.0886,0.5344,0.2767,0.5552,202,0.4881
PFE,5,25,0.501,0.0934,0.5195,0.2832,0.4415,567,0.487
PL,5,9,0.5344,0.1489,0.4809,0.3043,0.56,225,0.5608
PLTR,5,14,0.5261,0.0809,0.4776,0.2882,0.5588,550,0.568
PUBM,5,13,0.4799,0.119,0.5128,0.3093,0.5686,215,0.5031
PYPL,5,25,0.4971,0.1168,0.525,0.2819,0.5164,720,0.5111
QS,5,13,0.5287,0.0953,0.5806,0.2836,0.5077,197,0.4786
QUBT,5,11,0.5209,0.0939,0.4846,0.2684,0.7125,46,0.4632
QURE,5,25,0.5067,0.1099,0.5455,0.2756,0.4959,244,0.4749
ROKU,5,25,0.5187,0.118,0.5172,0.2667,0.5416,454,0.5067
ROST,5,25,0.4965,0.0988,0.5829,0.2756,0.6253,526,0.5365
S,5,20,0.4913,0.0903,0.5334,0.2748,0.5889,238,0.5103
SHOP,5,25,0.5448,0.0973,0.5608,0.2665,0.5227,620,0.5143
SLV,5,25,0.527,0.1231,0.5161,0.257,0.6106,471,0.56
SMCI,5,19,0.5071,0.1182,0.558,0.2803,0.5978,560,0.5313
SMMT,5,25,0.5371,0.0981,0.558,0.2619,0.6134,313,0.473
SNOW,5,14,0.4524,0.1009,0.5117,0.2911,0.4406,239,0.5034
TEAM,5,25,0.4832,0.1289,0.5228,0.2674,0.504,611,0.5086
TGT,5,25,0.4851,0.1339,0.4987,0.2686,0.5157,496,0.513
TJX,5,25,0.5295,0.072,0.5504,0.2844,0.5977,601,0.5479
TPR,5,25,0.4914,0.1405,0.5206,0.3012,0.5264,618,0.5333
TSLA,5,25,0.5149,0.1227,0.5243,0.2797,0.4692,530,0.5124
TSM,5,25,0.5619,0.1264,0.5352,0.2689,0.6707,786,0.5486
UAL,5,25,0.5117,0.1131,0.549,0.2682,0.5757,506,0.5149
UNH,5,25,0.5206,0.0893,0.5433,0.2569,0.553,881,0.5352
V,5,25,0.5067,0.1302,0.55,0.2778,0.5662,920,0.5562
VKTX,5,25,0.5022,0.1287,0.5409,0.2907,0.5044,292,0.48
VZ,5,25,0.5098,0.0928,0.5452,0.2793,0.5523,418,0.4806
WMT,5,25,0.5594,0.1015,0.583,0.2631,0.6342,768,0.5543
ZM,5,20,0.5183,0.1155,0.5039,0.2797,0.4857,182,0.4738
SPY,5,25,0.5651,0.1058,0.505,0.2621,0.6162,1128,0.6025
QQQ,5,25,0.5479,0.095,0.5,0.2636,0.5945,1042,0.593
GLD,5,25,0.5594,0.1219,0.5138,0.2521,0.6085,919,0.5759
XLF,5,25,0.5143,0.1123,0.5438,0.2897,0.5998,823,0.5606
XLE,5,25,0.5092,0.106,0.4847,0.2633,0.5324,741,0.5587
XLV,5,25,0.5283,0.0887,0.5595,0.2629,0.5986,787,0.5359
XLI,5,25,0.4927,0.1151,0.5314,0.2728,0.5851,958,0.5721
XLU,5,25,0.5524,0.0677,0.5686,0.2707,0.5889,898,0.5429
COIN,5,12,0.4894,0.1008,0.5356,0.2904,0.4815,147,0.5132
AVGO,5,25,0.5175,0.1289,0.5447,0.2806,0.6199,1016,0.5676
ANET,5,25,0.5479,0.1006,0.5214,0.2728,0.5634,802,0.5657
AMAT,5,25,0.5289,0.1054,0.5454,0.2751,0.5699,713,0.5613
LRCX,5,25,0.541,0.1148,0.5506,0.2685,0.6306,712,0.574
VRT,5,16,0.5069,0.0986,0.5014,0.2756,0.6469,497,0.5863
ETN,5,25,0.5581,0.1234,0.5198,0.2656,0.6357,1067,0.5854
NOW,5,25,0.5175,0.1156,0.5177,0.2819,0.5888,967,0.5346
EQIX,5,25,0.501,0.0839,0.5264,0.2732,0.5797,642,0.5359
DLR,5,25,0.5232,0.1016,0.5797,0.2683,0.5672,522,0.5187
WDC,5,25,0.5245,0.1425,0.4988,0.2865,0.5724,793,0.5683
STX,5,25,0.4959,0.1388,0.522,0.2889,0.5969,830,0.5784
ASML,5,25,0.5549,0.1065,0.5232,0.2698,0.6427,798,0.5644
CEG,5,8,0.5595,0.1217,0.5315,0.2572,0.584,256,0.5397
VST,5,25,0.5251,0.0875,0.5431,0.2838,0.54,950,0.5587
LIN,5,21,0.5465,0.1333,0.5653,0.2622,0.612,743,0.5661
MRVL,5,25,0.4883,0.0919,0.5439,0.2704,0.5516,656,0.5378
CLS,5,25,0.5289,0.1146,0.5355,0.2675,0.6013,902,0.5625
SYM,5,7,0.4399,0.1337,0.5041,0.2791,0.593,93,0.5261
MNDY,5,11,0.4978,0.0896,0.5448,0.2641,0.5781,240,0.4791
FVRR,5,19,0.4962,0.1094,0.5008,0.27,0.3898,225,0.4419
APD,5,25,0.5276,0.1027,0.5165,0.2548,0.6146,779,0.5352
EME,5,25,0.5568,0.1247,0.5613,0.2788,0.6783,977,0.5905
KLAC,5,25,0.5416,0.1113,0.5696,0.2574,0.6768,813,0.567
TXN,5,25,0.5136,0.0957,0.553,0.2746,0.6589,639,0.534
MCHP,5,25,0.4933,0.1039,0.5296,0.2758,0.4632,543,0.513
NXPI,5,25,0.5143,0.1002,0.5462,0.2766,0.5737,515,0.5308
DELL,5,21,0.5646,0.104,0.5367,0.2723,0.5542,726,0.5677
GLW,5,25,0.5371,0.1266,0.5453,0.2622,0.5782,685,0.5594
FLEX,5,25,0.4978,0.1071,0.5569,0.2774,0.6388,659,0.5664
JBL,5,25,0.546,0.1217,0.5474,0.2766,0.6254,738,0.5695
GFS,5,9,0.4991,0.0515,0.5497,0.2771,0.4226,148,0.4868
NEE,5,25,0.5111,0.1103,0.5167,0.2695,0.5747,892,0.5479
D,5,25,0.487,0.0835,0.5602,0.2822,0.5397,511,0.4978
CHTR,5,25,0.4844,0.1272,0.5108,0.282,0.4601,634,0.5105
BIO,5,25,0.534,0.1033,0.5223,0.2744,0.5691,744,0.5181
HOOD,5,10,0.5286,0.15,0.514,0.2882,0.6029,452,0.5937
PINS,5,20,0.5048,0.1154,0.5359,0.2642,0.5807,506,0.5032
MDB,5,25,0.5098,0.111,0.5711,0.2865,0.6278,729,0.5352
RKLB,5,10,0.5111,0.1269,0.5199,0.2705,0.6248,262,0.5365
STLA,5,13,0.4798,0.1111,0.5034,0.2919,0.5401,344,0.4933
FIG,5,7,0.5238,0.1466,0.5694,0.2808,0.5263,217,0.458
AMC,5,25,0.5282,0.1199,0.5429,0.2646,0.3986,212,0.4203
