ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,5,9,0.5026,0.1349,0.5699,0.3018,0.6587,174,0.5467
ABNB,5,9,0.5326,0.1044,0.4962,0.2722,0.6128,211,0.5221
ABT,5,9,0.4744,0.1173,0.5387,0.3124,0.4727,225,0.4744
ADSK,5,9,0.455,0.1091,0.5499,0.2586,0.5483,242,0.4974
AI,5,9,0.5485,0.1265,0.6132,0.3099,0.662,181,0.4356
ALK,5,9,0.5714,0.1784,0.51,0.2852,0.4918,218,0.5467
AMD,5,9,0.4797,0.0958,0.4941,0.2817,0.5661,245,0.5503
AMPX,5,6,0.5053,0.1151,0.5312,0.2657,0.6511,133,0.5582
AMZN,5,9,0.5238,0.1379,0.5203,0.2602,0.6205,336,0.5556
APLD,5,9,0.5009,0.115,0.5637,0.2697,0.6886,208,0.5397
ARM,5,2,0.4604,0.202,0.5567,0.2786,0.5881,70,0.5
ASAN,5,9,0.5026,0.0915,0.5205,0.2729,0.4625,255,0.4603
ASTS,5,9,0.4392,0.1047,0.5312,0.3207,0.4949,199,0.5097
AXP,5,9,0.5097,0.1178,0.563,0.3134,0.5555,314,0.5644
AZN,5,9,0.4991,0.0766,0.5067,0.2693,0.6048,248,0.5344
BA,5,9,0.5397,0.1573,0.5332,0.2686,0.4796,119,0.5079
BETR,5,3,0.4286,0.126,0.4965,0.2628,0.4744,42,0.4603
BRKR,5,9,0.4727,0.0828,0.5043,0.2875,0.3954,200,0.5097
BSX,5,9,0.5644,0.1597,0.5088,0.2538,0.5763,488,0.5609
CAVA,5,3,0.6455,0.0399,0.6494,0.2309,0.7037,62,0.5185
CI,5,9,0.5221,0.1162,0.5341,0.2741,0.5307,318,0.5379
CNC,5,9,0.4885,0.1267,0.5063,0.2809,0.4142,201,0.5115
COST,5,9,0.5485,0.1338,0.5091,0.2722,0.5688,350,0.5644
CRM,5,9,0.5132,0.0786,0.5346,0.2688,0.5047,371,0.5009
CRWD,5,9,0.4921,0.1337,0.5022,0.3004,0.5365,405,0.5502
DDOG,5,9,0.4727,0.1254,0.5768,0.3252,0.6339,200,0.5291
DNA,5,9,0.5185,0.1224,0.5407,0.2826,0.5057,68,0.4427
DUOL,5,9,0.5009,0.1307,0.5359,0.2657,0.5326,204,0.4568
ETSY,5,9,0.5132,0.0561,0.5542,0.2734,0.6881,129,0.5168
FIVN,5,9,0.485,0.1059,0.507,0.291,0.4672,145,0.4497
FSLY,5,9,0.5132,0.0942,0.5786,0.2665,0.7556,122,0.478
FTNT,5,9,0.4727,0.0731,0.5226,0.3012,0.5775,148,0.5132
GM,5,9,0.4638,0.1,0.4913,0.2691,0.4751,160,0.5414
GME,5,9,0.5185,0.063,0.5318,0.258,0.6493,134,0.5026
GOOG,5,9,0.5838,0.1067,0.5649,0.273,0.6291,421,0.5926
HUM,5,9,0.455,0.0714,0.5106,0.291,0.5971,145,0.5132
HY,5,9,0.5115,0.0624,0.5127,0.2862,0.5302,271,0.4885
INSM,5,9,0.5062,0.1162,0.5055,0.2771,0.6051,249,0.5132
INTC,5,9,0.4956,0.1346,0.5745,0.299,0.5872,192,0.4938
IREN,5,9,0.5591,0.143,0.4896,0.2607,0.6372,254,0.5556
JNJ,5,9,0.552,0.0974,0.5274,0.2813,0.5922,301,0.5573
KVUE,5,4,0.4564,0.111,0.5533,0.2948,0.3575,85,0.4603
LLY,5,9,0.5132,0.1377,0.5052,0.2617,0.5491,287,0.5608
LULU,5,9,0.4639,0.1198,0.5435,0.2876,0.4746,236,0.4585
LYFT,5,9,0.5026,0.1237,0.5786,0.3367,0.4415,84,0.4497
META,5,8,0.496,0.1049,0.459,0.2953,0.4905,322,0.5258
MP,5,9,0.5326,0.0992,0.5851,0.2835,0.6876,177,0.5326
MRNA,5,9,0.4709,0.1108,0.4986,0.3291,0.561,139,0.4832
MSFT,5,1,0.4921,,0.5313,0.2576,0.4,10,0.4762
MU,5,9,0.5503,0.1587,0.4782,0.2683,0.5816,208,0.5944
NET,5,9,0.5326,0.1533,0.5237,0.3036,0.6054,264,0.5697
NFLX,5,9,0.4568,0.1685,0.4501,0.3391,0.4995,396,0.5238
NIO,5,9,0.5467,0.0758,0.5338,0.2564,0.6459,71,0.4674
NOK,5,9,0.5168,0.1201,0.5359,0.2869,0.7035,168,0.5979
NVDA,5,1,0.5556,,0.5082,0.2473,0.5532,47,0.5556
NVMI,5,9,0.5167,0.1416,0.4736,0.2784,0.5008,307,0.5714
NVO,5,9,0.5009,0.0762,0.5044,0.2767,0.5675,169,0.4762
ONTO,5,9,0.5115,0.1234,0.5586,0.297,0.6035,234,0.5555
OPEN,5,9,0.5608,0.115,0.5078,0.2597,0.389,61,0.3933
ORIC,5,9,0.545,0.0959,0.559,0.2789,0.5848,109,0.4674
PFE,5,9,0.4568,0.089,0.5107,0.3106,0.5572,167,0.5044
PL,5,9,0.4727,0.0781,0.4946,0.3226,0.6189,207,0.5644
PLTR,5,9,0.5661,0.1361,0.5137,0.2819,0.6234,441,0.582
