ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,5,25,0.5213,0.0996,0.5242,0.2731,0.6075,543,0.56
ABNB,5,13,0.5311,0.0997,0.5247,0.2792,0.5525,409,0.5507
ABT,5,25,0.48,0.1213,0.5431,0.2709,0.554,692,0.5156
ADSK,5,25,0.506,0.1082,0.5362,0.2651,0.6146,585,0.5225
AI,5,25,0.5092,0.0994,0.5325,0.2736,0.5962,385,0.4476
ALK,5,25,0.4565,0.1445,0.5683,0.296,0.5425,691,0.513
AMD,5,25,0.4654,0.0993,0.4832,0.2772,0.5624,528,0.5403
AMPX,5,6,0.5212,0.1314,0.5076,0.2648,0.6625,134,0.5582
AMZN,5,25,0.5098,0.1281,0.5148,0.2938,0.6134,542,0.546
APLD,5,9,0.5097,0.0472,0.5416,0.269,0.6388,177,0.5397
ARM,5,2,0.4762,0.2244,0.5282,0.2788,0.4839,31,0.5
ASAN,5,14,0.517,0.0823,0.5647,0.279,0.4514,206,0.4671
ASTS,5,12,0.4484,0.0979,0.5118,0.3148,0.4775,246,0.5093
AXP,5,25,0.5137,0.0911,0.5315,0.2901,0.5816,834,0.5619
AZN,5,25,0.5308,0.1157,0.5344,0.2589,0.6039,826,0.5333
BA,5,25,0.5327,0.107,0.5395,0.2735,0.6218,405,0.4997
BETR,5,3,0.5026,0.097,0.4958,0.2871,0.4701,39,0.5026
BRKR,5,25,0.5054,0.0906,0.502,0.2826,0.6214,568,0.5308
BSX,5,25,0.5054,0.1186,0.579,0.2901,0.5919,865,0.5429
CAVA,5,3,0.6402,0.033,0.6168,0.2444,0.6518,74,0.5185
CI,5,25,0.4921,0.1026,0.5403,0.2722,0.6149,440,0.5282
CNC,5,25,0.487,0.0997,0.5471,0.2802,0.5652,702,0.5162
COST,5,25,0.5352,0.1286,0.5197,0.2875,0.5808,1211,0.581
CRM,5,25,0.506,0.1289,0.5383,0.2961,0.5744,668,0.5308
CRWD,5,19,0.5372,0.1052,0.5647,0.2614,0.5954,666,0.5447
DDOG,5,18,0.4568,0.1045,0.4878,0.2795,0.5464,512,0.5062
DNA,5,10,0.5429,0.1031,0.5164,0.2615,0.4392,83,0.4381
DUOL,5,11,0.482,0.1689,0.4886,0.2801,0.4899,234,0.4661
ETSY,5,25,0.5136,0.1139,0.5595,0.2752,0.5245,333,0.5098
FIVN,5,25,0.5086,0.1099,0.5608,0.2716,0.5702,567,0.4984
FSLY,5,20,0.5103,0.109,0.5464,0.2709,0.5298,359,0.4762
FTNT,5,25,0.534,0.1124,0.5377,0.2594,0.6066,827,0.5682
GM,5,25,0.4921,0.0911,0.5522,0.283,0.5632,362,0.5117
GME,5,25,0.5314,0.0869,0.5472,0.2725,0.4669,222,0.4654
GOOG,5,25,0.5308,0.1088,0.5021,0.2655,0.6122,772,0.5772
HUM,5,25,0.4692,0.0815,0.4976,0.266,0.6038,581,0.5219
HY,5,25,0.4946,0.1279,0.5066,0.2887,0.4493,514,0.4927
INSM,5,25,0.499,0.1246,0.5402,0.2789,0.5307,348,0.5041
