ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,9,0.4938,0.0815,0.4866,0.2899,0.4623,286,0.5467
ABNB,1,9,0.5291,0.0567,0.5198,0.2571,0.5078,161,0.5273
ABT,1,9,0.485,0.0457,0.503,0.2639,0.5099,143,0.4956
ADSK,1,9,0.515,0.045,0.5175,0.2665,0.7322,114,0.5238
AI,1,9,0.4991,0.0688,0.5203,0.2754,0.3838,161,0.4744
ALK,1,9,0.4903,0.0826,0.526,0.2614,0.4904,150,0.4974
AMD,1,9,0.5238,0.0405,0.5353,0.2559,0.5418,185,0.5115
AMPX,1,6,0.5053,0.0622,0.5104,0.2659,0.6844,29,0.4974
AMZN,1,9,0.5291,0.0705,0.5358,0.2637,0.535,153,0.5309
APLD,1,9,0.4726,0.0869,0.4821,0.2582,0.3985,66,0.4991
ARM,1,2,0.4682,0.0337,0.5408,0.2813,0.4689,69,0.4683
ASAN,1,9,0.5026,0.0912,0.5046,0.261,0.472,89,0.4709
ASTS,1,9,0.4938,0.0627,0.5173,0.2709,0.559,111,0.515
AXP,1,9,0.5379,0.0408,0.5198,0.257,0.5256,326,0.5362
AZN,1,9,0.4974,0.0786,0.4939,0.2603,0.5027,126,0.5291
BA,1,9,0.5344,0.0669,0.5361,0.2589,0.5781,224,0.5044
BETR,1,3,0.4815,0.0814,0.5314,0.2552,0.75,3,0.4709
BRKR,1,9,0.5044,0.0353,0.5043,0.2668,0.5025,131,0.478
BSX,1,9,0.5344,0.0538,0.5173,0.2659,0.5364,320,0.5238
CAVA,1,3,0.5238,0.042,0.4403,0.2951,0.3393,11,0.4656
CI,1,9,0.5044,0.0577,0.5002,0.2644,0.5575,198,0.5203
CNC,1,9,0.5379,0.0694,0.5257,0.2601,0.5455,124,0.5185
COST,1,9,0.4832,0.0509,0.4811,0.2569,0.4308,145,0.5132
CRM,1,9,0.5009,0.0428,0.4923,0.2547,0.6749,75,0.5079
CRWD,1,9,0.4991,0.0625,0.5211,0.2706,0.5225,255,0.5273
DDOG,1,9,0.4586,0.0815,0.4962,0.2672,0.5045,158,0.4921
DNA,1,9,0.4674,0.06,0.4867,0.2703,0.316,67,0.4692
DUOL,1,9,0.4727,0.0914,0.4831,0.2611,0.4216,192,0.4885
ETSY,1,9,0.4903,0.0796,0.4913,0.275,0.5238,141,0.5132
FIVN,1,9,0.5326,0.0578,0.5172,0.2576,0.581,96,0.4533
SYM,1,7,0.5329,0.0549,0.542,0.2666,0.5377,110,0.5125
MNDY,1,9,0.5062,0.0535,0.5204,0.2729,0.5262,280,0.5062
FVRR,1,9,0.522,0.0552,0.5349,0.2559,0.6556,156,0.4797
APD,1,9,0.4832,0.0496,0.5041,0.2752,0.615,81,0.5115
EME,1,9,0.5697,0.0602,0.492,0.2513,0.6285,430,0.5873
KLAC,1,9,0.5626,0.0568,0.5109,0.2611,0.5721,359,0.5767
TXN,1,9,0.4956,0.0411,0.5238,0.2667,0.5567,172,0.5203
MCHP,1,9,0.5097,0.086,0.5306,0.2737,0.6084,143,0.5044
NXPI,1,9,0.515,0.0382,0.5157,0.2702,0.5209,203,0.515
DELL,1,9,0.5132,0.0427,0.5303,0.2553,0.6184,196,0.5221
FSLY,1,9,0.4991,0.066,0.4916,0.2743,0.3153,115,0.4674
FTNT,1,9,0.5326,0.062,0.5138,0.2564,0.6129,356,0.545
GM,1,9,0.5256,0.0479,0.4845,0.2585,0.5671,366,0.5503
GME,1,9,0.5132,0.0469,0.53,0.2775,0.5637,81,0.4903
GOOG,1,9,0.5415,0.0657,0.5258,0.2568,0.7081,305,0.5608
HUM,1,9,0.5115,0.0619,0.5174,0.2618,0.5383,298,0.5361
HY,1,9,0.5009,0.0477,0.5164,0.2623,0.5447,148,0.4938
INSM,1,9,0.5203,0.0777,0.5272,0.2601,0.5282,280,0.5256
INTC,1,9,0.4815,0.0526,0.4992,0.2655,0.4047,178,0.4921
IREN,1,9,0.5291,0.0599,0.5143,0.2626,0.5912,45,0.5097
JNJ,1,9,0.4973,0.0919,0.5121,0.2963,0.5944,241,0.5344
KVUE,1,4,0.4603,0.0648,0.5121,0.2684,0.4795,65,0.4841
LLY,1,9,0.5097,0.0671,0.4891,0.2576,0.5272,289,0.5309
LULU,1,9,0.4832,0.0829,0.5163,0.2762,0.5546,243,0.4956
LYFT,1,9,0.5591,0.0747,0.5407,0.2615,0.5131,91,0.4868
META,1,8,0.5179,0.0432,0.4987,0.2636,0.5848,149,0.5199
MP,1,9,0.5714,0.101,0.5601,0.2519,0.744,78,0.5044
MRNA,1,9,0.4974,0.0561,0.5122,0.2645,0.6042,42,0.478
MSFT,1,1,0.4603,,0.4361,0.2641,0.3704,27,0.4603
MU,1,9,0.5097,0.0647,0.4839,0.2651,0.5251,214,0.545
NET,1,9,0.4885,0.0872,0.5098,0.2798,0.5768,294,0.5397
NFLX,1,9,0.478,0.0602,0.4841,0.2738,0.5425,156,0.5115
NIO,1,9,0.5062,0.0541,0.5058,0.265,0.3643,25,0.4797
NOK,1,9,0.4921,0.061,0.523,0.2563,0.6455,81,0.522
NVDA,1,1,0.3968,,0.3959,0.2807,0.4483,29,0.5556
NVMI,1,9,0.5044,0.0576,0.503,0.2622,0.5979,110,0.5414
NVO,1,9,0.4973,0.052,0.5268,0.2589,0.5398,58,0.4762
ONTO,1,9,0.4797,0.0872,0.4943,0.2746,0.4641,209,0.5362
OPEN,1,9,0.4744,0.0591,0.4746,0.264,0.1666,24,0.4674
ORIC,1,9,0.4991,0.0551,0.486,0.2689,0.1587,11,0.4691
PFE,1,9,0.5168,0.039,0.5177,0.2596,0.467,93,0.4921
PL,1,9,0.478,0.0541,0.5033,0.2609,0.4422,100,0.5097
PLTR,1,9,0.5238,0.0778,0.5085,0.2557,0.4675,283,0.5432
PUBM,1,9,0.5062,0.0652,0.5291,0.2632,0.5534,107,0.4956
PYPL,1,9,0.4868,0.0583,0.4869,0.2682,0.5421,177,0.515
QS,1,9,0.5538,0.0671,0.5141,0.2599,0.6066,55,0.448
QUBT,1,9,0.4709,0.055,0.4977,0.2793,0.3094,53,0.4674
QURE,1,9,0.5273,0.0248,0.5084,0.2549,0.5754,32,0.4709
ROKU,1,9,0.5062,0.0541,0.5017,0.2622,0.4542,140,0.5273
GLW,1,9,0.5414,0.0755,0.5291,0.2511,0.6651,192,0.5626
FLEX,1,9,0.5379,0.0408,0.5464,0.2569,0.6395,196,0.5467
JBL,1,9,0.5203,0.056,0.5178,0.2573,0.5915,193,0.5503
GFS,1,9,0.4709,0.0561,0.4895,0.263,0.3733,72,0.4885
NEE,1,9,0.4903,0.0416,0.4773,0.2886,0.5699,216,0.545
D,1,9,0.5115,0.0639,0.5078,0.2722,0.5928,220,0.545
CHTR,1,9,0.4903,0.0523,0.5357,0.2843,0.4107,120,0.485
BIO,1,9,0.4815,0.0514,0.4976,0.265,0.4784,75,0.485
HOOD,1,9,0.5238,0.0939,0.4911,0.264,0.4961,302,0.5555
ROST,1,9,0.4797,0.0773,0.4934,0.2833,0.5678,114,0.5097
S,1,9,0.4727,0.0549,0.4924,0.2703,0.452,222,0.5115
SHOP,1,9,0.4938,0.0408,0.4929,0.2614,0.5118,114,0.5132
SLV,1,9,0.5185,0.0669,0.4912,0.2654,0.4891,282,0.5644
SMCI,1,9,0.4815,0.0635,0.4942,0.2702,0.5013,122,0.4621
SMMT,1,9,0.4974,0.0561,0.4936,0.2673,0.4883,107,0.5097
SNOW,1,9,0.5044,0.0726,0.5039,0.2601,0.5469,312,0.5326
TEAM,1,9,0.4815,0.0442,0.4929,0.2887,0.4122,122,0.4762
TGT,1,9,0.4797,0.0858,0.4822,0.2686,0.4668,69,0.4938
TJX,1,9,0.5238,0.0645,0.4886,0.2605,0.4538,180,0.522
TPR,1,9,0.5256,0.0864,0.5405,0.2575,0.4224,256,0.5326
TSLA,1,9,0.4938,0.0535,0.5327,0.2661,0.5826,109,0.5132
