ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,25,0.4902,0.0527,0.4873,0.2562,0.5137,442,0.5295
ABNB,1,14,0.5306,0.0678,0.5313,0.2577,0.4503,181,0.5227
ABT,1,25,0.5162,0.0638,0.5362,0.2613,0.5933,376,0.5092
ADSK,1,25,0.5054,0.0703,0.4901,0.2582,0.5212,461,0.5213
AI,1,25,0.4908,0.0724,0.496,0.2634,0.5742,84,0.4711
ALK,1,25,0.4775,0.0784,0.5074,0.2718,0.4183,295,0.4901
AMD,1,25,0.473,0.0684,0.4867,0.2645,0.5064,245,0.5048
AMPX,1,7,0.4988,0.0593,0.5185,0.2679,0.6522,56,0.4943
AMZN,1,25,0.4883,0.0653,0.5043,0.2648,0.6451,272,0.5244
APLD,1,10,0.4841,0.0469,0.4915,0.2599,0.4254,83,0.4921
ARM,1,3,0.455,0.04,0.5331,0.2723,0.4613,71,0.4921
ASAN,1,15,0.5132,0.062,0.4911,0.2576,0.4336,100,0.472
ASTS,1,12,0.5053,0.0623,0.5251,0.2646,0.594,77,0.5013
AXP,1,25,0.5143,0.0508,0.5198,0.2653,0.5792,447,0.5206
AZN,1,25,0.5092,0.0646,0.4986,0.2593,0.5835,523,0.5264
BA,1,25,0.4978,0.0681,0.5169,0.2579,0.4568,298,0.494
BETR,1,3,0.5026,0.0242,0.4976,0.2659,0.4861,79,0.4868
BRKR,1,25,0.4978,0.0567,0.5122,0.2581,0.5457,355,0.4984
BSX,1,25,0.5162,0.0612,0.5369,0.2621,0.5857,577,0.5289
CAVA,1,4,0.5278,0.0352,0.4707,0.2817,0.5595,12,0.4682
CI,1,25,0.527,0.0621,0.5202,0.258,0.5302,589,0.5257
CNC,1,25,0.4965,0.0509,0.4994,0.2602,0.5414,331,0.5086
COST,1,25,0.5162,0.0496,0.486,0.2652,0.5278,735,0.5327
CRM,1,25,0.4857,0.0618,0.4886,0.2584,0.5106,231,0.5168
CRWD,1,20,0.5135,0.0795,0.5303,0.2558,0.5917,381,0.5349
DDOG,1,19,0.4904,0.061,0.4904,0.2634,0.5105,402,0.5004
DNA,1,11,0.4993,0.035,0.4718,0.2687,0.5602,92,0.4603
DUOL,1,11,0.4531,0.0715,0.4729,0.2643,0.4209,228,0.5065
ETSY,1,25,0.4895,0.0644,0.4926,0.2565,0.4814,227,0.5029
FIVN,1,25,0.5105,0.0528,0.4988,0.2599,0.4651,333,0.487
FSLY,1,20,0.5024,0.0567,0.5035,0.259,0.4547,153,0.4746
FTNT,1,25,0.5244,0.0523,0.5178,0.2564,0.5531,680,0.5441
GM,1,25,0.5035,0.06,0.5016,0.2572,0.5253,211,0.5181
GME,1,25,0.5181,0.0646,0.517,0.2576,0.4574,212,0.48
GOOG,1,25,0.5454,0.0602,0.496,0.2571,0.5774,799,0.5467
HUM,1,25,0.4984,0.0597,0.5062,0.2614,0.4633,370,0.5219
HY,1,25,0.4851,0.0428,0.4896,0.2607,0.5357,234,0.4946
INSM,1,25,0.4965,0.0511,0.5033,0.2592,0.4509,206,0.506
INTC,1,25,0.4933,0.0538,0.5086,0.2615,0.5344,220,0.4959
IREN,1,10,0.5222,0.0628,0.5118,0.2578,0.594,77,0.4968
JNJ,1,25,0.5041,0.0766,0.5054,0.257,0.5814,228,0.5105
KVUE,1,4,0.4762,0.0467,0.5156,0.2585,0.6104,75,0.4841
LLY,1,25,0.5156,0.0632,0.5019,0.2585,0.5278,771,0.5264
LULU,1,25,0.5016,0.0635,0.5074,0.266,0.4708,532,0.5143
LYFT,1,21,0.5087,0.0626,0.5104,0.2544,0.4732,180,0.4815
META,1,10,0.5095,0.0487,0.4907,0.2613,0.5049,166,0.5254
MP,1,14,0.5238,0.0427,0.5311,0.2607,0.6025,221,0.4864
MRNA,1,22,0.5159,0.0615,0.5159,0.2608,0.4728,118,0.4776
MSFT,1,25,0.5156,0.0637,0.4991,0.2581,0.5924,414,0.5238
MU,1,25,0.5086,0.0607,0.5029,0.2604,0.4157,467,0.5251
NET,1,19,0.5205,0.0636,0.5077,0.2562,0.5663,328,0.5171
NFLX,1,25,0.4819,0.0645,0.5227,0.2685,0.5216,203,0.5111
NIO,1,23,0.5066,0.0533,0.5007,0.2563,0.4216,158,0.4714
NOK,1,25,0.5289,0.0451,0.5481,0.2612,0.4478,282,0.5035
NVDA,1,25,0.5283,0.0545,0.5055,0.2556,0.5646,602,0.5435
NVMI,1,25,0.4889,0.0708,0.4978,0.2589,0.5323,260,0.5244
NVO,1,25,0.5086,0.0722,0.4993,0.2558,0.5444,520,0.5162
ONTO,1,18,0.5177,0.055,0.5347,0.2618,0.5735,308,0.515
OPEN,1,14,0.5181,0.0481,0.5152,0.2623,0.5887,106,0.4739
ORIC,1,16,0.5169,0.0719,0.5031,0.2685,0.4152,57,0.4673
PFE,1,25,0.5206,0.0467,0.5282,0.2554,0.5164,283,0.4749
PL,1,10,0.5095,0.0646,0.5028,0.2718,0.5768,72,0.5
PLTR,1,15,0.491,0.0583,0.4922,0.2773,0.5653,340,0.5206
PUBM,1,14,0.5102,0.0501,0.5228,0.2612,0.6966,109,0.4977
PYPL,1,25,0.5098,0.071,0.5139,0.2664,0.5063,379,0.5105
QS,1,14,0.5261,0.0747,0.5421,0.2601,0.4305,70,0.4558
QUBT,1,11,0.5152,0.0595,0.4943,0.272,0.2778,9,0.4574
QURE,1,25,0.5155,0.0467,0.5089,0.259,0.5392,211,0.466
ROKU,1,25,0.4959,0.0627,0.4898,0.2588,0.5583,219,0.5073
ROST,1,25,0.4844,0.0608,0.4983,0.2598,0.4687,227,0.5162
S,1,21,0.4996,0.0582,0.5175,0.2637,0.4504,231,0.5087
SHOP,1,25,0.5187,0.0484,0.495,0.2634,0.5001,359,0.5124
SLV,1,25,0.5175,0.0653,0.5027,0.2562,0.5091,314,0.5168
SMCI,1,20,0.5111,0.0534,0.5124,0.2666,0.5098,325,0.5032
SMMT,1,25,0.5321,0.0461,0.5191,0.2554,0.597,140,0.48
SNOW,1,15,0.5058,0.0523,0.5049,0.264,0.5019,329,0.5238
TEAM,1,25,0.5029,0.0672,0.4884,0.2631,0.4985,413,0.5105
TGT,1,25,0.4927,0.06,0.5047,0.255,0.5017,384,0.506
TJX,1,25,0.4971,0.0532,0.5176,0.2568,0.6133,343,0.5156
TPR,1,25,0.494,0.056,0.5092,0.27,0.596,500,0.5213
TSLA,1,25,0.5206,0.076,0.5187,0.2597,0.504,490,0.5244
TSM,1,25,0.5321,0.061,0.5394,0.2538,0.5886,448,0.5124
UAL,1,25,0.4819,0.0704,0.4953,0.2632,0.4652,242,0.494
UNH,1,25,0.5098,0.0505,0.5004,0.2589,0.5505,415,0.5251
V,1,25,0.5213,0.0613,0.5277,0.2593,0.5482,774,0.5289
VKTX,1,25,0.5206,0.058,0.521,0.2627,0.5569,162,0.4794
VZ,1,25,0.5035,0.0509,0.5161,0.2632,0.4868,362,0.494
WMT,1,25,0.5314,0.0578,0.5354,0.2558,0.6357,523,0.5314
ZM,1,20,0.523,0.0789,0.4943,0.2567,0.4838,107,0.4786
SPY,1,25,0.5384,0.0778,0.5057,0.2582,0.6027,653,0.5492
QQQ,1,25,0.5644,0.0825,0.5176,0.2481,0.6178,1063,0.56
GLD,1,25,0.546,0.0626,0.5051,0.2568,0.5087,695,0.5429
XLF,1,25,0.5079,0.0533,0.5155,0.2653,0.5148,613,0.5232
XLE,1,25,0.5244,0.0441,0.4993,0.2567,0.5146,637,0.534
XLV,1,25,0.5143,0.0585,0.5211,0.2573,0.4455,347,0.5118
XLI,1,25,0.4984,0.0633,0.4901,0.2665,0.5,454,0.534
XLU,1,25,0.4984,0.0521,0.5186,0.2577,0.4748,525,0.5244
COIN,1,12,0.5079,0.0703,0.5075,0.2549,0.541,136,0.4802
AVGO,1,25,0.5117,0.0457,0.5099,0.2601,0.5634,455,0.5346
ANET,1,25,0.5092,0.0631,0.495,0.2555,0.5972,544,0.5384
AMAT,1,25,0.5022,0.0597,0.5096,0.2575,0.6141,447,0.5264
LRCX,1,25,0.5086,0.06,0.5085,0.2623,0.515,309,0.5213
VRT,1,17,0.5276,0.0534,0.4901,0.2566,0.4901,490,0.5462
ETN,1,25,0.5289,0.0654,0.5209,0.2565,0.5869,501,0.5365
