ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,5,9,0.485,0.1255,0.5364,0.2784,0.4987,133,0.5467
ABNB,5,9,0.5132,0.112,0.507,0.2797,0.5721,349,0.5221
ABT,5,9,0.4991,0.0926,0.5346,0.3282,0.5114,246,0.4744
ADSK,5,9,0.4515,0.1004,0.5671,0.2782,0.5616,269,0.4974
AI,5,9,0.5308,0.1287,0.5859,0.3112,0.5066,211,0.4356
ALK,5,9,0.4709,0.126,0.5309,0.2963,0.5727,255,0.5467
AMD,5,9,0.4797,0.1185,0.499,0.272,0.5895,183,0.5503
AMPX,5,6,0.5238,0.0875,0.5451,0.2718,0.6517,135,0.5582
AMZN,5,9,0.5485,0.1232,0.5356,0.2667,0.6723,253,0.5556
APLD,5,9,0.5309,0.1188,0.5703,0.2751,0.7133,174,0.5397
ARM,5,2,0.4762,0.2244,0.5441,0.2698,0.5505,93,0.5
ASAN,5,9,0.448,0.0593,0.5225,0.2797,0.4619,216,0.4603
ASTS,5,9,0.4709,0.1091,0.5529,0.3048,0.5754,230,0.5097
AXP,5,9,0.5256,0.1151,0.5633,0.2907,0.583,285,0.5644
AZN,5,9,0.4797,0.1113,0.4998,0.2709,0.5752,214,0.5344
BA,5,9,0.5873,0.1535,0.5781,0.2699,0.5607,231,0.5079
BETR,5,2,0.5238,0.0449,0.4851,0.2772,0.4338,90,0.4444
BRKR,5,9,0.5027,0.1164,0.5581,0.2886,0.5338,281,0.5097
BSX,5,9,0.5644,0.1607,0.4824,0.2676,0.63,435,0.5609
CAVA,5,3,0.5608,0.144,0.6033,0.2364,0.6467,94,0.5185
CI,5,9,0.5503,0.0825,0.5511,0.2657,0.5267,297,0.5379
CNC,5,9,0.4339,0.1232,0.4818,0.2858,0.4831,186,0.5115
COST,5,9,0.5273,0.1211,0.5273,0.2606,0.5091,406,0.5644
CRM,5,9,0.5503,0.0946,0.5681,0.2774,0.5385,446,0.5009
CRWD,5,9,0.522,0.1178,0.516,0.2906,0.6352,334,0.5502
DDOG,5,9,0.4797,0.1274,0.5681,0.2866,0.6045,263,0.5291
DNA,5,9,0.5115,0.1421,0.5058,0.2687,0.7428,80,0.4427
DUOL,5,9,0.4127,0.1323,0.5435,0.286,0.4419,228,0.4568
ETSY,5,9,0.5168,0.0778,0.5388,0.2556,0.6636,165,0.5168
FIVN,5,9,0.4815,0.0836,0.4988,0.272,0.3848,112,0.4497
FSLY,5,9,0.4886,0.0735,0.5534,0.2859,0.5817,173,0.478
FTNT,5,9,0.5097,0.1162,0.5958,0.268,0.6581,182,0.5132
GM,5,9,0.425,0.0987,0.4989,0.3024,0.5304,204,0.5414
GME,5,9,0.4991,0.0916,0.4792,0.2705,0.4963,83,0.5026
GOOG,5,9,0.5291,0.1444,0.4983,0.2957,0.5926,391,0.5926
HUM,5,9,0.4903,0.1033,0.4888,0.2973,0.4891,187,0.5132
HY,5,9,0.5079,0.0786,0.5493,0.2739,0.4755,209,0.4885
INSM,5,9,0.522,0.1124,0.5519,0.2725,0.5986,280,0.5132
INTC,5,9,0.485,0.0891,0.5278,0.2961,0.6024,193,0.4938
IREN,5,9,0.5044,0.1579,0.5072,0.3065,0.6162,220,0.5556
JNJ,5,9,0.5573,0.083,0.537,0.2645,0.5656,235,0.5573
KVUE,5,4,0.5317,0.1148,0.5714,0.2716,0.5327,61,0.4603
LLY,5,9,0.4815,0.1071,0.4888,0.2604,0.519,257,0.5608
LULU,5,9,0.4938,0.131,0.5548,0.2808,0.4521,155,0.4585
LYFT,5,9,0.5256,0.1327,0.5772,0.3317,0.3976,110,0.4497
META,5,7,0.5488,0.1129,0.488,0.3,0.4946,298,0.5352
MP,5,9,0.545,0.0687,0.5895,0.27,0.6445,153,0.5326
MRNA,5,9,0.4445,0.1139,0.5057,0.3371,0.42,134,0.4832
MSFT,5,1,0.4603,,0.5242,0.2711,0.4737,57,0.4762
MU,5,9,0.5097,0.1582,0.4594,0.2804,0.4863,151,0.5944
NET,5,9,0.4991,0.1193,0.5301,0.3137,0.7081,275,0.5697
NFLX,5,9,0.4515,0.1461,0.4668,0.332,0.4885,371,0.5238
NIO,5,9,0.5185,0.0615,0.5873,0.2892,0.4071,110,0.4674
NOK,5,9,0.5344,0.1004,0.5647,0.2654,0.7816,155,0.5979
NVDA,5,1,0.6825,,0.7026,0.2233,0.8571,7,0.5556
NVMI,5,9,0.5238,0.1352,0.5807,0.2559,0.7006,251,0.5714
NVO,5,9,0.5062,0.0996,0.5267,0.2927,0.5059,225,0.4762
ONTO,5,9,0.5185,0.1426,0.549,0.3157,0.5787,320,0.5555
OPEN,5,9,0.5661,0.0809,0.555,0.2688,0.4845,98,0.3933
ORIC,5,9,0.4674,0.1059,0.5393,0.2832,0.4797,131,0.4674
PFE,5,9,0.5079,0.0719,0.5065,0.2996,0.5525,63,0.5044
PL,5,9,0.5168,0.1139,0.5554,0.3014,0.7104,210,0.5644
PLTR,5,9,0.5732,0.1233,0.4712,0.2607,0.5861,443,0.582
PUBM,5,9,0.4832,0.0929,0.521,0.318,0.3132,141,0.4885
PYPL,5,9,0.4744,0.1243,0.5482,0.2868,0.5638,265,0.4903
QS,5,9,0.5027,0.1028,0.5844,0.3026,0.5508,213,0.4744
QUBT,5,9,0.4727,0.0942,0.5206,0.2692,0.5418,172,0.4797
QURE,5,9,0.4938,0.098,0.5319,0.2702,0.4634,177,0.4974
ROKU,5,9,0.5132,0.1442,0.5762,0.2662,0.7271,117,0.5591
ROST,5,9,0.4885,0.1372,0.5345,0.2922,0.7051,181,0.5467
S,5,9,0.5273,0.0975,0.5834,0.2746,0.597,235,0.4674
