n_train,n_calib,n_test,accuracy,roc_auc,log_loss,brier,pos_rate,buy_hit_50,buy_n_50,buy_hit_55,buy_n_55,buy_hit_60,buy_n_60,ticker,horizon,fold,train_end_idx,test_start_idx
804,201,63,0.5714,0.519,0.7154,0.2618,0.6349,0.6444,45,0.6279,43,0.6364,22,AMZN,3,8,1005,1008
400,101,63,0.5238,0.5312,0.7492,0.276,0.4921,0.5082,61,0.5082,61,0.5082,61,APLD,3,0,501,504
451,113,63,0.619,0.5625,0.6632,0.2351,0.619,0.619,63,0.65,60,,0,APLD,3,1,564,567
501,126,63,0.5556,0.5544,3.6525,0.3383,0.4921,0.5484,31,0.5484,31,0.4,5,APLD,3,2,627,630
552,138,63,0.6508,0.6339,0.6731,0.2374,0.5397,0.7,30,0.7,30,0.7,30,APLD,3,3,690,693
602,151,63,0.5238,0.5439,0.6843,0.2469,0.4921,0.5094,53,0.6667,3,0.6667,3,APLD,3,4,753,756
652,164,63,0.6032,0.6253,0.6493,0.23,0.5397,0.7368,19,0.7368,19,0.7368,19,APLD,3,5,816,819
703,176,63,0.4762,0.5427,0.7569,0.2764,0.6508,0.7857,14,0.7857,14,0.7857,14,APLD,3,6,879,882
753,189,63,0.6508,0.6366,0.8974,0.2434,0.5079,0.7778,18,0.8235,17,0.8235,17,APLD,3,7,942,945
804,201,63,0.5714,0.5231,0.6843,0.2456,0.5714,0.5714,63,0.75,4,0.75,4,APLD,3,8,1005,1008
400,101,63,0.5714,0.6378,4.7889,0.3674,0.3175,0.4222,45,0.4,30,0.3793,29,ARM,3,0,501,504
451,113,63,0.3968,0.3602,1.9817,0.3415,0.5873,0.4865,37,0.4865,37,0.4865,37,ARM,3,1,564,567
400,101,63,0.5238,0.5864,0.6935,0.25,0.4762,0.5,42,0.5588,34,0.5588,34,ASAN,3,0,501,504
451,113,63,0.5079,0.6647,1.5919,0.2733,0.3968,0.44,50,0.5,14,0.5,14,ASAN,3,1,564,567
501,126,63,0.4921,0.4833,1.2462,0.3014,0.5397,0.5263,38,0.5,22,0.4762,21,ASAN,3,2,627,630
552,138,63,0.4286,0.6674,4.0478,0.3926,0.5873,1.0,1,1.0,1,,0,ASAN,3,3,690,693
602,151,63,0.4762,0.5778,0.7796,0.2815,0.5238,0.5,50,0.68,25,,0,ASAN,3,4,753,756
652,164,63,0.4921,0.4254,0.7451,0.2744,0.4921,0.4921,63,0.3636,22,0.4,20,ASAN,3,5,816,819
703,176,63,0.4762,0.5162,0.7123,0.2594,0.4762,0.4762,63,0.48,25,0.48,25,ASAN,3,6,879,882
753,189,63,0.3968,0.4777,2.3397,0.3173,0.4127,0.4032,62,0.4286,14,0.5,12,ASAN,3,7,942,945
804,201,63,0.5873,0.5,0.6907,0.2488,0.4127,,0,,0,,0,ASAN,3,8,1005,1008
400,101,63,0.4444,0.4837,0.9243,0.2632,0.4444,0.4054,37,0.4054,37,0.4118,34,ASTS,3,0,501,504
451,113,63,0.4127,0.6054,5.7226,0.4881,0.6667,0.7778,9,,0,,0,ASTS,3,1,564,567
501,126,63,0.6349,0.6311,0.8816,0.2383,0.4444,0.5862,29,0.5862,29,,0,ASTS,3,2,627,630
552,138,63,0.4603,0.6111,0.7337,0.2733,0.3968,0.4182,55,0.4571,35,0.4571,35,ASTS,3,3,690,693
602,151,63,0.619,0.6347,0.849,0.2259,0.4444,0.6111,18,0.8,10,0.8,10,ASTS,3,4,753,756
652,164,63,0.5079,0.2434,1.3147,0.3368,0.5238,1.0,2,1.0,2,1.0,1,ASTS,3,5,816,819
703,176,63,0.4762,0.4753,0.6967,0.252,0.5238,,0,,0,,0,ASTS,3,6,879,882
753,189,63,0.5556,0.5,0.6896,0.2482,0.5556,0.5556,63,,0,,0,ASTS,3,7,942,945
804,201,63,0.3651,0.5,0.7219,0.2643,0.3651,0.3651,63,,0,,0,ASTS,3,8,1005,1008
400,101,63,0.5714,0.5329,0.6811,0.244,0.5714,0.5714,63,,0,,0,AXP,3,0,501,504
451,113,63,0.5238,0.4289,0.7305,0.267,0.6032,0.587,46,0.5682,44,0.0,1,AXP,3,1,564,567
501,126,63,0.6349,0.5489,0.6531,0.2306,0.6349,0.6393,61,0.6538,52,0.6538,52,AXP,3,2,627,630
552,138,63,0.5873,0.4735,0.707,0.255,0.5873,0.5873,63,0.5968,62,0.5968,62,AXP,3,3,690,693
602,151,63,0.4921,0.6023,1.6425,0.2943,0.4921,0.4921,63,0.4921,63,0.4921,63,AXP,3,4,753,756
652,164,63,0.6349,0.5647,0.6604,0.2338,0.6032,0.6415,53,0.6346,52,0.6346,52,AXP,3,5,816,819
703,176,63,0.5714,0.3742,0.698,0.2518,0.6508,0.64,50,0.6327,49,0.25,4,AXP,3,6,879,882
753,189,63,0.5873,0.6212,4.351,0.3632,0.5397,0.7,20,,0,,0,AXP,3,7,942,945
804,201,63,0.5079,0.5116,0.7212,0.2624,0.4921,0.5,44,0.5,38,0.4865,37,AXP,3,8,1005,1008
400,101,63,0.4921,0.4172,0.733,0.2689,0.6667,0.619,42,0.619,42,,0,AZN,3,0,501,504
451,113,63,0.5079,0.4607,0.7189,0.2622,0.5079,0.5079,63,0.5079,63,0.2857,7,AZN,3,1,564,567
501,126,63,0.4762,0.448,0.7168,0.2616,0.4762,0.4762,63,0.4762,63,0.125,8,AZN,3,2,627,630
552,138,63,0.6032,0.5611,0.6785,0.2427,0.6032,0.6032,63,,0,,0,AZN,3,3,690,693
602,151,63,0.381,0.5379,0.6999,0.2533,0.6032,0.3333,3,0.3333,3,0.3333,3,AZN,3,4,753,756
652,164,63,0.4921,0.5561,1.8381,0.2883,0.5873,0.5862,29,0.6154,26,0.5833,12,AZN,3,5,816,819
703,176,63,0.4286,0.5093,0.7445,0.2752,0.4286,0.4286,63,0.4262,61,0.4262,61,AZN,3,6,879,882
753,189,63,0.6349,0.4444,1.1603,0.2653,0.6667,0.6557,61,0.6316,38,,0,AZN,3,7,942,945
804,201,63,0.3651,0.4875,0.7307,0.2683,0.3651,0.3651,63,0.0,1,0.0,1,AZN,3,8,1005,1008
400,101,63,0.6349,0.4875,0.6787,0.2428,0.3651,,0,,0,,0,BA,3,0,501,504
451,113,63,0.4762,0.5247,0.6913,0.2505,0.5238,,0,,0,,0,BA,3,1,564,567
501,126,63,0.5397,0.4561,0.7042,0.255,0.4444,0.4286,7,,0,,0,BA,3,2,627,630
552,138,63,0.5397,0.587,0.9185,0.2551,0.6508,0.75,24,0.75,24,,0,BA,3,3,690,693
602,151,63,0.5397,0.497,0.7405,0.2646,0.5397,0.5397,63,0.5455,11,0.5455,11,BA,3,4,753,756
652,164,63,0.6349,0.5432,1.3867,0.2695,0.6508,0.6731,52,,0,,0,BA,3,5,816,819
703,176,63,0.619,0.6318,0.6718,0.2394,0.4603,0.5641,39,0.5625,32,0.5625,32,BA,3,6,879,882
753,189,63,0.6984,0.5875,0.6303,0.2189,0.6349,0.7059,51,0.7059,51,0.7059,51,BA,3,7,942,945
804,201,63,0.4286,0.5324,0.6935,0.2502,0.4286,0.4286,63,,0,,0,BA,3,8,1005,1008
400,101,63,0.5873,0.6005,0.6887,0.2464,0.4762,0.5625,32,0.5625,32,0.6,5,BETR,3,0,501,504
451,113,63,0.5556,0.5665,0.687,0.2469,0.5079,0.5588,34,0.5758,33,0.6,5,BETR,3,1,564,567
501,126,63,0.4444,0.4441,1.241,0.3057,0.4921,0.4091,22,0.4091,22,0.4091,22,BETR,3,2,627,630
400,101,63,0.4921,0.5233,0.9375,0.263,0.5397,0.6667,6,0.5,2,,0,BRKR,3,0,501,504
451,113,63,0.4762,0.4394,4.2134,0.389,0.4762,0.4762,63,0.4138,29,0.4138,29,BRKR,3,1,564,567
501,126,63,0.4762,0.5303,0.6971,0.252,0.4762,0.4762,63,,0,,0,BRKR,3,2,627,630
552,138,63,0.4921,0.5406,0.7176,0.2633,0.5397,0.5625,16,,0,,0,BRKR,3,3,690,693
602,151,63,0.4127,0.5195,0.6976,0.2523,0.3968,0.4032,62,0.6,5,,0,BRKR,3,4,753,756
652,164,63,0.4127,0.402,0.9588,0.2736,0.4762,0.1818,11,0.2222,9,,0,BRKR,3,5,816,819
703,176,63,0.619,0.5192,0.6874,0.2471,0.619,0.619,63,1.0,2,,0,BRKR,3,6,879,882
753,189,63,0.4444,0.4476,0.7122,0.2595,0.4921,0.4444,36,0.5556,9,,0,BRKR,3,7,942,945
804,201,63,0.6032,0.4947,0.6746,0.2408,0.619,0.6167,60,1.0,1,1.0,1,BRKR,3,8,1005,1008
400,101,63,0.6349,0.5379,1.1125,0.2463,0.6032,0.6364,55,0.6346,52,0.6346,52,BSX,3,0,501,504
451,113,63,0.5397,0.6329,0.7243,0.2625,0.5397,0.5397,63,0.5397,63,0.5397,63,BSX,3,1,564,567
501,126,63,0.6032,0.5037,0.6643,0.2363,0.7143,0.7174,46,0.7368,38,0.8,5,BSX,3,2,627,630
552,138,63,0.5238,0.4809,1.1628,0.2694,0.7143,0.6923,39,0.6923,39,0.6923,39,BSX,3,3,690,693
602,151,63,0.5873,0.5674,1.5634,0.2635,0.5714,0.5806,62,0.5833,60,0.5833,60,BSX,3,4,753,756
652,164,63,0.4762,0.4949,0.7537,0.2787,0.4762,0.4762,63,0.4762,63,0.4762,63,BSX,3,5,816,819
703,176,63,0.4603,0.5578,1.1824,0.2815,0.4603,0.4603,63,0.4603,63,0.5417,24,BSX,3,6,879,882
753,189,63,0.6667,0.6853,0.6792,0.243,0.3968,0.5455,44,,0,,0,BSX,3,7,942,945
804,201,63,0.6032,0.5144,0.6839,0.2454,0.3492,0.3636,11,0.3333,6,,0,BSX,3,8,1005,1008
400,101,63,0.5873,0.4348,0.9222,0.2549,0.3333,0.3077,13,,0,,0,CAVA,3,0,501,504
451,113,63,0.619,0.6394,1.6144,0.277,0.5238,0.6,45,0.6562,32,0.4615,13,CAVA,3,1,564,567
501,126,63,0.619,0.6421,0.7081,0.2451,0.6032,0.75,28,0.8421,19,0.8235,17,CAVA,3,2,627,630
400,101,63,0.4444,0.5513,0.6989,0.2529,0.619,1.0,4,,0,,0,CI,3,0,501,504
451,113,63,0.4762,0.5,0.716,0.2613,0.4762,0.4762,63,0.4762,63,,0,CI,3,1,564,567
501,126,63,0.4286,0.3211,4.3539,0.4327,0.4921,0.4561,57,0.4561,57,0.4259,54,CI,3,2,627,630
552,138,63,0.4286,0.4219,0.956,0.2723,0.5079,0.4655,58,0.4737,57,0.0,1,CI,3,3,690,693
602,151,63,0.6508,0.4908,0.678,0.2425,0.6349,0.6452,62,,0,,0,CI,3,4,753,756
652,164,63,0.4286,0.4907,0.7056,0.2562,0.4286,0.4237,59,,0,,0,CI,3,5,816,819
703,176,63,0.5079,0.5302,0.6946,0.2507,0.5079,0.5079,63,0.5714,21,0.5714,21,CI,3,6,879,882
753,189,63,0.5556,0.5893,0.6711,0.2393,0.5556,0.5556,63,0.6667,24,0.6818,22,CI,3,7,942,945
804,201,63,0.5714,0.5455,0.6981,0.2524,0.4762,0.5714,21,0.4706,17,,0,CI,3,8,1005,1008
400,101,63,0.6349,0.4519,0.6751,0.2413,0.619,0.629,62,0.6333,60,0.5714,35,CNC,3,0,501,504
451,113,63,0.4603,0.6281,0.6713,0.2452,0.4444,0.4516,62,0.4746,59,0.6667,9,CNC,3,1,564,567
501,126,63,0.5397,0.4616,2.3511,0.3182,0.5238,0.5435,46,0.5435,46,0.2222,9,CNC,3,2,627,630
552,138,63,0.5397,0.5248,3.9294,0.3605,0.4603,0.5,32,0.5161,31,0.5161,31,CNC,3,3,690,693
602,151,63,0.4603,0.4568,0.7512,0.2714,0.5714,0.5357,28,0.5357,28,0.5357,28,CNC,3,4,753,756
652,164,63,0.2381,0.6542,0.7203,0.2635,0.2381,0.2381,63,0.36,25,,0,CNC,3,5,816,819
703,176,63,0.3651,0.4712,0.7425,0.2744,0.619,0.3333,3,0.3333,3,0.3333,3,CNC,3,6,879,882
753,189,63,0.4762,0.5576,1.6035,0.2779,0.5238,,0,,0,,0,CNC,3,7,942,945
804,201,63,0.3333,0.4881,0.7033,0.255,0.6667,,0,,0,,0,CNC,3,8,1005,1008
400,101,63,0.6508,0.5139,0.6463,0.227,0.6508,0.6508,63,0.6508,63,0.6508,63,COST,3,0,501,504
451,113,63,0.6349,0.5348,1.1152,0.246,0.6349,0.6349,63,0.6349,63,0.6349,63,COST,3,1,564,567
501,126,63,0.5873,0.549,0.6818,0.2466,0.5556,0.5738,61,0.5738,61,0.5738,61,COST,3,2,627,630
552,138,63,0.6032,0.538,1.1202,0.2531,0.6349,0.6271,59,0.6271,59,0.6111,54,COST,3,3,690,693
602,151,63,0.5556,0.4311,0.6903,0.2486,0.5556,0.5556,63,0.75,4,,0,COST,3,4,753,756
652,164,63,0.3968,0.5379,2.1564,0.3322,0.3968,0.3968,63,0.4043,47,0.4138,29,COST,3,5,816,819
703,176,63,0.4444,0.6489,1.9138,0.3186,0.3968,0.4167,60,0.4138,58,0.4138,58,COST,3,6,879,882
753,189,63,0.4127,0.4143,0.7372,0.2706,0.5079,0.3333,15,0.3333,15,0.2857,14,COST,3,7,942,945
804,201,63,0.4286,0.4882,0.7477,0.2759,0.5714,,0,,0,,0,COST,3,8,1005,1008
400,101,63,0.4286,0.338,0.739,0.2726,0.4286,0.4286,63,0.4286,63,,0,CRM,3,0,501,504
451,113,63,0.4921,0.4531,1.1893,0.2795,0.4921,0.4921,63,0.4921,63,0.0,3,CRM,3,1,564,567
501,126,63,0.6508,0.5,0.6835,0.2452,0.6508,0.6508,63,,0,,0,CRM,3,2,627,630
552,138,63,0.5556,0.5625,0.6815,0.2444,0.5079,0.6,20,0.6,20,1.0,1,CRM,3,3,690,693
602,151,63,0.4444,0.4408,1.6842,0.3129,0.4444,0.4444,63,0.359,39,0.3684,38,CRM,3,4,753,756
652,164,63,0.4127,0.579,0.7492,0.2756,0.4127,0.4127,63,0.4571,35,0.5294,17,CRM,3,5,816,819
703,176,63,0.4286,0.4289,0.711,0.2589,0.5079,0.4333,30,,0,,0,CRM,3,6,879,882
753,189,63,0.5397,0.4244,0.7132,0.2596,0.4603,,0,,0,,0,CRM,3,7,942,945
804,201,63,0.5397,0.5101,0.6899,0.2484,0.5079,0.5254,59,,0,,0,CRM,3,8,1005,1008
400,101,63,0.4762,0.4783,0.7599,0.2818,0.4762,0.4762,63,0.4762,63,0.4655,58,CRWD,3,0,501,504
451,113,63,0.4762,0.5111,1.8845,0.3045,0.5079,0.4912,57,0.5,56,0.5789,19,CRWD,3,1,564,567
501,126,63,0.3968,0.4647,2.6503,0.3559,0.6349,0.6,10,0.6,10,0.5,4,CRWD,3,2,627,630
552,138,63,0.6349,0.4977,0.9083,0.2481,0.6667,0.6667,57,0.6667,57,,0,CRWD,3,3,690,693
602,151,63,0.5238,0.4686,1.4142,0.2831,0.5397,0.5323,62,0.541,61,0.0,2,CRWD,3,4,753,756
652,164,63,0.5556,0.4949,0.9248,0.2594,0.5397,0.5517,58,0.5319,47,0.5319,47,CRWD,3,5,816,819
703,176,63,0.619,0.4418,0.6831,0.2451,0.5873,0.6066,61,0.5893,56,0.5,24,CRWD,3,6,879,882
753,189,63,0.381,0.413,1.0282,0.3036,0.3651,0.34,50,0.2381,21,0.2632,19,CRWD,3,7,942,945
804,201,63,0.6349,0.5,0.6723,0.2396,0.6349,0.6349,63,,0,,0,CRWD,3,8,1005,1008
400,101,63,0.5397,0.4924,0.6916,0.2492,0.5397,0.5397,63,0.5439,57,,0,DDOG,3,0,501,504
451,113,63,0.5714,0.5195,4.5553,0.3623,0.5714,0.5714,63,0.5714,63,0.5714,63,DDOG,3,1,564,567
501,126,63,0.5556,0.5353,0.8921,0.2464,0.5873,0.5738,61,0.7778,9,0.7778,9,DDOG,3,2,627,630
552,138,63,0.4762,0.4399,0.7308,0.2679,0.4762,0.4762,63,0.3,10,0.2222,9,DDOG,3,3,690,693
602,151,63,0.4286,0.4163,0.7369,0.2715,0.4444,0.42,50,0.42,50,,0,DDOG,3,4,753,756
652,164,63,0.3175,0.5,0.71,0.2584,0.6825,,0,,0,,0,DDOG,3,5,816,819
703,176,63,0.6508,0.5388,0.6743,0.2406,0.6508,0.6508,63,,0,,0,DDOG,3,6,879,882
753,189,63,0.254,0.4794,0.8274,0.3159,0.254,0.254,63,0.254,63,0.2459,61,DDOG,3,7,942,945
804,201,63,0.5714,0.5185,0.6832,0.2451,0.5714,0.5714,63,0.5806,62,,0,DDOG,3,8,1005,1008
400,101,63,0.5714,0.5283,0.688,0.2472,0.4286,,0,,0,,0,DNA,3,0,501,504
451,113,63,0.3333,0.3561,3.1627,0.3933,0.2698,0.234,47,0.1935,31,0.125,16,DNA,3,1,564,567
501,126,63,0.619,0.4792,0.6651,0.2361,0.381,,0,,0,,0,DNA,3,2,627,630
552,138,63,0.3492,0.5,0.9473,0.3664,0.6508,,0,,0,,0,DNA,3,3,690,693
602,151,63,0.3492,0.4462,0.7222,0.2644,0.3492,0.3492,63,0.2308,13,,0,DNA,3,4,753,756
652,164,63,0.5556,0.4655,1.1972,0.2798,0.5397,0.5484,62,0.0,3,0.0,3,DNA,3,5,816,819
703,176,63,0.4762,0.4564,1.4762,0.296,0.4603,0.4412,34,0.5,2,0.5,2,DNA,3,6,879,882
753,189,63,0.5079,0.4284,0.7065,0.2566,0.4921,,0,,0,,0,DNA,3,7,942,945
804,201,63,0.4921,0.4844,0.6969,0.2519,0.4921,0.0,1,,0,,0,DNA,3,8,1005,1008
400,101,63,0.5079,0.5449,1.1128,0.2511,0.5556,0.6667,12,0.7273,11,0.7273,11,DUOL,3,0,501,504
451,113,63,0.4444,0.4984,4.2265,0.3937,0.381,0.383,47,0.375,24,0.375,24,DUOL,3,1,564,567
501,126,63,0.2698,0.5607,0.7746,0.288,0.7302,,0,,0,,0,DUOL,3,2,627,630
552,138,63,0.5238,0.4995,0.6966,0.2517,0.5238,0.5238,63,0.5161,62,0.75,4,DUOL,3,3,690,693
602,151,63,0.5873,0.391,2.3385,0.3164,0.619,0.6182,55,0.4815,27,0.4815,27,DUOL,3,4,753,756
652,164,63,0.3016,0.5754,0.7893,0.2969,0.3016,0.3016,63,0.3016,63,0.4,20,DUOL,3,5,816,819
