ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,5,26,0.5165,0.1086,0.5262,0.2608,0.5815,661,0.5598
ABNB,5,14,0.5136,0.0538,0.5262,0.281,0.5433,391,0.5408
ABT,5,26,0.4786,0.1293,0.5415,0.2742,0.5337,595,0.5232
ADSK,5,26,0.514,0.1057,0.5361,0.263,0.622,674,0.5238
AI,5,25,0.52,0.1,0.5182,0.2825,0.5323,267,0.4476
ALK,5,26,0.4658,0.1433,0.5621,0.2906,0.5528,723,0.5146
AMD,5,26,0.5134,0.0974,0.5163,0.2691,0.6169,449,0.5403
AMPX,5,7,0.4762,0.1639,0.5268,0.3083,0.5933,184,0.5125
AMZN,5,26,0.5067,0.124,0.5356,0.2902,0.533,733,0.5446
APLD,5,10,0.4905,0.0675,0.5478,0.275,0.627,293,0.5286
ARM,5,3,0.4921,0.1746,0.6195,0.304,0.617,47,0.5132
ASAN,5,15,0.5016,0.1099,0.5504,0.2831,0.4683,238,0.4773
ASTS,5,12,0.4286,0.0911,0.4948,0.3141,0.3708,262,0.5093
AXP,5,26,0.5214,0.0845,0.5395,0.2854,0.6082,881,0.5629
AZN,5,26,0.5519,0.1059,0.5394,0.2564,0.5673,826,0.5317
BA,5,26,0.5104,0.127,0.5458,0.272,0.6535,366,0.4963
BETR,5,3,0.5132,0.1021,0.4968,0.2836,0.4869,32,0.5026
BRKR,5,26,0.5049,0.0814,0.5167,0.2715,0.5445,597,0.5336
BSX,5,26,0.514,0.1188,0.5712,0.2854,0.5967,858,0.5421
CAVA,5,4,0.5794,0.1017,0.5898,0.2547,0.5664,102,0.4722
CI,5,26,0.5226,0.1055,0.5615,0.2684,0.5996,558,0.525
CNC,5,26,0.5067,0.109,0.5739,0.2677,0.5628,658,0.5183
COST,5,26,0.536,0.1334,0.5181,0.2829,0.5731,1117,0.5775
CRM,5,26,0.5202,0.1305,0.5397,0.2845,0.6403,620,0.5336
CRWD,5,20,0.531,0.0931,0.5588,0.2592,0.6411,672,0.5548
DDOG,5,19,0.4528,0.085,0.5059,0.2816,0.6064,496,0.5154
DNA,5,11,0.5426,0.1312,0.5153,0.2606,0.5325,98,0.4387
DUOL,5,11,0.518,0.1703,0.5047,0.28,0.5855,248,0.4661
ETSY,5,26,0.4945,0.1025,0.5298,0.2753,0.4751,408,0.5153
FIVN,5,26,0.4982,0.1111,0.56,0.2713,0.5784,555,0.5037
FSLY,5,20,0.5111,0.1236,0.5244,0.2693,0.5995,398,0.4762
FTNT,5,26,0.5549,0.1358,0.5427,0.257,0.6076,838,0.5714
GM,5,26,0.4866,0.0991,0.5471,0.2761,0.57,299,0.5098
GME,5,26,0.5324,0.0854,0.5455,0.2718,0.5734,257,0.4615
GOOG,5,26,0.5501,0.1177,0.5277,0.2647,0.584,844,0.569
HUM,5,26,0.4597,0.0729,0.4929,0.2767,0.5618,595,0.5256
HY,5,26,0.4939,0.1281,0.5042,0.2937,0.5043,622,0.4927
INSM,5,25,0.4883,0.1109,0.5233,0.2774,0.5881,351,0.5041
INTC,5,26,0.489,0.102,0.5827,0.2731,0.5714,737,0.5012
IREN,5,10,0.573,0.1194,0.5491,0.2618,0.5207,272,0.5301
JNJ,5,26,0.5269,0.0997,0.538,0.2696,0.6037,558,0.5171
KVUE,5,4,0.4881,0.0782,0.5762,0.3018,0.5106,115,0.4603
LLY,5,26,0.5281,0.1133,0.5154,0.2627,0.5987,909,0.5604
LULU,5,26,0.4982,0.1141,0.5252,0.2671,0.5737,754,0.514
LYFT,5,21,0.4951,0.0983,0.5234,0.2679,0.5392,266,0.4626
META,5,10,0.5016,0.1085,0.4326,0.2658,0.5641,316,0.5603
MP,5,14,0.5453,0.1202,0.5378,0.2804,0.5252,275,0.4955
MRNA,5,22,0.5166,0.1291,0.5704,0.2668,0.5244,338,0.4971
MSFT,5,26,0.5391,0.0976,0.5105,0.2713,0.5739,1031,0.5659
MU,5,26,0.5256,0.0958,0.5323,0.27,0.6682,459,0.5336
NET,5,19,0.5146,0.0978,0.5088,0.2673,0.5161,586,0.5347
NFLX,5,26,0.467,0.1051,0.5341,0.2742,0.5842,417,0.5311
NIO,5,23,0.5135,0.0972,0.5093,0.2618,0.4257,277,0.4458
NOK,5,26,0.5275,0.1178,0.5849,0.2839,0.6183,622,0.5348
NVDA,5,26,0.5336,0.1005,0.5097,0.2822,0.5854,921,0.5836
NVMI,5,26,0.5195,0.1127,0.5408,0.264,0.6299,678,0.558
NVO,5,26,0.4963,0.1025,0.5183,0.2698,0.5919,712,0.5421
ONTO,5,18,0.5229,0.0879,0.5272,0.2673,0.5118,618,0.5406
OPEN,5,14,0.551,0.1048,0.5284,0.2781,0.4847,144,0.4376
ORIC,5,16,0.5159,0.0965,0.5252,0.2645,0.5155,94,0.4881
PFE,5,26,0.4786,0.081,0.5035,0.2781,0.558,567,0.4896
PL,5,10,0.5254,0.1101,0.5066,0.2954,0.4685,306,0.5429
PLTR,5,15,0.5418,0.1104,0.525,0.2797,0.5115,462,0.5608
PUBM,5,14,0.441,0.0856,0.4686,0.3056,0.5417,274,0.5136
PYPL,5,26,0.5098,0.1199,0.5446,0.2794,0.5536,819,0.5165
QS,5,14,0.4818,0.1213,0.5514,0.2851,0.6259,123,0.4853
QUBT,5,11,0.5296,0.1077,0.4984,0.2684,0.6964,60,0.4632
QURE,5,26,0.5104,0.1075,0.5329,0.2863,0.4936,329,0.4774
ROKU,5,26,0.5409,0.1203,0.5146,0.2616,0.5434,464,0.5104
ROST,5,26,0.5079,0.109,0.5629,0.2727,0.5915,569,0.5403
S,5,21,0.4777,0.0786,0.5341,0.2745,0.4722,236,0.5178
SHOP,5,26,0.5366,0.0912,0.5445,0.2715,0.5742,684,0.5214
SLV,5,26,0.5189,0.1219,0.5225,0.2626,0.5951,528,0.5525
SMCI,5,20,0.5238,0.1075,0.56,0.27,0.6294,579,0.5341
SMMT,5,25,0.5168,0.0958,0.5629,0.2636,0.6708,341,0.473
SNOW,5,15,0.4677,0.1093,0.5196,0.2986,0.4564,186,0.5101
TEAM,5,26,0.467,0.1064,0.5262,0.2674,0.5825,571,0.5128
TGT,5,26,0.4939,0.1362,0.5282,0.2704,0.4705,536,0.5214
TJX,5,26,0.514,0.0594,0.5335,0.2835,0.5975,618,0.547
TPR,5,26,0.486,0.1609,0.5362,0.2924,0.6636,566,0.5372
TSLA,5,26,0.5208,0.1243,0.534,0.2742,0.515,629,0.5092
TSM,5,26,0.5446,0.1155,0.5382,0.27,0.6398,930,0.5488
UAL,5,26,0.4896,0.1028,0.5626,0.2842,0.5324,435,0.5165
UNH,5,26,0.5214,0.0829,0.5335,0.2571,0.5776,652,0.5299
V,5,26,0.5116,0.1349,0.52,0.2768,0.5712,920,0.558
VKTX,5,26,0.5183,0.1279,0.522,0.289,0.5139,312,0.4799
VZ,5,26,0.5244,0.0786,0.566,0.275,0.5089,426,0.4835
WMT,5,26,0.5598,0.0819,0.5697,0.2699,0.6548,692,0.5501
ZM,5,20,0.5095,0.1096,0.5133,0.2647,0.4879,152,0.4738
SPY,5,26,0.5726,0.1198,0.5066,0.2606,0.6208,1166,0.6013
QQQ,5,26,0.5525,0.1038,0.4994,0.2639,0.5973,991,0.5891
GLD,5,26,0.5446,0.1306,0.5003,0.259,0.5612,959,0.5696
XLF,5,26,0.5043,0.1177,0.5498,0.2915,0.5679,829,0.5666
XLE,5,26,0.4975,0.1017,0.496,0.2668,0.621,737,0.558
XLV,5,26,0.525,0.1039,0.5531,0.2617,0.6185,794,0.5421
XLI,5,26,0.497,0.1164,0.5341,0.2718,0.5789,991,0.5708
