ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
DLR,3,26,0.5067,0.0952,0.5243,0.2706,0.5011,477,0.5134
WDC,3,26,0.5208,0.0976,0.5143,0.2797,0.4993,479,0.5385
STX,3,26,0.5159,0.1202,0.5041,0.2709,0.5401,733,0.5507
ASML,3,26,0.533,0.0843,0.5334,0.2581,0.5922,733,0.5488
GEV,3,1,0.4127,,0.5036,0.3262,0.4194,62,0.4127
CEG,3,9,0.5397,0.0654,0.4858,0.2639,0.5383,399,0.5397
VST,3,26,0.5086,0.0905,0.532,0.2758,0.6014,744,0.547
LIN,3,22,0.5361,0.0927,0.519,0.2598,0.579,815,0.5664
MRVL,3,26,0.5146,0.0883,0.5368,0.261,0.5268,673,0.533
ALAB,3,1,0.5714,,0.6531,0.297,0.5833,48,0.5556
CLS,3,26,0.5311,0.0993,0.5232,0.263,0.5525,810,0.536
SYM,3,8,0.4663,0.1138,0.5241,0.2666,0.5936,62,0.4861
MNDY,3,12,0.5132,0.1018,0.5306,0.2672,0.6382,218,0.4854
FVRR,3,20,0.527,0.069,0.5384,0.2609,0.5549,162,0.4548
APD,3,26,0.5171,0.0737,0.4985,0.2588,0.5526,572,0.5305
EME,3,26,0.5183,0.0967,0.5624,0.2744,0.6126,975,0.5629
KLAC,3,26,0.5464,0.1043,0.5495,0.2536,0.5904,793,0.5592
TXN,3,26,0.5415,0.0963,0.5637,0.2588,0.6267,414,0.5214
MCHP,3,26,0.5085,0.0651,0.5368,0.2738,0.4899,575,0.5061
NXPI,3,26,0.5067,0.0887,0.5254,0.2718,0.5859,481,0.5238
DELL,3,22,0.5159,0.0866,0.5276,0.2716,0.5703,731,0.5563
GLW,3,26,0.5293,0.1132,0.5075,0.2642,0.5765,662,0.5354
FLEX,3,26,0.511,0.0651,0.5185,0.2752,0.571,665,0.5415
JBL,3,26,0.5385,0.1142,0.4904,0.2588,0.5799,969,0.5696
GFS,3,10,0.4937,0.0632,0.5177,0.2676,0.4045,151,0.4857
NEE,3,26,0.5378,0.0684,0.506,0.2689,0.5597,840,0.5434
D,3,26,0.5128,0.076,0.54,0.272,0.534,637,0.5079
CHTR,3,26,0.4969,0.0941,0.5135,0.2671,0.5953,479,0.5189
BIO,3,26,0.5299,0.0825,0.5108,0.2617,0.564,750,0.5269
HOOD,3,11,0.5382,0.111,0.4733,0.2562,0.5446,408,0.5599
RDDT,3,1,0.5079,,0.5227,0.2542,,0,0.5079
PINS,3,20,0.504,0.0737,0.5238,0.2656,0.5671,472,0.5087
MDB,3,26,0.5323,0.091,0.5154,0.2632,0.5324,717,0.5366
RKLB,3,11,0.4877,0.1151,0.5194,0.2667,0.6269,208,0.5368
STLA,3,13,0.4786,0.0628,0.4869,0.2737,0.3909,185,0.4896
FIG,3,7,0.5374,0.098,0.508,0.285,0.4801,134,0.458
AMC,3,26,0.5366,0.0933,0.5178,0.2615,0.5893,189,0.4365
AFL,3,26,0.5555,0.0956,0.5432,0.263,0.5887,1025,0.5684
ALL,3,26,0.5134,0.104,0.5267,0.273,0.5215,739,0.5464
AIG,3,26,0.5238,0.0703,0.5066,0.2691,0.5741,782,0.5397
AMP,3,26,0.5403,0.0932,0.5323,0.2614,0.6252,963,0.5647
AON,3,26,0.5214,0.081,0.5174,0.257,0.5733,861,0.5458
APO,3,26,0.5177,0.1054,0.5498,0.262,0.5934,725,0.5464
ACGL,3,26,0.5556,0.1053,0.5244,0.2602,0.56,814,0.5531
ARES,3,26,0.5415,0.0889,0.5338,0.2669,0.5409,895,0.5543
AJG,3,26,0.5519,0.0966,0.5117,0.2619,0.5822,1060,0.5757
AIZ,3,26,0.5507,0.0781,0.5239,0.2622,0.579,799,0.558
BAC,3,26,0.5147,0.0838,0.5326,0.2679,0.565,598,0.5287
BLK,3,26,0.514,0.0899,0.4992,0.2592,0.5555,663,0.544
BX,3,26,0.5317,0.0786,0.5285,0.2618,0.5858,805,0.5336
BNY,3,24,0.4623,0.1337,0.4926,0.2692,0.3908,390,0.4808
BRO,3,26,0.5482,0.0983,0.5174,0.2663,0.6109,1118,0.5708
COF,3,26,0.4762,0.0874,0.5298,0.2771,0.6139,490,0.5317
CBOE,3,26,0.5049,0.0727,0.5235,0.2752,0.6028,806,0.5385
SCHW,3,26,0.5165,0.0898,0.5051,0.2655,0.5358,737,0.5384
CB,3,26,0.5037,0.0772,0.5426,0.26,0.5652,632,0.5403
CINF,3,26,0.5079,0.0998,0.5243,0.269,0.5903,479,0.5317
C,3,26,0.533,0.0791,0.5332,0.2666,0.5732,721,0.5348
CFG,3,26,0.4988,0.0926,0.5009,0.2815,0.5327,656,0.536
CME,3,26,0.5214,0.0688,0.5451,0.2639,0.5987,611,0.5159
ERIE,3,26,0.4957,0.0811,0.5179,0.2666,0.5737,468,0.5262
FDS,3,26,0.5342,0.0762,0.5347,0.2687,0.561,838,0.5305
FIS,3,26,0.4609,0.0783,0.5292,0.2696,0.4924,570,0.5
FITB,3,26,0.522,0.0875,0.5609,0.2777,0.6683,616,0.5415
BEN,3,26,0.5079,0.0924,0.5312,0.2648,0.6483,290,0.5043
GPN,3,26,0.5085,0.0925,0.5325,0.2664,0.5869,620,0.5006
GL,3,19,0.5439,0.0836,0.5736,0.2551,0.5744,756,0.5564
GS,3,26,0.5177,0.0912,0.542,0.2751,0.6191,700,0.547
HIG,3,26,0.5464,0.0827,0.5645,0.2632,0.6501,782,0.5519
HBAN,3,26,0.5366,0.0853,0.5849,0.2719,0.5929,669,0.5281
IBKR,3,26,0.5476,0.0969,0.5133,0.2686,0.6396,925,0.5623
ICE,3,26,0.4908,0.1018,0.5399,0.2678,0.5416,566,0.522
IVZ,3,26,0.5147,0.0782,0.5462,0.2759,0.6093,432,0.5305
JKHY,3,26,0.5183,0.0748,0.5422,0.2648,0.5103,624,0.5238
ABBV,3,26,0.533,0.0786,0.541,0.2585,0.5688,900,0.5574
A,3,26,0.5293,0.1019,0.5149,0.2761,0.5456,744,0.5311
ALGN,3,26,0.5104,0.1034,0.5264,0.2735,0.5671,531,0.4976
AMGN,3,26,0.4884,0.0911,0.5628,0.2619,0.5513,422,0.5098
BAX,3,26,0.4994,0.0764,0.507,0.2636,0.4615,469,0.4945
BDX,3,26,0.5256,0.0829,0.5256,0.2668,0.5473,749,0.5067
TECH,3,26,0.4853,0.0959,0.5017,0.2758,0.5554,582,0.5092
BIIB,3,26,0.4872,0.0881,0.5274,0.2664,0.5533,365,0.4841
BMY,3,26,0.5165,0.0887,0.528,0.2658,0.5799,357,0.4939
CAH,3,26,0.5214,0.0676,0.5097,0.2647,0.6218,789,0.5501
CRL,3,26,0.5116,0.0877,0.4859,0.266,0.4692,593,0.5415
COO,3,26,0.4853,0.0958,0.5172,0.2648,0.4896,525,0.5128
CVS,3,26,0.4878,0.0679,0.5045,0.2686,0.5242,520,0.5177
DHR,3,26,0.525,0.0935,0.5016,0.2669,0.5081,782,0.5183
DVA,3,26,0.5177,0.0854,0.492,0.261,0.5556,592,0.5372
DXCM,3,26,0.5317,0.0885,0.5133,0.2556,0.5366,882,0.522
EW,3,26,0.5086,0.0879,0.523,0.2643,0.6327,438,0.525
GILD,3,26,0.5024,0.0784,0.5444,0.2767,0.6319,407,0.514
HCA,3,26,0.5311,0.1061,0.5427,0.2584,0.6099,647,0.5519
HSIC,3,26,0.4939,0.1005,0.5327,0.2647,0.5661,272,0.4939
IDXX,3,26,0.525,0.1081,0.5157,0.2561,0.5,702,0.5293
INCY,3,26,0.5104,0.0931,0.5371,0.2718,0.5602,455,0.5085
PODD,3,26,0.4988,0.0895,0.538,0.2656,0.5015,678,0.5122
ISRG,3,26,0.5281,0.0955,0.4923,0.266,0.5571,841,0.533
IQV,3,26,0.4945,0.0736,0.5134,0.27,0.5477,485,0.5195
LH,3,26,0.5201,0.1031,0.5336,0.2615,0.5947,513,0.5311
MCK,3,26,0.5299,0.0701,0.5571,0.2706,0.6153,876,0.5531
MDT,3,26,0.4976,0.1042,0.5292,0.2646,0.4889,327,0.4963
MRK,3,26,0.5146,0.0672,0.508,0.2661,0.5481,421,0.5104
MTD,3,26,0.5177,0.0996,0.5393,0.2632,0.5739,456,0.5342
DGX,3,26,0.5287,0.0809,0.5147,0.2639,0.5823,737,0.5324
REGN,3,26,0.478,0.0858,0.497,0.2673,0.5036,418,0.5202
RMD,3,26,0.5366,0.0991,0.5108,0.2667,0.5805,815,0.5354
STE,3,26,0.5012,0.0641,0.5203,0.2587,0.6047,570,0.5214
SYK,3,26,0.497,0.0506,0.5371,0.2626,0.6026,735,0.5293
MMM,3,26,0.4976,0.0836,0.4829,0.2665,0.4822,525,0.5134
AOS,3,26,0.5128,0.0912,0.5163,0.2656,0.4981,640,0.5287
ALLE,3,26,0.5012,0.0995,0.5241,0.265,0.6301,388,0.522
AME,3,26,0.533,0.0953,0.5316,0.2611,0.619,858,0.5592
ADP,3,26,0.5049,0.0977,0.5177,0.2698,0.5742,919,0.5446
BR,3,26,0.4994,0.0953,0.5071,0.2739,0.4791,556,0.5226
BLDR,3,26,0.5501,0.1027,0.5401,0.2666,0.5406,874,0.5263
CHRW,3,26,0.5226,0.0599,0.5402,0.2638,0.6148,445,0.5293
CARR,3,17,0.4818,0.0849,0.507,0.2613,0.6431,324,0.5359
CAT,3,26,0.5128,0.0934,0.5268,0.2738,0.5825,558,0.5415
CTAS,3,26,0.5464,0.083,0.5144,0.2654,0.5715,860,0.5427
FIX,3,26,0.5537,0.0665,0.5143,0.2622,0.6069,890,0.5696
CPRT,3,26,0.5177,0.1031,0.4944,0.261,0.4943,878,0.5317
CSX,3,26,0.5183,0.0961,0.5317,0.2593,0.6166,391,0.5305
CMI,3,26,0.5269,0.096,0.5462,0.2691,0.5872,732,0.536
DE,3,26,0.5183,0.0657,0.512,0.2839,0.4878,590,0.5378
DAL,3,26,0.4902,0.0944,0.5511,0.2715,0.642,349,0.5061
DOV,3,26,0.5128,0.0905,0.5024,0.2621,0.5202,606,0.5372
EMR,3,26,0.5195,0.0851,0.5132,0.2651,0.5296,630,0.5305
EFX,3,26,0.4921,0.075,0.5225,0.2673,0.5326,464,0.5262
EXPD,3,26,0.5171,0.092,0.5259,0.2619,0.5786,521,0.5574
FAST,3,26,0.5323,0.0965,0.526,0.2618,0.5091,707,0.5415
FDX,3,26,0.5153,0.087,0.5208,0.2725,0.5483,784,0.5415
FTV,3,26,0.5085,0.0637,0.5483,0.2684,0.6031,505,0.5171
GE,3,26,0.5226,0.103,0.513,0.2764,0.5897,1108,0.5653
GNRC,3,26,0.5232,0.1056,0.5042,0.2782,0.5802,726,0.5409
GD,3,26,0.5317,0.0806,0.5304,0.264,0.5841,690,0.5415
HON,3,26,0.5379,0.0715,0.5521,0.2642,0.5819,619,0.5238
HWM,3,17,0.5462,0.0755,0.5497,0.2525,0.5871,691,0.577
HUBB,3,26,0.5189,0.089,0.5443,0.2712,0.5767,626,0.5403
HII,3,26,0.4939,0.0834,0.5297,0.2726,0.5269,567,0.5153
IEX,3,26,0.5134,0.0776,0.5435,0.263,0.5674,631,0.5299
ITW,3,26,0.5238,0.0985,0.5413,0.2634,0.6222,518,0.5171
IR,3,26,0.5366,0.0769,0.5236,0.2632,0.5864,857,0.5513
JBHT,3,26,0.4878,0.0652,0.5288,0.2675,0.5789,540,0.5195
J,3,18,0.5044,0.0917,0.5344,0.2595,0.505,249,0.5132
APTV,3,26,0.4817,0.0861,0.522,0.2692,0.578,423,0.5116
AZO,3,26,0.5049,0.0694,0.519,0.2639,0.5796,851,0.5427
BBY,3,26,0.4799,0.0642,0.5258,0.2642,0.5732,367,0.5104
BKNG,3,25,0.5181,0.0842,0.552,0.2677,0.5596,770,0.5454
CCL,3,26,0.4933,0.0843,0.5224,0.2838,0.4766,372,0.4927
CVNA,3,26,0.5232,0.1106,0.4856,0.2779,0.5371,697,0.5147
CMG,3,26,0.4976,0.0848,0.5137,0.2645,0.5732,662,0.5201
DRI,3,26,0.4982,0.0736,0.5289,0.2742,0.5253,350,0.5085
DECK,3,26,0.5177,0.0911,0.5161,0.262,0.5628,677,0.5354
DPZ,3,26,0.489,0.0811,0.505,0.264,0.4931,541,0.5049
DHI,3,26,0.4945,0.0776,0.5195,0.2666,0.4986,451,0.5134
EBAY,3,26,0.5311,0.1181,0.5034,0.2645,0.5235,666,0.5397
EXPE,3,26,0.4817,0.0836,0.5185,0.2712,0.5993,434,0.5281
F,3,26,0.5159,0.0793,0.5243,0.2696,0.6144,320,0.5037
GRMN,3,26,0.5324,0.0634,0.5128,0.2622,0.5749,993,0.5531
GPC,3,26,0.5165,0.0761,0.5152,0.2604,0.5435,657,0.5354
HAS,3,26,0.5159,0.08,0.5369,0.2753,0.5613,540,0.5037
HLT,3,26,0.533,0.0932,0.5527,0.2695,0.5935,755,0.5482
HD,3,26,0.5128,0.0972,0.5024,0.2608,0.5454,705,0.5409
LVS,3,26,0.489,0.097,0.5003,0.2652,0.569,319,0.4792
LEN,3,26,0.514,0.066,0.5148,0.2635,0.5532,595,0.5104
LOW,3,26,0.536,0.085,0.5303,0.2533,0.5172,557,0.5311
MAR,3,26,0.5134,0.0739,0.5441,0.2601,0.5911,659,0.5372
MCD,3,26,0.5031,0.0707,0.5313,0.2682,0.5521,553,0.5085
MGM,3,26,0.5061,0.0818,0.5504,0.2695,0.5391,297,0.4994
NKE,3,26,0.4914,0.0895,0.496,0.2651,0.5166,437,0.497
NCLH,3,26,0.4676,0.077,0.5308,0.2782,0.527,318,0.4902
MO,3,26,0.5238,0.0831,0.5247,0.2653,0.5333,873,0.5354
ADM,3,26,0.5415,0.1171,0.5066,0.2711,0.5535,809,0.5501
BG,3,26,0.5061,0.0976,0.5062,0.2731,0.5391,744,0.5458
CPB,3,26,0.5006,0.0956,0.5345,0.2753,0.5609,729,0.4988
CASY,3,26,0.5562,0.0648,0.5629,0.2507,0.6213,578,0.5537
CHD,3,26,0.503,0.0851,0.5367,0.2808,0.6137,524,0.5189
CLX,3,26,0.4719,0.0943,0.5147,0.264,0.5373,326,0.4915
KO,3,26,0.5183,0.0746,0.5092,0.2588,0.5457,467,0.5281
CL,3,26,0.4908,0.0989,0.529,0.2684,0.5775,587,0.5238
CAG,3,26,0.5202,0.0975,0.5647,0.2625,0.5323,716,0.5006
STZ,3,26,0.5018,0.0877,0.5491,0.278,0.654,495,0.5
DG,3,26,0.5104,0.0838,0.5338,0.2631,0.5733,505,0.5043
DLTR,3,26,0.4988,0.0922,0.5272,0.2734,0.4714,548,0.5183
EL,3,26,0.5202,0.1083,0.4807,0.2629,0.4258,490,0.5
GIS,3,26,0.4945,0.0757,0.5347,0.2743,0.5366,593,0.5086
HSY,3,26,0.5122,0.0955,0.5171,0.2621,0.6247,598,0.5177
HRL,3,26,0.4908,0.0704,0.5301,0.2618,0.5,482,0.4963
KDP,3,24,0.5265,0.097,0.5376,0.2633,0.5779,672,0.5304
KMB,3,26,0.4866,0.0751,0.5182,0.2646,0.5778,604,0.5116
KHC,3,26,0.5165,0.0986,0.5224,0.2671,0.5479,511,0.514
KR,3,26,0.4976,0.0739,0.5537,0.263,0.6088,620,0.5201
MKC,3,26,0.5055,0.0912,0.5229,0.2623,0.5723,492,0.5024
APA,3,26,0.5024,0.0794,0.5217,0.2634,0.5713,537,0.5348
BKR,3,18,0.5318,0.0973,0.5111,0.2658,0.5613,667,0.5635
CVX,3,26,0.5122,0.069,0.5268,0.2785,0.5307,722,0.5488
COP,3,26,0.5037,0.0872,0.5112,0.2545,0.6273,572,0.5244
DVN,3,26,0.5116,0.102,0.5199,0.2601,0.4913,621,0.5373
FANG,3,26,0.4933,0.0694,0.5266,0.2723,0.5513,679,0.533
EOG,3,26,0.4896,0.0609,0.5084,0.2579,0.5195,370,0.5171
EQT,3,26,0.5079,0.0822,0.5294,0.2682,0.5571,498,0.5293
XOM,3,26,0.5201,0.0978,0.5008,0.2576,0.5448,800,0.5427
HAL,3,26,0.4884,0.0722,0.4926,0.2678,0.519,485,0.5244
KMI,3,26,0.5244,0.081,0.5352,0.2614,0.5667,649,0.5293
MPC,3,26,0.5464,0.0778,0.4985,0.2551,0.604,892,0.5733
OXY,3,26,0.4976,0.0996,0.4981,0.2651,0.6337,277,0.5092
OKE,3,26,0.4872,0.1002,0.5404,0.2635,0.5513,756,0.5391
PSX,3,26,0.5104,0.0819,0.5031,0.2724,0.5229,610,0.5372
SLB,3,26,0.5153,0.077,0.5179,0.2634,0.6013,259,0.5153
TRGP,3,26,0.5531,0.0917,0.5132,0.2542,0.5769,1069,0.5788
TPL,3,26,0.4908,0.1049,0.5261,0.2757,0.4137,635,0.5116
VLO,3,26,0.4805,0.0966,0.4774,0.266,0.437,663,0.547
AES,3,26,0.5061,0.0668,0.4962,0.2652,0.4925,462,0.5055
LNT,3,26,0.4988,0.0589,0.5219,0.2726,0.5892,534,0.5232
AEE,3,26,0.4908,0.0688,0.5244,0.2865,0.5907,651,0.5281
AEP,3,26,0.5232,0.0737,0.5283,0.2594,0.546,652,0.5281
AWK,3,26,0.5073,0.0928,0.5391,0.2752,0.5913,427,0.5079
ATO,3,26,0.5067,0.0762,0.533,0.2663,0.586,786,0.5378
CNP,3,26,0.5134,0.077,0.5386,0.2677,0.6333,628,0.5421
CMS,3,26,0.525,0.0743,0.5233,0.2692,0.5324,820,0.5214
ED,3,26,0.5055,0.0712,0.5523,0.2569,0.7405,371,0.5147
DTE,3,26,0.5183,0.0764,0.5272,0.2666,0.5009,485,0.5128
DUK,3,26,0.4731,0.0853,0.4871,0.2744,0.5022,440,0.5073
EIX,3,26,0.486,0.0893,0.5224,0.2774,0.5321,513,0.5293
ETR,3,26,0.4963,0.094,0.4904,0.2744,0.5062,768,0.5415
EVRG,3,24,0.5238,0.0804,0.543,0.2722,0.6191,533,0.537
ES,3,26,0.4982,0.0841,0.5136,0.2664,0.5779,677,0.5079
EXC,3,26,0.5159,0.0635,0.5339,0.2584,0.5955,670,0.5415
ARE,3,26,0.4798,0.0863,0.5272,0.2658,0.582,493,0.5012
AMT,3,26,0.5085,0.092,0.5157,0.2652,0.5575,481,0.4963
BXP,3,26,0.4957,0.0832,0.5323,0.2784,0.5215,492,0.4927
CPT,3,26,0.4884,0.0768,0.5116,0.2716,0.4942,587,0.522
CBRE,3,25,0.4959,0.0905,0.5222,0.2747,0.509,654,0.5429
CSGP,3,26,0.4872,0.0937,0.5324,0.2738,0.5307,573,0.4921
CCI,3,26,0.497,0.0903,0.5129,0.2631,0.5665,360,0.475
VMRK,3,26,0.5183,0.0854,0.5439,0.2618,0.5408,699,0.5226
ESS,3,26,0.5098,0.0729,0.5374,0.2679,0.5665,580,0.5214
EXR,3,26,0.5195,0.0947,0.5417,0.2544,0.6099,616,0.5378
FRT,3,26,0.5067,0.0968,0.5573,0.2593,0.6465,460,0.5165
DOC,3,26,0.5122,0.0769,0.5455,0.2676,0.5668,550,0.4902
HST,3,26,0.5281,0.0929,0.5777,0.2732,0.6064,421,0.5043
INVH,3,26,0.5085,0.0909,0.5047,0.2596,0.5018,786,0.5232
IRM,3,26,0.5305,0.0891,0.4937,0.2728,0.554,855,0.5562
ALB,3,26,0.5281,0.0712,0.5434,0.2626,0.5351,629,0.511
