ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
COIN,1,12,0.5079,0.0524,0.4866,0.2525,0.4259,72,0.4802
AVGO,1,25,0.5137,0.0489,0.5011,0.2574,0.5448,392,0.5346
ANET,1,25,0.5194,0.0602,0.5079,0.2542,0.5459,572,0.5384
AMAT,1,25,0.5079,0.0599,0.5344,0.2581,0.62,517,0.5264
LRCX,1,25,0.5041,0.066,0.5176,0.2572,0.5677,307,0.5213
VRT,1,16,0.5317,0.0656,0.4739,0.2569,0.4967,453,0.5456
ETN,1,25,0.5244,0.0605,0.5057,0.257,0.59,582,0.5365
NOW,1,25,0.5238,0.0825,0.5149,0.2559,0.568,800,0.5365
EQIX,1,25,0.4921,0.0534,0.4967,0.2679,0.4206,394,0.5168
DLR,1,25,0.506,0.0694,0.5247,0.2636,0.5275,408,0.5143
WDC,1,25,0.501,0.0811,0.4969,0.2608,0.4741,297,0.5213
STX,1,25,0.5308,0.0743,0.5249,0.2618,0.5337,379,0.5289
ASML,1,25,0.5187,0.0453,0.515,0.2558,0.5364,409,0.5219
CEG,1,8,0.506,0.0867,0.4956,0.26,0.5291,103,0.5218
VST,1,25,0.5118,0.0596,0.533,0.2598,0.5298,613,0.5168
LIN,1,21,0.5057,0.0575,0.51,0.2553,0.4799,380,0.5246
MRVL,1,25,0.5098,0.0529,0.5195,0.2653,0.5326,328,0.5194
CLS,1,25,0.5219,0.0691,0.5103,0.2569,0.4872,571,0.5283
SYM,1,7,0.5102,0.0707,0.5268,0.2718,0.5147,81,0.5125
MNDY,1,11,0.5209,0.0669,0.5176,0.2583,0.5855,161,0.5079
FVRR,1,19,0.5297,0.0497,0.5061,0.2552,0.4902,261,0.4603
APD,1,25,0.5111,0.0563,0.5075,0.2548,0.5272,257,0.5156
EME,1,25,0.546,0.0656,0.5281,0.2534,0.6018,728,0.5549
KLAC,1,25,0.5149,0.0694,0.4963,0.2591,0.5549,465,0.5371
TXN,1,25,0.5346,0.0532,0.56,0.2542,0.6204,425,0.5162
MCHP,1,25,0.5117,0.0656,0.5297,0.2565,0.5527,392,0.5073
NXPI,1,25,0.5098,0.076,0.5189,0.257,0.5487,377,0.5213
DELL,1,21,0.4989,0.0593,0.5201,0.2658,0.5685,352,0.5125
GLW,1,25,0.5206,0.0754,0.5249,0.2607,0.5406,386,0.5289
FLEX,1,25,0.5105,0.0679,0.5143,0.2684,0.5247,337,0.5117
JBL,1,25,0.5263,0.0542,0.4914,0.2588,0.5932,532,0.5429
GFS,1,10,0.4794,0.0564,0.5029,0.2626,0.4981,49,0.4841
NEE,1,25,0.5079,0.0581,0.5086,0.263,0.493,514,0.5219
D,1,25,0.5181,0.0581,0.5206,0.2597,0.5039,549,0.5124
CHTR,1,25,0.4819,0.0444,0.4831,0.2608,0.4475,317,0.5086
BIO,1,25,0.5156,0.0692,0.4857,0.2577,0.6148,473,0.5117
HOOD,1,11,0.5354,0.0662,0.5118,0.2587,0.5642,407,0.5469
PINS,1,20,0.4984,0.0652,0.5235,0.2621,0.489,265,0.4936
MDB,1,25,0.4978,0.0592,0.5031,0.2592,0.4663,217,0.5073
RKLB,1,10,0.4889,0.0747,0.4749,0.2735,0.4954,150,0.5317
STLA,1,13,0.4945,0.075,0.4982,0.2664,0.4927,141,0.4933
FIG,1,7,0.4875,0.0671,0.5148,0.2764,0.4179,89,0.4581
AMC,1,25,0.5568,0.0623,0.5005,0.2524,0.3482,94,0.4317
