ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
PYPL,3,25,0.5079,0.096,0.514,0.2613,0.5369,549,0.5054
QS,3,13,0.536,0.1172,0.5353,0.2638,0.5385,91,0.4567
QUBT,3,11,0.5296,0.0778,0.5255,0.2564,0.5023,29,0.469
QURE,3,25,0.4952,0.0969,0.5138,0.265,0.4669,203,0.4717
ROKU,3,25,0.5181,0.0936,0.4995,0.2606,0.4828,314,0.4984
ROST,3,25,0.4946,0.0857,0.5433,0.27,0.6299,510,0.5308
S,3,20,0.4857,0.0521,0.5149,0.2711,0.5121,239,0.5119
SHOP,3,25,0.5225,0.075,0.5384,0.2589,0.4894,581,0.5029
SLV,3,25,0.5321,0.1002,0.5023,0.2551,0.5901,473,0.5467
SMCI,3,19,0.5221,0.0961,0.4913,0.2624,0.5088,359,0.518
SMMT,3,25,0.5397,0.0656,0.5455,0.2543,0.6971,259,0.4724
SNOW,3,14,0.4603,0.0785,0.4979,0.2821,0.5122,231,0.5045
TEAM,3,25,0.4819,0.0967,0.5334,0.2616,0.615,654,0.5149
TGT,3,25,0.48,0.0704,0.4831,0.2664,0.5808,485,0.5263
TJX,3,25,0.5035,0.0679,0.5366,0.2712,0.5652,544,0.5371
TPR,3,25,0.4825,0.1125,0.5269,0.27,0.5304,693,0.539
TSLA,3,25,0.5149,0.0867,0.5123,0.267,0.4951,625,0.5168
TSM,3,25,0.5302,0.0855,0.5067,0.2638,0.573,419,0.5257
UAL,3,25,0.4629,0.1147,0.5284,0.2775,0.5825,414,0.5041
UNH,3,25,0.513,0.0597,0.5201,0.2615,0.5699,540,0.5333
V,3,25,0.5429,0.0913,0.5458,0.2595,0.5957,991,0.5594
VKTX,3,25,0.513,0.1037,0.5255,0.2806,0.4254,246,0.4838
VZ,3,25,0.5244,0.0766,0.5631,0.273,0.5723,579,0.5041
WMT,3,25,0.5524,0.0681,0.5556,0.2592,0.6295,634,0.5606
ZM,3,20,0.4802,0.0937,0.4912,0.2685,0.4889,221,0.4928
SPY,3,25,0.546,0.0964,0.4978,0.2601,0.6049,1091,0.5854
QQQ,3,25,0.5663,0.1017,0.4946,0.2569,0.5684,1037,0.5784
GLD,3,25,0.5327,0.0918,0.5164,0.2566,0.614,820,0.553
XLF,3,25,0.5371,0.0679,0.5535,0.2672,0.5468,804,0.5594
XLE,3,25,0.5448,0.0702,0.5054,0.2541,0.551,577,0.5511
XLV,3,25,0.5263,0.0829,0.5285,0.2599,0.5793,804,0.539
XLI,3,25,0.5206,0.1097,0.5181,0.2647,0.5788,745,0.5644
XLU,3,25,0.5276,0.0741,0.5347,0.262,0.543,810,0.5346
COIN,3,12,0.5013,0.0633,0.5227,0.2689,0.6198,164,0.4987
AVGO,3,25,0.4927,0.094,0.5381,0.2731,0.6199,702,0.5409
ANET,3,25,0.5117,0.0743,0.4979,0.2832,0.5773,700,0.5505
AMAT,3,25,0.5397,0.0945,0.5387,0.28,0.5742,643,0.5479
LRCX,3,25,0.5422,0.0934,0.5371,0.2666,0.5544,614,0.5524
VRT,3,16,0.5367,0.0852,0.519,0.256,0.5945,586,0.5615
ETN,3,25,0.5263,0.1023,0.5509,0.2537,0.6095,987,0.5759
NOW,3,25,0.5092,0.1042,0.5295,0.267,0.5732,747,0.5251
EQIX,3,25,0.4978,0.0788,0.5514,0.2723,0.5745,575,0.5276
DLR,3,25,0.4952,0.0802,0.5439,0.2706,0.613,377,0.5149
WDC,3,25,0.5168,0.1039,0.5262,0.2746,0.5165,478,0.5397
STX,3,25,0.4946,0.1259,0.5035,0.2748,0.5549,659,0.5537
ASML,3,25,0.5276,0.0948,0.5365,0.2594,0.5909,672,0.5467
CEG,3,8,0.5437,0.0598,0.4953,0.2533,0.5694,410,0.5536
VST,3,25,0.5092,0.0965,0.5293,0.2715,0.6387,720,0.5498
LIN,3,21,0.5586,0.0958,0.5322,0.26,0.6329,786,0.5654
MRVL,3,25,0.5117,0.0917,0.5336,0.2633,0.533,702,0.534
CLS,3,25,0.5263,0.0833,0.5151,0.2625,0.5755,762,0.541
SYM,3,7,0.4762,0.1233,0.5081,0.2683,0.6798,79,0.5034
MNDY,3,11,0.5123,0.071,0.5266,0.27,0.5495,235,0.4892
FVRR,3,19,0.5221,0.082,0.5122,0.2656,0.4807,241,0.4486
APD,3,25,0.513,0.0863,0.5124,0.26,0.5707,738,0.5333
EME,3,25,0.5454,0.0913,0.5777,0.2699,0.6757,880,0.5708
KLAC,3,25,0.5537,0.1007,0.5544,0.2515,0.6176,831,0.56
TXN,3,25,0.5251,0.1049,0.539,0.2627,0.5748,469,0.5213
MCHP,3,25,0.5028,0.0761,0.5377,0.2722,0.547,602,0.5098
NXPI,3,25,0.5137,0.0797,0.5174,0.2797,0.6104,506,0.527
DELL,3,21,0.5283,0.0962,0.525,0.2683,0.5637,639,0.5541
GLW,3,25,0.5194,0.1107,0.5191,0.2586,0.5529,551,0.5371
FLEX,3,25,0.5105,0.0679,0.5175,0.2785,0.5713,591,0.5429
JBL,3,25,0.5403,0.1095,0.5073,0.2604,0.5846,949,0.5746
GFS,3,9,0.5256,0.0591,0.5422,0.2648,0.6274,145,0.4762
NEE,3,25,0.5327,0.0784,0.5064,0.2664,0.5416,954,0.5486
D,3,25,0.5257,0.0781,0.5396,0.2691,0.5632,589,0.5067
CHTR,3,25,0.5022,0.0968,0.5083,0.2664,0.579,602,0.5194
BIO,3,25,0.534,0.1066,0.5514,0.2562,0.6427,739,0.5213
HOOD,3,10,0.5365,0.1104,0.5043,0.27,0.5833,435,0.5762
PINS,3,20,0.4952,0.0809,0.5264,0.2742,0.6378,439,0.5087
MDB,3,25,0.4914,0.0727,0.5025,0.2684,0.5027,642,0.5365
RKLB,3,10,0.5032,0.1071,0.5212,0.2683,0.658,183,0.5333
STLA,3,13,0.4737,0.0621,0.4754,0.2709,0.5188,164,0.4896
FIG,3,7,0.5306,0.1226,0.5356,0.2812,0.4188,157,0.458
AMC,3,25,0.5371,0.0918,0.5004,0.2641,0.3844,194,0.4292
