ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,25,0.5048,0.0684,0.4811,0.2594,0.4406,463,0.5295
ABNB,1,13,0.5116,0.0867,0.5189,0.2703,0.4478,197,0.5226
ABT,1,25,0.5137,0.0657,0.5288,0.2604,0.5553,398,0.5092
ADSK,1,25,0.5098,0.0692,0.4884,0.261,0.483,532,0.5213
AI,1,25,0.4927,0.0647,0.494,0.2661,0.4947,143,0.4711
ALK,1,25,0.4705,0.0699,0.5087,0.2637,0.5384,229,0.4901
AMD,1,25,0.4844,0.0613,0.4933,0.258,0.377,144,0.5048
AMPX,1,6,0.5053,0.0622,0.5115,0.2664,0.6844,29,0.4974
AMZN,1,25,0.4959,0.0749,0.5185,0.2741,0.5406,330,0.5244
APLD,1,9,0.4815,0.0389,0.4925,0.2596,0.5116,44,0.4991
ARM,1,2,0.4604,0.0449,0.5466,0.2791,0.4673,72,0.4683
ASAN,1,14,0.508,0.061,0.4918,0.2702,0.43,100,0.4705
ASTS,1,12,0.5053,0.0656,0.5336,0.2656,0.5236,92,0.5013
AXP,1,25,0.5073,0.0519,0.5145,0.2653,0.5958,429,0.5206
AZN,1,25,0.5022,0.0717,0.4932,0.2594,0.5832,492,0.5264
BA,1,25,0.5073,0.0702,0.5167,0.2576,0.4628,253,0.494
BETR,1,3,0.4709,0.0661,0.474,0.264,0.6414,53,0.4868
BRKR,1,25,0.5022,0.052,0.5044,0.2609,0.4564,373,0.4984
BSX,1,25,0.5238,0.0642,0.5364,0.2628,0.583,617,0.5289
CAVA,1,3,0.5185,0.0331,0.4349,0.2924,0.45,12,0.4656
CI,1,25,0.513,0.0618,0.5134,0.2583,0.5109,549,0.5257
CNC,1,25,0.4832,0.0506,0.4962,0.2594,0.4305,337,0.5086
COST,1,25,0.5181,0.0559,0.4763,0.2645,0.5025,801,0.5327
CRM,1,25,0.4908,0.063,0.4878,0.2609,0.4808,279,0.5168
CRWD,1,20,0.5198,0.084,0.5333,0.2565,0.5598,442,0.5349
DDOG,1,18,0.4885,0.0573,0.5136,0.271,0.6717,343,0.4991
DNA,1,10,0.5159,0.0376,0.4791,0.2718,0.4593,64,0.4619
DUOL,1,11,0.456,0.0724,0.4757,0.2648,0.54,257,0.5065
ETSY,1,25,0.499,0.056,0.4944,0.2555,0.575,285,0.5029
FIVN,1,25,0.5187,0.0555,0.4934,0.258,0.4741,359,0.487
FSLY,1,20,0.5024,0.0503,0.4939,0.2608,0.528,146,0.4746
FTNT,1,25,0.5263,0.051,0.5081,0.2589,0.5472,622,0.5441
GM,1,25,0.4978,0.0708,0.4964,0.2649,0.5111,190,0.5181
GME,1,25,0.5136,0.0646,0.5173,0.2569,0.4988,177,0.48
GOOG,1,25,0.5384,0.0608,0.5006,0.259,0.5396,695,0.5467
HUM,1,25,0.506,0.0533,0.5042,0.2579,0.5294,417,0.5219
HY,1,25,0.4781,0.0477,0.5005,0.2657,0.5327,176,0.4946
INSM,1,25,0.5118,0.0541,0.5131,0.2577,0.5229,236,0.506
INTC,1,25,0.487,0.051,0.5032,0.262,0.5202,268,0.4959
IREN,1,10,0.5127,0.0599,0.5045,0.2576,0.6106,58,0.4968
JNJ,1,25,0.4959,0.0743,0.502,0.2593,0.5593,317,0.5105
KVUE,1,4,0.4524,0.0716,0.5122,0.2672,0.4052,66,0.4841
LLY,1,25,0.5118,0.0668,0.4868,0.2605,0.5495,688,0.5264
LULU,1,25,0.5187,0.0665,0.512,0.2642,0.4793,526,0.5143
LYFT,1,20,0.5167,0.0501,0.524,0.2548,0.4933,213,0.4778
META,1,10,0.4921,0.0491,0.4933,0.2651,0.5055,221,0.5254
MP,1,14,0.5204,0.045,0.5231,0.2611,0.5958,183,0.4864
MRNA,1,22,0.5123,0.0637,0.5141,0.2595,0.5224,200,0.4776
MSFT,1,25,0.5143,0.0689,0.4996,0.2578,0.5535,477,0.5238
MU,1,25,0.5213,0.0671,0.5134,0.2591,0.4379,477,0.5251
NET,1,18,0.5176,0.0587,0.5054,0.2571,0.5575,274,0.5124
NFLX,1,25,0.4787,0.0624,0.5148,0.2706,0.5174,244,0.5111
NIO,1,22,0.5065,0.0495,0.4969,0.2585,0.4746,141,0.4733
NOK,1,25,0.5244,0.0453,0.5464,0.2605,0.536,260,0.5035
NVDA,1,25,0.5187,0.0586,0.5202,0.2526,0.5114,611,0.5435
NVMI,1,25,0.4927,0.0579,0.5019,0.257,0.4888,256,0.5244
NVO,1,25,0.5124,0.0691,0.5071,0.2569,0.5495,532,0.5162
ONTO,1,18,0.5238,0.0646,0.5292,0.2624,0.5092,338,0.515
OPEN,1,13,0.5128,0.0482,0.5373,0.2587,0.5902,74,0.4737
ORIC,1,16,0.5109,0.0656,0.4975,0.2685,0.429,47,0.4673
PFE,1,25,0.5143,0.0481,0.519,0.2544,0.5301,274,0.4749
PL,1,10,0.5079,0.058,0.5129,0.2729,0.5797,73,0.5
PLTR,1,14,0.4943,0.0549,0.5001,0.2739,0.5558,317,0.5238
PUBM,1,14,0.5034,0.0548,0.5187,0.2639,0.6834,94,0.4977
PYPL,1,25,0.5168,0.0681,0.5169,0.2668,0.474,374,0.5105
QS,1,14,0.5102,0.0726,0.5293,0.2604,0.4036,60,0.4558
QUBT,1,11,0.5281,0.0487,0.4977,0.2709,0.4166,5,0.4574
QURE,1,25,0.5213,0.0553,0.5017,0.2582,0.5676,121,0.466
ROKU,1,25,0.5054,0.0619,0.5004,0.2568,0.5387,218,0.5073
ROST,1,25,0.4984,0.0536,0.492,0.2639,0.3999,254,0.5162
S,1,20,0.5199,0.0639,0.5269,0.2592,0.46,197,0.5072
SHOP,1,25,0.5035,0.0631,0.4805,0.2613,0.4504,307,0.5124
SLV,1,25,0.5156,0.0664,0.5031,0.2569,0.514,337,0.5168
SMCI,1,20,0.5151,0.057,0.5114,0.2647,0.4851,331,0.5032
SMMT,1,25,0.52,0.0443,0.5128,0.2563,0.6113,159,0.48
SNOW,1,14,0.5091,0.0552,0.5127,0.2634,0.5061,269,0.5261
TEAM,1,25,0.4984,0.0596,0.4831,0.2631,0.4853,404,0.5105
TGT,1,25,0.5067,0.0552,0.5057,0.2532,0.522,352,0.506
TJX,1,25,0.506,0.0578,0.5154,0.2567,0.5547,392,0.5156
TPR,1,25,0.4902,0.0729,0.5072,0.2716,0.5947,462,0.5213
TSLA,1,25,0.5289,0.0841,0.5184,0.2581,0.5165,440,0.5244
TSM,1,25,0.52,0.0496,0.5425,0.2543,0.5507,414,0.5124
UAL,1,25,0.4775,0.0657,0.4922,0.2637,0.524,217,0.494
UNH,1,25,0.5162,0.055,0.4952,0.2617,0.5817,441,0.5251
V,1,25,0.5175,0.058,0.5215,0.2607,0.5354,808,0.5289
VKTX,1,25,0.5225,0.0548,0.524,0.2611,0.5153,207,0.4794
VZ,1,25,0.4959,0.0614,0.5203,0.2622,0.5771,370,0.494
WMT,1,25,0.5111,0.0546,0.5253,0.257,0.5643,402,0.5314
ZM,1,20,0.5063,0.0645,0.4873,0.2563,0.5694,50,0.4786
SPY,1,25,0.5384,0.0775,0.5025,0.2583,0.5954,680,0.5492
QQQ,1,25,0.5549,0.0858,0.5189,0.2485,0.618,1059,0.56
GLD,1,25,0.5422,0.0647,0.5036,0.2563,0.4911,721,0.5429
XLF,1,25,0.5086,0.0537,0.5146,0.267,0.5164,618,0.5232
XLE,1,25,0.5219,0.0421,0.4968,0.2565,0.4969,626,0.534
XLV,1,25,0.5225,0.0656,0.5215,0.2574,0.4638,344,0.5118
XLI,1,25,0.501,0.063,0.4901,0.2659,0.4978,455,0.534
XLU,1,25,0.4965,0.0507,0.5118,0.2576,0.5012,464,0.5244
COIN,1,12,0.4973,0.0654,0.5022,0.2568,0.573,78,0.4802
AVGO,1,25,0.5111,0.0582,0.5146,0.2588,0.5436,429,0.5346
ANET,1,25,0.5206,0.058,0.5019,0.254,0.6017,415,0.5384
AMAT,1,25,0.5092,0.0699,0.5223,0.2585,0.5015,471,0.5264
LRCX,1,25,0.508,0.0615,0.5099,0.2608,0.4512,342,0.5213
VRT,1,17,0.5313,0.0623,0.4848,0.2561,0.529,468,0.5462
ETN,1,25,0.5168,0.068,0.5149,0.2582,0.5707,584,0.5365
NOW,1,25,0.5225,0.0787,0.5127,0.2582,0.4723,791,0.5365
EQIX,1,25,0.4946,0.0575,0.5098,0.2626,0.448,428,0.5168
DLR,1,25,0.5225,0.0645,0.5236,0.2612,0.5453,425,0.5143
WDC,1,25,0.4902,0.0794,0.478,0.2629,0.4084,167,0.5213
STX,1,25,0.5168,0.0862,0.5134,0.2665,0.509,368,0.5289
ASML,1,25,0.5035,0.0368,0.516,0.2583,0.5543,385,0.5219
CEG,1,9,0.4973,0.077,0.494,0.2596,0.4941,176,0.5185
VST,1,25,0.5098,0.0677,0.5354,0.2591,0.6133,531,0.5168
LIN,1,22,0.4993,0.0506,0.5083,0.256,0.5588,358,0.5224
MRVL,1,25,0.5137,0.0618,0.5286,0.2656,0.5864,410,0.5194
CLS,1,25,0.5194,0.0813,0.4996,0.2565,0.5623,658,0.5283
SYM,1,8,0.5258,0.0596,0.5478,0.2702,0.5057,157,0.5139
MNDY,1,12,0.4894,0.037,0.4739,0.2612,0.501,159,0.5013
FVRR,1,19,0.533,0.0631,0.5074,0.2553,0.5623,191,0.4603
APD,1,25,0.5162,0.0552,0.5152,0.2565,0.5238,268,0.5156
EME,1,25,0.534,0.0546,0.5228,0.2576,0.614,701,0.5549
KLAC,1,25,0.5067,0.0661,0.5106,0.2552,0.5372,620,0.5371
TXN,1,25,0.5314,0.0578,0.5514,0.2612,0.5953,402,0.5162
MCHP,1,25,0.501,0.0637,0.5223,0.2609,0.509,413,0.5073
