ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
OPEN,1,14,0.5102,0.0448,0.5047,0.2637,0.543,104,0.4739
ORIC,1,16,0.5228,0.0759,0.5064,0.2682,0.4178,64,0.4673
PFE,1,25,0.52,0.0466,0.5275,0.2555,0.5257,284,0.4749
PL,1,10,0.5111,0.0651,0.5018,0.272,0.5976,49,0.5
PLTR,1,14,0.5,0.0545,0.501,0.2751,0.5758,327,0.5238
PUBM,1,14,0.5102,0.0501,0.5228,0.2612,0.6966,109,0.4977
PYPL,1,25,0.5098,0.071,0.5172,0.2664,0.5063,379,0.5105
QS,1,14,0.5261,0.0698,0.5354,0.2589,0.3794,66,0.4558
QUBT,1,11,0.5108,0.058,0.4943,0.271,0.2778,9,0.4574
QURE,1,25,0.5156,0.047,0.5078,0.2562,0.543,207,0.466
ROKU,1,25,0.494,0.0639,0.488,0.2587,0.4913,195,0.5073
ROST,1,25,0.4851,0.0592,0.5014,0.2604,0.4631,226,0.5162
S,1,20,0.5016,0.059,0.5184,0.2638,0.4489,214,0.5072
SHOP,1,25,0.5187,0.0484,0.495,0.2634,0.5001,359,0.5124
SLV,1,25,0.5149,0.0681,0.5026,0.2561,0.5091,314,0.5168
SMCI,1,20,0.5095,0.0525,0.5127,0.2662,0.5066,328,0.5032
SMMT,1,25,0.5321,0.0461,0.5191,0.2554,0.597,140,0.48
SNOW,1,15,0.5101,0.0472,0.5089,0.2636,0.5532,330,0.5238
TEAM,1,25,0.5003,0.0675,0.491,0.2629,0.5002,407,0.5105
TGT,1,25,0.4927,0.06,0.5035,0.2549,0.5017,384,0.506
TJX,1,25,0.4978,0.0542,0.5155,0.2569,0.6109,343,0.5156
TPR,1,25,0.4965,0.0616,0.5105,0.269,0.5882,481,0.5213
TSLA,1,25,0.5187,0.0752,0.5188,0.2597,0.5074,479,0.5244
TSM,1,25,0.5302,0.0604,0.5398,0.2538,0.5894,425,0.5124
UAL,1,25,0.4832,0.0716,0.4941,0.2639,0.4598,226,0.494
UNH,1,25,0.5098,0.0505,0.5024,0.2589,0.5555,432,0.5251
V,1,25,0.5213,0.0613,0.5277,0.2593,0.5482,774,0.5289
VKTX,1,25,0.5206,0.058,0.521,0.2627,0.5569,162,0.4794
VZ,1,25,0.501,0.0479,0.5141,0.2632,0.4566,361,0.494
WMT,1,25,0.5327,0.058,0.5368,0.2562,0.6381,484,0.5314
ZM,1,20,0.5214,0.0802,0.4939,0.2567,0.4265,106,0.4786
SPY,1,25,0.5384,0.0778,0.5057,0.2582,0.6027,653,0.5492
QQQ,1,25,0.5651,0.0823,0.5174,0.2481,0.6178,1063,0.56
GLD,1,25,0.546,0.0626,0.5051,0.2568,0.5087,695,0.5429
XLF,1,25,0.5073,0.0533,0.5153,0.2654,0.5148,611,0.5232
XLE,1,25,0.5238,0.044,0.4999,0.2567,0.5252,645,0.534
XLV,1,25,0.5206,0.0643,0.5211,0.2573,0.4455,347,0.5118
XLI,1,25,0.5022,0.0641,0.4905,0.2695,0.5007,436,0.534
XLU,1,25,0.4971,0.0502,0.5125,0.2573,0.4868,507,0.5244
COIN,1,12,0.5053,0.0722,0.5056,0.256,0.4916,93,0.4802
AVGO,1,25,0.5137,0.0491,0.5094,0.2598,0.564,452,0.5346
ANET,1,25,0.5079,0.0635,0.4918,0.2555,0.5914,552,0.5384
AMAT,1,25,0.5041,0.0589,0.5117,0.2576,0.5893,464,0.5264
LRCX,1,25,0.5086,0.06,0.5111,0.262,0.4797,305,0.5213
VRT,1,17,0.5266,0.0539,0.4889,0.2562,0.4906,486,0.5462
ETN,1,25,0.5289,0.0654,0.5224,0.2568,0.5873,510,0.5365
NOW,1,25,0.5105,0.0731,0.5041,0.2586,0.557,864,0.5365
EQIX,1,25,0.4946,0.0593,0.5106,0.2651,0.438,375,0.5168
DLR,1,25,0.5162,0.07,0.5176,0.2618,0.5359,365,0.5143
WDC,1,25,0.4825,0.0744,0.4825,0.2624,0.4906,241,0.5213
STX,1,25,0.5327,0.061,0.5238,0.258,0.57,413,0.5289
ASML,1,25,0.4984,0.0392,0.5074,0.2594,0.5351,338,0.5219
CEG,1,9,0.5044,0.0839,0.4968,0.2582,0.5056,169,0.5185
VST,1,25,0.5054,0.06,0.5354,0.257,0.6016,470,0.5168
LIN,1,22,0.4921,0.0596,0.5086,0.2564,0.4751,312,0.5224
MRVL,1,25,0.5079,0.0544,0.5261,0.2629,0.6089,393,0.5194
ALAB,1,1,0.5714,,0.645,0.2715,0.587,46,0.5397
CLS,1,25,0.527,0.0648,0.4882,0.2609,0.4922,655,0.5283
SYM,1,8,0.5238,0.0582,0.5514,0.2675,0.516,159,0.5139
MNDY,1,12,0.5,0.0457,0.5043,0.2601,0.5068,139,0.5013
FVRR,1,20,0.5286,0.0645,0.5012,0.2551,0.3994,206,0.4611
APD,1,25,0.5016,0.0561,0.5097,0.2575,0.4799,307,0.5156
EME,1,25,0.5454,0.0487,0.5284,0.255,0.5526,644,0.5549
KLAC,1,25,0.5048,0.0646,0.5052,0.2553,0.5581,578,0.5371
TXN,1,25,0.5244,0.0571,0.5597,0.2582,0.6012,372,0.5162
MCHP,1,25,0.4902,0.0701,0.5191,0.2609,0.5518,413,0.5073
NXPI,1,25,0.5016,0.0735,0.506,0.2592,0.4981,340,0.5213
DELL,1,21,0.5087,0.0657,0.5222,0.2612,0.5748,418,0.5125
GLW,1,25,0.52,0.0814,0.5264,0.2549,0.5735,412,0.5289
FLEX,1,25,0.4965,0.0558,0.5112,0.267,0.5123,353,0.5117
JBL,1,25,0.5321,0.0504,0.5013,0.2598,0.5028,661,0.5429
GFS,1,10,0.4683,0.0469,0.4955,0.2611,0.3722,48,0.4841
NEE,1,25,0.5136,0.0472,0.5071,0.2582,0.5056,423,0.5219
D,1,25,0.5111,0.0635,0.523,0.2563,0.5843,426,0.5124
CHTR,1,25,0.494,0.0479,0.4905,0.2609,0.5786,378,0.5086
BIO,1,25,0.5181,0.0681,0.494,0.2559,0.5455,497,0.5117
HOOD,1,11,0.5368,0.0836,0.5134,0.2557,0.4389,319,0.5469
RDDT,1,1,0.5397,,0.5469,0.2392,,0,0.4921
PINS,1,20,0.4976,0.0625,0.5115,0.2593,0.5459,244,0.4936
MDB,1,25,0.5029,0.0577,0.4973,0.2599,0.4171,285,0.5073
RKLB,1,11,0.4877,0.0724,0.4948,0.2714,0.4276,177,0.5325
STLA,1,13,0.4921,0.0618,0.4963,0.2651,0.5274,114,0.4933
FIG,1,7,0.5147,0.0329,0.5152,0.2756,0.514,114,0.4581
AMC,1,25,0.5505,0.0503,0.4954,0.2554,0.3424,77,0.4317
AFL,1,25,0.534,0.0613,0.5158,0.2606,0.592,882,0.546
ALL,1,25,0.5156,0.0569,0.5077,0.2597,0.5174,470,0.5187
AIG,1,25,0.52,0.0423,0.5183,0.2599,0.5408,592,0.5295
AMP,1,25,0.5308,0.0592,0.5141,0.2626,0.5443,594,0.5327
AON,1,25,0.5086,0.0622,0.4974,0.2575,0.5455,290,0.52
APO,1,25,0.5009,0.0612,0.5105,0.2585,0.5363,595,0.534
ACGL,1,25,0.5257,0.0521,0.5131,0.2598,0.5266,603,0.534
ARES,1,25,0.5073,0.0639,0.4991,0.2594,0.5216,607,0.5314
AJG,1,25,0.5282,0.0566,0.5068,0.2553,0.5459,883,0.5492
AIZ,1,25,0.5187,0.0638,0.5069,0.2556,0.561,595,0.5467
BAC,1,25,0.5098,0.0807,0.5191,0.2592,0.5149,314,0.5092
BLK,1,25,0.5149,0.0592,0.497,0.255,0.56,695,0.5295
BX,1,25,0.4984,0.0687,0.4948,0.259,0.4936,653,0.5194
BNY,1,24,0.4914,0.0803,0.5047,0.2649,0.4701,201,0.4729
BRO,1,25,0.5295,0.0702,0.5128,0.2555,0.5263,629,0.5391
COF,1,25,0.4965,0.057,0.5061,0.2677,0.3869,371,0.5156
CBOE,1,25,0.5086,0.0466,0.5107,0.2613,0.526,353,0.5244
SCHW,1,25,0.4946,0.0728,0.5098,0.2597,0.5301,398,0.5111
CB,1,25,0.5086,0.0531,0.5322,0.2588,0.581,523,0.5282
CINF,1,25,0.5067,0.0625,0.5115,0.2583,0.494,387,0.5194
C,1,25,0.5029,0.0518,0.5332,0.2611,0.6093,227,0.5105
CFG,1,25,0.4946,0.0647,0.4978,0.2693,0.5166,407,0.5073
CME,1,25,0.5162,0.0638,0.5273,0.2607,0.6192,473,0.5232
ERIE,1,25,0.52,0.0563,0.5327,0.2634,0.6506,512,0.5194
FDS,1,25,0.5422,0.0673,0.5179,0.2584,0.5533,784,0.5371
FIS,1,25,0.4921,0.0683,0.5111,0.2622,0.4963,320,0.4984
FITB,1,25,0.5035,0.0609,0.5142,0.2643,0.5252,566,0.5079
BEN,1,25,0.4876,0.0684,0.5192,0.2584,0.4697,193,0.4984
GPN,1,25,0.4997,0.0533,0.4958,0.2683,0.3847,336,0.4921
GL,1,19,0.5263,0.071,0.5172,0.2567,0.5353,602,0.5556
GS,1,25,0.5111,0.0563,0.5162,0.2582,0.5425,452,0.5244
HIG,1,25,0.5352,0.074,0.5363,0.2573,0.5691,791,0.5365
HBAN,1,25,0.5206,0.0683,0.5467,0.2676,0.5282,237,0.487
IBKR,1,25,0.5206,0.053,0.5114,0.2555,0.5739,655,0.5359
ICE,1,25,0.4838,0.0681,0.4969,0.2572,0.4916,400,0.5225
IVZ,1,25,0.5219,0.0634,0.531,0.2599,0.5206,453,0.5175
JKHY,1,25,0.5118,0.0807,0.518,0.2629,0.5244,549,0.5225
ABBV,1,25,0.5302,0.0667,0.514,0.261,0.5058,660,0.5365
A,1,25,0.5168,0.062,0.5255,0.2543,0.477,405,0.5194
ALGN,1,25,0.4857,0.0672,0.4743,0.2581,0.5142,216,0.4844
AMGN,1,25,0.5067,0.074,0.525,0.2596,0.4857,217,0.5022
BAX,1,25,0.5111,0.0683,0.5267,0.2552,0.483,428,0.4933
BDX,1,25,0.513,0.0534,0.5191,0.2569,0.5893,410,0.4889
TECH,1,25,0.5283,0.0637,0.5264,0.2561,0.4795,400,0.4933
BIIB,1,25,0.5067,0.0621,0.5288,0.2597,0.3771,198,0.4787
BMY,1,25,0.4971,0.052,0.5011,0.2561,0.3839,254,0.4902
CAH,1,25,0.5302,0.0628,0.5082,0.2597,0.6141,539,0.5359
CRL,1,25,0.5086,0.0673,0.5089,0.2616,0.4325,368,0.5003
COO,1,25,0.5099,0.0642,0.5127,0.2632,0.4334,491,0.4876
CVS,1,25,0.4851,0.0728,0.4909,0.2631,0.4525,473,0.5149
DHR,1,25,0.5117,0.0569,0.5102,0.257,0.5624,466,0.5175
DVA,1,25,0.499,0.0423,0.5065,0.2589,0.5917,474,0.5225
DXCM,1,25,0.5086,0.0766,0.4971,0.2595,0.4485,650,0.5175
EW,1,25,0.4914,0.0575,0.4963,0.2565,0.5263,181,0.501
GILD,1,25,0.4965,0.0654,0.526,0.2713,0.6218,319,0.5028
HCA,1,25,0.5264,0.0691,0.5138,0.2606,0.5598,668,0.5371
HSIC,1,25,0.5092,0.0653,0.4973,0.26,0.4858,305,0.4921
IDXX,1,25,0.5086,0.0849,0.4831,0.2585,0.5098,462,0.5219
INCY,1,25,0.5168,0.0716,0.5288,0.2611,0.4767,321,0.5035
PODD,1,25,0.5314,0.0637,0.5159,0.2581,0.5396,364,0.5079
ISRG,1,25,0.5365,0.0812,0.513,0.2621,0.5883,676,0.5378
IQV,1,25,0.4946,0.0568,0.5069,0.2617,0.506,260,0.5016
LH,1,25,0.4927,0.0492,0.4861,0.2577,0.4734,442,0.5263
MCK,1,25,0.5346,0.0579,0.5143,0.2538,0.5865,1025,0.5454
MDT,1,25,0.4946,0.0712,0.5053,0.2573,0.5057,364,0.5048
MRK,1,25,0.5168,0.0561,0.507,0.2548,0.5191,286,0.501
MTD,1,25,0.5105,0.0651,0.4861,0.2554,0.4721,591,0.5276
DGX,1,25,0.5105,0.0522,0.5073,0.2602,0.5111,515,0.5162
REGN,1,25,0.5041,0.0632,0.5132,0.2575,0.5904,497,0.5111
RMD,1,25,0.5295,0.0608,0.5013,0.2589,0.5631,452,0.5302
STE,1,25,0.4952,0.0637,0.4861,0.2606,0.5381,325,0.5124
SYK,1,25,0.5117,0.0661,0.5199,0.2565,0.54,437,0.5111
MMM,1,25,0.5117,0.0648,0.5098,0.2617,0.5272,294,0.5016
AOS,1,25,0.5035,0.0598,0.4848,0.26,0.4508,247,0.5009
ALLE,1,25,0.4965,0.0629,0.4923,0.2586,0.4622,469,0.5111
AME,1,25,0.52,0.0612,0.5009,0.2601,0.4897,566,0.5308
ADP,1,25,0.506,0.0653,0.5122,0.2558,0.5434,510,0.5263
BR,1,25,0.4971,0.0448,0.5171,0.2619,0.4859,347,0.5143
BLDR,1,25,0.5105,0.0802,0.5106,0.2555,0.5618,613,0.5105
CHRW,1,25,0.5016,0.0435,0.5197,0.2589,0.6114,309,0.5232
CARR,1,16,0.4792,0.0654,0.4946,0.2612,0.5033,177,0.5169
CAT,1,25,0.5238,0.0516,0.516,0.2597,0.5272,422,0.5346
CTAS,1,25,0.527,0.0772,0.4995,0.2566,0.565,849,0.5486
FIX,1,25,0.5378,0.0677,0.5136,0.2571,0.5763,570,0.5448
CPRT,1,25,0.5086,0.0602,0.4934,0.2598,0.5482,621,0.5257
CSX,1,25,0.4889,0.0803,0.5194,0.259,0.563,189,0.5168
CMI,1,25,0.5035,0.0579,0.5157,0.2585,0.5922,431,0.5238
DE,1,25,0.4997,0.0583,0.517,0.2638,0.5207,488,0.5181
DAL,1,25,0.4971,0.0652,0.5056,0.2628,0.536,308,0.4876
DOV,1,25,0.5016,0.0615,0.5018,0.2591,0.4888,327,0.5124
EMR,1,25,0.5162,0.0576,0.5192,0.2595,0.5592,416,0.5213
EFX,1,25,0.5162,0.0476,0.5105,0.2531,0.5486,389,0.5238
EXPD,1,25,0.513,0.0555,0.5087,0.2568,0.5402,412,0.5187
FAST,1,25,0.5194,0.0652,0.5268,0.2565,0.5631,524,0.5213
FDX,1,25,0.5187,0.0551,0.5103,0.2605,0.5883,450,0.5219
FTV,1,25,0.5048,0.051,0.5125,0.2628,0.6054,307,0.5054
GE,1,25,0.52,0.066,0.5236,0.2567,0.5458,584,0.5308
GNRC,1,25,0.4984,0.0669,0.5007,0.2624,0.5907,485,0.5149
GD,1,25,0.5124,0.0642,0.5242,0.2584,0.5237,561,0.5283
HON,1,25,0.5035,0.048,0.4966,0.2606,0.5477,305,0.513
HWM,1,16,0.5397,0.0621,0.5044,0.2544,0.5694,558,0.5575
HUBB,1,25,0.5257,0.0503,0.5245,0.261,0.498,406,0.5314
HII,1,25,0.5009,0.0642,0.5062,0.2623,0.5401,443,0.5194
IEX,1,25,0.5117,0.0666,0.5092,0.2601,0.5243,564,0.5086
ITW,1,25,0.5054,0.0629,0.5157,0.2576,0.5659,584,0.52
IR,1,25,0.5105,0.0538,0.5054,0.2616,0.5551,333,0.5086
JBHT,1,25,0.5022,0.053,0.5118,0.2576,0.5746,342,0.506
J,1,18,0.515,0.0472,0.485,0.2631,0.4602,250,0.5194
APTV,1,25,0.4946,0.0503,0.5024,0.2678,0.4951,377,0.4991
AZO,1,25,0.5181,0.0502,0.5004,0.2548,0.6134,602,0.5327
BBY,1,25,0.5016,0.0581,0.5224,0.2548,0.6007,580,0.5041
BKNG,1,25,0.5263,0.0516,0.5183,0.2639,0.5314,450,0.5251
CCL,1,25,0.494,0.0773,0.5169,0.2592,0.5075,193,0.4838
CVNA,1,25,0.5346,0.0702,0.4938,0.2603,0.4244,582,0.5187
CMG,1,25,0.5219,0.0639,0.5057,0.2571,0.5056,748,0.5143
DRI,1,25,0.4959,0.0535,0.5204,0.263,0.5755,307,0.5048
DECK,1,25,0.5162,0.075,0.491,0.2639,0.5435,459,0.5181
DPZ,1,25,0.5219,0.0815,0.5338,0.2557,0.5785,280,0.4978
DHI,1,25,0.5105,0.0562,0.5219,0.255,0.5486,537,0.5149
EBAY,1,25,0.4946,0.0597,0.5176,0.2614,0.5575,442,0.5276
EXPE,1,25,0.5035,0.0511,0.5376,0.2623,0.544,397,0.5054
F,1,25,0.4914,0.0602,0.4986,0.258,0.4114,173,0.4933
GRMN,1,25,0.5206,0.0633,0.5154,0.2647,0.5243,655,0.5276
GPC,1,25,0.5054,0.0606,0.5108,0.2654,0.5453,414,0.52
HAS,1,25,0.5092,0.064,0.5279,0.259,0.5015,419,0.5136
HLT,1,25,0.5054,0.0593,0.5077,0.2583,0.4915,673,0.5251
HD,1,25,0.5073,0.0607,0.4992,0.2586,0.5055,368,0.5181
LVS,1,25,0.494,0.0744,0.4845,0.2617,0.5319,182,0.4914
LEN,1,25,0.513,0.0639,0.5195,0.2553,0.5734,425,0.506
LOW,1,25,0.5143,0.053,0.4791,0.2605,0.5287,499,0.5289
MAR,1,25,0.4864,0.0646,0.5012,0.26,0.5357,321,0.5175
MCD,1,25,0.4921,0.0675,0.517,0.2657,0.4894,310,0.5105
MGM,1,25,0.4927,0.0484,0.51,0.2677,0.5162,493,0.4984
NKE,1,25,0.4635,0.057,0.491,0.2626,0.5389,250,0.4889
NCLH,1,25,0.5022,0.0669,0.5211,0.2604,0.4237,189,0.4851
MO,1,25,0.5168,0.058,0.5217,0.2617,0.5589,630,0.5327
ADM,1,25,0.5086,0.0631,0.4839,0.2543,0.5317,495,0.5263
BG,1,25,0.4927,0.0668,0.4673,0.2652,0.4714,320,0.5181
CPB,1,25,0.5098,0.0647,0.5167,0.2579,0.5118,370,0.4883
CASY,1,25,0.5289,0.0508,0.5429,0.2571,0.5754,327,0.5276
CHD,1,25,0.5016,0.0596,0.4973,0.2599,0.5308,290,0.5232
CLX,1,25,0.5016,0.0812,0.5337,0.259,0.5525,386,0.5092
KO,1,25,0.5181,0.0621,0.5202,0.2548,0.6328,487,0.5206
CL,1,25,0.5003,0.0645,0.4957,0.2584,0.5726,372,0.5156
CAG,1,25,0.4819,0.0732,0.5104,0.2566,0.5462,397,0.4851
STZ,1,25,0.4889,0.0561,0.514,0.2637,0.5495,300,0.5048
DG,1,25,0.52,0.0527,0.519,0.2571,0.5538,286,0.5016
DLTR,1,25,0.5041,0.0576,0.5153,0.2576,0.5554,267,0.5016
EL,1,25,0.5079,0.0686,0.5163,0.2594,0.5374,288,0.4997
GIS,1,25,0.5067,0.0723,0.5515,0.2603,0.6287,383,0.5029
HSY,1,25,0.5251,0.0645,0.5256,0.2581,0.4856,422,0.506
HRL,1,25,0.4832,0.0643,0.4951,0.2613,0.4409,544,0.5009
KDP,1,23,0.4996,0.0558,0.5048,0.2555,0.5611,258,0.5107
KMB,1,25,0.4952,0.0587,0.512,0.2607,0.5252,532,0.5054
KHC,1,25,0.4965,0.0611,0.5325,0.2571,0.552,500,0.5079
KR,1,25,0.5346,0.0561,0.5372,0.2576,0.5325,425,0.5111
MKC,1,25,0.5022,0.0641,0.4972,0.2622,0.5068,424,0.5054
APA,1,25,0.4845,0.0623,0.488,0.2555,0.6193,145,0.5156
BKR,1,18,0.5009,0.0553,0.5023,0.2594,0.5064,316,0.5282
CVX,1,25,0.5175,0.0589,0.5054,0.2598,0.5086,414,0.5352
COP,1,25,0.5009,0.0589,0.5004,0.2632,0.5515,242,0.5048
DVN,1,25,0.4902,0.0571,0.499,0.2607,0.5462,210,0.5086
FANG,1,25,0.5238,0.0658,0.4942,0.2545,0.5145,604,0.5327
EOG,1,25,0.5257,0.0683,0.5132,0.2586,0.5354,389,0.5067
EQT,1,25,0.487,0.0714,0.5041,0.2613,0.4712,261,0.5029
XOM,1,25,0.52,0.0637,0.5068,0.2598,0.5227,396,0.5162
HAL,1,25,0.4959,0.045,0.4881,0.2588,0.4565,277,0.5073
KMI,1,25,0.4737,0.0505,0.4949,0.2635,0.5274,223,0.5048
MPC,1,25,0.5238,0.0622,0.4994,0.2569,0.5551,441,0.5359
OXY,1,25,0.4959,0.0457,0.5132,0.2565,0.648,100,0.4921
OKE,1,25,0.5219,0.0625,0.5137,0.2554,0.5988,638,0.5346
PSX,1,25,0.5168,0.0556,0.5044,0.2572,0.5893,300,0.5175
SLB,1,25,0.5118,0.0483,0.4918,0.2576,0.6003,120,0.506
TRGP,1,25,0.5333,0.0558,0.5106,0.259,0.6054,696,0.5479
TPL,1,25,0.48,0.0883,0.5094,0.2713,0.5626,682,0.5327
VLO,1,25,0.5098,0.0622,0.4983,0.2598,0.5025,382,0.5137
AES,1,25,0.4921,0.0506,0.4902,0.2639,0.4582,382,0.499
LNT,1,25,0.5092,0.0594,0.5223,0.2653,0.509,380,0.5143
AEE,1,25,0.4946,0.0399,0.4954,0.26,0.3973,314,0.5225
AEP,1,25,0.5251,0.0768,0.5171,0.2573,0.5615,489,0.5206
AWK,1,25,0.5035,0.0593,0.5192,0.2565,0.5452,380,0.513
ATO,1,25,0.5251,0.0592,0.5235,0.2571,0.5884,529,0.539
CNP,1,25,0.5232,0.0639,0.5123,0.2577,0.5323,470,0.5257
CMS,1,25,0.5086,0.0636,0.508,0.2623,0.4905,654,0.5263
ED,1,25,0.5156,0.0655,0.5299,0.2619,0.5274,391,0.5181
DTE,1,25,0.5308,0.0539,0.5106,0.2578,0.4847,458,0.5422
DUK,1,25,0.5073,0.0655,0.498,0.2576,0.5706,430,0.5213
EIX,1,25,0.5105,0.0795,0.5159,0.2672,0.5216,490,0.5156
ETR,1,25,0.5187,0.0561,0.5163,0.262,0.5564,503,0.5251
EVRG,1,24,0.5317,0.0612,0.5336,0.2566,0.5285,513,0.541
ES,1,25,0.4921,0.0604,0.5031,0.2611,0.5188,373,0.5086
EXC,1,25,0.5029,0.0526,0.4965,0.2619,0.4919,406,0.5168
ARE,1,25,0.4984,0.0578,0.5053,0.2679,0.5821,538,0.5041
AMT,1,25,0.499,0.0506,0.5012,0.2652,0.5722,292,0.5035
AVB,1,25,0.5054,0.0626,0.5111,0.2681,0.4693,351,0.513
BXP,1,25,0.5149,0.0695,0.5426,0.2636,0.5453,398,0.4997
CPT,1,25,0.4933,0.0665,0.4955,0.2649,0.4676,421,0.5162
CBRE,1,25,0.4984,0.0567,0.502,0.2578,0.5091,286,0.5136
CSGP,1,25,0.5168,0.0603,0.5085,0.2582,0.5424,314,0.501
CCI,1,25,0.4959,0.0463,0.4962,0.2568,0.5348,253,0.5098
EQR,1,25,0.5029,0.0497,0.5057,0.2587,0.563,469,0.5067
ESS,1,25,0.5257,0.0547,0.5194,0.2617,0.5658,536,0.527
EXR,1,25,0.5067,0.0555,0.503,0.2595,0.5809,404,0.5117
FRT,1,25,0.5016,0.0567,0.509,0.2624,0.5543,337,0.506
DOC,1,25,0.5168,0.051,0.5207,0.2603,0.5016,236,0.4794
HST,1,25,0.4902,0.0501,0.5033,0.2596,0.5872,255,0.5016
INVH,1,25,0.4997,0.0517,0.5131,0.2594,0.6182,351,0.4927
IRM,1,25,0.5206,0.0667,0.5072,0.2557,0.5935,572,0.5409
ALB,1,25,0.52,0.07,0.5318,0.2571,0.4643,247,0.5181
