n_train,n_calib,n_test,accuracy,roc_auc,log_loss,brier,pos_rate,buy_hit_50,buy_n_50,buy_hit_55,buy_n_55,buy_hit_60,buy_n_60,ticker,horizon,fold,train_end_idx,test_start_idx
550,138,63,0.5397,0.5255,3.339,0.3045,0.6667,0.6327,49,0.6327,49,0.6818,44,BA,5,3,688,693
600,151,63,0.7619,0.7668,1.2347,0.2104,0.6032,0.717,53,0.8148,27,0.8125,16,BA,5,4,751,756
651,163,63,0.5714,0.571,2.5232,0.3043,0.6508,0.675,40,0.675,40,1.0,3,BA,5,5,814,819
701,176,63,0.6032,0.5189,4.511,0.3442,0.3968,0.5,16,0.5,16,0.5,16,BA,5,6,877,882
752,188,63,0.746,0.6752,1.3505,0.2516,0.6667,0.8095,42,0.8095,42,0.8333,6,BA,5,7,940,945
802,201,63,0.6825,0.7163,1.4485,0.2176,0.3968,0.6923,13,0.75,12,0.75,12,BA,5,8,1003,1008
399,100,63,0.5238,0.5079,0.9477,0.2723,0.3333,0.3448,29,0.3448,29,0.3448,29,BETR,5,0,499,504
449,113,63,0.5714,0.5214,0.6845,0.2454,0.5556,0.5667,60,0.5667,60,,0,BETR,5,1,562,567
399,100,63,0.3333,0.3545,0.7733,0.2895,0.5397,0.4048,42,0.4048,42,,0,BRKR,5,0,499,504
449,113,63,0.4603,0.6136,4.6042,0.3816,0.4603,0.4603,63,0.459,61,0.5526,38,BRKR,5,1,562,567
500,125,63,0.5079,0.599,0.6922,0.2495,0.4762,0.4918,61,,0,,0,BRKR,5,2,625,630
550,138,63,0.5714,0.6015,0.6801,0.2445,0.5238,0.5938,32,0.5938,32,0.64,25,BRKR,5,3,688,693
600,151,63,0.4286,0.6357,2.6101,0.3502,0.381,0.38,50,0.38,50,0.38,50,BRKR,5,4,751,756
651,163,63,0.4444,0.4617,0.7021,0.2588,0.5079,0.4348,23,0.4737,19,0.5333,15,BRKR,5,5,814,819
701,176,63,0.5397,0.6076,0.6549,0.2356,0.6349,0.7619,21,0.7619,21,1.0,6,BRKR,5,6,877,882
752,188,63,0.3651,0.3403,0.8188,0.3062,0.4603,0.28,25,0.125,8,0.125,8,BRKR,5,7,940,945
802,201,63,0.6032,0.4926,0.6827,0.2446,0.6032,0.6032,63,0.5902,61,0.5714,7,BRKR,5,8,1003,1008
399,100,63,0.7778,0.6042,1.0864,0.2332,0.7619,0.7931,58,0.7931,58,1.0,2,BSX,5,0,499,504
449,113,63,0.5556,0.5122,1.2569,0.3054,0.5556,0.5556,63,0.5556,63,0.5556,63,BSX,5,1,562,567
500,125,63,0.7778,0.5,0.5576,0.1844,0.7778,0.7778,63,0.7778,63,0.7778,63,BSX,5,2,625,630
550,138,63,0.7302,0.3254,0.6639,0.2307,0.7302,0.7302,63,0.7302,63,0.7302,63,BSX,5,3,688,693
600,151,63,0.5238,0.5161,0.966,0.2795,0.4921,0.5085,59,0.5085,59,0.5085,59,BSX,5,4,751,756
651,163,63,0.4603,0.5,0.7591,0.2817,0.4603,0.4603,63,0.4603,63,0.4603,63,BSX,5,5,814,819
701,176,63,0.5238,0.5571,1.6642,0.2879,0.5238,0.5238,63,0.5323,62,0.5714,14,BSX,5,6,877,882
752,188,63,0.5079,0.5541,0.679,0.2445,0.4444,0.4737,57,,0,,0,BSX,5,7,940,945
802,201,63,0.3016,0.5108,1.2364,0.3032,0.3016,0.3016,63,0.3016,63,0.0,2,BSX,5,8,1003,1008
399,100,63,0.6032,0.5748,0.695,0.2492,0.3492,0.4516,31,0.4667,30,0.4286,28,CAVA,5,0,499,504
449,113,63,0.6667,0.6097,0.6604,0.2317,0.5556,0.6346,52,0.6346,52,0.5455,11,CAVA,5,1,562,567
500,125,63,0.6825,0.6984,0.8028,0.2093,0.6508,0.7838,37,0.7838,37,0.7838,37,CAVA,5,2,625,630
399,100,63,0.6349,0.5125,0.6769,0.2419,0.6349,0.6349,63,,0,,0,CI,5,0,499,504
449,113,63,0.4762,0.5,0.7222,0.2643,0.4762,0.4762,63,0.4762,63,,0,CI,5,1,562,567
500,125,63,0.4921,0.452,4.2552,0.3993,0.4762,0.4839,62,0.439,41,0.4474,38,CI,5,2,625,630
550,138,63,0.3651,0.3966,0.7396,0.2731,0.5873,0.4211,19,0.4211,19,,0,CI,5,3,688,693
600,151,63,0.6508,0.5227,0.6474,0.2274,0.6508,0.6508,63,0.6508,63,0.6508,63,CI,5,4,751,756
651,163,63,0.5397,0.5048,0.6879,0.2505,0.381,0.3684,19,0.375,16,0.4,10,CI,5,5,814,819
701,176,63,0.4286,0.432,0.7137,0.2602,0.5079,0.3889,18,,0,,0,CI,5,6,877,882
752,188,63,0.7143,0.6608,1.0379,0.2173,0.619,0.6842,57,0.6842,57,0.6774,31,CI,5,7,940,945
802,201,63,0.6032,0.6482,2.6854,0.2861,0.5079,0.5714,49,0.64,25,0.64,25,CI,5,8,1003,1008
399,100,63,0.5397,0.4812,0.7186,0.2616,0.5397,0.5397,63,0.5397,63,0.5323,62,CNC,5,0,499,504
449,113,63,0.4127,0.4792,1.1715,0.2724,0.4127,0.4127,63,0.25,4,0.3333,3,CNC,5,1,562,567
500,125,63,0.5873,0.5969,1.3138,0.2491,0.4603,0.6154,13,0.6154,13,0.6154,13,CNC,5,2,625,630
550,138,63,0.4921,0.5238,1.7732,0.3261,0.5397,0.5167,60,0.549,51,0.54,50,CNC,5,3,688,693
600,151,63,0.381,0.3555,1.8995,0.3104,0.5873,0.4762,42,0.4762,42,0.5128,39,CNC,5,4,751,756
651,163,63,0.2063,0.3977,0.7769,0.2911,0.2063,0.2063,63,0.1333,30,0.125,8,CNC,5,5,814,819
701,176,63,0.3651,0.5,0.7236,0.2652,0.6349,,0,,0,,0,CNC,5,6,877,882
752,188,63,0.4921,0.5,0.6972,0.252,0.5079,,0,,0,,0,CNC,5,7,940,945
802,201,63,0.2857,0.4216,1.3419,0.3395,0.7143,,0,,0,,0,CNC,5,8,1003,1008
399,100,63,0.6508,0.4346,0.6992,0.2509,0.6508,0.6508,63,0.6071,56,0.6071,56,COST,5,0,499,504
449,113,63,0.6667,0.7568,0.5818,0.1989,0.6667,0.6667,63,0.6897,58,0.6897,58,COST,5,1,562,567
500,125,63,0.5714,0.5897,0.6837,0.2453,0.6349,0.697,33,0.697,33,0.697,33,COST,5,2,625,630
550,138,63,0.6825,0.6117,1.704,0.2346,0.6667,0.6774,62,0.6774,62,0.6774,62,COST,5,3,688,693
600,151,63,0.5714,0.4017,0.7371,0.2707,0.5714,0.5714,63,0.4839,31,0.4839,31,COST,5,4,751,756
651,163,63,0.4444,0.4071,1.0617,0.3193,0.4444,0.434,53,0.4423,52,0.4423,52,COST,5,5,814,819
701,176,63,0.3492,0.6702,0.7523,0.2793,0.3492,0.3492,63,0.3962,53,0.75,8,COST,5,6,877,882
752,188,63,0.4444,0.4224,1.8851,0.3024,0.5397,0.4857,35,0.4545,11,0.4545,11,COST,5,7,940,945
802,201,63,0.4444,0.5143,0.7287,0.2675,0.5556,,0,,0,,0,COST,5,8,1003,1008
399,100,63,0.4603,0.5,0.7337,0.2699,0.4603,0.4603,63,0.4603,63,0.4603,63,CRM,5,0,499,504
449,113,63,0.5079,0.5832,5.5066,0.4063,0.5079,0.5079,63,0.5079,63,0.5079,63,CRM,5,1,562,567
500,125,63,0.7143,0.5,0.63,0.2187,0.7143,0.7143,63,0.7143,63,,0,CRM,5,2,625,630
550,138,63,0.5238,0.6657,0.6965,0.2516,0.4762,0.5,60,0.5,60,0.5714,49,CRM,5,3,688,693
600,151,63,0.619,0.7485,0.793,0.2056,0.4286,0.5385,39,0.9,10,0.9,10,CRM,5,4,751,756
651,163,63,0.4127,0.5837,0.762,0.2822,0.4127,0.4127,63,0.4333,60,0.5333,15,CRM,5,5,814,819
701,176,63,0.5873,0.579,0.7877,0.2851,0.5873,0.5873,63,0.5873,63,0.5873,63,CRM,5,6,877,882
752,188,63,0.4127,0.4403,0.9828,0.2816,0.4444,0.3548,31,0.45,20,0.4737,19,CRM,5,7,940,945
802,201,63,0.5714,0.6399,3.2293,0.3411,0.4762,0.5263,57,0.5263,57,0.5,52,CRM,5,8,1003,1008
399,100,63,0.5079,0.5,0.7802,0.2896,0.5079,0.5079,63,0.5079,63,0.5079,63,CRWD,5,0,499,504
449,113,63,0.4603,0.5548,1.6837,0.3104,0.4603,0.4603,63,0.4603,63,0.5227,44,CRWD,5,1,562,567
500,125,63,0.3492,0.403,5.5406,0.4938,0.6508,,0,,0,,0,CRWD,5,2,625,630
550,138,63,0.6984,0.5138,0.6378,0.2246,0.6984,0.6984,63,0.6923,39,1.0,2,CRWD,5,3,688,693
600,151,63,0.5079,0.6079,0.6882,0.2477,0.5079,0.5079,63,0.5641,39,0.5641,39,CRWD,5,4,751,756
651,163,63,0.5238,0.5152,0.6874,0.2473,0.5238,0.5238,63,1.0,1,1.0,1,CRWD,5,5,814,819
701,176,63,0.4921,0.4701,0.6876,0.2473,0.619,0.5897,39,1.0,2,1.0,2,CRWD,5,6,877,882
752,188,63,0.3333,0.682,1.2893,0.3418,0.3333,0.3333,63,0.3846,52,0.5,30,CRWD,5,7,940,945
802,201,63,0.6508,0.4933,0.6614,0.2343,0.6508,0.6508,63,0.6471,51,0.6471,51,CRWD,5,8,1003,1008
399,100,63,0.5397,0.5464,0.9005,0.2506,0.4921,0.5172,58,0.5172,58,,0,DDOG,5,0,499,504
449,113,63,0.4921,0.628,2.6024,0.3321,0.4921,0.4921,63,0.4921,63,0.4921,63,DDOG,5,1,562,567
500,125,63,0.5556,0.6178,2.5256,0.3052,0.5714,0.7857,14,0.7857,14,1.0,6,DDOG,5,2,625,630
550,138,63,0.6032,0.6253,0.7779,0.2719,0.4762,0.5758,33,0.5172,29,0.5172,29,DDOG,5,3,688,693
600,151,63,0.381,0.3934,0.735,0.2707,0.4762,0.4182,55,0.4167,48,,0,DDOG,5,4,751,756
651,163,63,0.7937,0.725,1.5549,0.2513,0.6825,0.8571,42,0.8571,42,0.8333,30,DDOG,5,5,814,819
701,176,63,0.3175,0.3672,1.0208,0.3938,0.6984,0.5455,11,0.5556,9,0.5556,9,DDOG,5,6,877,882
752,188,63,0.2222,0.4569,0.8725,0.3375,0.2381,0.2258,62,0.2258,62,0.2258,62,DDOG,5,7,940,945
802,201,63,0.5873,0.6174,0.6712,0.2374,0.6349,0.6667,42,0.6667,42,0.6667,42,DDOG,5,8,1003,1008
399,100,63,0.6508,0.469,0.6715,0.2389,0.3651,1.0,1,1.0,1,1.0,1,DNA,5,0,499,504
449,113,63,0.7143,0.73,0.7056,0.2561,0.2063,0.4,25,0.4348,23,0.381,21,DNA,5,1,562,567
500,125,63,0.6032,0.2921,0.7334,0.2679,0.3968,,0,,0,,0,DNA,5,2,625,630
550,138,63,0.3333,0.5,0.9035,0.349,0.6667,,0,,0,,0,DNA,5,3,688,693
600,151,63,0.381,0.4255,0.7937,0.2983,0.3651,0.3462,52,0.3111,45,0.3158,38,DNA,5,4,751,756
651,163,63,0.5397,0.5,0.6907,0.2488,0.5397,0.5397,63,,0,,0,DNA,5,5,814,819
701,176,63,0.3968,0.4813,0.7177,0.2622,0.381,0.375,56,,0,,0,DNA,5,6,877,882
752,188,63,0.3968,0.5537,0.915,0.3262,0.6032,,0,,0,,0,DNA,5,7,940,945
802,201,63,0.5873,0.574,0.6788,0.2432,0.4603,0.5789,19,0.5789,19,0.5789,19,DNA,5,8,1003,1008
399,100,63,0.4286,0.5,0.6947,0.2508,0.5714,,0,,0,,0,DUOL,5,0,499,504
449,113,63,0.4762,0.5983,0.6931,0.25,0.3175,0.3415,41,0.3793,29,0.3793,29,DUOL,5,1,562,567
500,125,63,0.254,0.5845,0.8437,0.323,0.7778,1.0,2,,0,,0,DUOL,5,2,625,630
550,138,63,0.5873,0.5,0.6828,0.2448,0.5873,0.5873,63,,0,,0,DUOL,5,3,688,693
600,151,63,0.6032,0.5,0.6732,0.2401,0.6032,0.6032,63,0.6032,63,,0,DUOL,5,4,751,756
651,163,63,0.2222,0.5,0.8758,0.339,0.2222,0.2222,63,0.2222,63,0.2222,63,DUOL,5,5,814,819
