ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,3,25,0.5327,0.0802,0.5038,0.2587,0.5464,873,0.5581
ABNB,3,13,0.5079,0.0812,0.5251,0.2761,0.6622,199,0.5275
ABT,3,25,0.5111,0.0865,0.5241,0.2702,0.5673,519,0.5149
ADSK,3,25,0.5105,0.112,0.515,0.2621,0.5952,798,0.5244
AI,3,25,0.5162,0.0804,0.5005,0.2717,0.4076,341,0.4635
ALK,3,25,0.4825,0.1116,0.5507,0.2879,0.5495,482,0.501
AMD,3,25,0.5282,0.0991,0.5043,0.274,0.53,678,0.5416
AMPX,3,6,0.5264,0.0933,0.5331,0.2844,0.6658,119,0.5264
AMZN,3,25,0.5086,0.1042,0.5177,0.2798,0.5779,468,0.52
APLD,3,9,0.545,0.042,0.5768,0.253,0.6602,232,0.5432
ARM,3,2,0.492,0.1122,0.4943,0.3581,0.4432,67,0.4524
ASAN,3,14,0.4921,0.0831,0.5379,0.2653,0.5374,132,0.4773
ASTS,3,12,0.4841,0.0791,0.5178,0.2861,0.6973,117,0.4841
AXP,3,25,0.5302,0.0925,0.5577,0.2712,0.6266,706,0.5498
AZN,3,25,0.4838,0.0934,0.516,0.2685,0.5425,614,0.5359
BA,3,25,0.4997,0.1001,0.5341,0.2668,0.53,521,0.5009
BETR,3,3,0.4868,0.0815,0.4504,0.3354,0.4359,51,0.5397
BRKR,3,25,0.506,0.0885,0.522,0.2739,0.5733,390,0.5137
BSX,3,25,0.5403,0.0934,0.5711,0.2638,0.6115,736,0.5416
CAVA,3,3,0.6243,0.04,0.5802,0.2384,0.7335,67,0.4868
CI,3,25,0.5117,0.071,0.5326,0.2628,0.5888,484,0.52
CNC,3,25,0.5029,0.0998,0.53,0.2748,0.6165,590,0.5213
COST,3,25,0.541,0.1095,0.4973,0.2675,0.5694,1050,0.5733
CRM,3,25,0.4921,0.1041,0.5238,0.2678,0.4775,570,0.5156
CRWD,3,19,0.5472,0.081,0.5546,0.2618,0.5703,550,0.5355
DDOG,3,18,0.5026,0.1022,0.5226,0.2824,0.5103,664,0.5265
DNA,3,10,0.5174,0.1032,0.4796,0.2655,0.4231,36,0.4492
DUOL,3,11,0.4719,0.1125,0.5131,0.2861,0.4116,187,0.4892
ETSY,3,25,0.5187,0.1012,0.5255,0.2652,0.5076,459,0.5016
FIVN,3,25,0.5384,0.082,0.5278,0.2569,0.5679,690,0.5048
FSLY,3,20,0.4722,0.089,0.5146,0.2759,0.5023,374,0.4889
FTNT,3,25,0.5448,0.0996,0.5355,0.268,0.5693,733,0.5511
GM,3,25,0.487,0.0676,0.5435,0.279,0.5158,341,0.5257
GME,3,25,0.5441,0.0649,0.5289,0.2608,0.5209,191,0.4838
GOOG,3,25,0.5397,0.0859,0.521,0.2584,0.6485,845,0.5632
HUM,3,25,0.4984,0.0753,0.5167,0.264,0.5245,681,0.5168
HY,3,25,0.4673,0.1024,0.5008,0.2758,0.4714,461,0.4832
INSM,3,25,0.4851,0.0911,0.5144,0.265,0.4659,172,0.4959
INTC,3,25,0.4991,0.0716,0.5339,0.2663,0.5733,518,0.4959
IREN,3,10,0.5413,0.0951,0.5369,0.263,0.6484,262,0.5254
JNJ,3,25,0.5086,0.0555,0.5237,0.2717,0.5195,525,0.5137
KVUE,3,4,0.4643,0.1349,0.518,0.3381,0.4791,96,0.4841
LLY,3,25,0.539,0.0814,0.5071,0.2625,0.553,873,0.5403
LULU,3,25,0.4902,0.1058,0.5229,0.2677,0.482,560,0.5067
LYFT,3,20,0.5159,0.0804,0.5217,0.2709,0.4406,276,0.454
META,3,10,0.4953,0.0901,0.5283,0.2692,0.5095,289,0.5318
MP,3,14,0.5306,0.0779,0.5531,0.2575,0.5769,228,0.4796
MRNA,3,21,0.5193,0.0985,0.5261,0.2667,0.5358,265,0.4686
MSFT,3,25,0.5346,0.1027,0.513,0.2612,0.5582,984,0.5568
MU,3,25,0.5098,0.1012,0.5184,0.2649,0.583,317,0.5321
NET,3,18,0.4965,0.0867,0.5054,0.2686,0.5484,539,0.5326
NFLX,3,25,0.4635,0.0991,0.5132,0.2761,0.4748,592,0.5257
NIO,3,22,0.5368,0.0818,0.5225,0.2576,0.4825,192,0.4553
NOK,3,25,0.5492,0.0829,0.5826,0.2757,0.6559,646,0.5308
NVDA,3,25,0.5632,0.1008,0.522,0.2591,0.5579,1107,0.5784
NVMI,3,25,0.5187,0.1259,0.5546,0.259,0.5617,722,0.5492
NVO,3,25,0.5111,0.079,0.5078,0.2627,0.5064,853,0.5321
ONTO,3,18,0.5159,0.0612,0.5666,0.2672,0.5924,499,0.5309
OPEN,3,13,0.5397,0.1161,0.5128,0.2622,0.6076,26,0.4335
ORIC,3,16,0.5218,0.0702,0.5103,0.2679,0.4763,94,0.4821
PFE,3,25,0.4965,0.0735,0.5143,0.273,0.5495,309,0.4705
PL,3,9,0.5556,0.1111,0.5111,0.2714,0.598,359,0.5538
PLTR,3,14,0.5386,0.1099,0.504,0.2655,0.5082,454,0.5612
PUBM,3,13,0.4798,0.0566,0.5035,0.2788,0.5668,178,0.4945
PYPL,3,25,0.5321,0.1063,0.5198,0.2686,0.4419,516,0.5054
QS,3,14,0.5317,0.0906,0.5355,0.2598,0.4446,104,0.4637
QUBT,3,11,0.5267,0.0634,0.5093,0.259,0.5481,41,0.469
QURE,3,25,0.5118,0.0848,0.514,0.2657,0.4077,287,0.4717
ROKU,3,25,0.5136,0.0976,0.5098,0.265,0.4908,276,0.4984
ROST,3,25,0.5137,0.09,0.5442,0.2661,0.5964,435,0.5308
S,3,20,0.4937,0.0748,0.5181,0.274,0.6777,243,0.5119
SHOP,3,25,0.5156,0.0831,0.5375,0.2621,0.5057,607,0.5029
SLV,3,25,0.5238,0.0921,0.5142,0.2567,0.6013,482,0.5467
SMCI,3,20,0.5159,0.0913,0.5068,0.2631,0.5771,403,0.5206
SMMT,3,25,0.5448,0.0818,0.5639,0.254,0.5867,305,0.4724
SNOW,3,14,0.4535,0.0846,0.4827,0.2729,0.5203,237,0.5045
TEAM,3,25,0.4965,0.1069,0.5452,0.2681,0.5936,631,0.5149
TGT,3,25,0.4997,0.0974,0.4905,0.2698,0.5129,462,0.5263
TJX,3,25,0.5079,0.0692,0.5257,0.2707,0.5972,569,0.5371
TPR,3,25,0.473,0.1232,0.5182,0.2776,0.5354,677,0.539
TSLA,3,25,0.5251,0.0939,0.5132,0.2613,0.4978,538,0.5168
TSM,3,25,0.5067,0.1011,0.5097,0.2698,0.6002,536,0.5257
UAL,3,25,0.473,0.1132,0.5364,0.2891,0.5615,416,0.5041
UNH,3,25,0.5257,0.0622,0.5124,0.2586,0.5446,414,0.5333
V,3,25,0.5416,0.0934,0.5337,0.263,0.61,982,0.5594
VKTX,3,25,0.5029,0.1027,0.5478,0.2782,0.576,253,0.4838
VZ,3,25,0.5079,0.076,0.559,0.2786,0.5304,688,0.5041
WMT,3,25,0.5575,0.0713,0.5785,0.2597,0.6094,691,0.5606
ZM,3,20,0.504,0.0838,0.5118,0.2628,0.5365,176,0.4928
SPY,3,25,0.5638,0.0921,0.4957,0.2585,0.5934,1066,0.5854
QQQ,3,25,0.5714,0.0969,0.4956,0.2566,0.5659,972,0.5784
GLD,3,25,0.5371,0.0953,0.5203,0.2561,0.5904,890,0.553
XLF,3,25,0.5333,0.0855,0.546,0.2691,0.5731,735,0.5594
XLE,3,25,0.5397,0.0769,0.5153,0.2546,0.5971,600,0.5511
XLV,3,25,0.5289,0.0823,0.5213,0.2611,0.5584,783,0.539
XLI,3,25,0.5321,0.1106,0.511,0.2651,0.5939,742,0.5644
XLU,3,25,0.5321,0.0826,0.5318,0.2582,0.5439,781,0.5346
COIN,3,12,0.4894,0.0376,0.5042,0.2638,0.4962,135,0.4987
AVGO,3,25,0.5397,0.1018,0.5494,0.2644,0.6311,551,0.5409
ANET,3,25,0.5244,0.0861,0.4965,0.28,0.5989,872,0.5505
AMAT,3,25,0.5219,0.092,0.5299,0.2804,0.5465,586,0.5479
LRCX,3,25,0.5251,0.0888,0.5396,0.2857,0.577,723,0.5524
VRT,3,17,0.5453,0.0708,0.5299,0.2555,0.5971,672,0.5649
ETN,3,25,0.5517,0.0853,0.5398,0.2558,0.5924,980,0.5759
NOW,3,25,0.5149,0.095,0.5357,0.271,0.589,700,0.5251
EQIX,3,25,0.5206,0.0804,0.5541,0.2689,0.571,654,0.5276
DLR,3,25,0.5187,0.0925,0.5359,0.2687,0.6141,366,0.5149
WDC,3,25,0.5219,0.0982,0.5204,0.2794,0.5132,514,0.5397
STX,3,25,0.5149,0.1165,0.5058,0.2712,0.5471,661,0.5537
ASML,3,25,0.534,0.095,0.5415,0.2581,0.6265,636,0.5467
CEG,3,9,0.5362,0.0603,0.4875,0.2645,0.5385,399,0.5397
VST,3,25,0.506,0.095,0.5344,0.2722,0.6385,726,0.5498
LIN,3,22,0.5397,0.0953,0.5334,0.2597,0.6004,784,0.5664
MRVL,3,25,0.5289,0.0955,0.5453,0.2633,0.5016,682,0.534
CLS,3,25,0.5264,0.0951,0.5341,0.2614,0.5732,716,0.541
SYM,3,8,0.4623,0.1081,0.524,0.2689,0.6309,69,0.4861
MNDY,3,11,0.4935,0.0798,0.5164,0.2763,0.5828,240,0.4892
FVRR,3,19,0.5071,0.0695,0.5297,0.2621,0.4624,158,0.4486
APD,3,25,0.5238,0.083,0.5078,0.2596,0.5883,595,0.5333
EME,3,25,0.5403,0.0857,0.5693,0.2711,0.5999,840,0.5708
KLAC,3,25,0.546,0.1079,0.5612,0.2561,0.6261,763,0.56
TXN,3,25,0.5289,0.0914,0.5779,0.2569,0.65,410,0.5213
MCHP,3,25,0.5009,0.0634,0.5481,0.2715,0.5759,638,0.5098
NXPI,3,25,0.5181,0.0907,0.5177,0.2737,0.617,529,0.527
DELL,3,21,0.5253,0.0866,0.5341,0.2721,0.5743,683,0.5541
GLW,3,25,0.527,0.1198,0.5234,0.2608,0.5618,603,0.5371
FLEX,3,25,0.5029,0.0652,0.5119,0.2777,0.5145,684,0.5429
JBL,3,25,0.5524,0.1099,0.5075,0.2571,0.6007,984,0.5746
GFS,3,10,0.5095,0.0861,0.527,0.2686,0.5025,149,0.4857
NEE,3,25,0.534,0.0705,0.5136,0.2661,0.5432,795,0.5486
D,3,25,0.5225,0.076,0.5441,0.2747,0.5413,613,0.5067
CHTR,3,25,0.4921,0.0939,0.5038,0.2673,0.6007,484,0.5194
BIO,3,25,0.5308,0.0921,0.536,0.2603,0.5878,804,0.5213
HOOD,3,11,0.5397,0.1083,0.509,0.2519,0.5528,392,0.5599
PINS,3,20,0.5111,0.0615,0.526,0.2641,0.5883,402,0.5087
MDB,3,25,0.5067,0.0827,0.5179,0.2669,0.5612,643,0.5365
RKLB,3,11,0.4964,0.124,0.5188,0.2687,0.5966,150,0.5368
STLA,3,13,0.4847,0.0613,0.4742,0.285,0.392,232,0.4896
FIG,3,7,0.5215,0.0945,0.5171,0.2859,0.4636,143,0.458
AMC,3,25,0.5397,0.0989,0.5165,0.2613,0.5156,241,0.4292
AFL,3,25,0.5244,0.1048,0.5373,0.2574,0.5975,1028,0.5676
ALL,3,25,0.5067,0.0719,0.5179,0.2634,0.5963,777,0.5397
AIG,3,25,0.5302,0.0775,0.5123,0.2694,0.5742,769,0.5441
AMP,3,25,0.5416,0.0837,0.5378,0.2597,0.6178,922,0.5632
AON,3,25,0.5289,0.0727,0.5268,0.2583,0.6043,868,0.5454
APO,3,25,0.5321,0.0947,0.5543,0.2623,0.5879,732,0.546
ACGL,3,25,0.5397,0.1035,0.5087,0.2684,0.5767,620,0.5562
ARES,3,25,0.5403,0.0742,0.5287,0.261,0.5723,909,0.5524
AJG,3,25,0.5581,0.097,0.5005,0.2605,0.5746,1061,0.5721
AIZ,3,25,0.534,0.0882,0.5292,0.2634,0.5239,833,0.5568
BAC,3,25,0.5194,0.0836,0.5257,0.2697,0.5398,596,0.52
BLK,3,25,0.5257,0.0802,0.5051,0.2565,0.5489,756,0.5422
BX,3,25,0.5283,0.0926,0.5306,0.2656,0.5636,699,0.5321
BNY,3,24,0.4888,0.1339,0.4874,0.2696,0.4163,433,0.4808
BRO,3,25,0.5498,0.1064,0.5213,0.2668,0.6001,1082,0.5695
COF,3,25,0.4768,0.0866,0.5288,0.2837,0.5682,525,0.5302
CBOE,3,25,0.4997,0.0719,0.5126,0.2756,0.539,806,0.539
SCHW,3,25,0.4984,0.1052,0.5278,0.2663,0.5162,602,0.5346
CB,3,25,0.5181,0.0793,0.5457,0.2577,0.558,495,0.5403
CINF,3,25,0.5149,0.0826,0.5456,0.2713,0.565,482,0.5263
C,3,25,0.5352,0.1019,0.5341,0.2622,0.6071,697,0.5333
CFG,3,25,0.4978,0.1021,0.5223,0.2757,0.5226,616,0.5314
CME,3,25,0.5086,0.0684,0.531,0.2701,0.6018,619,0.5168
ERIE,3,25,0.4876,0.0853,0.5107,0.2694,0.5209,427,0.5257
FDS,3,25,0.5467,0.0647,0.5454,0.2655,0.5254,823,0.5295
FIS,3,25,0.4603,0.0939,0.5323,0.2694,0.5284,587,0.5029
FITB,3,25,0.5079,0.0693,0.5353,0.284,0.637,616,0.5378
BEN,3,25,0.4997,0.0954,0.5305,0.2644,0.5859,322,0.5035
GPN,3,25,0.4965,0.0944,0.5346,0.2625,0.5315,536,0.4952
GL,3,19,0.5355,0.0925,0.5462,0.262,0.5664,776,0.5564
GS,3,25,0.5251,0.0736,0.5633,0.2728,0.5408,677,0.5448
HIG,3,25,0.5352,0.094,0.5644,0.268,0.6197,788,0.5492
HBAN,3,25,0.5301,0.0868,0.558,0.2729,0.584,508,0.5257
IBKR,3,25,0.5492,0.0994,0.5272,0.2671,0.6337,887,0.5632
ICE,3,25,0.5111,0.0991,0.5518,0.2678,0.5478,543,0.5263
IVZ,3,25,0.5238,0.0771,0.5341,0.2745,0.5996,508,0.5295
JKHY,3,25,0.5327,0.0753,0.5555,0.2655,0.5778,652,0.5238
ABBV,3,25,0.546,0.0822,0.5467,0.2565,0.5848,778,0.553
A,3,25,0.5232,0.0902,0.4981,0.2748,0.5312,763,0.5289
ALGN,3,25,0.5098,0.0978,0.5168,0.2752,0.5389,593,0.4965
AMGN,3,25,0.4883,0.0956,0.5435,0.2619,0.5877,438,0.5048
BAX,3,25,0.4908,0.0667,0.5045,0.2672,0.518,575,0.4895
BDX,3,25,0.5397,0.0745,0.5524,0.2689,0.5369,876,0.5035
TECH,3,25,0.4984,0.0953,0.5051,0.2739,0.5218,589,0.5016
BIIB,3,25,0.4895,0.0943,0.5063,0.2707,0.5329,347,0.4832
BMY,3,25,0.5213,0.0827,0.5324,0.2664,0.5398,377,0.4889
CAH,3,25,0.5245,0.0697,0.5104,0.2636,0.5577,671,0.5473
CRL,3,25,0.5067,0.0861,0.5072,0.2651,0.4746,603,0.5384
COO,3,25,0.4774,0.092,0.5145,0.2667,0.5145,436,0.5098
CVS,3,25,0.4984,0.0799,0.501,0.2681,0.4802,402,0.5181
DHR,3,25,0.513,0.0869,0.5046,0.2658,0.5281,816,0.5137
DVA,3,25,0.5238,0.0916,0.4963,0.2581,0.5833,611,0.5365
DXCM,3,25,0.5448,0.0836,0.5285,0.2542,0.4978,907,0.5194
EW,3,25,0.52,0.0839,0.5127,0.2652,0.6363,493,0.5206
GILD,3,25,0.5067,0.0753,0.5493,0.2793,0.6483,388,0.513
HCA,3,25,0.527,0.0959,0.5373,0.2635,0.5812,666,0.5524
HSIC,3,25,0.5035,0.1047,0.5449,0.2584,0.5195,248,0.4864
IDXX,3,25,0.5149,0.1082,0.494,0.2586,0.5443,657,0.5302
INCY,3,25,0.5206,0.0851,0.534,0.2756,0.5935,501,0.5029
PODD,3,25,0.4933,0.0994,0.5404,0.2713,0.5331,637,0.513
ISRG,3,25,0.5251,0.0878,0.4958,0.2669,0.5372,731,0.5378
IQV,3,25,0.5022,0.0683,0.5108,0.2668,0.5239,606,0.5194
LH,3,25,0.5092,0.0798,0.5142,0.2659,0.6023,421,0.5276
MCK,3,25,0.5308,0.0838,0.5518,0.2743,0.6132,873,0.553
MDT,3,25,0.4927,0.0915,0.5223,0.2659,0.5333,213,0.4927
MRK,3,25,0.5022,0.0751,0.5076,0.267,0.5694,312,0.5092
MTD,3,25,0.5416,0.0963,0.5478,0.2606,0.5631,536,0.5289
DGX,3,25,0.5187,0.0854,0.5073,0.2651,0.598,699,0.5314
REGN,3,25,0.4768,0.0807,0.5072,0.2658,0.5189,462,0.5168
RMD,3,25,0.5409,0.1143,0.5224,0.2625,0.5511,845,0.5352
STE,3,25,0.5149,0.0775,0.5307,0.2613,0.5978,543,0.52
SYK,3,25,0.4876,0.0598,0.5348,0.2683,0.5428,689,0.527
MMM,3,25,0.4984,0.0654,0.5004,0.2656,0.5147,512,0.5054
AOS,3,25,0.5092,0.0898,0.5201,0.2674,0.5877,599,0.527
ALLE,3,25,0.5035,0.0966,0.5173,0.2684,0.6154,439,0.5194
AME,3,25,0.5143,0.0912,0.5262,0.2639,0.6371,829,0.5581
ADP,3,25,0.5124,0.0981,0.5082,0.2652,0.5882,899,0.5416
BR,3,25,0.4908,0.0909,0.503,0.268,0.4932,715,0.5232
BLDR,3,25,0.5613,0.0988,0.5267,0.2666,0.5348,930,0.5276
CHRW,3,25,0.5327,0.0674,0.5463,0.2644,0.6279,405,0.5276
CARR,3,16,0.4742,0.0645,0.5302,0.2615,0.5464,268,0.5377
CAT,3,25,0.5143,0.0908,0.5239,0.2799,0.4825,496,0.5448
CTAS,3,25,0.5384,0.084,0.5144,0.2692,0.52,827,0.5416
FIX,3,25,0.5435,0.1036,0.517,0.2585,0.5558,855,0.5752
CPRT,3,25,0.5321,0.102,0.4961,0.2629,0.5024,833,0.5352
CSX,3,25,0.5206,0.0949,0.5245,0.2578,0.6078,348,0.5257
CMI,3,25,0.5397,0.1022,0.5485,0.2648,0.6051,656,0.5416
DE,3,25,0.5048,0.0742,0.5256,0.2735,0.5104,479,0.5371
DAL,3,25,0.5029,0.1046,0.5513,0.2736,0.5962,401,0.506
DOV,3,25,0.5149,0.0965,0.5089,0.2619,0.546,547,0.5378
EMR,3,25,0.5098,0.0847,0.52,0.265,0.5668,537,0.5295
EFX,3,25,0.4965,0.085,0.5261,0.2645,0.512,474,0.5263
EXPD,3,25,0.5181,0.0866,0.5284,0.2657,0.5792,582,0.5575
FAST,3,25,0.5302,0.1113,0.5122,0.2651,0.5137,725,0.5403
FDX,3,25,0.5105,0.0961,0.5308,0.2704,0.5542,671,0.5422
FTV,3,25,0.5003,0.0589,0.5456,0.2666,0.5664,496,0.5143
GE,3,25,0.5232,0.1036,0.5168,0.2826,0.5849,1010,0.5651
GNRC,3,25,0.5162,0.1037,0.5034,0.2752,0.541,685,0.546
GD,3,25,0.534,0.0809,0.5367,0.2591,0.5968,724,0.5384
HON,3,25,0.5371,0.075,0.5562,0.2635,0.5787,552,0.5219
HWM,3,16,0.5655,0.0857,0.5471,0.2528,0.6153,701,0.5824
HUBB,3,25,0.5251,0.0841,0.5349,0.2718,0.581,594,0.5441
HII,3,25,0.4889,0.0783,0.5141,0.2725,0.451,608,0.5187
IEX,3,25,0.5143,0.072,0.5329,0.2614,0.4665,614,0.527
ITW,3,25,0.5346,0.1051,0.5383,0.2636,0.5958,494,0.5143
IR,3,25,0.5486,0.0803,0.535,0.2662,0.5559,888,0.5486
JBHT,3,25,0.5003,0.0684,0.5179,0.2725,0.5105,556,0.5168
J,3,17,0.4911,0.0814,0.5359,0.2624,0.4333,224,0.5098
APTV,3,25,0.5092,0.0804,0.5293,0.2668,0.673,353,0.5168
AZO,3,25,0.5219,0.0823,0.5322,0.2614,0.5075,852,0.5448
BBY,3,25,0.4857,0.0735,0.5284,0.2676,0.6499,349,0.5054
BKNG,3,25,0.5162,0.0819,0.5613,0.2705,0.5751,802,0.5454
CCL,3,25,0.4845,0.0863,0.5222,0.284,0.6229,359,0.494
CVNA,3,25,0.5264,0.1195,0.5002,0.2715,0.5435,713,0.5168
CMG,3,25,0.5041,0.076,0.5144,0.2642,0.5976,600,0.5232
DRI,3,25,0.5009,0.0726,0.5226,0.2735,0.557,299,0.5092
DECK,3,25,0.5079,0.067,0.5086,0.2642,0.5475,689,0.5397
DPZ,3,25,0.4806,0.0911,0.49,0.2682,0.5254,540,0.5029
DHI,3,25,0.5035,0.0711,0.5101,0.2735,0.4998,581,0.5149
EBAY,3,25,0.539,0.1078,0.5151,0.264,0.5926,645,0.5416
EXPE,3,25,0.4679,0.0799,0.5293,0.2692,0.6674,364,0.5257
F,3,25,0.5105,0.0702,0.5173,0.2707,0.603,335,0.5048
GRMN,3,25,0.5416,0.0903,0.5083,0.2616,0.5814,871,0.553
GPC,3,25,0.5111,0.0787,0.5061,0.2611,0.6151,655,0.5314
HAS,3,25,0.5181,0.0653,0.5494,0.2723,0.5461,539,0.5048
HLT,3,25,0.5232,0.0954,0.5493,0.2732,0.5787,694,0.5492
HD,3,25,0.5175,0.1005,0.5011,0.2606,0.6186,659,0.5416
LVS,3,25,0.4825,0.0858,0.4998,0.2666,0.4816,311,0.4851
LEN,3,25,0.5117,0.0781,0.5216,0.2622,0.5014,644,0.5136
LOW,3,25,0.5492,0.0775,0.5335,0.2572,0.609,603,0.5352
MAR,3,25,0.5016,0.0752,0.5445,0.2606,0.6394,562,0.5384
MCD,3,25,0.4927,0.065,0.5362,0.2658,0.4952,520,0.5105
MGM,3,25,0.513,0.1015,0.56,0.2694,0.5955,424,0.5029
NKE,3,25,0.4914,0.0937,0.4997,0.2703,0.5347,459,0.4978
NCLH,3,25,0.48,0.0929,0.5586,0.2772,0.6243,317,0.4902
MO,3,25,0.5213,0.0849,0.5123,0.26,0.5036,779,0.5378
ADM,3,25,0.5124,0.1137,0.4968,0.2704,0.5589,710,0.5517
BG,3,25,0.5124,0.107,0.4881,0.2735,0.5113,772,0.5473
CPB,3,25,0.5067,0.0984,0.5398,0.2718,0.5324,698,0.4965
CASY,3,25,0.5594,0.0728,0.5595,0.256,0.6245,548,0.5581
CHD,3,25,0.4851,0.0745,0.5194,0.2805,0.5443,478,0.5156
CLX,3,25,0.494,0.1181,0.5044,0.2705,0.5159,382,0.487
KO,3,25,0.5086,0.068,0.4964,0.2536,0.5164,457,0.5283
CL,3,25,0.501,0.1108,0.5251,0.2663,0.5416,621,0.5175
CAG,3,25,0.5124,0.0937,0.5519,0.2639,0.5083,572,0.4997
STZ,3,25,0.5003,0.093,0.5334,0.2772,0.5889,447,0.499
