ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,26,0.489,0.0526,0.4839,0.2565,0.5142,489,0.5305
ABNB,1,14,0.517,0.0782,0.5261,0.258,0.4939,190,0.5227
ABT,1,26,0.5189,0.0641,0.5343,0.262,0.5752,368,0.511
ADSK,1,26,0.5067,0.0692,0.4942,0.2582,0.5316,484,0.522
AI,1,25,0.4946,0.08,0.4931,0.264,0.5827,91,0.4711
ALK,1,26,0.4744,0.0765,0.5052,0.2681,0.4146,289,0.4908
AMD,1,26,0.4756,0.0651,0.4912,0.2638,0.5064,246,0.5043
AMPX,1,7,0.4988,0.0593,0.5109,0.2643,0.6522,56,0.4943
AMZN,1,26,0.4866,0.0616,0.5031,0.2651,0.5823,331,0.5214
APLD,1,10,0.4841,0.0469,0.4913,0.2598,0.4254,83,0.4921
ARM,1,3,0.455,0.04,0.5331,0.272,0.4613,71,0.4921
ASAN,1,15,0.5037,0.0583,0.488,0.2586,0.4223,102,0.472
ASTS,1,13,0.5018,0.0659,0.5177,0.2635,0.5274,80,0.4982
AXP,1,26,0.5031,0.0504,0.5123,0.2653,0.574,448,0.5208
AZN,1,26,0.5086,0.0644,0.5038,0.2591,0.5523,558,0.5256
BA,1,26,0.4982,0.0681,0.5185,0.2575,0.451,300,0.4921
BETR,1,3,0.5026,0.0511,0.5258,0.2751,0.4975,88,0.4868
BRKR,1,26,0.4994,0.0541,0.5129,0.2578,0.5451,394,0.4982
BSX,1,26,0.514,0.0609,0.5358,0.2617,0.5821,581,0.5269
CAVA,1,4,0.5278,0.0352,0.4619,0.2825,0.5595,12,0.4682
CI,1,26,0.5226,0.063,0.5178,0.2581,0.5737,545,0.5256
CNC,1,26,0.4963,0.0487,0.4989,0.2599,0.5317,330,0.5079
COST,1,26,0.5165,0.048,0.486,0.2645,0.5543,737,0.5299
CRM,1,26,0.486,0.0606,0.489,0.2581,0.4927,246,0.5128
CRWD,1,20,0.5143,0.079,0.5344,0.2563,0.5765,404,0.5349
DDOG,1,19,0.4996,0.0566,0.513,0.26,0.5472,347,0.5004
DNA,1,11,0.505,0.0374,0.4767,0.271,0.4888,85,0.4603
DUOL,1,11,0.4574,0.0526,0.4678,0.2644,0.4229,244,0.5065
ETSY,1,26,0.4908,0.0635,0.492,0.2566,0.4814,219,0.5031
FIVN,1,26,0.5104,0.0515,0.5047,0.2591,0.4252,323,0.4902
FSLY,1,20,0.5016,0.0548,0.5009,0.2582,0.4522,163,0.4746
FTNT,1,26,0.5275,0.0536,0.5161,0.2558,0.554,706,0.5464
GM,1,26,0.5055,0.0558,0.5029,0.257,0.5101,216,0.5177
GME,1,26,0.5189,0.0635,0.5163,0.2586,0.4663,217,0.4774
GOOG,1,26,0.5372,0.0658,0.5018,0.2574,0.5762,843,0.5409
