ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,3,25,0.5403,0.0785,0.5292,0.2556,0.5776,702,0.5581
ABNB,3,14,0.4955,0.0776,0.527,0.2772,0.6186,223,0.5227
ABT,3,25,0.5079,0.1017,0.5172,0.271,0.4249,458,0.5149
ADSK,3,25,0.4984,0.1143,0.5194,0.2604,0.5362,801,0.5244
AI,3,25,0.5117,0.0865,0.4937,0.2763,0.5339,377,0.4635
ALK,3,25,0.4857,0.1039,0.5489,0.2842,0.5631,398,0.501
AMD,3,25,0.5308,0.0874,0.5192,0.2692,0.6685,640,0.5416
AMPX,3,7,0.5193,0.0868,0.5359,0.2894,0.5907,112,0.5034
AMZN,3,25,0.4946,0.0906,0.5137,0.2777,0.5614,477,0.52
APLD,3,9,0.5432,0.0691,0.5719,0.2538,0.6832,160,0.5432
ARM,3,3,0.4762,0.0728,0.5287,0.368,0.4444,72,0.4815
ASAN,3,14,0.4921,0.0739,0.5106,0.2679,0.508,229,0.4773
ASTS,3,12,0.4735,0.0795,0.5257,0.2902,0.5943,113,0.4841
AXP,3,25,0.5282,0.0833,0.5562,0.2696,0.6274,664,0.5498
AZN,3,25,0.5092,0.0947,0.5333,0.2703,0.6043,713,0.5359
BA,3,25,0.4933,0.1064,0.5215,0.2718,0.5532,529,0.5009
BETR,3,3,0.5132,0.04,0.4682,0.3284,0.4646,52,0.5397
BRKR,3,25,0.5105,0.072,0.5115,0.2727,0.5232,470,0.5137
BSX,3,25,0.5441,0.0937,0.5666,0.267,0.6244,642,0.5416
CAVA,3,4,0.4802,0.1398,0.5401,0.2748,0.541,75,0.4365
CI,3,25,0.5098,0.0767,0.5343,0.2651,0.5598,542,0.52
CNC,3,25,0.5105,0.0931,0.5682,0.2744,0.5438,598,0.5213
COST,3,25,0.553,0.1121,0.5093,0.2753,0.5729,1035,0.5733
CRM,3,25,0.4959,0.0937,0.5204,0.2686,0.5168,573,0.5156
CRWD,3,20,0.5341,0.0831,0.5278,0.2622,0.5949,528,0.5421
