ticker,horizon,n_folds,accuracy_mean,accuracy_std,auc_mean,brier_mean,buy_hit_55_mean,buy_n_55_total,pos_rate_mean
AAPL,1,25,0.499,0.0567,0.4829,0.2579,0.4632,538,0.5295
ABNB,1,13,0.5128,0.0524,0.5232,0.2621,0.5832,221,0.5226
ABT,1,25,0.5117,0.0614,0.5312,0.2593,0.6044,461,0.5092
ADSK,1,25,0.5232,0.0609,0.497,0.258,0.4709,440,0.5213
AI,1,24,0.5046,0.0654,0.4989,0.2653,0.479,111,0.4682
ALK,1,25,0.4705,0.057,0.5075,0.2709,0.5461,258,0.4901
AMD,1,25,0.4679,0.0565,0.4878,0.2582,0.5167,291,0.5048
AMPX,1,6,0.4973,0.0749,0.5053,0.2773,0.6354,34,0.4974
AMZN,1,25,0.5079,0.0604,0.5039,0.2669,0.6453,210,0.5244
APLD,1,9,0.4974,0.0817,0.5005,0.2612,0.5,11,0.4991
ARM,1,2,0.4604,0.0449,0.5292,0.2792,0.4818,71,0.4683
ASAN,1,14,0.4943,0.0563,0.4795,0.2653,0.5888,81,0.4705
ASTS,1,12,0.4947,0.0609,0.5167,0.2672,0.6329,70,0.5013
AXP,1,25,0.501,0.0622,0.5168,0.2633,0.6027,504,0.5206
AZN,1,25,0.5003,0.0698,0.5097,0.2609,0.5523,459,0.5264
BA,1,25,0.4914,0.0699,0.5125,0.2598,0.5325,315,0.494
BETR,1,3,0.5132,0.0485,0.5422,0.2652,0.5133,62,0.4868
BRKR,1,25,0.4819,0.0487,0.4941,0.261,0.4934,423,0.4984
BSX,1,25,0.5073,0.0632,0.5335,0.2589,0.5717,638,0.5289
CAVA,1,3,0.4709,0.1081,0.4465,0.2866,0.4778,14,0.4656
CI,1,25,0.5181,0.0532,0.5152,0.2595,0.5363,558,0.5257
CNC,1,25,0.4762,0.0383,0.4975,0.2683,0.4284,301,0.5086
COST,1,25,0.5225,0.0524,0.4903,0.2641,0.5534,629,0.5327
CRM,1,25,0.4965,0.0582,0.4749,0.2646,0.4622,381,0.5168
CRWD,1,19,0.5071,0.0676,0.5166,0.2549,0.5287,328,0.5297
DDOG,1,18,0.4859,0.0712,0.4997,0.2756,0.488,422,0.4991
DNA,1,10,0.5127,0.0343,0.4735,0.2738,0.5385,53,0.4619
DUOL,1,10,0.4587,0.0537,0.4692,0.275,0.3952,226,0.5048
ETSY,1,25,0.5181,0.064,0.5056,0.2528,0.5023,308,0.5029
FIVN,1,25,0.5124,0.0654,0.518,0.2594,0.3942,312,0.487
FSLY,1,19,0.5046,0.0703,0.5238,0.2572,0.5843,108,0.4762
FTNT,1,25,0.5409,0.0664,0.5197,0.2569,0.5746,687,0.5441
GM,1,25,0.4889,0.0692,0.4896,0.2677,0.492,259,0.5181
GME,1,25,0.5168,0.063,0.5241,0.257,0.4613,130,0.48
GOOG,1,25,0.5352,0.0657,0.5022,0.2574,0.5452,740,0.5467
HUM,1,25,0.52,0.0571,0.5027,0.2576,0.4957,363,0.5219
HY,1,25,0.4908,0.0498,0.4953,0.2593,0.5252,190,0.4946
INSM,1,25,0.5219,0.0663,0.5115,0.257,0.441,190,0.506
INTC,1,25,0.5016,0.0578,0.5223,0.2621,0.5741,226,0.4959
IREN,1,9,0.5097,0.0523,0.5116,0.2584,0.5461,81,0.4938
JNJ,1,25,0.4895,0.0708,0.5082,0.2594,0.5573,267,0.5105
KVUE,1,3,0.4233,0.0366,0.5121,0.3147,0.5086,75,0.492
LLY,1,25,0.5187,0.0662,0.5057,0.2566,0.5703,770,0.5264
LULU,1,25,0.5156,0.0683,0.5205,0.2647,0.5136,458,0.5143
LYFT,1,20,0.5111,0.0566,0.5001,0.2638,0.5365,160,0.4778
META,1,9,0.5221,0.0492,0.4952,0.2667,0.6134,124,0.5273
MP,1,13,0.5397,0.0518,0.5351,0.2573,0.5728,147,0.486
MRNA,1,21,0.5185,0.0714,0.5173,0.2633,0.462,194,0.477
MSFT,1,25,0.5181,0.0608,0.5153,0.2598,0.5389,514,0.5238
MU,1,25,0.5219,0.0608,0.5075,0.2558,0.5015,499,0.5251
NET,1,18,0.4965,0.0477,0.508,0.2576,0.5073,336,0.5124
NFLX,1,25,0.4864,0.065,0.5211,0.271,0.6505,192,0.5111
